HMT	NOTES	BM-MEAN	BM-SD	BM-PREV	HP-MEAN	HP-SD	HP-PREV	KG-MEAN	KG-SD	KG-PREV	PT-MEAN	PT-SD	PT-PREV	ST-MEAN	ST-SD	ST-PREV	SUBP-MEAN	SUBP-SD	SUBP-PREV	SUPP-MEAN	SUPP-SD	SUPP-PREV	SV-MEAN	SV-SD	SV-PREV	TD-MEAN	TD-SD	TD-PREV	TH-MEAN	TH-SD	TH-PREV
HMT-328		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-329		0.468	1.529	79.221	0.079	0.124	70.13	0.283	0.697	49.351	0.514	1.224	72.727	0.0	0.004	1.299	2.149	2.854	92.208	2.44	2.761	88.312	0.454	0.701	76.623	0.086	0.189	62.338	0.338	0.921	63.636
HMT-330		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-331		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-332		0.007	0.049	9.091	0.003	0.01	7.792	0.0	0.004	1.299	0.002	0.01	7.792	0.0	0.0	0.0	0.139	0.606	19.481	0.177	0.703	16.883	0.029	0.146	12.987	0.0	0.004	1.299	0.001	0.007	3.896
HMT-333		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-334		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-335		0.006	0.041	7.792	0.002	0.009	5.195	0.001	0.009	2.597	0.001	0.006	2.597	0.0	0.0	0.0	0.085	0.242	20.779	0.102	0.561	18.182	0.014	0.048	12.987	0.0	0.001	1.299	0.002	0.013	3.896
HMT-336		0.035	0.108	33.766	0.003	0.011	9.091	0.021	0.135	5.195	0.003	0.011	10.39	0.0	0.0	0.0	0.539	0.936	70.13	0.5	0.878	66.234	0.079	0.226	48.052	0.006	0.021	12.987	0.002	0.007	6.494
HMT-337	reads equally close to C. gingivalis and C. granulosa were assigned half to each taxon; 	0.22	0.556	80.519	0.043	0.096	59.74	0.053	0.324	32.468	0.291	0.547	71.429	0.001	0.005	2.597	1.431	1.532	94.805	1.521	1.681	96.104	0.199	0.353	81.818	0.127	0.29	61.039	0.193	0.434	63.636
HMT-338		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-339		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-340		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-341		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-342		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-343		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-344		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-345		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-346		0.016	0.045	25.974	0.012	0.036	15.584	0.001	0.004	5.195	0.139	1.169	12.987	0.001	0.005	1.299	0.443	0.946	49.351	0.332	1.064	31.169	0.216	0.489	49.351	0.001	0.005	6.494	0.024	0.145	9.091
HMT-347		0.033	0.095	29.87	0.007	0.021	14.286	0.086	0.363	14.286	0.002	0.009	7.792	0.0	0.0	0.0	0.799	3.765	50.649	0.685	1.873	59.74	0.031	0.086	32.468	0.004	0.022	9.091	0.004	0.015	10.39
HMT-348		0.014	0.04	20.779	0.004	0.012	14.286	0.001	0.004	5.195	0.003	0.01	9.091	0.0	0.0	0.0	0.507	1.356	40.26	0.545	1.117	42.857	0.192	0.427	42.857	0.002	0.009	6.494	0.01	0.048	10.39
HMT-349		0.013	0.065	12.987	0.015	0.062	14.286	0.0	0.002	1.299	0.019	0.09	11.688	0.001	0.012	1.299	0.396	1.194	42.857	0.231	0.848	22.078	0.12	0.275	35.065	0.004	0.019	5.195	0.007	0.026	11.688
HMT-350		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-351		0.025	0.045	40.26	0.111	0.167	70.13	0.005	0.02	7.792	0.232	0.377	77.922	0.0	0.0	0.0	0.04	0.155	24.675	0.024	0.086	20.779	4.246	5.728	96.104	0.195	0.371	74.026	0.306	0.346	81.818
HMT-352	reads equally close to Saccharibacteria bacterium HMT 352, 952, and 957 were assigned one third to each taxon; 	0.051	0.087	72.727	0.179	0.209	88.312	0.011	0.052	27.273	0.455	0.706	89.61	0.001	0.005	10.39	0.176	0.216	85.714	0.11	0.184	75.325	2.287	3.01	94.805	0.614	0.805	84.416	0.619	0.797	89.61
HMT-353		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-354		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-355		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-356		0.005	0.024	6.494	0.006	0.041	3.896	0.0	0.0	0.0	0.007	0.053	3.896	0.0	0.0	0.0	0.135	1.063	9.091	0.047	0.202	11.688	0.017	0.055	10.39	0.002	0.013	3.896	0.001	0.006	5.195
HMT-357		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-358		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-359		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-360		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-361		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-362		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-363		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-364		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-365		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-366		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-367		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-368		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-369		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-370	reads equally close to F. periodonticum and F. sp. HMT 370 were assigned half to each taxon; 	0.264	0.45	88.312	0.529	0.578	94.805	0.048	0.118	54.545	1.23	1.16	96.104	0.001	0.003	5.195	0.064	0.145	59.74	0.062	0.194	64.935	0.669	0.638	93.506	1.422	1.422	93.506	0.965	1.112	94.805
HMT-371		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-373		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-375		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-376		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-377		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-378		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-380	reads equallly close to C. sp. HMT 323 and C. sp. HMT 380 were assigned half to each taxon; 	0.002	0.01	9.091	0.0	0.003	1.299	0.008	0.068	2.597	0.0	0.002	3.896	0.0	0.0	0.0	0.036	0.146	22.078	0.034	0.123	16.883	0.004	0.014	10.39	0.0	0.001	1.299	0.001	0.004	6.494
HMT-381		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-382		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-383		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-386		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-388		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-389		0.274	0.596	61.039	0.13	0.446	53.247	0.163	0.589	32.468	0.026	0.06	31.169	0.0	0.001	1.299	0.489	1.08	63.636	0.484	0.76	75.325	0.174	0.604	42.857	0.013	0.041	20.779	0.038	0.118	24.675
HMT-392		0.028	0.097	31.169	0.006	0.02	18.182	0.011	0.077	12.987	0.008	0.027	20.779	0.001	0.006	1.299	0.288	0.706	53.247	0.443	1.263	50.649	0.054	0.195	29.87	0.006	0.035	7.792	0.008	0.027	11.688
HMT-393		0.003	0.01	10.39	0.033	0.075	29.87	0.003	0.016	5.195	0.021	0.066	19.481	0.0	0.0	0.0	0.001	0.008	1.299	0.0	0.0	0.0	0.023	0.079	18.182	0.049	0.149	25.974	0.036	0.109	19.481
HMT-396		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-398	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	5.24	1.746	100.0	4.088	1.914	100.0	5.054	1.839	100.0	1.967	1.879	100.0	0.003	0.005	54.545	1.202	1.058	100.0	1.436	0.974	100.0	1.257	0.939	97.403	1.241	0.945	100.0	1.78	1.617	100.0
HMT-402		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-406		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-407		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-408		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-411	reads equally close to S. parasanguinis clade 411, S. peroris, and S. sp. HMT 057 were assigned one third to each taxon; reads equally close to S. parasanguinis clade 411,S. peroris, S. sp. HMT 056, and S. sp. HMT 057 were assigned one fourth to each taxon; 	0.449	0.908	81.818	1.625	2.109	96.104	0.091	0.29	51.948	1.696	2.027	94.805	0.011	0.037	15.584	0.036	0.142	40.26	0.032	0.084	44.156	1.051	1.769	83.117	3.515	3.776	96.104	1.889	2.015	89.61
HMT-412		0.003	0.015	5.195	0.0	0.002	3.896	0.024	0.205	2.597	0.0	0.004	1.299	0.0	0.0	0.0	0.07	0.226	15.584	0.102	0.383	18.182	0.006	0.021	9.091	0.0	0.0	0.0	0.0	0.003	1.299
HMT-414		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-416		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-417	reads equally close to L. wadei and L. sp. HMT 417 were assigned half to each taxon; 	0.035	0.08	44.156	0.114	0.232	67.532	0.013	0.048	20.779	0.506	0.853	80.519	0.0	0.0	0.0	0.051	0.237	35.065	0.024	0.086	31.169	0.074	0.18	55.844	0.353	0.689	71.429	0.721	1.189	87.013
HMT-418		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-419		0.035	0.084	38.961	0.079	0.196	48.052	0.003	0.017	5.195	0.214	0.531	54.545	0.001	0.006	5.195	0.017	0.052	25.974	0.013	0.055	19.481	0.071	0.15	41.558	0.184	0.341	53.247	0.319	0.567	63.636
HMT-420		0.107	0.292	68.831	0.05	0.15	44.156	0.021	0.088	27.273	0.732	2.719	77.922	0.001	0.004	1.299	1.792	3.314	90.909	0.442	1.099	74.026	0.197	0.277	70.13	0.025	0.047	49.351	0.139	0.644	53.247
HMT-422		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-423	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.649	1.915	100.0	3.28	1.77	100.0	4.764	1.8	100.0	1.603	1.784	100.0	0.003	0.004	49.351	0.688	0.934	100.0	0.756	0.566	100.0	0.789	0.579	97.403	0.601	0.487	100.0	1.41	1.512	100.0
HMT-424		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-431	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.649	1.915	100.0	3.28	1.77	100.0	4.764	1.8	100.0	1.603	1.784	100.0	0.003	0.004	49.351	0.688	0.934	100.0	0.756	0.566	100.0	0.789	0.579	97.403	0.601	0.487	100.0	1.41	1.512	100.0
HMT-435		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-436		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-439		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-442		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-443		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-448		0.01	0.047	9.091	0.002	0.01	5.195	0.002	0.008	3.896	0.001	0.007	1.299	0.0	0.0	0.0	0.612	3.079	27.273	0.23	0.584	33.766	0.003	0.011	7.792	0.0	0.003	1.299	0.002	0.007	6.494
HMT-451		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-455		0.005	0.016	14.286	0.016	0.037	27.273	0.0	0.003	1.299	0.035	0.062	42.857	0.0	0.0	0.0	0.0	0.003	1.299	0.0	0.0	0.0	0.068	0.177	33.766	0.037	0.084	36.364	0.064	0.105	55.844
HMT-457	reads equally close to O. asaccharolyticum, O. parvum, and O. sinus were assigned one third to each taxon; 	0.05	0.077	71.429	0.19	0.181	100.0	0.006	0.013	35.065	0.324	0.244	100.0	0.001	0.003	5.195	0.02	0.039	50.649	0.018	0.047	46.753	0.75	0.851	94.805	0.405	0.287	97.403	0.407	0.356	96.104
HMT-458		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-459		0.0	0.001	1.299	0.05	0.329	14.286	0.087	0.448	16.883	0.003	0.025	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.023	9.091	0.004	0.016	9.091	0.006	0.033	6.494
HMT-461		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-463		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-465		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-466		0.014	0.029	29.87	0.026	0.043	36.364	0.001	0.005	2.597	0.348	0.9	51.948	0.0	0.003	1.299	0.271	1.083	32.468	0.028	0.088	20.779	0.087	0.141	51.948	0.041	0.133	29.87	0.179	0.449	46.753
HMT-467		0.016	0.042	28.571	0.189	0.284	72.727	0.003	0.009	9.091	0.116	0.236	63.636	0.0	0.003	1.299	0.001	0.006	3.896	0.0	0.002	2.597	0.115	0.211	53.247	0.138	0.187	70.13	0.149	0.187	72.727
HMT-468		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-469		0.531	0.847	93.506	3.052	2.586	100.0	0.138	0.284	53.247	2.526	2.308	98.701	0.002	0.008	7.792	0.349	1.32	61.039	0.081	0.149	53.247	3.566	3.132	98.701	4.442	3.478	100.0	3.153	2.916	98.701
HMT-472	reads equally close to P. sp. HMT 317 and P. sp. HMT 472 were assigned half to each taxon; 	0.016	0.036	28.571	0.006	0.022	15.584	0.007	0.034	12.987	0.031	0.145	16.883	0.0	0.0	0.0	0.274	0.399	63.636	0.268	0.821	49.351	0.03	0.058	36.364	0.001	0.005	5.195	0.022	0.137	18.182
HMT-473		0.35	1.236	48.052	0.168	0.354	51.948	3.702	6.403	59.74	0.17	0.386	55.844	0.001	0.009	2.597	0.028	0.101	24.675	0.032	0.168	15.584	0.218	0.41	54.545	0.113	0.263	41.558	0.194	0.392	54.545
HMT-475		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-476		0.153	0.428	35.065	0.31	0.872	33.766	0.058	0.262	16.883	0.433	1.697	24.675	0.0	0.0	0.0	0.98	3.242	28.571	1.274	4.666	37.662	0.684	1.858	37.662	1.027	4.11	23.377	0.275	1.139	29.87
HMT-477		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-478		0.002	0.012	3.896	0.016	0.051	22.078	0.0	0.002	1.299	0.054	0.145	36.364	0.0	0.0	0.0	0.001	0.005	2.597	0.0	0.0	0.0	0.173	0.383	46.753	0.021	0.07	31.169	0.072	0.199	38.961
HMT-479	reads equally close to S. infelix, S. sp. HMT 479, and S. sp. HMT 481 were assigned one third to each taxon; 	0.001	0.005	14.286	0.002	0.01	10.39	0.005	0.031	14.286	0.005	0.012	25.974	0.0	0.0	0.0	0.064	0.158	61.039	0.038	0.1	45.455	0.027	0.105	40.26	0.0	0.001	3.896	0.008	0.05	11.688
HMT-481	reads equally close to S. infelix, S. sp. HMT 479, and S. sp. HMT 481 were assigned one third to each taxon; 	0.001	0.005	14.286	0.002	0.01	10.39	0.005	0.031	14.286	0.005	0.012	25.974	0.0	0.0	0.0	0.064	0.158	61.039	0.038	0.1	45.455	0.027	0.105	40.26	0.0	0.001	3.896	0.008	0.05	11.688
