Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015298-RAF	S700015974-RAF	S700016085-RAF	S700016095-RAF	S700016176-RAF	S700016661-RAF	S700016759-RAF	S700023110-RAF	S700023485-RAF	S700023853-RAF	S700023944-RAF	S700024262-RAF	S700024314-RAF	S700024562-RAF	S700024681-RAF	S700024707-RAF	S700024874-RAF	S700024926-RAF	S700024974-RAF	S700032184-RAF	S700032278-RAF	S700032465-RAF	S700033187-RAF	S700033253-RAF	S700033416-RAF	S700033783-RAF	S700034288-RAF	S700034960-RAF	S700035631-RAF	S700035987-RAF	S700037024-RAF	S700037050-RAF	S700037118-RAF	S700037171-RAF	S700037228-RAF	S700037331-RAF	S700037385-RAF	S700037433-RAF	S700037708-RAF	S700037842-RAF	S700037924-RAF	S700038029-RAF	S700038154-RAF	S700038255-RAF	S700038362-RAF	S700038410-RAF	S700038574-RAF	S700038622-RAF	S700038730-RAF	S700038974-RAF	S700095406-RAF	S700095463-RAF	S700095577-RAF	S700095884-RAF	S700097287-RAF	S700099055-RAF	S700099115-RAF	S700099799-RAF	S700099942-RAF	S700100466-RAF	S700101691-RAF	S700102295-RAF	S700102901-RAF	S700102958-RAF	S700103649-RAF	S700105171-RAF	S700105228-RAF	S700105900-RAF	S700106046-RAF	S700106455-RAF	S700106926-RAF	S700106974-RAF	S700107431-RAF	S700107542-RAF	S700107599-RAF	S700107812-RAF	S700107926-RAF	S700108151-RAF	S700108214-RAF	S700108274-RAF	S700108892-RAF	S700109226-RAF	S700109559-RAF	S700109977-RAF	S700110802-RAF	S700111212-RAF	S700111801-RAF	S700112038-RAF	S700112808-RAF	S700113031-RAF	S700113101-RAF	S700113152-RAF	S700113531-RAF	S700113570-RAF	S700113644-RAF	S700113672-RAF	S700113797-RAF	S700113848-RAF	S700114045-RAF	S700114187-RAF	S700114242-RAF	S700114295-RAF	S700114450-RAF	S700114513-RAF	S700114643-RAF	S700114677-RAF	S700114725-RAF	S700114775-RAF	S700114826-RAF	S700114929-RAF	S700114985-RAF	S700116386-RAF	S700116706-RAF	S700116758-RAF	S700116806-RAF	S700116836-RAF	S700116896-RAF	S700117856-RAF	S700119218-RAF	S700119618-RAF	S700119792-RAF	S700120093-RAF	S700161732-RAF	S700163656-RAF	S700163971-RAF	S700164078-RAF	S700164187-RAF	S700164220-RAF	S700164277-RAF	S700164347-RAF	S700164399-RAF	S700164495-RAF	S700164763-RAF	S700164820-RAF	S700165140-RAF	S700165308-RAF	S700165404-RAF	S700165452-RAF	S700165483-RAF	S700165854-RAF	S700165903-RAF	S700166081-RAF	S700166639-RAF	S700171469-RAF	S700171521-RAF	S700171569-RAF	S700171924-RAF	S700172211-RAF	S700173269-RAF	S700173478-RAF
Bacteria;Bacillota;Bacilli	class				1.658	0.779	3.207	0.0	2.963	0.065	0.296	7.212	1.724	8.466	0.183	2.484	2.679	0.48	0.319	4.192	1.143	0.306	0.456	0.117	0.73	9.317	8.079	0.859	56.952	0.332	7.853	6.641	2.555	3.214	9.228	2.645	10.265	0.589	19.989	13.68	6.399	2.419	16.635	0.501	0.274	4.47	2.407	0.195	0.235	0.761	6.103	0.756	6.122	0.062	0.406	0.021	0.64	0.242	5.832	10.2	6.099	10.26	1.797	1.465	0.365	0.331	3.627	0.527	2.904	1.37	9.017	2.329	1.195	8.522	4.893	3.407	1.875	2.437	6.865	1.623	4.784	14.948	1.553	8.569	6.58	5.126	0.388	9.538	0.38	0.406	9.667	4.515	5.759	2.071	98.338	8.632	14.214	47.912	13.721	15.201	1.001	1.312	3.461	6.798	6.667	11.021	0.116	24.69	12.27	8.732	4.587	0.056	7.356	5.314	11.782	0.543	4.577	1.494	1.733	4.39	1.538	0.482	0.0	1.529	1.772	9.364	0.958	1.777	2.231	46.384	0.587	1.926	0.226	0.448	3.095	4.188	21.799	5.049	0.934	4.991	10.242	0.074	5.882	0.737	5.791	13.855	0.368	9.852	2.067	0.189	1.571	2.595	0.0	8.584
Bacteria;Bacillota;Clostridia	class				1.745	1.631	0.92	0.0	1.586	0.173	0.237	3.14	0.0	3.931	0.583	4.002	1.985	2.819	0.239	3.582	0.0	0.204	0.228	0.0	0.0	1.553	2.873	0.0	0.0	0.859	3.614	0.0	0.0	0.0	0.063	0.437	4.746	0.065	6.394	5.669	0.863	0.864	0.0	1.048	0.94	1.595	2.396	1.171	4.469	0.815	0.917	1.363	0.626	2.522	0.578	6.894	2.562	5.314	2.939	0.812	0.987	6.936	2.037	0.873	0.378	0.071	7.745	0.508	0.809	0.319	0.0	1.783	1.93	0.193	0.0	7.816	0.357	1.343	0.168	0.818	0.199	2.507	2.415	2.873	1.41	4.196	2.356	0.821	15.936	0.088	0.569	0.426	0.362	1.19	0.477	38.255	5.071	0.0	7.973	0.008	0.0	0.0	0.655	3.658	3.759	7.013	1.887	0.04	5.872	0.034	1.311	0.074	1.342	0.069	0.0	0.74	0.845	0.427	0.754	3.104	0.0	0.04	0.575	0.0	0.197	0.0	0.383	3.053	0.381	10.093	0.0	1.284	0.0	0.112	0.215	0.506	11.305	0.694	0.934	1.116	1.253	0.0	11.765	0.614	2.068	0.0	2.42	0.369	1.596	0.094	5.497	0.391	0.061	0.685
Bacteria;Bacillota;Negativicutes	class				2.269	0.0	1.968	7.774	0.017	0.115	0.385	3.233	2.446	2.812	0.99	3.174	1.489	0.06	0.128	2.134	0.167	0.0	0.582	0.0	0.399	0.932	1.616	2.165	0.095	0.332	4.17	1.842	0.0	3.364	1.255	0.299	1.325	1.243	5.911	1.939	0.292	0.0	5.714	0.592	0.078	0.779	0.262	1.952	0.653	0.924	0.291	0.43	0.499	0.498	0.125	0.0	1.098	0.644	4.024	8.836	0.538	1.734	1.558	0.099	0.038	0.0	1.472	0.039	0.257	0.701	2.529	3.857	0.0	4.911	1.407	0.2	0.58	0.154	0.0	0.324	0.598	5.061	0.115	1.159	2.35	0.259	0.101	7.282	0.418	0.212	1.219	0.201	2.336	9.608	0.105	3.635	0.143	3.445	10.507	4.068	0.188	4.81	0.624	9.213	15.539	3.121	0.023	7.591	10.955	5.462	10.31	0.167	3.329	2.263	14.8	0.444	0.0	0.0	1.206	11.383	0.0	0.241	0.0	0.0	1.142	7.797	0.0	0.386	0.272	0.636	0.881	0.803	0.185	0.224	0.989	1.795	1.936	12.685	0.756	2.936	0.216	0.0	4.967	0.184	0.517	1.807	0.214	0.246	0.225	0.943	0.873	0.071	0.0	3.46
Bacteria;Fusobacteriota;Fusobacteriia	class				0.0	0.26	4.14	16.677	0.0	0.046	0.089	9.698	0.0	1.022	0.461	4.462	4.962	0.0	0.351	1.448	1.924	0.0	0.279	0.0	0.117	2.64	0.0	0.0	0.0	0.156	4.378	0.335	0.0	1.202	2.574	0.207	0.0	0.589	0.269	1.207	0.159	4.077	0.0	0.364	0.0	1.948	0.89	3.645	0.288	1.739	0.159	0.059	0.313	0.187	0.0	0.0	1.464	0.886	18.535	1.137	0.0	0.723	0.509	0.014	0.0	0.024	0.384	0.0	0.257	0.0	8.731	9.716	3.401	12.277	0.0	0.0	0.268	0.23	0.28	0.5	0.399	7.427	0.345	0.756	1.645	0.203	0.072	2.462	0.0	0.071	2.193	1.129	0.0	34.949	0.0	0.0	0.0	1.357	3.523	3.741	0.313	3.207	0.437	18.254	5.313	0.963	0.023	9.389	5.083	1.18	20.315	0.298	51.298	16.764	7.108	0.197	0.493	0.0	1.206	9.909	0.729	0.442	0.0	0.0	0.315	5.508	0.862	0.0	0.435	0.0	0.294	0.08	0.092	0.0	0.258	0.138	0.0	2.872	0.178	1.938	0.086	0.0	0.0	0.123	0.207	0.602	1.072	0.369	0.123	0.377	0.175	0.0	0.02	4.993
Bacteria;Pseudomonadota;Alphaproteobacteria	class				1.745	0.037	3.22	14.184	3.904	0.019	0.148	2.331	1.163	1.479	0.753	2.714	0.364	0.36	0.813	1.524	0.39	2.003	0.785	0.0	0.107	0.776	5.566	0.56	0.0	0.137	1.077	0.167	0.0	0.0	1.004	0.92	0.0	36.518	1.505	4.06	0.146	4.803	1.46	0.273	0.0	0.761	1.369	0.0	0.392	0.543	0.3	0.8	0.0	0.0	0.219	0.0	0.0	0.0	0.0	0.0	0.0	0.578	2.666	0.042	0.082	0.0	1.515	0.166	0.956	0.287	0.763	0.109	0.184	0.337	0.0	2.806	0.402	0.173	0.112	0.776	0.199	0.473	0.69	0.907	0.47	0.055	0.057	0.103	0.0	0.053	0.162	0.0	0.0	0.0	0.035	1.181	3.0	0.0	1.422	0.008	0.501	18.076	0.062	0.0	0.05	3.931	0.047	0.0	4.557	0.0	0.087	0.037	0.018	0.206	2.337	2.073	0.0	0.854	3.617	0.408	0.0	1.525	0.0	6.422	0.197	0.212	5.747	1.121	1.415	7.338	0.294	2.488	0.612	0.784	0.129	0.322	0.25	1.609	0.356	0.998	0.389	0.0	0.0	0.0	0.0	9.036	0.0	0.369	3.294	0.094	0.175	2.382	0.122	0.196
Bacteria;Pseudomonadota;Betaproteobacteria	class				3.49	1.038	0.0	16.38	1.638	0.173	0.03	9.108	76.864	51.07	18.586	15.455	1.059	6.779	0.494	3.201	0.725	4.89	0.506	0.0	0.263	5.59	6.643	0.336	0.476	0.547	2.606	0.056	0.997	1.412	5.022	0.276	7.947	0.131	7.415	4.792	0.451	6.358	2.286	0.638	0.353	6.084	8.363	1.302	0.052	1.957	1.773	10.535	0.649	0.28	0.0	0.0	0.274	0.725	16.41	1.754	1.435	0.723	0.959	0.888	0.202	0.024	5.313	0.107	1.287	0.382	1.145	1.783	11.489	4.478	0.367	0.0	0.268	20.591	0.196	0.205	0.0	3.69	0.23	1.058	2.82	0.573	0.129	3.077	0.004	0.229	1.137	0.778	2.094	24.592	0.0	1.181	6.429	2.192	5.748	7.081	0.0	4.082	23.511	13.147	14.787	3.622	0.023	8.07	13.146	7.013	36.435	0.074	3.741	6.959	12.366	0.395	0.07	0.0	1.432	14.926	0.0	1.124	1.438	0.0	0.985	7.203	1.245	0.85	0.653	1.033	0.881	1.926	0.235	2.8	4.557	1.012	4.31	0.82	0.489	0.411	0.432	1.109	6.797	0.307	1.138	3.614	0.0	0.862	0.368	0.283	2.007	0.604	24.323	8.747
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	9.555	0.0	0.0	13.638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria	class				33.333	14.683	0.0	11.098	3.678	1.258	34.379	2.798	1.123	3.464	2.014	6.394	1.985	1.26	0.574	4.573	4.155	25.365	0.557	0.0	0.379	17.236	11.49	1.642	1.238	5.838	10.806	1.172	0.561	0.661	3.202	0.713	7.285	3.076	5.588	8.413	0.438	3.11	8.762	0.547	0.47	3.357	1.46	7.159	2.169	0.38	0.423	0.696	0.696	19.583	0.297	0.0	1.006	0.725	18.987	9.475	7.175	12.139	35.051	0.902	0.409	0.213	2.07	0.127	1.103	4.364	4.151	0.983	3.309	14.251	0.55	0.0	1.027	1.42	3.082	1.185	3.987	3.595	0.748	3.075	7.051	1.417	0.101	3.077	0.411	0.477	3.006	2.257	2.698	5.245	0.0	1.772	5.571	28.497	28.368	69.016	5.632	0.729	12.41	21.463	30.752	1.696	0.0	46.344	0.0	17.566	8.912	0.335	7.714	2.571	8.471	0.592	3.803	1.601	0.829	34.807	1.377	0.361	0.575	2.446	2.954	15.085	73.659	1.121	26.714	0.265	4.012	4.334	0.26	2.464	8.126	3.543	1.249	21.71	2.067	5.813	1.34	0.148	3.529	0.859	4.343	12.048	0.49	3.818	4.584	0.425	4.974	6.15	65.439	9.432
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales	order				0.0	0.408	0.0	1.365	0.0	0.015	0.0	0.0	0.802	2.151	0.698	0.368	0.331	0.12	0.032	1.296	0.195	0.815	0.127	0.058	0.204	4.814	2.513	0.448	1.143	0.0	1.529	0.0	0.0	0.36	0.251	0.069	0.0	0.0	3.385	0.841	0.013	1.451	2.159	0.228	0.157	1.298	0.183	0.325	0.209	0.707	0.106	0.385	0.197	0.031	0.078	0.0	0.091	0.0	1.627	0.661	0.359	0.0	0.449	0.169	0.0	0.0	0.384	0.088	0.956	0.159	1.336	1.71	4.504	3.755	0.367	0.0	0.268	0.077	0.056	0.266	0.199	2.886	0.403	1.159	1.763	0.08	0.057	3.59	0.0	0.176	1.95	0.251	0.926	9.387	0.0	0.0	0.0	4.906	10.445	0.319	0.438	0.583	0.374	5.418	0.476	1.503	0.023	0.2	7.187	23.061	5.767	0.019	1.969	12.307	3.505	0.0	0.141	0.0	0.301	3.888	0.324	0.401	0.0	0.0	0.866	5.297	0.192	0.039	0.326	0.0	0.489	1.124	0.277	0.224	0.645	0.874	1.686	2.43	0.178	0.411	0.259	0.0	2.484	0.184	1.655	8.434	0.0	0.739	0.368	0.425	0.436	0.355	0.061	20.92
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales	order				0.436	0.0	0.256	3.027	0.941	0.015	0.03	0.311	0.12	0.0	0.0	3.496	0.0	0.0	0.0	3.582	0.195	0.0	0.0	0.0	0.0	1.087	0.0	0.0	0.143	0.039	0.035	0.0	0.0	0.0	0.0	0.023	0.0	0.196	0.0	1.024	0.013	0.691	0.698	0.0	0.0	0.0	0.0	0.0	0.131	0.38	0.071	0.282	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	1.857	0.0	0.006	0.0	0.0	0.0	0.478	0.0	0.191	0.0	0.0	0.289	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.035	0.0	0.025	0.0	0.0	0.012	0.591	0.0	0.0	0.062	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	3.645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.866	0.0	0.0	0.47	9.075	0.0	0.392	0.0	5.274	0.0	0.0	1.478	0.082	0.047	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales	order				0.0	6.6	2.964	0.0	0.872	0.639	1.775	5.036	0.0	0.506	11.039	1.288	12.239	24.055	1.817	5.259	0.335	17.317	3.672	1.051	1.07	10.559	9.874	16.387	0.857	2.284	6.532	4.408	9.221	1.081	43.691	11.615	11.589	3.338	7.254	9.473	81.083	3.836	5.048	6.788	12.456	12.206	18.266	51.708	7.292	2.5	29.271	7.557	9.021	3.705	4.721	0.064	9.058	13.205	1.221	4.494	10.942	40.462	19.353	5.565	4.051	2.554	21.485	6.14	11.176	6.817	1.097	22.453	6.526	6.163	12.783	3.808	1.518	33.871	20.454	14.67	11.495	4.636	13.571	38.962	9.283	58.838	11.006	6.564	27.267	0.477	3.899	4.841	5.316	0.397	0.035	3.771	32.0	0.0	0.124	0.008	4.318	2.187	2.619	0.069	0.526	11.869	0.0	0.04	6.398	15.003	0.306	0.056	0.0	20.021	3.116	7.108	2.887	7.471	5.2	0.063	7.206	5.781	4.123	7.951	9.453	1.653	0.096	10.24	17.193	3.762	15.068	1.685	1.107	3.583	3.396	10.032	3.498	9.34	16.07	23.371	3.371	17.664	12.81	3.806	5.791	1.205	15.074	11.823	51.913	5.943	36.475	2.382	1.913	18.799
Bacteria;Actinomycetota;Actinomycetes;Micrococcales	order				0.0	1.372	0.0	0.0	0.279	0.015	0.118	0.0	0.481	0.0	0.278	2.438	0.0	0.72	0.143	4.802	0.195	9.643	0.152	0.234	0.058	1.708	8.618	0.411	0.238	0.39	0.903	0.67	0.81	0.0	5.901	0.184	0.883	0.589	0.322	1.28	0.04	0.898	0.984	0.0	0.078	0.798	3.32	1.041	0.497	0.0	0.247	0.0	0.197	0.062	0.125	0.0	0.366	0.0	1.04	0.487	2.511	0.0	0.15	0.028	11.327	0.024	1.216	0.078	0.625	0.096	0.0	0.109	0.092	1.107	0.917	0.0	0.357	0.326	0.112	0.433	1.063	1.372	0.058	1.109	0.823	0.228	0.029	1.641	0.008	0.053	0.569	0.602	0.121	0.264	0.0	0.091	0.071	1.357	10.507	0.319	1.252	0.437	0.281	5.797	0.576	0.732	0.0	0.08	0.263	17.633	0.612	0.019	0.161	13.713	0.0	0.0	0.352	0.32	1.356	3.418	0.162	0.04	0.0	0.0	0.748	0.085	0.096	0.502	0.054	0.0	0.0	2.006	0.0	1.904	0.301	1.243	1.312	1.325	0.356	4.991	0.13	0.0	1.961	0.0	0.31	0.0	0.0	0.369	0.327	0.0	1.571	0.533	0.02	4.406
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales	order				3.49	67.89	4.395	0.534	0.279	94.105	12.337	41.343	0.0	5.761	60.51	27.415	59.378	58.848	87.95	25.229	83.687	18.302	89.567	96.439	95.933	14.907	17.594	70.735	4.81	75.517	38.742	78.404	84.735	5.107	8.6	78.818	49.007	42.801	32.08	7.462	9.584	47.754	42.635	87.153	83.627	62.4	53.908	20.046	81.155	81.141	51.186	71.329	80.311	71.575	92.762	4.243	78.591	73.188	19.846	38.679	63.857	3.468	19.922	82.685	63.084	96.737	43.439	91.303	75.772	84.103	48.521	48.799	53.86	26.529	76.514	76.754	91.741	29.937	66.461	73.929	60.0	44.04	55.664	31.502	62.045	22.389	85.259	13.538	52.522	2.912	34.281	83.446	61.458	3.967	0.942	35.484	17.286	0.835	1.792	0.065	79.975	10.496	52.479	0.069	0.15	41.04	0.023	2.117	9.991	0.27	0.961	0.409	0.143	0.274	11.1	85.785	85.211	79.402	24.265	0.596	86.964	55.48	88.878	44.343	73.769	3.008	6.992	72.218	30.359	25.695	75.734	23.355	89.257	34.49	53.482	68.385	30.543	31.429	71.638	43.688	69.36	78.64	18.431	90.301	57.704	8.434	78.064	65.764	10.17	89.858	45.201	76.111	7.429	6.397
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales	order				0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	1.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.353	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.282	0.0	0.0	0.0	0.0	1.357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	order				0.0	0.037	1.009	0.0	1.063	0.035	0.0	0.124	0.0	1.294	0.0	3.174	0.298	0.0	0.112	1.296	0.0	0.0	0.025	0.0	0.049	2.329	0.0	0.0	0.905	0.0	0.903	0.893	0.0	2.223	0.0	0.069	0.883	0.0	1.397	0.914	0.066	2.592	0.0	0.046	0.274	0.927	0.228	0.781	0.497	0.543	0.053	0.133	0.151	0.0	0.078	0.0	0.457	0.0	7.776	16.448	0.0	0.0	0.27	0.479	0.0	0.0	0.235	0.01	1.066	0.0	2.433	1.237	0.0	5.585	0.245	0.0	0.312	0.134	0.084	0.152	0.0	4.021	0.115	0.05	0.705	0.148	0.014	3.077	0.004	0.0	0.975	0.301	0.443	6.214	0.0	0.545	0.429	1.879	3.708	0.049	0.0	0.0	0.624	15.562	18.195	1.233	0.0	1.278	2.366	1.045	8.737	0.0	22.57	1.714	0.0	0.099	0.0	0.0	0.075	8.623	0.0	0.161	0.0	0.0	0.158	2.754	0.0	0.0	0.0	0.0	0.489	0.08	0.0	0.0	0.0	0.506	0.375	3.724	0.044	0.94	0.086	0.0	0.392	0.184	0.414	0.0	1.072	0.246	0.286	0.0	0.087	0.036	0.0	0.098
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales	order				0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.484	0.0	0.896	0.0	0.0	0.0	0.0	0.0	0.511	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.742	0.0	0.0	0.0	0.0	0.0	0.415	0.151	0.0	0.0	0.0	0.0	0.0	1.266	0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.096	0.0	0.073	0.0	4.622	0.122	0.0	0.0	0.096	0.056	0.233	0.066	2.034	0.058	0.151	0.235	0.0	0.057	0.0	0.0	0.0	0.081	0.05	0.04	1.983	0.0	0.0	0.0	0.313	0.494	0.09	0.0	0.0	0.062	0.414	3.108	0.655	0.0	0.0	4.47	2.9	1.442	0.0	0.251	16.969	0.487	0.0	0.0	0.0	0.0	3.763	0.0	0.0	0.0	0.0	0.0	3.263	0.0	0.0	0.163	0.0	0.098	0.0	0.084	0.0	0.0	0.092	0.0	0.0	0.044	0.176	0.0	0.0	1.438	0.061	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	12.337
Bacteria;Bacillota;Bacilli;Caryophanales	order				1.658	0.297	3.207	0.0	0.0	0.015	0.0	5.409	1.724	2.559	0.027	2.438	1.621	0.06	0.112	2.134	0.558	0.0	0.405	0.117	0.253	2.795	3.77	0.224	2.333	0.039	2.71	0.502	1.433	1.051	4.269	0.0	2.87	0.0	4.836	0.549	0.119	1.071	5.651	0.319	0.274	1.762	2.019	0.098	0.209	0.109	0.335	0.459	0.174	0.062	0.266	0.0	0.64	0.0	2.17	3.064	2.78	7.803	0.689	0.606	0.164	0.0	1.408	0.01	2.426	0.0	1.002	0.182	0.184	0.289	0.0	3.407	0.179	0.557	6.669	0.552	0.532	1.75	0.115	2.873	1.175	4.695	0.115	0.718	0.084	0.0	1.787	1.555	0.846	1.014	0.023	0.0	5.286	37.891	3.09	12.754	0.814	1.166	2.401	4.486	1.855	2.428	0.023	21.974	1.84	0.472	2.621	0.019	6.354	1.097	11.685	0.247	0.282	1.281	0.904	1.505	0.162	0.281	0.0	1.529	0.197	1.017	0.192	0.386	0.381	0.106	0.489	1.204	0.059	0.448	0.129	0.276	0.437	1.168	0.4	0.117	1.685	0.0	2.222	0.737	1.241	13.855	0.0	0.123	0.266	0.189	0.698	0.249	0.0	0.685
Bacteria;Bacillota;Bacilli;Lactobacillales	order				0.0	0.482	0.0	0.0	2.963	0.05	0.296	1.803	0.0	5.907	0.156	0.046	1.059	0.42	0.207	2.058	0.586	0.306	0.051	0.0	0.477	6.522	4.309	0.635	54.619	0.293	5.142	6.138	1.121	2.163	4.959	2.645	7.395	0.589	15.153	13.131	6.279	1.348	10.984	0.182	0.0	2.708	0.388	0.098	0.026	0.652	5.768	0.296	5.949	0.0	0.141	0.021	0.0	0.242	3.662	7.136	3.318	2.457	1.108	0.859	0.202	0.331	2.219	0.517	0.478	1.37	8.015	2.147	1.011	8.233	4.893	0.0	1.696	1.881	0.196	1.071	4.252	13.198	1.438	5.696	5.405	0.431	0.273	8.821	0.297	0.406	7.88	2.96	4.913	1.058	98.314	8.632	8.929	10.021	10.63	2.448	0.188	0.146	1.06	2.312	4.812	8.593	0.093	2.717	10.429	8.26	1.966	0.037	1.002	4.217	0.097	0.296	4.296	0.213	0.829	2.885	1.377	0.201	0.0	0.0	1.575	8.347	0.766	1.391	1.85	46.278	0.098	0.722	0.168	0.0	2.966	3.912	21.362	3.881	0.533	4.874	8.557	0.074	3.66	0.0	4.55	0.0	0.368	9.729	1.801	0.0	0.873	2.346	0.0	7.898
Bacteria;Bacillota;Clostridia;Eubacteriales	order				1.745	1.631	0.92	0.0	1.586	0.173	0.237	3.14	0.0	3.931	0.583	4.002	1.985	2.819	0.239	3.582	0.0	0.204	0.228	0.0	0.0	1.553	2.873	0.0	0.0	0.859	3.614	0.0	0.0	0.0	0.063	0.437	4.746	0.065	6.394	5.669	0.863	0.864	0.0	1.048	0.94	1.595	2.396	1.171	4.469	0.815	0.917	1.363	0.626	2.522	0.578	6.894	2.562	5.314	2.939	0.812	0.987	6.936	2.037	0.873	0.378	0.071	7.745	0.508	0.809	0.319	0.0	1.783	1.93	0.193	0.0	7.816	0.357	1.343	0.168	0.818	0.199	2.507	2.415	2.873	1.41	4.196	2.356	0.821	15.936	0.088	0.569	0.426	0.362	1.19	0.477	38.255	5.071	0.0	7.973	0.008	0.0	0.0	0.655	3.658	3.759	7.013	1.887	0.04	5.872	0.034	1.311	0.074	1.342	0.069	0.0	0.74	0.845	0.427	0.754	3.104	0.0	0.04	0.575	0.0	0.197	0.0	0.383	3.053	0.381	10.093	0.0	1.284	0.0	0.112	0.215	0.506	11.305	0.694	0.934	1.116	1.253	0.0	11.765	0.614	2.068	0.0	2.42	0.369	1.596	0.094	5.497	0.391	0.061	0.685
Bacteria;Bacillota;Negativicutes;Selenomonadales	order				0.0	0.0	1.968	0.0	0.0	0.004	0.0	1.834	2.446	1.012	0.285	2.484	1.059	0.0	0.0	1.677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	1.255	0.0	0.883	0.589	0.0	0.329	0.173	0.0	0.0	0.41	0.0	0.278	0.0	1.302	0.235	0.38	0.026	0.415	0.383	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.454	0.0	0.0	0.185	0.0	0.0	2.77	0.0	0.0	0.0	0.809	0.0	0.0	2.629	0.0	0.0	0.056	0.0	0.034	4.187	0.197	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
