Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015277-PTO	S700015653-PTO	S700016162-PTO	S700016327-PTO	S700016368-PTO	S700016584-PTO	S700016640-PTO	S700016941-PTO	S700021868-PTO	S700021906-PTO	S700023005-PTO	S700023261-PTO	S700023315-PTO	S700023412-PTO	S700023469-PTO	S700023570-PTO	S700023684-PTO	S700023780-PTO	S700023837-PTO	S700023894-PTO	S700023960-PTO	S700024017-PTO	S700024058-PTO	S700024121-PTO	S700024179-PTO	S700024225-PTO	S700024284-PTO	S700024332-PTO	S700024371-PTO	S700024427-PTO	S700024484-PTO	S700024533-PTO	S700024580-PTO	S700024629-PTO	S700024665-PTO	S700024725-PTO	S700024782-PTO	S700024819-PTO	S700024896-PTO	S700024940-PTO	S700024990-PTO	S700033011-PTO	S700033173-PTO	S700033468-PTO	S700033769-PTO	S700037066-PTO	S700037214-PTO	S700037462-PTO	S700037574-PTO	S700037726-PTO	S700038045-PTO	S700038241-PTO	S700038378-PTO	S700038464-PTO	S700038512-PTO	S700038560-PTO	S700038608-PTO	S700038716-PTO	S700038992-PTO	S700095392-PTO	S700095449-PTO	S700096305-PTO	S700097273-PTO	S700097333-PTO	S700097670-PTO	S700098309-PTO	S700098401-PTO	S700098974-PTO	S700099041-PTO	S700099101-PTO	S700099629-PTO	S700099785-PTO	S700100269-PTO	S700101677-PTO	S700102281-PTO	S700102627-PTO	S700102944-PTO	S700103255-PTO	S700103319-PTO	S700103460-PTO	S700103529-PTO	S700103599-PTO	S700103635-PTO	S700103686-PTO	S700105025-PTO	S700105079-PTO	S700105138-PTO	S700105195-PTO	S700105252-PTO	S700105298-PTO	S700105386-PTO	S700105431-PTO	S700105506-PTO	S700105660-PTO	S700105699-PTO	S700105753-PTO	S700105820-PTO	S700105918-PTO	S700106032-PTO	S700106107-PTO	S700106374-PTO	S700106426-PTO	S700106534-PTO	S700106593-PTO	S700106629-PTO	S700106677-PTO	S700106737-PTO	S700106851-PTO	S700106890-PTO	S700106960-PTO	S700113001-PTO	S700113049-PTO	S700113085-PTO	S700113132-PTO	S700113517-PTO	S700113592-PTO	S700113630-PTO	S700113688-PTO	S700113832-PTO	S700113946-PTO	S700114031-PTO	S700114080-PTO	S700114139-PTO	S700114203-PTO	S700114260-PTO	S700114317-PTO	S700114365-PTO	S700114401-PTO	S700114531-PTO	S700114572-PTO	S700114629-PTO	S700114693-PTO	S700114741-PTO	S700114791-PTO	S700114848-PTO	S700114896-PTO	S700114953-PTO	S700116231-PTO	S700116318-PTO	S700116372-PTO	S700116582-PTO	S700116633-PTO	S700116792-PTO	S700116852-PTO	S700117014-PTO	S700117674-PTO	S700117731-PTO	S700117842-PTO	S700117968-PTO	S700118452-PTO
Bacteria;Mycoplasmatota	phylum				0.054	0.012	0.0	0.0	0.062	0.256	0.0	0.0	0.041	0.015	0.812	0.016	1.647	0.0	0.0	0.051	1.409	0.413	0.0	0.08	0.0	0.281	0.029	2.625	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.161	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.005	0.0	0.0	0.0	0.0	1.204	0.0	0.069	0.015	0.0	0.022	0.0	0.035	0.017	0.085	0.403	0.028	0.0	0.0	0.0	0.0	0.32	0.024	0.056	0.0	0.0	0.025	2.133	0.057	0.017	0.0	0.0	0.076	0.015	0.0	0.611	0.03	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.233	0.009	0.007	0.115	0.142	0.0	0.0	0.0	0.0	0.0	0.311	0.043	0.0	0.0	0.167	0.0	0.007	0.015	0.0	0.166	0.0	0.0	0.025	0.0	3.827	0.069	0.0	0.012	0.016	1.762	0.0	0.0	0.011	0.0	0.02	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.15	0.889	0.024	0.032	0.086	0.0	0.069	0.016	0.015	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.01	0.0	0.018	0.0
Bacteria;Patescibacteria;Patescibacteria [C1]	class				0.0	0.018	0.0	0.0	0.0	0.032	0.0	0.0	0.874	0.015	0.0	0.791	1.815	0.017	0.0	0.64	0.751	0.093	0.063	0.013	0.129	0.084	0.0	0.654	0.062	0.0	0.331	0.0	0.0	1.517	1.565	0.0	0.0	5.336	0.136	0.176	0.0	0.0	0.159	0.049	0.112	0.0	0.019	1.291	0.19	0.0	0.172	0.0	0.476	0.11	0.321	0.301	0.0	0.0	6.964	0.0	4.995	0.243	0.025	0.0	0.089	0.0	1.099	0.154	0.046	0.0	0.0	0.0	0.048	0.432	0.0	0.0	0.102	0.053	0.011	0.092	0.0	0.0	0.0	0.768	0.067	0.0	0.0	0.014	0.049	0.0	0.147	0.0	1.395	6.422	0.007	0.0	0.0	0.038	0.0	0.513	0.0	0.0	0.207	0.121	0.312	0.0	0.653	0.0	0.0	5.083	0.0	0.133	0.011	0.015	0.542	0.873	0.0	0.0	0.0	0.311	0.0	0.025	0.0	0.135	0.0	0.035	0.01	0.0	0.0	0.0	0.315	0.028	0.0	0.08	0.0	0.163	1.006	0.709	0.098	0.695	3.701	0.016	0.443	0.0	0.412	0.0	0.0	0.242	0.0	0.0	0.039	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes	class				4.962	9.589	21.682	2.92	2.614	2.208	5.061	4.051	5.39	15.431	3.517	4.825	4.126	17.313	7.627	14.39	6.152	8.533	8.631	13.528	11.455	8.464	19.47	1.489	7.133	0.843	6.542	4.617	11.966	3.298	4.2	4.821	6.257	4.139	10.984	4.517	8.128	9.401	9.764	9.051	16.382	20.027	1.522	2.649	4.585	19.331	6.184	3.275	0.563	9.204	2.504	9.495	18.932	10.053	5.367	7.812	7.625	8.121	9.814	5.642	4.128	14.764	5.073	3.832	3.538	3.069	4.314	5.474	16.086	1.776	5.603	1.824	11.555	2.272	7.373	3.854	8.401	2.414	26.828	0.0	6.166	8.034	4.352	0.0	16.48	13.964	8.999	13.697	0.465	0.647	0.0	0.208	9.013	0.0	6.743	0.012	12.168	6.31	6.297	5.694	0.401	7.946	3.725	23.408	0.0	1.938	10.578	3.032	0.0	4.758	3.444	7.05	5.715	7.334	9.989	6.722	6.48	3.93	9.085	10.983	8.56	3.27	9.703	1.865	1.76	2.567	1.258	0.953	4.305	6.073	11.042	2.377	3.618	2.301	7.706	0.89	4.368	3.986	11.932	8.102	5.61	5.196	13.895	18.461	17.503	21.837	18.177	21.67	9.788	5.95
Bacteria;Actinomycetota;Coriobacteriia	class				0.0	0.104	1.161	0.344	0.012	0.272	0.115	0.012	0.737	0.919	0.09	0.264	0.24	1.121	0.44	0.08	0.564	0.613	0.157	1.019	0.988	5.205	0.47	0.208	0.125	0.205	0.11	0.323	0.361	0.339	0.019	0.397	0.116	0.487	0.168	0.308	0.133	0.076	0.26	1.002	0.769	0.266	0.037	0.172	0.04	0.304	0.957	0.074	0.117	0.44	0.208	0.347	1.708	0.874	0.11	0.41	0.579	0.112	1.736	1.217	0.0	0.092	0.231	0.815	6.779	0.0	3.158	1.974	0.6	1.411	0.578	0.114	0.391	0.291	0.194	1.025	0.215	0.631	1.211	0.0	0.108	0.582	0.445	0.0	0.316	0.75	0.463	0.427	0.029	0.0	0.0	0.0	0.248	0.0	0.152	0.0	0.88	0.055	0.29	0.285	0.0	1.159	0.117	0.129	0.0	0.107	0.354	0.239	0.0	0.435	0.493	0.45	0.725	0.701	0.799	0.012	0.635	0.824	0.413	0.075	0.207	0.304	0.443	0.0	0.191	0.042	1.157	0.042	0.319	0.305	0.343	0.906	0.016	0.079	0.479	0.022	0.046	0.735	0.405	0.807	0.256	0.23	0.392	0.296	0.2	2.583	1.601	0.91	0.035	0.015
Bacteria;Bacteroidota;Bacteroidia	class				6.467	6.511	10.017	3.132	14.243	9.538	14.086	4.293	28.359	11.518	26.984	12.504	22.363	15.227	21.157	6.329	19.458	21.723	13.901	23.458	7.174	17.031	8.88	28.87	16.428	24.931	12.937	8.182	24.955	33.634	23.136	13.841	26.809	25.958	14.998	24.465	17.655	12.015	17.72	13.19	8.828	8.034	2.004	26.466	9.759	20.091	22.184	33.471	34.275	19.435	29.139	19.548	20.408	19.706	22.488	24.654	12.405	17.537	20.986	14.104	6.391	7.199	10.079	13.499	26.524	4.615	27.685	15.451	11.429	19.825	19.113	4.618	9.683	10.777	4.042	15.813	5.007	26.676	19.198	19.549	11.537	18.556	15.731	21.321	9.137	13.248	14.634	8.574	41.497	34.055	6.516	12.752	8.357	25.78	7.531	13.573	25.603	7.401	14.582	15.424	6.718	19.06	17.433	1.325	12.637	22.109	10.017	20.451	19.6	7.881	30.667	20.954	24.494	19.294	7.882	15.197	19.87	27.646	30.971	9.227	16.519	29.241	20.533	14.572	38.467	17.315	29.4	36.864	22.217	29.451	20.524	23.538	19.339	23.061	13.324	27.719	36.506	22.911	20.801	13.234	19.06	24.785	32.746	13.035	13.018	21.008	21.055	14.741	17.809	15.364
Bacteria;Bacteroidota;Flavobacteriia	class				1.003	0.792	0.199	0.044	0.543	0.848	0.692	1.814	0.291	0.889	4.869	8.951	0.376	0.034	0.017	2.648	4.023	0.107	5.729	0.215	0.0	2.904	0.0	1.377	3.897	0.289	8.813	2.093	0.321	0.89	4.295	0.556	2.055	0.0	0.566	2.171	0.366	0.952	3.182	0.279	1.125	0.216	0.557	4.173	12.796	0.084	0.589	0.81	1.544	0.22	1.982	1.341	0.083	0.155	7.019	0.047	1.025	5.46	0.0	0.387	2.974	0.642	2.184	0.617	0.091	1.832	0.085	0.262	0.408	0.064	0.332	1.026	0.221	0.502	1.94	5.245	0.783	0.095	0.176	15.687	7.485	0.757	0.274	0.523	1.295	1.711	0.988	2.469	0.102	0.009	10.656	0.473	0.39	1.962	2.894	0.898	0.299	0.613	0.621	3.278	3.922	1.221	2.008	5.594	0.675	8.738	0.354	0.705	5.264	8.751	6.321	0.169	0.067	0.673	0.145	3.217	0.175	0.051	0.578	4.321	3.374	0.269	1.379	1.302	0.464	0.778	0.83	0.939	0.972	1.526	0.086	2.913	9.905	8.843	0.295	1.954	0.736	2.859	1.65	0.109	2.287	2.284	0.029	12.318	5.712	0.345	0.638	0.389	0.742	0.372
Bacteria;Bacillota;Bacilli	class				54.138	53.357	41.638	87.659	67.468	69.307	57.468	48.422	5.863	33.116	11.362	25.334	40.889	22.952	33.655	34.265	22.949	22.438	17.867	9.049	55.441	9.629	39.595	7.877	22.766	11.923	17.54	26.998	6.595	7.524	12.595	41.947	20.761	6.564	11.058	21.517	21.819	24.791	14.842	11.482	30.216	45.908	88.347	17.75	25.012	15.279	14.282	14.693	6.138	20.829	14.821	14.951	28.233	9.011	8.56	6.231	4.73	21.572	8.203	57.965	30.004	24.255	18.353	38.009	11.39	55.233	17.169	36.715	35.462	43.752	13.785	77.908	37.049	54.596	51.788	35.357	71.172	32.466	15.13	4.7	20.396	25.993	13.482	0.826	14.443	14.551	33.41	35.472	11.991	7.479	13.984	32.545	54.116	6.598	33.99	9.69	20.99	44.419	14.478	14.493	19.73	7.296	13.095	29.352	35.885	9.028	29.063	17.432	40.987	22.246	9.066	5.742	20.718	47.144	54.649	19.532	5.861	6.034	22.993	14.014	9.051	24.855	17.484	17.602	13.491	13.886	9.184	3.363	14.305	10.588	18.191	15.675	8.443	13.997	38.852	8.509	16.299	25.77	7.746	43.438	18.691	27.97	14.708	6.268	13.68	20.138	19.346	11.728	26.201	19.207
Bacteria;Bacillota;Clostridia	class				1.881	4.669	3.46	0.706	1.122	1.728	1.427	3.41	11.895	8.479	7.394	5.911	6.412	2.914	9.082	6.635	5.823	6.3	8.328	6.156	1.962	6.369	4.247	6.398	7.7	8.864	2.136	4.749	6.635	7.876	1.682	6.689	6.865	10.618	6.488	6.527	3.797	5.468	4.036	8.755	6.879	2.179	0.575	3.799	3.416	5.842	16.883	10.136	9.13	3.209	4.919	6.375	5.106	9.696	6.964	2.682	16.358	5.066	10.418	1.079	2.996	4.677	5.602	3.59	6.072	0.666	3.975	3.624	5.474	2.67	6.665	1.283	2.485	1.506	0.593	3.762	1.044	0.915	10.91	6.227	2.854	4.89	8.703	19.463	5.27	3.438	5.235	4.523	8.081	12.658	6.332	9.163	2.839	8.381	2.985	3.172	6.586	1.036	10.543	5.116	3.131	5.441	6.123	0.184	1.738	9.326	6.613	7.978	5.222	3.377	5.433	6.586	5.192	2.048	0.672	1.845	8.577	9.786	5.071	3.526	4.924	10.645	13.457	1.185	4.188	2.672	2.78	6.613	3.895	1.414	4.272	6.617	3.89	5.123	2.176	7.532	2.414	4.01	6.516	2.929	5.511	4.861	4.679	5.34	7.254	8.771	4.125	5.144	5.212	1.875
Bacteria;Bacillota;Erysipelotrichia	class				0.0	0.061	0.0	0.035	0.012	0.128	0.0	0.048	1.616	0.222	0.609	0.869	1.463	0.345	0.338	0.284	0.955	0.599	0.25	0.349	0.115	2.848	0.214	0.287	0.358	1.084	0.589	0.371	1.163	1.053	0.097	0.649	0.259	0.582	0.44	0.528	0.1	0.279	0.159	0.345	0.6	0.067	0.0	0.12	0.02	0.203	1.202	0.118	0.214	0.312	0.554	0.512	0.845	1.541	0.165	0.375	0.844	0.02	1.258	0.028	0.089	0.138	0.231	0.286	0.616	0.0	0.367	0.324	0.696	0.216	0.18	0.0	0.357	0.238	0.003	0.52	0.092	0.008	0.835	0.0	0.188	0.582	0.735	0.0	0.435	0.538	0.484	0.208	0.276	0.145	0.0	1.235	0.568	1.261	0.303	0.035	0.335	0.055	1.036	0.474	0.0	0.557	0.653	0.0	0.0	0.336	0.512	0.073	0.0	0.15	0.452	0.858	0.152	0.179	0.054	0.461	0.953	0.862	0.033	0.225	0.36	0.504	0.252	0.058	0.014	0.147	0.138	0.042	0.296	0.434	0.58	0.669	0.128	0.063	0.086	0.13	0.713	0.057	0.435	0.151	0.469	0.335	0.517	0.803	0.104	0.456	0.206	0.168	0.247	0.046
Bacteria;Bacillota;Negativicutes	class				4.676	9.945	19.204	1.694	3.811	4.081	5.046	6.905	14.589	9.932	5.185	6.764	3.782	17.9	10.553	7.057	5.98	11.494	5.26	15.37	17.526	6.51	11.018	5.14	7.481	2.421	5.744	6.687	17.058	13.093	5.53	11.801	6.851	10.407	13.772	17.116	8.827	10.112	12.354	13.157	9.016	10.08	1.429	9.721	4.625	14.368	11.926	2.549	4.623	19.289	19.137	15.991	15.6	20.046	12.056	11.15	8.105	9.797	19.879	16.51	6.946	8.116	7.216	14.006	6.688	4.377	16.634	11.935	11.405	21.172	6.551	4.903	10.756	3.777	6.252	13.075	3.671	20.918	11.11	8.881	7.862	13.768	16.748	0.227	19.421	12.971	17.683	9.797	2.093	5.537	5.276	20.392	11.32	46.516	19.791	26.423	14.51	7.619	10.398	13.216	15.497	9.569	4.601	13.949	31.452	9.654	13.726	12.825	1.691	11.828	15.371	12.665	16.47	8.602	16.237	2.479	17.789	10.8	19.045	13.953	14.619	9.576	12.672	4.469	12.85	4.313	7.284	14.936	18.732	7.584	19.729	15.281	17.717	4.256	11.382	10.462	9.816	16.605	17.21	16.559	12.498	13.974	17.388	7.671	7.532	11.409	10.508	17.393	8.481	9.104
Bacteria;Fusobacteriota;Fusobacteriia	class				4.909	6.468	1.227	1.041	4.181	2.144	4.282	10.969	19.66	10.836	21.754	12.907	9.291	13.778	5.412	14.281	19.818	16.316	25.986	23.189	2.52	30.934	5.616	19.194	20.371	36.938	10.225	16.507	16.576	12.415	13.518	6.53	10.682	20.337	12.095	7.7	13.491	23.306	11.992	19.169	7.142	2.445	1.781	16.86	34.502	7.817	12.982	23.497	26.797	5.886	8.084	15.659	3.78	16.864	13.432	22.089	32.302	15.33	10.267	0.111	27.896	31.224	20.144	11.87	23.145	6.47	17.31	17.07	9.508	3.739	37.277	2.509	8.918	3.117	2.846	9.252	0.645	1.585	8.806	31.464	9.518	19.153	17.663	23.125	16.612	18.657	9.041	13.709	17.834	24.302	31.85	14.968	5.181	2.815	12.305	12.395	9.632	3.694	12.655	16.96	3.275	23.945	23.256	1.527	1.625	12.699	11.786	23.822	5.945	11.978	10.899	29.637	12.694	4.796	1.616	12.499	20.616	33.705	3.056	17.104	26.815	11.992	14.806	4.216	23.885	10.183	15.474	17.444	7.616	11.247	7.342	11.952	12.637	25.709	8.825	11.374	7.586	16.409	24.437	1.656	22.809	13.87	7.368	23.552	18.008	7.03	8.2	11.56	14.399	10.436
Bacteria;Pseudomonadota;Betaproteobacteria	class				11.071	4.662	0.151	0.803	1.159	0.624	5.45	4.704	0.847	1.823	7.822	9.742	4.773	3.035	1.15	3.725	7.044	0.235	6.126	0.156	0.315	2.825	0.485	1.33	2.785	2.433	24.708	21.579	0.08	2.822	22.769	4.026	2.85	0.032	18.206	6.131	14.257	1.37	13.771	1.314	6.298	3.244	1.392	5.823	0.859	0.135	0.834	7.209	3.05	14.686	10.116	7.671	1.243	0.646	5.78	19.115	0.248	7.004	0.0	0.083	8.012	2.43	11.842	1.189	0.16	9.063	0.226	0.571	1.705	0.415	2.607	0.2	2.876	14.105	8.16	2.952	4.193	4.362	0.846	3.323	26.979	0.611	3.497	0.007	8.807	4.318	0.946	2.596	0.887	0.128	12.257	1.189	1.668	2.318	6.092	28.23	0.599	22.761	4.95	14.191	44.987	11.81	22.899	16.857	5.608	5.365	12.323	0.193	0.128	0.991	7.192	3.701	6.153	0.614	2.034	26.415	4.257	0.33	0.529	17.719	6.966	1.932	0.765	49.913	0.273	42.521	21.147	3.853	21.967	24.679	5.245	7.598	15.984	8.228	6.785	1.02	4.069	0.621	1.024	2.422	1.974	1.592	1.129	4.062	5.573	1.796	0.108	1.167	0.018	30.053
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				0.896	0.946	0.221	0.326	0.37	0.864	0.606	3.422	1.866	2.802	1.803	6.128	0.16	2.863	6.9	1.288	2.99	5.141	2.035	4.077	1.16	1.305	6.585	2.634	3.086	4.613	5.671	3.469	9.2	7.65	0.834	3.947	0.763	3.959	6.823	1.98	4.164	7.714	4.831	15.555	8.322	1.347	0.241	1.082	1.818	6.247	4.0	0.692	1.311	2.09	1.963	2.472	2.387	3.143	3.881	1.078	3.87	3.548	3.322	0.857	1.087	3.668	0.719	1.96	1.096	1.07	0.423	2.051	1.441	0.534	3.65	0.399	1.089	0.634	0.919	2.921	0.538	1.641	1.858	4.76	4.308	4.614	13.405	21.955	6.16	13.508	3.932	3.116	0.218	2.692	7.003	5.955	4.116	1.898	3.97	3.043	2.183	1.172	5.261	5.78	1.181	7.312	0.335	0.607	8.162	5.686	3.563	9.148	1.042	8.631	4.085	5.362	1.281	3.71	2.652	4.105	2.795	2.13	3.948	2.281	2.031	4.006	4.409	0.33	1.282	2.041	2.378	1.513	2.354	1.671	8.824	4.096	2.644	2.963	3.134	1.064	7.011	2.859	2.414	2.34	3.849	0.796	2.746	5.403	4.763	2.169	9.526	5.214	9.894	1.263
Bacteria;Pseudomonadota;Gammaproteobacteria	class				8.653	1.665	0.31	0.062	3.724	5.985	4.167	10.086	0.123	2.327	2.209	1.908	0.72	0.345	0.085	5.274	0.532	0.133	0.532	0.067	0.014	0.379	0.057	0.109	1.403	0.012	0.061	1.603	0.281	0.063	2.768	0.278	13.539	0.021	0.241	1.54	2.898	0.343	0.333	0.0	0.094	3.593	0.761	4.376	0.479	0.017	0.147	1.193	0.738	0.917	1.296	0.995	0.133	0.254	0.606	0.059	0.215	2.03	0.05	0.553	6.236	1.421	12.276	2.4	1.004	9.824	1.466	0.278	2.857	2.429	0.882	3.478	9.479	5.468	12.738	1.789	2.104	0.402	0.035	0.0	1.158	0.582	0.034	0.0	0.089	0.0	0.0	1.489	0.102	0.0	0.015	0.023	0.089	0.025	0.0	0.07	0.563	3.23	0.269	0.052	0.189	1.654	1.523	1.251	0.049	0.038	0.012	0.14	0.011	1.216	0.995	0.929	0.337	1.951	0.291	3.436	0.032	0.494	1.173	1.845	0.044	0.148	0.101	3.75	0.327	0.126	1.422	0.841	1.124	2.314	0.301	0.62	1.15	2.144	3.847	1.628	0.322	0.139	0.443	5.228	3.707	2.242	0.354	0.647	1.062	0.608	0.187	0.097	4.47	1.286
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1]	class				0.125	0.387	0.392	0.291	0.086	0.72	0.101	0.327	5.74	0.815	0.609	0.977	0.696	0.552	0.068	0.844	0.329	2.917	2.536	2.065	0.745	0.94	0.656	0.881	0.436	0.012	0.97	0.478	2.606	3.286	0.136	3.298	0.571	0.974	1.132	0.645	0.033	2.119	2.691	3.647	0.731	0.566	0.482	0.984	0.45	6.686	5.988	0.25	0.321	0.495	1.132	0.573	0.099	6.682	1.541	0.656	3.639	2.162	10.871	0.028	0.71	0.871	0.678	4.955	8.719	0.809	1.748	2.483	1.561	0.064	0.455	0.998	1.991	0.713	0.172	2.936	0.691	2.65	0.388	1.557	0.363	1.572	3.026	10.929	1.127	0.815	2.544	1.812	0.523	0.852	3.129	0.346	0.39	1.605	1.712	0.606	2.095	0.395	14.789	3.511	0.59	0.557	0.385	4.969	0.478	6.098	0.708	1.981	0.649	2.987	1.43	3.603	0.202	0.33	0.0	0.726	10.054	0.317	0.083	0.915	0.218	1.512	0.876	0.194	0.259	0.126	3.07	0.042	0.205	0.819	1.181	0.84	0.871	0.536	0.16	0.26	4.667	0.392	1.719	0.849	0.611	0.817	0.0	0.6	3.692	0.442	2.151	6.372	0.389	0.046
Bacteria;Spirochaetota;Spirochaetia	class				0.036	0.043	0.0	0.203	0.099	0.064	0.0	0.036	0.055	0.489	0.09	0.124	0.432	0.086	1.015	0.015	0.72	0.852	0.063	0.054	0.158	1.669	0.1	2.486	1.59	0.542	0.16	0.036	0.12	0.138	0.123	0.0	0.078	9.538	0.0	0.66	2.598	0.013	0.014	0.066	0.075	0.05	0.037	0.333	0.01	0.034	0.466	0.295	1.389	0.037	0.233	0.196	0.05	0.039	0.055	0.609	0.331	0.007	0.73	0.028	0.0	0.0	0.041	0.0	1.141	0.0	0.141	0.386	0.096	0.509	0.057	0.2	0.068	0.079	0.013	0.122	0.015	0.0	0.835	0.439	0.135	0.0	0.06	0.117	0.059	0.033	0.105	0.0	11.788	4.31	0.081	0.058	0.177	0.331	0.197	0.0	0.07	0.0	1.595	0.0	0.0	1.685	1.74	0.018	0.014	0.099	0.012	0.0	0.0	0.0	0.296	0.099	0.759	0.165	0.0	0.023	0.064	0.799	0.595	0.165	0.011	0.495	0.101	0.0	1.078	0.021	2.0	8.673	0.0	0.0	0.172	3.492	0.064	0.284	0.725	7.358	0.046	0.825	0.115	0.0	0.099	0.775	2.354	0.21	0.0	0.801	0.059	0.38	0.035	0.023
Bacteria;Synergistota;Synergistia	class				0.107	0.0	0.0	0.026	0.0	0.032	0.0	0.0	0.0	0.089	0.045	0.016	0.0	0.0	0.085	0.0	0.031	0.013	0.0	0.0	0.014	0.042	0.029	0.584	0.623	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.005	0.0	0.0	0.0	0.457	0.068	0.0	0.057	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.026	0.0	0.015	0.0	0.0	0.353	0.0	0.0	0.0	0.009	0.0	0.0	0.016	0.0	0.0	0.552	0.034	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.014	0.0	0.0	0.0	0.013	0.017	0.0	0.0	0.209	0.0	0.0	0.0	0.0	0.013	1.051	0.0	0.0	0.043	1.403	0.0	0.0	0.147	0.217	0.0	0.0	0.0	0.0	0.014	0.042	0.0	0.016	0.0	0.041	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes	class				0.054	0.012	0.0	0.0	0.062	0.256	0.0	0.0	0.041	0.015	0.812	0.016	1.647	0.0	0.0	0.051	1.409	0.413	0.0	0.08	0.0	0.281	0.029	2.625	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.161	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.005	0.0	0.0	0.0	0.0	1.204	0.0	0.069	0.015	0.0	0.022	0.0	0.035	0.017	0.085	0.403	0.028	0.0	0.0	0.0	0.0	0.32	0.024	0.056	0.0	0.0	0.025	2.133	0.057	0.017	0.0	0.0	0.076	0.015	0.0	0.611	0.03	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.233	0.009	0.007	0.115	0.142	0.0	0.0	0.0	0.0	0.0	0.311	0.043	0.0	0.0	0.167	0.0	0.007	0.015	0.0	0.166	0.0	0.0	0.025	0.0	3.827	0.069	0.0	0.012	0.016	1.762	0.0	0.0	0.011	0.0	0.02	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.15	0.889	0.024	0.032	0.086	0.0	0.069	0.016	0.015	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.01	0.0	0.018	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Absconditabacterales	order				0.0	0.018	0.0	0.0	0.0	0.032	0.0	0.0	0.874	0.015	0.0	0.791	1.815	0.017	0.0	0.64	0.751	0.093	0.063	0.013	0.129	0.084	0.0	0.654	0.062	0.0	0.331	0.0	0.0	1.517	1.565	0.0	0.0	5.336	0.136	0.176	0.0	0.0	0.159	0.049	0.112	0.0	0.019	1.291	0.19	0.0	0.172	0.0	0.476	0.11	0.321	0.301	0.0	0.0	6.964	0.0	4.995	0.243	0.025	0.0	0.089	0.0	1.099	0.154	0.046	0.0	0.0	0.0	0.048	0.432	0.0	0.0	0.102	0.053	0.011	0.092	0.0	0.0	0.0	0.768	0.067	0.0	0.0	0.014	0.049	0.0	0.147	0.0	1.395	6.422	0.007	0.0	0.0	0.038	0.0	0.513	0.0	0.0	0.207	0.121	0.312	0.0	0.653	0.0	0.0	5.083	0.0	0.133	0.011	0.015	0.542	0.873	0.0	0.0	0.0	0.311	0.0	0.025	0.0	0.135	0.0	0.035	0.01	0.0	0.0	0.0	0.315	0.028	0.0	0.08	0.0	0.163	1.006	0.709	0.098	0.695	3.701	0.016	0.443	0.0	0.412	0.0	0.0	0.242	0.0	0.0	0.039	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales	order				1.344	4.945	14.4	0.997	1.492	1.008	2.206	0.774	5.053	13.964	2.66	3.537	3.278	16.037	6.054	9.719	3.225	8.045	7.89	13.385	7.675	8.011	17.531	1.396	6.796	0.084	6.505	2.679	11.826	3.148	3.835	3.033	6.024	3.779	10.502	4.077	3.098	8.691	7.84	8.229	14.677	7.335	0.575	1.676	4.345	16.85	5.791	2.696	0.427	8.122	1.68	8.681	17.921	9.528	4.074	7.121	7.443	7.727	9.461	2.6	2.73	11.417	2.74	3.171	2.328	0.785	3.721	4.688	7.731	1.424	3.972	0.627	4.323	0.713	0.738	1.621	2.949	2.193	26.452	0.0	5.277	7.408	3.462	0.0	16.266	13.655	8.726	6.693	0.276	0.647	0.0	0.208	8.286	0.0	6.743	0.0	10.794	2.712	5.924	5.659	0.312	7.111	2.359	12.735	0.0	1.885	10.383	2.586	0.0	3.362	3.345	6.755	5.007	5.222	6.357	4.762	6.02	3.701	2.494	9.977	8.473	2.798	8.928	0.233	1.091	2.209	0.629	0.869	2.528	5.688	10.348	1.583	3.499	2.081	5.506	0.803	3.356	2.622	11.183	2.806	4.772	3.897	6.182	18.235	16.771	18.936	17.48	13.354	7.42	2.704
