Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014973-TDO	S700015265-TDO	S700015641-TDO	S700015999-TDO	S700016063-TDO	S700016154-TDO	S700016319-TDO	S700016360-TDO	S700016576-TDO	S700016628-TDO	S700021687-TDO	S700021697-TDO	S700021860-TDO	S700023080-TDO	S700023214-TDO	S700023247-TDO	S700023305-TDO	S700023404-TDO	S700023461-TDO	S700023515-TDO	S700023562-TDO	S700023676-TDO	S700023772-TDO	S700023829-TDO	S700023886-TDO	S700023952-TDO	S700024009-TDO	S700024050-TDO	S700024169-TDO	S700024215-TDO	S700024276-TDO	S700024324-TDO	S700024363-TDO	S700024417-TDO	S700024476-TDO	S700024525-TDO	S700024572-TDO	S700024621-TDO	S700024657-TDO	S700024717-TDO	S700024774-TDO	S700024811-TDO	S700024888-TDO	S700024932-TDO	S700024982-TDO	S700033164-TDO	S700033455-TDO	S700033761-TDO	S700037058-TDO	S700037206-TDO	S700037454-TDO	S700037566-TDO	S700037582-TDO	S700037718-TDO	S700038037-TDO	S700038233-TDO	S700038370-TDO	S700038456-TDO	S700038504-TDO	S700038552-TDO	S700038600-TDO	S700038708-TDO	S700038767-TDO	S700038984-TDO	S700095384-TDO	S700095441-TDO	S700097265-TDO	S700097325-TDO	S700097662-TDO	S700098301-TDO	S700098393-TDO	S700099033-TDO	S700099093-TDO	S700099621-TDO	S700099777-TDO	S700100261-TDO	S700101669-TDO	S700102273-TDO	S700102619-TDO	S700102936-TDO	S700103247-TDO	S700103311-TDO	S700103452-TDO	S700103521-TDO	S700103627-TDO	S700103678-TDO	S700105017-TDO	S700105071-TDO	S700105130-TDO	S700105187-TDO	S700105244-TDO	S700105290-TDO	S700105340-TDO	S700105378-TDO	S700105423-TDO	S700105498-TDO	S700105596-TDO	S700105652-TDO	S700105691-TDO	S700105745-TDO	S700105812-TDO	S700105862-TDO	S700105910-TDO	S700105942-TDO	S700106024-TDO	S700106099-TDO	S700106366-TDO	S700106418-TDO	S700106526-TDO	S700106585-TDO	S700106621-TDO	S700106669-TDO	S700106843-TDO	S700106882-TDO	S700106952-TDO	S700108989-TDO	S700113041-TDO	S700113077-TDO	S700113124-TDO	S700113509-TDO	S700113584-TDO	S700113622-TDO	S700113680-TDO	S700113824-TDO	S700113938-TDO	S700114023-TDO	S700114072-TDO	S700114133-TDO	S700114195-TDO	S700114252-TDO	S700114309-TDO	S700114357-TDO	S700114523-TDO	S700114564-TDO	S700114621-TDO	S700114685-TDO	S700114733-TDO	S700114783-TDO	S700114840-TDO	S700114888-TDO	S700114945-TDO	S700114993-TDO	S700116223-TDO	S700116310-TDO	S700116364-TDO	S700116574-TDO	S700116625-TDO	S700116784-TDO	S700116844-TDO	S700117006-TDO	S700117666-TDO	S700117723-TDO	S700117834-TDO	S700117960-TDO	S700117998-TDO
Bacteria;Patescibacteria;Patescibacteria [C1]	class				0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.025	0.103	0.0	0.0	0.0	2.917	0.022	0.0	0.234	0.022	0.0	0.0	0.0	0.467	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.012	0.0	0.227	0.015	0.012	3.0	0.185	0.0	0.0	0.0	0.137	0.012	0.0	0.0	0.575	0.081	0.0	0.0	0.368	0.276	0.0	0.098	0.0	0.744	0.841	0.0	0.248	0.213	0.0	0.0	1.88	0.0	2.592	0.037	0.0	0.0	0.0	0.193	1.194	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.3	0.0	0.0	0.012	0.0	0.0	0.0	1.179	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.015	0.481	0.0	0.0	0.0	0.0	0.718	0.046	1.84	0.0	0.0	0.0	0.0	0.065	0.021	0.008	0.0	1.068	0.0	0.0	1.496	0.082	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.123	0.0	0.0	0.0	0.063	0.0	0.0	0.018	0.0	0.0	0.113	0.0	0.0	0.017	0.0	0.087	0.078	0.225	0.008	15.329	0.184	0.054	0.0	0.411	0.0	0.0	0.0	0.0	0.036	0.01	0.0	0.0	0.008	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes	class				10.119	14.575	18.968	23.858	27.199	22.015	22.849	11.364	9.339	5.036	24.19	8.863	9.162	10.244	15.414	16.199	11.053	25.277	19.364	17.438	17.876	12.739	21.496	15.888	21.287	15.825	16.345	21.334	12.193	18.877	9.345	15.609	28.895	6.932	5.731	12.058	20.861	18.016	10.779	9.625	10.358	20.687	4.853	14.705	18.509	16.516	3.249	6.45	17.25	16.85	24.724	6.997	14.029	23.988	6.225	13.109	13.589	11.554	4.682	24.769	9.685	10.756	15.539	16.485	11.137	11.042	5.779	9.654	10.12	24.045	10.048	19.177	5.607	11.895	10.221	13.374	5.112	11.355	13.728	22.824	0.042	41.177	4.715	14.167	4.758	14.711	20.294	11.111	19.203	17.591	3.961	8.765	12.033	12.722	0.0	12.973	22.066	3.583	14.486	4.446	24.466	3.882	7.805	10.694	14.773	10.748	7.886	40.873	8.57	19.239	11.871	1.878	16.417	5.331	27.337	10.708	7.654	22.014	17.224	21.915	9.99	5.587	12.075	15.291	11.385	0.052	1.305	12.646	12.516	17.122	8.691	3.059	7.32	12.451	16.985	10.182	12.365	8.833	11.013	1.366	10.309	4.642	15.644	15.284	11.748	15.283	12.245	23.57	7.755	19.043	39.295	28.206	40.579	25.34	12.381
Bacteria;Actinomycetota;Coriobacteriia	class				0.492	0.014	0.477	0.417	0.107	1.099	2.408	0.314	1.589	0.126	0.36	0.18	0.427	0.004	1.175	0.358	0.156	3.787	0.562	1.109	0.032	0.867	0.997	0.726	2.973	1.091	0.503	0.218	0.202	4.52	0.063	0.19	0.609	0.192	0.034	0.986	0.718	1.287	0.097	0.037	0.361	0.265	0.102	1.436	0.849	0.476	0.243	0.194	0.403	0.952	0.915	0.352	0.3	1.539	0.924	0.457	1.467	1.39	0.23	2.132	1.24	0.102	0.883	2.559	3.661	0.15	0.089	0.49	2.323	0.02	3.504	0.959	1.782	0.621	2.974	0.84	0.743	0.464	0.78	0.76	0.0	1.75	0.085	0.064	0.982	0.455	0.217	0.335	0.386	2.328	0.068	1.772	0.019	0.494	0.0	1.042	3.105	0.402	0.928	0.263	1.453	0.18	0.0	0.134	0.245	1.449	0.0	3.06	0.0	1.57	0.812	0.008	0.608	1.583	0.306	0.184	0.409	0.781	2.426	0.554	0.014	0.582	2.003	1.14	0.302	0.0	0.008	0.243	0.0	3.21	0.378	0.064	0.077	0.981	0.362	0.047	0.039	0.661	0.468	0.232	0.061	4.69	1.971	0.707	1.635	1.228	0.05	1.433	0.029	0.298	1.267	1.62	0.123	0.066	0.019
Bacteria;Bacteroidota;Bacteroidia	class				20.146	4.31	12.087	13.186	6.043	15.917	12.839	14.283	22.578	26.65	5.319	15.557	17.867	11.225	7.871	7.391	14.294	11.423	12.032	13.156	8.075	12.525	11.614	8.202	17.462	10.617	14.234	4.019	14.66	6.134	10.266	3.917	16.626	24.099	27.065	16.507	14.079	8.15	14.531	21.033	9.377	13.286	23.014	12.53	6.261	14.907	22.821	19.759	17.654	15.678	9.587	28.674	11.863	15.968	19.755	13.474	17.275	14.455	17.748	15.177	11.419	12.248	12.184	13.347	16.897	5.757	9.234	8.576	15.995	1.651	21.285	8.351	4.238	9.784	8.489	13.53	11.803	9.892	15.183	9.987	13.223	9.16	20.174	8.81	16.409	12.813	11.391	12.758	9.867	15.341	27.649	15.925	9.736	8.286	14.078	3.977	23.27	19.252	8.687	16.571	20.631	14.486	2.659	7.522	10.873	12.252	5.749	14.362	10.645	20.512	8.844	17.766	11.403	14.309	3.238	2.341	19.135	22.139	16.042	5.596	11.361	21.695	15.604	25.609	12.528	20.191	14.267	15.916	13.0	16.861	8.528	30.128	9.223	19.746	7.677	12.589	12.195	18.952	15.726	23.272	26.649	17.138	5.981	18.61	12.977	20.374	17.99	13.524	11.956	13.79	12.118	14.822	3.793	4.124	11.331
Bacteria;Bacteroidota;Flavobacteriia	class				0.149	1.088	0.498	0.045	0.046	0.078	0.042	0.38	0.362	0.584	0.818	2.034	0.186	3.38	1.042	1.156	0.714	0.0	0.014	0.012	2.305	0.068	0.052	0.406	0.0	0.0	0.531	0.058	0.32	0.177	5.486	0.044	0.256	1.589	2.748	0.059	0.118	0.068	0.523	1.02	0.482	0.016	0.511	0.071	0.596	1.051	4.708	1.276	0.018	0.342	0.129	3.31	2.784	0.036	1.182	0.305	0.0	0.056	6.984	0.028	0.08	2.248	0.015	0.013	0.538	0.537	1.384	0.294	0.0	0.318	0.013	0.077	0.022	0.248	0.171	0.348	0.07	0.569	0.307	0.032	0.315	0.025	5.33	0.566	0.105	0.133	0.317	2.345	0.016	0.016	0.591	0.022	1.596	0.592	0.249	0.154	0.0	0.348	1.438	1.11	0.073	1.751	0.526	0.253	0.258	0.295	4.081	0.045	3.052	0.0	0.066	1.13	0.389	0.175	0.439	0.474	0.177	0.0	0.0	0.028	1.042	0.047	0.056	0.128	3.669	0.954	0.07	0.694	2.905	0.178	0.798	0.311	0.371	3.297	0.115	3.137	1.71	3.369	0.14	1.088	6.23	3.237	0.0	0.172	0.014	0.133	0.134	0.014	4.403	0.08	0.049	0.029	0.584	0.232	0.144
Bacteria;Bacillota;Bacilli	class				9.105	26.885	30.372	39.708	44.368	24.952	30.485	38.02	26.014	16.009	45.434	5.408	9.047	14.156	18.956	24.553	25.001	23.562	22.228	26.133	29.803	33.221	18.583	19.602	15.969	31.538	14.052	52.701	30.103	44.131	22.26	27.346	15.166	7.837	4.832	18.755	5.861	26.515	10.441	19.828	26.531	12.506	12.822	7.211	25.849	16.5	5.894	21.29	16.865	12.21	12.497	5.166	8.431	13.484	11.646	15.027	27.489	9.787	5.334	9.876	4.024	17.849	33.843	37.872	42.14	27.798	13.68	32.222	23.551	41.647	22.398	31.859	49.185	23.491	36.52	22.766	44.168	39.162	30.519	28.601	39.759	8.885	6.816	20.978	16.275	18.303	31.151	9.659	41.861	28.605	27.348	15.174	18.982	24.859	24.637	54.653	29.479	14.101	17.734	11.285	22.112	11.815	39.807	28.046	17.02	11.737	32.702	4.946	11.773	18.319	38.447	16.018	19.198	22.324	45.807	41.305	10.563	23.435	29.168	39.597	23.64	5.214	15.716	22.531	15.167	15.733	22.546	31.598	21.53	15.928	15.035	11.828	14.531	3.888	8.731	30.145	33.986	8.035	41.225	10.907	13.86	10.67	40.675	10.294	32.017	12.384	28.442	21.302	20.934	10.029	10.055	15.622	17.022	48.062	25.349
Bacteria;Bacillota;Clostridia	class				10.866	1.053	8.176	0.655	0.594	4.697	6.887	3.623	3.475	3.726	2.34	9.05	7.739	2.572	5.178	6.785	2.388	2.587	4.92	8.969	2.128	2.442	6.076	4.919	6.156	5.019	5.425	1.005	4.033	0.309	2.169	2.47	4.662	4.055	2.101	9.207	3.032	8.003	5.531	2.963	1.755	10.882	1.022	11.701	7.064	4.876	5.395	5.032	6.233	9.524	2.969	3.798	4.67	6.288	6.437	5.877	2.953	9.503	4.528	1.89	15.728	6.655	5.474	2.586	0.666	1.203	3.595	2.524	6.462	0.219	3.362	3.387	1.065	3.775	4.831	1.847	2.323	1.115	1.904	6.268	1.274	14.359	3.792	2.86	7.523	8.619	2.723	5.025	2.025	6.327	2.402	11.893	2.908	5.55	13.064	1.95	5.498	10.456	6.495	5.227	4.257	7.963	1.223	3.724	6.095	6.023	2.834	4.248	1.338	3.296	1.587	6.488	5.199	7.06	1.154	0.053	6.028	8.197	4.036	0.483	1.028	6.378	6.121	7.838	6.409	5.568	14.873	4.936	0.708	4.637	5.251	3.263	1.826	2.857	4.316	3.258	2.272	9.033	2.997	11.416	0.888	4.202	3.161	5.238	4.022	10.779	1.072	6.456	3.208	6.099	14.327	5.622	0.276	1.027	1.03
Bacteria;Bacillota;Erysipelotrichia	class				0.174	0.0	0.21	0.015	0.0	0.258	0.21	0.265	0.4	0.126	0.0	0.097	0.94	0.0	0.476	0.468	0.703	0.156	0.027	0.465	0.129	0.45	0.919	0.922	0.349	0.1	0.378	0.044	0.19	0.033	0.555	0.132	0.28	0.219	1.227	0.394	0.127	0.643	0.861	0.27	0.017	0.25	0.332	0.526	0.917	1.182	0.285	0.174	0.202	0.806	0.176	0.304	0.309	0.315	0.94	0.487	0.495	1.52	0.249	0.185	0.859	0.192	0.397	0.458	0.026	0.172	0.191	0.27	0.08	0.0	0.0	0.325	0.196	0.099	0.228	0.612	0.186	0.0	0.272	0.791	0.049	0.525	0.222	0.417	0.502	0.539	0.167	0.67	0.37	0.469	0.068	0.248	0.555	0.698	0.134	0.29	0.522	1.205	0.406	0.555	0.291	0.23	0.014	0.0	0.4	0.982	0.016	0.015	0.15	0.368	0.03	0.862	0.089	1.597	0.112	0.026	0.83	0.141	0.176	0.028	0.082	0.675	0.686	0.071	0.452	0.017	0.466	0.171	0.012	0.233	0.689	0.182	0.031	0.389	0.445	0.221	0.091	0.262	0.156	0.116	0.475	2.146	0.052	0.65	0.116	1.87	0.0	0.292	0.086	0.876	0.292	0.096	0.015	0.033	0.039
Bacteria;Bacillota;Negativicutes	class				11.053	4.441	14.893	10.433	13.272	20.435	12.763	11.099	16.456	11.636	10.376	6.417	10.47	5.818	12.186	9.056	6.4	18.42	14.691	8.015	9.268	8.035	16.207	10.047	14.978	15.168	10.487	9.174	11.209	13.229	5.549	6.592	12.208	10.947	12.789	15.596	14.806	16.909	7.189	13.768	10.564	11.101	8.033	11.549	8.807	9.769	6.386	8.124	16.939	14.725	12.18	7.964	7.57	15.181	12.833	11.541	19.842	14.446	8.576	15.959	8.954	6.68	14.082	12.296	17.563	6.595	4.204	10.537	16.155	5.131	23.109	13.084	30.515	7.251	22.47	7.821	15.149	8.278	12.617	14.91	22.841	13.172	8.746	6.449	16.237	11.077	18.59	12.228	16.825	14.654	10.662	9.042	9.834	7.454	23.221	17.066	10.823	13.893	11.865	16.3	16.606	10.954	6.397	12.869	8.858	13.612	4.429	18.491	8.54	14.175	18.227	14.676	13.705	14.856	7.662	3.236	7.864	13.474	20.518	14.898	2.563	13.198	17.972	16.816	6.723	17.589	11.269	9.215	2.545	21.635	6.625	6.375	6.763	8.884	25.338	5.959	10.054	9.545	12.203	8.244	8.985	11.285	18.79	16.058	14.699	16.39	12.529	19.368	13.193	11.223	11.566	10.935	15.395	7.436	7.866
Bacteria;Fusobacteriota;Fusobacteriia	class				19.89	5.632	6.62	0.223	0.715	1.222	6.432	5.905	2.351	14.335	2.75	20.591	14.99	33.573	11.977	14.52	9.173	1.979	11.512	9.53	15.087	6.088	8.609	14.105	10.008	11.34	13.339	0.335	10.782	0.199	7.996	11.853	9.956	13.454	17.335	5.6	12.914	2.201	6.754	4.708	1.996	20.39	3.065	17.516	9.541	16.303	27.345	19.504	5.426	9.866	3.485	23.964	21.628	10.092	10.36	15.652	1.687	26.334	17.92	6.523	31.314	17.685	5.812	1.481	0.051	12.095	18.367	8.111	0.587	1.611	3.918	3.897	0.326	26.0	4.968	4.09	4.647	2.299	3.287	3.34	2.212	2.937	23.522	7.071	6.684	8.017	5.094	13.68	1.012	5.03	10.507	20.709	4.905	14.252	13.389	1.197	0.276	18.279	23.092	7.803	2.208	17.117	3.284	0.596	9.969	14.154	2.745	0.49	14.765	12.237	2.001	15.57	14.552	6.498	0.868	0.342	17.775	0.749	2.829	0.057	10.881	18.18	20.031	0.556	16.537	20.035	12.333	9.467	1.49	2.25	15.463	8.919	6.12	18.833	7.957	6.321	6.045	18.366	2.234	1.806	4.898	9.392	2.938	19.174	3.385	6.065	5.477	0.863	8.87	20.018	2.762	7.435	0.653	1.59	4.323
Bacteria;Pseudomonadota;Betaproteobacteria	class				6.056	36.158	2.326	0.566	0.091	0.034	0.631	3.019	1.085	8.873	0.671	20.12	10.917	4.737	17.14	11.643	23.389	1.262	1.329	4.58	3.208	10.837	0.814	14.941	0.084	1.58	12.64	0.568	5.041	0.088	24.909	17.159	0.158	11.276	13.923	8.77	14.654	3.104	32.193	12.317	23.279	0.141	32.197	1.102	4.266	6.748	7.216	4.47	0.862	4.347	24.267	5.022	12.656	1.454	14.805	12.013	3.429	0.637	17.728	11.937	0.064	12.408	2.663	0.067	0.0	9.087	18.316	4.215	0.053	1.73	0.116	3.217	0.522	3.998	0.137	9.236	6.575	7.094	5.936	3.64	10.801	0.312	17.578	30.374	9.051	13.275	6.564	16.304	0.37	0.094	8.939	4.521	32.905	9.965	0.402	0.927	0.957	5.661	3.537	24.557	0.726	20.558	30.665	28.165	15.625	10.94	34.038	0.713	30.176	0.099	9.678	6.618	0.116	2.21	1.41	18.574	16.381	0.031	0.038	7.215	30.615	13.664	0.784	0.371	14.375	10.737	6.283	6.765	28.669	0.48	28.666	22.808	45.636	13.559	3.311	19.332	8.983	13.038	4.952	2.142	10.845	7.571	0.55	0.631	5.99	1.04	11.424	1.28	14.992	1.184	0.244	0.039	12.677	0.017	26.687
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				4.064	0.668	2.204	0.967	0.959	0.796	0.488	0.595	3.307	3.3	0.753	1.728	4.088	3.531	4.702	2.161	0.458	4.924	5.797	1.252	0.371	2.262	6.955	2.017	2.136	1.547	1.678	2.213	2.467	0.818	1.627	1.228	5.051	3.398	1.092	2.915	4.468	7.405	4.42	1.303	5.368	5.714	0.664	9.729	9.495	4.088	2.022	1.194	7.864	3.004	1.091	1.375	2.688	4.919	2.901	1.644	3.778	2.446	3.511	2.728	3.483	2.559	2.663	0.687	0.742	0.322	0.559	1.054	5.661	0.199	1.461	1.67	1.174	2.632	2.906	1.403	2.788	0.522	0.721	2.722	1.547	1.287	0.957	2.367	15.817	3.606	1.837	12.758	4.146	2.984	1.172	5.833	0.756	2.884	7.498	3.398	3.815	2.734	3.816	2.088	1.903	2.351	0.526	5.496	2.531	4.052	0.389	10.1	0.647	0.905	1.86	2.382	11.724	9.576	1.716	0.447	3.55	3.669	2.703	2.656	1.261	2.374	5.057	2.736	4.222	1.44	6.508	0.946	0.335	8.657	3.109	4.057	0.596	3.449	16.82	1.689	1.11	2.608	3.112	3.23	3.857	9.633	1.51	1.386	2.821	6.319	1.039	4.494	1.0	5.83	5.231	5.313	0.814	0.397	1.098
Bacteria;Pseudomonadota;Gammaproteobacteria	class				0.946	3.277	1.391	3.944	0.107	0.314	0.21	8.072	7.052	5.194	5.254	1.294	0.282	1.552	0.655	1.927	2.65	0.249	0.014	0.25	4.691	0.54	0.131	0.578	0.014	0.022	0.629	0.087	3.036	0.011	1.362	1.067	0.341	0.644	0.672	0.101	0.059	0.418	0.403	2.655	1.875	0.437	2.082	0.101	0.069	0.558	2.259	0.959	0.0	0.049	0.563	0.712	1.141	0.036	0.945	0.944	0.568	0.293	0.326	0.043	0.032	1.688	0.25	0.135	1.024	17.637	15.572	12.08	4.566	18.596	0.349	5.119	2.021	5.389	0.957	13.59	0.488	13.12	5.51	0.712	0.154	0.037	0.461	0.242	0.03	0.049	0.267	0.028	0.064	0.047	0.048	0.007	0.233	0.24	0.029	0.116	0.015	0.062	0.0	0.54	0.726	0.02	1.194	0.417	0.245	0.0	1.142	0.089	1.729	0.071	0.288	0.041	0.157	0.0	2.789	20.31	0.763	0.0	0.088	0.454	0.781	0.0	0.42	0.713	0.628	0.017	0.124	0.676	9.176	0.069	0.365	1.224	2.19	0.71	0.033	2.923	6.907	1.684	1.396	0.753	0.773	3.894	0.089	0.287	2.431	1.771	5.461	1.35	3.798	1.512	0.13	0.068	0.791	4.902	1.28
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1]	class				2.259	0.055	0.707	0.238	0.274	2.298	0.817	0.265	1.059	0.047	0.213	0.337	5.602	3.22	1.741	0.729	0.463	0.14	0.0	2.063	0.387	0.214	4.58	1.734	4.341	0.59	2.167	0.175	0.913	0.0	0.631	0.234	1.461	2.0	0.05	5.275	3.691	0.993	0.773	0.897	0.344	0.796	3.436	4.895	1.101	4.236	1.844	4.327	4.546	4.322	0.446	0.472	1.934	1.199	2.38	0.457	0.055	4.603	1.957	2.686	4.564	1.128	0.132	4.027	0.026	0.752	0.432	2.45	7.984	0.895	6.466	0.835	0.0	0.596	2.644	3.035	0.953	0.046	1.017	3.625	1.491	0.637	0.803	0.324	2.63	0.658	0.033	0.81	1.88	1.187	0.494	2.158	0.518	1.298	1.454	0.174	0.015	2.085	4.117	1.613	0.32	2.321	0.028	2.026	5.772	9.409	0.211	0.0	0.586	2.447	0.443	3.269	1.565	6.017	1.124	0.0	3.163	0.265	0.515	0.014	0.617	3.119	0.784	0.029	1.03	0.156	1.693	0.234	0.037	4.033	1.937	1.535	0.031	3.922	1.631	0.054	0.379	0.661	0.263	15.225	6.804	2.664	0.298	1.109	0.492	1.826	0.318	0.056	0.058	2.557	0.016	2.189	0.637	0.066	0.01
Bacteria;Spirochaetota;Spirochaetia	class				0.0	0.0	0.068	0.0	0.0	0.0	0.008	0.033	0.039	0.0	0.0	0.135	0.0	0.0	0.03	0.454	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.012	0.0	0.011	0.042	0.0	0.012	0.0	0.025	0.0	0.0	0.027	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.023	0.0	0.237	0.01	0.0	0.269	0.0	0.016	0.039	0.012	0.237	0.35	0.0	0.005	0.211	0.0	0.159	0.0	0.0	0.067	0.0	0.021	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.152	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.015	0.061	0.007	0.0	0.0	0.0	0.216	0.116	0.058	0.0	0.09	0.0	0.0	0.103	0.0	0.0	0.0	0.075	0.0	0.007	0.098	0.0	0.015	0.0	0.0	0.133	0.0	0.0	0.0	0.014	0.023	0.0	0.0	0.364	0.0	0.225	0.0	0.0	0.0	0.239	0.011	0.0	0.127	0.049	0.0	0.0	0.0	0.025	0.151	0.0	0.169	0.0	0.019	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes	class				0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.017	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.014	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.062	0.0	0.0	0.0	0.019	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.033	0.0	0.0	0.0	0.0	0.185	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.015	0.0	0.0	0.033	0.096	0.0	0.0	0.0	0.022	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Absconditabacterales	order				0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.025	0.103	0.0	0.0	0.0	2.917	0.022	0.0	0.234	0.022	0.0	0.0	0.0	0.467	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.012	0.0	0.227	0.015	0.012	3.0	0.185	0.0	0.0	0.0	0.137	0.012	0.0	0.0	0.575	0.081	0.0	0.0	0.368	0.276	0.0	0.098	0.0	0.744	0.841	0.0	0.248	0.213	0.0	0.0	1.88	0.0	2.592	0.037	0.0	0.0	0.0	0.193	1.194	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.3	0.0	0.0	0.012	0.0	0.0	0.0	1.179	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.015	0.481	0.0	0.0	0.0	0.0	0.718	0.046	1.84	0.0	0.0	0.0	0.0	0.065	0.021	0.008	0.0	1.068	0.0	0.0	1.496	0.082	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.123	0.0	0.0	0.0	0.063	0.0	0.0	0.018	0.0	0.0	0.113	0.0	0.0	0.017	0.0	0.087	0.078	0.225	0.008	15.329	0.184	0.054	0.0	0.411	0.0	0.0	0.0	0.0	0.036	0.01	0.0	0.0	0.008	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales	order				8.358	2.155	10.538	11.609	7.199	15.861	15.474	5.459	4.017	2.668	13.617	5.737	7.925	9.955	13.064	14.038	6.963	20.82	16.61	11.224	7.028	6.336	19.711	11.781	20.491	10.761	15.744	6.495	10.236	5.139	8.21	6.241	27.909	6.48	5.403	10.108	20.22	13.613	8.743	5.778	5.179	18.891	2.937	14.199	16.583	15.186	2.739	3.786	15.619	15.897	18.083	6.773	12.637	21.953	5.967	11.054	12.287	10.67	3.933	24.073	9.478	9.852	11.271	10.949	3.61	2.406	1.842	4.876	4.166	1.452	8.005	5.305	3.564	3.998	6.495	3.946	3.23	0.697	3.204	17.933	0.042	40.777	3.792	13.231	4.016	11.154	19.325	10.888	18.673	15.982	3.932	8.451	11.832	9.323	0.0	12.143	6.688	3.552	13.071	3.161	20.151	3.882	1.535	9.13	14.398	10.487	0.672	38.72	8.164	17.513	6.6	1.878	13.281	5.236	5.843	1.5	6.802	21.218	16.633	13.436	6.975	5.284	11.206	7.382	10.053	0.0	1.305	8.089	0.286	13.033	7.12	1.717	3.729	12.24	16.557	2.319	6.594	8.26	8.762	0.741	7.079	4.551	8.956	14.041	6.236	13.889	7.571	11.173	5.079	17.252	37.459	26.741	7.417	8.331	4.072
Bacteria;Actinomycetota;Actinomycetes;Micrococcales	order				1.761	12.42	8.428	12.234	20.0	6.154	7.367	5.88	5.322	2.337	10.556	3.104	1.232	0.246	2.351	2.161	4.051	4.457	2.755	6.214	10.848	6.403	1.785	4.107	0.796	5.063	0.601	14.839	1.957	13.738	1.135	9.369	0.986	0.452	0.328	1.95	0.431	4.402	2.037	3.848	5.179	1.78	1.916	0.506	1.927	1.33	0.51	2.664	1.632	0.952	6.618	0.216	1.383	2.035	0.114	2.055	1.302	0.767	0.729	0.696	0.207	0.846	4.267	5.535	7.373	8.593	3.938	4.729	5.955	22.593	2.043	13.873	2.043	7.897	3.726	9.224	1.859	10.658	10.524	4.891	0.0	0.4	0.922	0.931	0.742	3.557	0.969	0.223	0.53	1.609	0.029	0.314	0.201	3.399	0.0	0.83	14.682	0.031	1.415	1.285	4.3	0.0	6.27	1.564	0.374	0.261	7.214	2.154	0.406	1.726	5.271	0.0	3.136	0.095	21.494	9.208	0.852	0.796	0.578	8.479	3.015	0.303	0.868	7.909	1.332	0.0	0.0	4.549	12.23	4.088	1.571	1.342	3.575	0.203	0.428	7.816	5.771	0.574	2.25	0.486	3.153	0.09	6.687	1.243	5.512	1.394	4.673	12.397	2.676	1.791	1.836	1.466	33.131	17.009	8.308
