Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	ST-mean	ST-sd	ST-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_223	species	223		0.147	0.007	0.029	9.091	0.002	0.009	5.195	0.0	0.003	1.299	0.003	0.025	3.896	0.0	0.0	0.0	0.147	0.852	24.675	0.03	0.089	23.377	0.007	0.034	10.39	0.002	0.008	5.195	0.001	0.006	2.597
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hofstadii	species	224	reads equally close to L. hofstadii and L. sp. HMT 909 were assigned half to each taxon; 	0.09	0.029	0.204	19.481	0.003	0.011	14.286	0.003	0.019	6.494	0.003	0.008	15.584	0.0	0.0	0.0	0.035	0.089	29.87	0.09	0.237	40.26	0.007	0.021	18.182	0.001	0.005	9.091	0.002	0.008	10.39
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_225	species	225	reads equally close to L. buccalis and L. sp. HMT 225 were assigned half to each taxon; 	0.639	0.038	0.102	49.351	0.015	0.038	28.571	0.026	0.153	24.675	0.017	0.036	42.857	0.0	0.0	0.0	0.34	0.61	59.74	0.639	1.052	61.039	0.027	0.063	31.169	0.005	0.009	25.974	0.023	0.091	37.662
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_226	species	226		0.057	0.002	0.013	2.597	0.001	0.005	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.191	14.286	0.002	0.012	3.896	0.01	0.037	11.688	0.0	0.0	0.0	0.001	0.005	2.597
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_230	species	230		0.037	0.001	0.005	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.05	7.792	0.0	0.0	0.0	0.037	0.185	14.286	0.005	0.043	3.896	0.003	0.016	7.792	0.0	0.003	2.597	0.0	0.004	1.299
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_231	species	231		0.35	0.018	0.074	12.987	0.009	0.041	10.39	0.0	0.003	1.299	0.23	0.814	32.468	0.0	0.0	0.0	0.35	0.801	48.052	0.118	0.383	24.675	0.025	0.082	23.377	0.002	0.008	6.494	0.043	0.287	15.584
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_234	species	234		0.062	0.0	0.004	1.299	0.001	0.008	2.597	0.0	0.0	0.0	0.001	0.006	2.597	0.0	0.0	0.0	0.062	0.229	14.286	0.005	0.031	3.896	0.017	0.066	10.39	0.001	0.005	2.597	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_235	species	235		0.009	0.0	0.002	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.055	2.597	0.003	0.021	2.597	0.006	0.043	2.597	0.0	0.0	0.0	0.0	0.002	1.299
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_237	species	237		0.168	0.003	0.013	10.39	0.001	0.007	3.896	0.0	0.003	1.299	0.052	0.224	19.481	0.0	0.0	0.0	0.168	0.427	28.571	0.043	0.161	12.987	0.016	0.066	15.584	0.002	0.009	5.195	0.006	0.034	10.39
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_238	species	238		0.07	0.003	0.02	2.597	0.002	0.015	2.597	0.0	0.0	0.0	0.004	0.022	5.195	0.0	0.0	0.0	0.07	0.349	5.195	0.024	0.147	3.896	0.024	0.163	2.597	0.003	0.017	2.597	0.0	0.003	2.597
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_248	species	248		1.043	0.005	0.025	9.091	0.012	0.074	5.195	1.043	3.746	14.286	0.017	0.092	10.39	0.0	0.0	0.0	0.006	0.029	6.494	0.007	0.043	3.896	0.031	0.105	11.688	0.002	0.01	6.494	0.017	0.06	12.987
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_253	species	253		0.033	0.001	0.005	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.269	3.896	0.0	0.0	0.0	0.017	0.08	7.792	0.009	0.037	7.792	0.001	0.009	1.299	0.0	0.0	0.0	0.0	0.003	1.299
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_257	species	257		0.019	0.001	0.004	2.597	0.002	0.011	2.597	0.0	0.0	0.0	0.004	0.02	7.792	0.0	0.0	0.0	0.019	0.095	7.792	0.001	0.007	3.896	0.017	0.072	7.792	0.002	0.012	2.597	0.0	0.001	1.299
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_262	species	262		0.034	0.001	0.005	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.129	12.987	0.0	0.0	0.0	0.018	0.062	12.987	0.002	0.013	2.597	0.01	0.033	12.987	0.001	0.007	2.597	0.02	0.126	6.494
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_268	species	268		0.068	0.001	0.006	3.896	0.0	0.002	1.299	0.0	0.0	0.0	0.001	0.003	2.597	0.0	0.0	0.0	0.068	0.215	23.377	0.028	0.145	7.792	0.001	0.006	5.195	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_270	species	270		0.054	0.0	0.002	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.004	2.597	0.0	0.0	0.0	0.054	0.386	6.494	0.011	0.073	2.597	0.002	0.007	6.494	0.0	0.0	0.0	0.0	0.001	1.299
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;endodontalis	species	273		0.328	0.006	0.023	12.987	0.005	0.016	12.987	0.0	0.0	0.0	0.327	1.126	36.364	0.0	0.0	0.0	0.328	1.21	29.87	0.045	0.219	16.883	0.089	0.272	32.468	0.004	0.014	10.39	0.042	0.14	16.883
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_[F-2];Bacteroidales_[G-2];bacterium_HMT_274	species	274		1.202	0.048	0.295	23.377	0.007	0.029	9.091	0.001	0.007	3.896	0.197	0.778	27.273	0.0	0.002	1.299	1.202	2.462	55.844	0.363	0.919	38.961	0.112	0.259	49.351	0.003	0.013	7.792	0.02	0.067	19.481
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_275	species	275	reads equally close to P. sp. HMT 275 and P. sp. HMT 284 were assigned half to each taxon; 	0.377	0.047	0.24	28.571	0.035	0.195	24.675	0.025	0.131	14.286	0.007	0.044	11.688	0.0	0.0	0.0	0.377	0.724	57.143	0.274	0.45	58.442	0.111	0.26	49.351	0.006	0.02	14.286	0.005	0.018	14.286
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_277	species	277	reads equally close to P. sp. HMT 277 and P. sp. HMT 278 were assigned half to each taxon; 	0.081	0.023	0.119	25.974	0.003	0.011	11.688	0.003	0.017	3.896	0.002	0.008	7.792	0.0	0.0	0.0	0.076	0.17	35.065	0.061	0.14	35.065	0.081	0.322	31.169	0.0	0.002	3.896	0.003	0.013	6.494
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_278	species	278	reads equally close to P. sp. HMT 277 and P. sp. HMT 278 were assigned half to each taxon; 	0.081	0.023	0.119	25.974	0.003	0.011	11.688	0.003	0.017	3.896	0.002	0.008	7.792	0.0	0.0	0.0	0.076	0.17	35.065	0.061	0.14	35.065	0.081	0.322	31.169	0.0	0.002	3.896	0.003	0.013	6.494
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;pasteri	species	279		4.207	2.247	2.91	97.403	3.016	3.256	93.506	1.312	2.309	81.818	3.047	3.412	89.61	0.003	0.012	10.39	1.281	2.769	76.623	1.196	2.211	74.026	4.207	4.54	90.909	3.913	5.96	89.61	2.48	3.108	89.61
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_284	species	284	reads equally close to P. sp. HMT 275 and P. sp. HMT 284 were assigned half to each taxon; 	0.437	0.057	0.246	41.558	0.018	0.041	29.87	0.083	0.433	18.182	0.009	0.044	15.584	0.0	0.0	0.0	0.419	0.906	62.338	0.437	0.984	64.935	0.176	0.473	54.545	0.005	0.017	12.987	0.006	0.021	11.688
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;sp._HMT_286	species	286		0.202	0.039	0.115	37.662	0.02	0.045	25.974	0.003	0.012	10.39	0.202	0.469	45.455	0.0	0.0	0.0	0.126	0.336	44.156	0.113	0.244	40.26	0.044	0.189	29.87	0.095	0.213	32.468	0.156	0.391	40.26
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oulorum	species	288		0.041	0.009	0.047	10.39	0.002	0.009	3.896	0.0	0.0	0.0	0.031	0.123	15.584	0.0	0.0	0.0	0.028	0.109	18.182	0.041	0.188	16.883	0.027	0.069	27.273	0.003	0.015	5.195	0.011	0.042	9.091
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;maculosa	species	289		0.17	0.001	0.007	3.896	0.004	0.022	7.792	0.0	0.0	0.0	0.109	0.554	7.792	0.0	0.0	0.0	0.17	1.008	14.286	0.016	0.102	10.39	0.027	0.167	14.286	0.002	0.009	5.195	0.057	0.452	5.195
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;denticola	species	291	reads equally close to P. denticola and P. multiformis were assigned half to each taxon; 	0.121	0.008	0.022	24.675	0.009	0.054	16.883	0.0	0.001	2.597	0.121	0.542	28.571	0.0	0.001	1.299	0.099	0.318	42.857	0.028	0.095	14.286	0.019	0.041	27.273	0.002	0.01	6.494	0.034	0.253	18.182
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;histicola	species	298	reads equally close to P. histicola, P. veroralis, and P. sp. HMT 313 were assigned one third to each taxon; 	0.943	0.207	0.638	61.039	0.445	0.95	76.623	0.014	0.051	23.377	0.742	1.533	85.714	0.0	0.002	3.896	0.042	0.107	32.468	0.052	0.175	25.974	0.644	1.159	76.623	0.759	1.488	76.623	0.943	1.588	84.416
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nanceiensis	species	299		0.989	0.192	0.324	80.519	0.494	0.525	88.312	0.419	0.991	48.052	0.42	0.526	87.013	0.0	0.002	1.299	0.012	0.024	31.169	0.013	0.028	25.974	0.989	1.244	88.312	0.756	1.074	89.61	0.384	0.49	83.117
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;rava	species	302		0.12	0.004	0.012	11.688	0.024	0.116	16.883	0.0	0.0	0.0	0.078	0.272	27.273	0.0	0.0	0.0	0.002	0.011	5.195	0.0	0.0	0.0	0.07	0.339	27.273	0.03	0.123	16.883	0.12	0.473	32.468
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pleuritidis	species	303		0.396	0.014	0.061	14.286	0.006	0.023	11.688	0.001	0.003	3.896	0.135	0.674	25.974	0.0	0.0	0.0	0.396	1.276	23.377	0.032	0.142	11.688	0.074	0.241	29.87	0.002	0.008	5.195	0.046	0.312	12.987
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_306	species	306	reads equally close to P. sp. HMT 306 and P. sp. HMT 314 were assigned half to each taxon; 	0.284	0.021	0.053	25.974	0.112	0.199	62.338	0.001	0.005	6.494	0.284	1.217	59.74	0.0	0.002	1.299	0.004	0.017	11.688	0.001	0.004	2.597	0.121	0.18	61.039	0.12	0.169	70.13	0.276	0.461	68.831
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;salivae	species	307		1.235	0.1	0.172	55.844	0.325	0.367	87.013	0.022	0.07	27.273	0.745	0.966	84.416	0.0	0.002	1.299	0.03	0.171	16.883	0.007	0.035	9.091	1.235	1.609	90.909	0.598	0.804	85.714	0.943	0.954	89.61
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_308	species	308		0.154	0.016	0.036	31.169	0.051	0.081	53.247	0.018	0.061	19.481	0.111	0.191	61.039	0.0	0.0	0.0	0.005	0.024	10.39	0.002	0.014	5.195	0.097	0.28	44.156	0.126	0.256	59.74	0.154	0.218	64.935
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_309	species	309		0.241	0.009	0.034	15.584	0.04	0.135	24.675	0.0	0.001	1.299	0.115	0.272	40.26	0.0	0.0	0.0	0.001	0.005	3.896	0.0	0.002	1.299	0.241	0.772	36.364	0.062	0.147	35.065	0.176	0.483	37.662
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oris	species	311		0.966	0.094	0.245	50.649	0.033	0.068	35.065	0.002	0.007	9.091	0.416	0.868	64.935	0.0	0.004	1.299	0.966	1.803	74.026	0.192	0.393	57.143	0.292	0.413	79.221	0.011	0.039	19.481	0.153	0.454	42.857
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;jejuni	species	313	reads equally close to P. histicola, P. veroralis, and P. sp. HMT 313 were assigned one third to each taxon; 	0.994	0.132	0.359	61.039	0.492	0.87	80.519	0.026	0.096	28.571	0.801	1.418	89.61	0.0	0.001	2.597	0.023	0.065	28.571	0.029	0.104	25.974	0.502	0.684	80.519	0.591	0.847	80.519	0.994	1.456	85.714
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_314	species	314	reads equally close to P. sp. HMT 306 and P. sp. HMT 314 were assigned half to each taxon; 	0.113	0.01	0.038	15.584	0.057	0.13	40.26	0.0	0.002	3.896	0.08	0.2	42.857	0.0	0.0	0.0	0.0	0.002	3.896	0.0	0.001	1.299	0.054	0.133	41.558	0.046	0.11	40.26	0.113	0.212	44.156
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_317	species	317	reads equally close to P. sp. HMT 317 and P. sp. HMT 472 were assigned half to each taxon; 	0.06	0.005	0.019	10.39	0.001	0.004	3.896	0.0	0.001	2.597	0.004	0.027	3.896	0.0	0.0	0.0	0.036	0.096	22.078	0.06	0.284	18.182	0.003	0.013	7.792	0.0	0.002	2.597	0.002	0.01	7.792
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;sp._HMT_322	species	322		1.612	0.344	0.369	96.104	0.206	0.199	88.312	0.748	0.886	89.61	0.329	0.402	79.221	0.0	0.001	1.299	1.147	1.068	100.0	1.612	1.407	98.701	0.322	0.513	80.519	0.265	0.408	79.221	0.251	0.369	79.221
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_323	species	323	reads equallly close to C. sp. HMT 323 and C. sp. HMT 380 were assigned half to each taxon; 	0.036	0.002	0.01	9.091	0.0	0.003	1.299	0.008	0.068	2.597	0.0	0.002	3.896	0.0	0.0	0.0	0.036	0.146	22.078	0.034	0.123	16.883	0.004	0.014	10.39	0.0	0.001	1.299	0.001	0.004	6.494
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_324	species	324	reads equallly close to C. sp. HMT 324 and C. sp. HMT 903 were assigned half to each taxon; 	0.048	0.003	0.025	2.597	0.001	0.004	2.597	0.0	0.002	2.597	0.0	0.002	1.299	0.0	0.0	0.0	0.048	0.218	15.584	0.014	0.046	16.883	0.006	0.045	3.896	0.0	0.0	0.0	0.0	0.003	1.299
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	325	reads equally close to C. gingivalis and C. granulosa were assigned half to each taxon; 	2.018	0.264	0.857	83.117	0.043	0.082	61.039	0.023	0.082	32.468	0.375	0.998	74.026	0.0	0.001	1.299	1.792	1.685	94.805	2.018	2.119	94.805	0.241	0.411	80.519	0.092	0.197	62.338	0.194	0.409	63.636
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;endodontalis	species	326		0.67	0.041	0.142	28.571	0.009	0.022	19.481	0.009	0.041	10.39	0.005	0.023	9.091	0.0	0.0	0.0	0.67	1.853	57.143	0.464	1.119	51.948	0.036	0.079	32.468	0.002	0.01	7.792	0.003	0.011	9.091
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	329		2.44	0.468	1.529	79.221	0.079	0.124	70.13	0.283	0.697	49.351	0.514	1.224	72.727	0.0	0.004	1.299	2.149	2.854	92.208	2.44	2.761	88.312	0.454	0.701	76.623	0.086	0.189	62.338	0.338	0.921	63.636
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_332	species	332		0.177	0.007	0.049	9.091	0.003	0.01	7.792	0.0	0.004	1.299	0.002	0.01	7.792	0.0	0.0	0.0	0.139	0.606	19.481	0.177	0.703	16.883	0.029	0.146	12.987	0.0	0.004	1.299	0.001	0.007	3.896
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_335	species	335		0.102	0.006	0.041	7.792	0.002	0.009	5.195	0.001	0.009	2.597	0.001	0.006	2.597	0.0	0.0	0.0	0.085	0.242	20.779	0.102	0.561	18.182	0.014	0.048	12.987	0.0	0.001	1.299	0.002	0.013	3.896
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_336	species	336		0.539	0.035	0.108	33.766	0.003	0.011	9.091	0.021	0.135	5.195	0.003	0.011	10.39	0.0	0.0	0.0	0.539	0.936	70.13	0.5	0.878	66.234	0.079	0.226	48.052	0.006	0.021	12.987	0.002	0.007	6.494
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	337	reads equally close to C. gingivalis and C. granulosa were assigned half to each taxon; 	1.521	0.22	0.556	80.519	0.043	0.096	59.74	0.053	0.324	32.468	0.291	0.547	71.429	0.001	0.005	2.597	1.431	1.532	94.805	1.521	1.681	96.104	0.199	0.353	81.818	0.127	0.29	61.039	0.193	0.434	63.636
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_346	species	346		0.443	0.016	0.045	25.974	0.012	0.036	15.584	0.001	0.004	5.195	0.139	1.169	12.987	0.001	0.005	1.299	0.443	0.946	49.351	0.332	1.064	31.169	0.216	0.489	49.351	0.001	0.005	6.494	0.024	0.145	9.091
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_347	species	347		0.799	0.033	0.095	29.87	0.007	0.021	14.286	0.086	0.363	14.286	0.002	0.009	7.792	0.0	0.0	0.0	0.799	3.765	50.649	0.685	1.873	59.74	0.031	0.086	32.468	0.004	0.022	9.091	0.004	0.015	10.39
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_348	species	348		0.545	0.014	0.04	20.779	0.004	0.012	14.286	0.001	0.004	5.195	0.003	0.01	9.091	0.0	0.0	0.0	0.507	1.356	40.26	0.545	1.117	42.857	0.192	0.427	42.857	0.002	0.009	6.494	0.01	0.048	10.39
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_349	species	349		0.396	0.013	0.065	12.987	0.015	0.062	14.286	0.0	0.002	1.299	0.019	0.09	11.688	0.001	0.012	1.299	0.396	1.194	42.857	0.231	0.848	22.078	0.12	0.275	35.065	0.004	0.019	5.195	0.007	0.026	11.688
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-3];bacterium_HMT_351	species	351		4.246	0.025	0.045	40.26	0.111	0.167	70.13	0.005	0.02	7.792	0.232	0.377	77.922	0.0	0.0	0.0	0.04	0.155	24.675	0.024	0.086	20.779	4.246	5.728	96.104	0.195	0.371	74.026	0.306	0.346	81.818
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_352	species	352	reads equally close to Saccharibacteria bacterium HMT 352, 952, and 957 were assigned one third to each taxon; 	2.287	0.051	0.087	72.727	0.179	0.209	88.312	0.011	0.052	27.273	0.455	0.706	89.61	0.001	0.005	10.39	0.176	0.216	85.714	0.11	0.184	75.325	2.287	3.01	94.805	0.614	0.805	84.416	0.619	0.797	89.61
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-2];Saccharibacteria_(TM7)_[G-5];bacterium_HMT_356	species	356		0.135	0.005	0.024	6.494	0.006	0.041	3.896	0.0	0.0	0.0	0.007	0.053	3.896	0.0	0.0	0.0	0.135	1.063	9.091	0.047	0.202	11.688	0.017	0.055	10.39	0.002	0.013	3.896	0.001	0.006	5.195
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_370	species	370	reads equally close to F. periodonticum and F. sp. HMT 370 were assigned half to each taxon; 	1.422	0.264	0.45	88.312	0.529	0.578	94.805	0.048	0.118	54.545	1.23	1.16	96.104	0.001	0.003	5.195	0.064	0.145	59.74	0.062	0.194	64.935	0.669	0.638	93.506	1.422	1.422	93.506	0.965	1.112	94.805
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_380	species	380	reads equallly close to C. sp. HMT 323 and C. sp. HMT 380 were assigned half to each taxon; 	0.036	0.002	0.01	9.091	0.0	0.003	1.299	0.008	0.068	2.597	0.0	0.002	3.896	0.0	0.0	0.0	0.036	0.146	22.078	0.034	0.123	16.883	0.004	0.014	10.39	0.0	0.001	1.299	0.001	0.004	6.494
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;defectiva	species	389		0.489	0.274	0.596	61.039	0.13	0.446	53.247	0.163	0.589	32.468	0.026	0.06	31.169	0.0	0.001	1.299	0.489	1.08	63.636	0.484	0.76	75.325	0.174	0.604	42.857	0.013	0.041	20.779	0.038	0.118	24.675
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_392	species	392		0.443	0.028	0.097	31.169	0.006	0.02	18.182	0.011	0.077	12.987	0.008	0.027	20.779	0.001	0.006	1.299	0.288	0.706	53.247	0.443	1.263	50.649	0.054	0.195	29.87	0.006	0.035	7.792	0.008	0.027	11.688
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas;sp._HMT_393	species	393		0.049	0.003	0.01	10.39	0.033	0.075	29.87	0.003	0.016	5.195	0.021	0.066	19.481	0.0	0.0	0.0	0.001	0.008	1.299	0.0	0.0	0.0	0.023	0.079	18.182	0.049	0.149	25.974	0.036	0.109	19.481
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._dentisani_clade_398	species	398	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	5.24	5.24	1.746	100.0	4.088	1.914	100.0	5.054	1.839	100.0	1.967	1.879	100.0	0.003	0.005	54.545	1.202	1.058	100.0	1.436	0.974	100.0	1.257	0.939	97.403	1.241	0.945	100.0	1.78	1.617	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade_411	species	411	reads equally close to S. parasanguinis clade 411, S. peroris, and S. sp. HMT 057 were assigned one third to each taxon; reads equally close to S. parasanguinis clade 411,S. peroris, S. sp. HMT 056, and S. sp. HMT 057 were assigned one fourth to each taxon; 	3.515	0.449	0.908	81.818	1.625	2.109	96.104	0.091	0.29	51.948	1.696	2.027	94.805	0.011	0.037	15.584	0.036	0.142	40.26	0.032	0.084	44.156	1.051	1.769	83.117	3.515	3.776	96.104	1.889	2.015	89.61
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_412	species	412		0.102	0.003	0.015	5.195	0.0	0.002	3.896	0.024	0.205	2.597	0.0	0.004	1.299	0.0	0.0	0.0	0.07	0.226	15.584	0.102	0.383	18.182	0.006	0.021	9.091	0.0	0.0	0.0	0.0	0.003	1.299
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_417	species	417	reads equally close to L. wadei and L. sp. HMT 417 were assigned half to each taxon; 	0.721	0.035	0.08	44.156	0.114	0.232	67.532	0.013	0.048	20.779	0.506	0.853	80.519	0.0	0.0	0.0	0.051	0.237	35.065	0.024	0.086	31.169	0.074	0.18	55.844	0.353	0.689	71.429	0.721	1.189	87.013
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;longum	species	419		0.319	0.035	0.084	38.961	0.079	0.196	48.052	0.003	0.017	5.195	0.214	0.531	54.545	0.001	0.006	5.195	0.017	0.052	25.974	0.013	0.055	19.481	0.071	0.15	41.558	0.184	0.341	53.247	0.319	0.567	63.636
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._animalis	species	420		1.792	0.107	0.292	68.831	0.05	0.15	44.156	0.021	0.088	27.273	0.732	2.719	77.922	0.001	0.004	1.299	1.792	3.314	90.909	0.442	1.099	74.026	0.197	0.277	70.13	0.025	0.047	49.351	0.139	0.644	53.247
