Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-10p	BM-90p	BM-sd	BM-prev	HP-mean	HP-10p	HP-90p	HP-sd	HP-prev	KG-mean	KG-10p	KG-90p	KG-sd	KG-prev	PT-mean	PT-10p	PT-90p	PT-sd	PT-prev	ST-mean	ST-10p	ST-90p	ST-sd	ST-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SV-mean	SV-10p	SV-90p	SV-sd	SV-prev	TD-mean	TD-10p	TD-90p	TD-sd	TD-prev	TH-mean	TH-10p	TH-90p	TH-sd	TH-prev
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_057	species	57	reads equally close to S. parasanguinis clade 411, S. peroris, and S. sp. HMT 057 were assigned one third to each taxon; reads equally close to S. parasanguinis clade 411,S. peroris, S. sp. HMT 056, and S. sp. HMT 057 were assigned one fourth to each taxon; 	0.129	0.017	0.0	0.049	0.034	62.338	0.049	0.0	0.118	0.086	80.519	0.006	0.0	0.017	0.015	29.87	0.061	0.0	0.123	0.12	76.623	0.0	0.0	0.0	0.0	1.299	0.002	0.0	0.006	0.003	20.779	0.002	0.0	0.008	0.005	20.779	0.037	0.0	0.07	0.119	51.948	0.129	0.003	0.366	0.233	89.61	0.062	0.0	0.159	0.119	59.74
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._dentisani_clade_058	species	58	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	5.24	5.24	2.92	7.392	1.746	100.0	4.088	1.704	6.54	1.914	100.0	5.054	2.775	7.431	1.839	100.0	1.967	0.319	5.234	1.879	100.0	0.003	0.0	0.01	0.005	54.545	1.202	0.252	2.288	1.058	100.0	1.436	0.452	3.179	0.974	100.0	1.257	0.277	2.693	0.939	97.403	1.241	0.284	2.802	0.945	100.0	1.78	0.274	4.315	1.617	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_061	species	61	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	0.819	0.597	0.072	1.521	0.64	100.0	0.819	0.118	2.032	1.141	100.0	0.295	0.017	1.029	0.549	98.701	0.372	0.061	0.883	0.344	100.0	0.001	0.0	0.004	0.002	14.286	0.516	0.044	1.459	0.564	100.0	0.687	0.071	1.693	0.694	98.701	0.477	0.062	0.994	0.496	97.403	0.675	0.17	1.807	0.581	100.0	0.386	0.031	0.9	0.394	98.701
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_064	species	64	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	0.819	0.597	0.072	1.521	0.64	100.0	0.819	0.118	2.032	1.141	100.0	0.295	0.017	1.029	0.549	98.701	0.372	0.061	0.883	0.344	100.0	0.001	0.0	0.004	0.002	14.286	0.516	0.044	1.459	0.564	100.0	0.687	0.071	1.693	0.694	98.701	0.477	0.062	0.994	0.496	97.403	0.675	0.17	1.807	0.581	100.0	0.386	0.031	0.9	0.394	98.701
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_066	species	66	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; reads equally close to S. parasanguinis clade 721 and S. sp. HMT 066 were assigned half to each taxon; 	4.794	4.756	2.174	7.289	1.866	100.0	3.744	1.781	6.175	1.635	100.0	4.794	2.595	6.947	1.8	100.0	2.094	0.486	4.866	1.801	100.0	0.006	0.0	0.012	0.015	51.948	0.692	0.121	1.484	0.937	100.0	0.761	0.2	1.62	0.57	100.0	1.199	0.314	2.175	0.93	98.701	1.227	0.419	2.379	0.949	100.0	2.005	0.483	4.336	1.568	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._tigurinus_clade_070	species	70	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	5.24	5.24	2.92	7.392	1.746	100.0	4.088	1.704	6.54	1.914	100.0	5.054	2.775	7.431	1.839	100.0	1.967	0.319	5.234	1.879	100.0	0.003	0.0	0.01	0.005	54.545	1.202	0.252	2.288	1.058	100.0	1.436	0.452	3.179	0.974	100.0	1.257	0.277	2.693	0.939	97.403	1.241	0.284	2.802	0.945	100.0	1.78	0.274	4.315	1.617	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._tigurinus_clade_071	species	71	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	2.124	7.26	1.915	100.0	3.28	1.203	5.88	1.77	100.0	4.764	2.595	6.873	1.8	100.0	1.603	0.208	4.429	1.784	100.0	0.003	0.0	0.009	0.004	49.351	0.688	0.121	1.481	0.934	100.0	0.756	0.2	1.612	0.566	100.0	0.789	0.174	1.447	0.579	97.403	0.601	0.131	1.309	0.487	100.0	1.41	0.164	3.628	1.512	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;australis	species	73	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	2.124	7.26	1.915	100.0	3.28	1.203	5.88	1.77	100.0	4.764	2.595	6.873	1.8	100.0	1.603	0.208	4.429	1.784	100.0	0.003	0.0	0.009	0.004	49.351	0.688	0.121	1.481	0.934	100.0	0.756	0.2	1.612	0.566	100.0	0.789	0.174	1.447	0.579	97.403	0.601	0.131	1.309	0.487	100.0	1.41	0.164	3.628	1.512	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_074	species	74	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	2.124	7.26	1.915	100.0	3.28	1.203	5.88	1.77	100.0	4.764	2.595	6.873	1.8	100.0	1.603	0.208	4.429	1.784	100.0	0.003	0.0	0.009	0.004	49.351	0.688	0.121	1.481	0.934	100.0	0.756	0.2	1.612	0.566	100.0	0.789	0.174	1.447	0.579	97.403	0.601	0.131	1.309	0.487	100.0	1.41	0.164	3.628	1.512	100.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-1];bacterium_HMT_075	species	75		2.217	0.018	0.0	0.044	0.044	28.571	0.05	0.0	0.107	0.11	46.753	0.003	0.0	0.0	0.012	9.091	0.22	0.0	0.417	0.818	54.545	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.204	0.217	36.364	0.099	0.0	0.289	0.247	36.364	2.217	0.0	6.795	3.884	81.818	0.116	0.0	0.226	0.4	41.558	0.288	0.0	0.569	0.94	51.948
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;orale	species	82	reads equally close to L orale and L. umeanse were assigned half to each taxon; reads equally close to L. orale, L. saburreum, and L. umeanse were assigned one third to each taxon; 	0.487	0.076	0.0	0.195	0.095	84.416	0.153	0.013	0.291	0.142	92.208	0.015	0.0	0.053	0.035	45.455	0.376	0.052	0.764	0.335	97.403	0.001	0.0	0.0	0.006	9.091	0.097	0.0	0.307	0.147	74.026	0.094	0.0	0.277	0.163	64.935	0.128	0.0	0.288	0.128	84.416	0.359	0.068	0.632	0.382	98.701	0.487	0.035	0.94	0.599	92.208
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-2];bacterium_HMT_085	species	85		0.163	0.004	0.0	0.013	0.015	12.987	0.012	0.0	0.034	0.022	33.766	0.002	0.0	0.0	0.016	2.597	0.054	0.0	0.167	0.104	45.455	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.007	6.494	0.002	0.0	0.0	0.011	7.792	0.163	0.0	0.583	0.318	57.143	0.041	0.0	0.087	0.105	38.961	0.041	0.0	0.102	0.116	32.468
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-2];bacterium_HMT_096	species	96		0.78	0.024	0.0	0.069	0.048	36.364	0.133	0.0	0.397	0.303	48.052	0.002	0.0	0.0	0.006	6.494	0.592	0.0	1.47	1.325	57.143	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	5.195	0.006	0.0	0.0	0.043	3.896	0.044	0.0	0.16	0.097	28.571	0.503	0.0	1.933	1.284	50.649	0.78	0.0	2.634	1.573	59.74
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;sp._HMT_097	species	97		0.382	0.067	0.0	0.204	0.115	61.039	0.192	0.0	0.502	0.303	79.221	0.005	0.0	0.018	0.022	12.987	0.35	0.0	0.836	0.394	84.416	0.001	0.0	0.0	0.006	3.896	0.003	0.0	0.0	0.013	6.494	0.005	0.0	0.017	0.016	11.688	0.16	0.0	0.39	0.25	70.13	0.382	0.0	0.886	0.463	80.519	0.31	0.0	0.837	0.421	76.623
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;nonliquefaciens	species	98	reads equally close to M. catarrhalis and M. nonliquefaciens were assigned half to each taxon; 	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.108	1.299	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.779	6.494
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;macacae	species	99	reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one fourth to each taxon; 	0.793	0.291	0.0	0.776	0.794	79.221	0.135	0.0	0.216	0.51	72.727	0.123	0.0	0.204	0.364	54.545	0.034	0.0	0.048	0.123	46.753	0.001	0.0	0.0	0.003	3.896	0.615	0.0	1.704	1.207	80.519	0.793	0.0	2.061	1.311	83.117	0.195	0.0	0.354	0.421	72.727	0.01	0.0	0.027	0.022	40.26	0.045	0.0	0.107	0.106	48.052
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-3];bacterium_HMT_100	species	100		0.129	0.022	0.0	0.073	0.043	38.961	0.032	0.0	0.091	0.094	36.364	0.004	0.0	0.0	0.018	7.792	0.069	0.0	0.168	0.216	40.26	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.322	0.164	61.039	0.129	0.0	0.432	0.216	50.649	0.053	0.0	0.128	0.166	29.87	0.038	0.0	0.109	0.106	22.078	0.059	0.0	0.082	0.216	23.377
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;perflava	species	101		5.922	0.833	0.0	2.212	1.759	67.532	1.646	0.0	5.357	2.584	75.325	0.091	0.0	0.267	0.245	44.156	3.5	0.0	10.645	6.753	75.325	0.001	0.0	0.0	0.006	3.896	0.027	0.0	0.058	0.122	31.169	0.029	0.0	0.091	0.077	32.468	1.472	0.0	4.179	2.62	72.727	5.922	0.0	21.058	10.221	81.818	3.143	0.0	10.899	6.558	76.623
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;umeaense	species	107	reads equally close to L orale and L. umeanse were assigned half to each taxon; reads equally close to L. orale, L. saburreum, and L. umeanse were assigned one third to each taxon; 	0.487	0.076	0.0	0.195	0.095	84.416	0.153	0.013	0.291	0.142	92.208	0.015	0.0	0.053	0.035	45.455	0.376	0.052	0.764	0.335	97.403	0.001	0.0	0.0	0.006	9.091	0.097	0.0	0.307	0.147	74.026	0.094	0.0	0.277	0.163	64.935	0.128	0.0	0.288	0.128	84.416	0.359	0.068	0.632	0.382	98.701	0.487	0.035	0.94	0.599	92.208
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;asaccharolyticum	species	108	reads equally close to O. asaccharolyticum, O. parvum, and O. sinus were assigned one third to each taxon; 	0.75	0.05	0.0	0.132	0.077	71.429	0.19	0.03	0.363	0.181	100.0	0.006	0.0	0.019	0.013	35.065	0.324	0.064	0.654	0.244	100.0	0.001	0.0	0.0	0.003	5.195	0.02	0.0	0.057	0.039	50.649	0.018	0.0	0.034	0.047	46.753	0.75	0.104	1.528	0.851	94.805	0.405	0.095	0.814	0.287	97.403	0.407	0.072	1.0	0.356	96.104
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas;sp._HMT_110	species	110	reads equally close to P. micra and P. sp. HMT 110 were assigned half to each taxon; 	0.069	0.005	0.0	0.02	0.012	23.377	0.033	0.0	0.108	0.06	50.649	0.001	0.0	0.0	0.003	7.792	0.069	0.0	0.158	0.182	51.948	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.164	0.093	54.545	0.008	0.0	0.029	0.017	28.571	0.021	0.0	0.056	0.048	38.961	0.035	0.0	0.11	0.073	40.26	0.032	0.0	0.076	0.1	44.156
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas;micra	species	111	reads equally close to P. micra and P. sp. HMT 110 were assigned half to each taxon; 	0.069	0.005	0.0	0.02	0.012	23.377	0.033	0.0	0.108	0.06	50.649	0.001	0.0	0.0	0.003	7.792	0.069	0.0	0.158	0.182	51.948	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.164	0.093	54.545	0.008	0.0	0.029	0.017	28.571	0.021	0.0	0.056	0.048	38.961	0.035	0.0	0.11	0.073	40.26	0.032	0.0	0.076	0.1	44.156
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus;stomatis	species	112		0.3	0.037	0.0	0.106	0.081	40.26	0.214	0.0	0.514	0.291	76.623	0.005	0.0	0.015	0.017	11.688	0.209	0.0	0.543	0.303	76.623	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.093	0.121	27.273	0.011	0.0	0.028	0.035	16.883	0.3	0.0	0.83	0.541	63.636	0.147	0.0	0.343	0.154	74.026	0.224	0.0	0.578	0.258	76.623
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;invisus	species	118		1.684	0.018	0.0	0.047	0.044	32.468	0.011	0.0	0.037	0.029	23.377	0.002	0.0	0.0	0.009	5.195	0.156	0.0	0.164	0.593	38.961	1.684	0.0	4.085	5.513	35.065	0.215	0.0	0.542	0.412	59.74	0.054	0.0	0.186	0.139	28.571	0.106	0.0	0.312	0.15	55.844	0.006	0.0	0.004	0.022	10.39	0.049	0.0	0.072	0.201	28.571
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;micronuciformis	species	122		0.678	0.045	0.0	0.111	0.097	44.156	0.21	0.0	0.614	0.316	75.325	0.004	0.0	0.003	0.015	10.39	0.366	0.0	1.033	0.508	74.026	0.0	0.0	0.0	0.002	1.299	0.024	0.0	0.029	0.106	14.286	0.006	0.0	0.0	0.03	7.792	0.678	0.0	1.549	0.915	85.714	0.416	0.0	1.118	0.566	80.519	0.627	0.0	1.573	0.783	83.117
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;noxia	species	130		0.817	0.023	0.0	0.072	0.05	33.766	0.008	0.0	0.025	0.025	18.182	0.022	0.0	0.029	0.083	15.584	0.009	0.0	0.03	0.023	19.481	0.0	0.0	0.0	0.004	1.299	0.817	0.0	2.569	1.551	71.429	0.675	0.0	1.649	1.274	74.026	0.221	0.0	0.692	0.324	68.831	0.002	0.0	0.0	0.014	5.195	0.017	0.0	0.041	0.059	18.182
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_136	species	136	reads equally close to S. sp. HMT 136 and S. sp. HMT 149 were assigned half to each taxon; 	1.456	0.022	0.0	0.085	0.043	41.558	0.124	0.0	0.305	0.213	70.13	0.004	0.0	0.011	0.01	18.182	0.411	0.0	1.35	0.782	84.416	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.023	0.125	19.481	0.01	0.0	0.023	0.035	15.584	1.456	0.014	4.397	1.941	90.909	0.204	0.0	0.459	0.533	72.727	0.59	0.0	1.466	0.903	83.117
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_138	species	138	reads equally close to S. sp. HMT 138 and S. sp. HMT 892 were assigned half to each taxon; 	0.036	0.002	0.0	0.007	0.006	14.286	0.001	0.0	0.0	0.005	3.896	0.001	0.0	0.0	0.003	2.597	0.003	0.0	0.0	0.013	9.091	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.098	0.086	42.857	0.026	0.0	0.096	0.059	32.468	0.021	0.0	0.053	0.061	31.169	0.0	0.0	0.0	0.002	1.299	0.01	0.0	0.0	0.078	6.494
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_146	species	146		0.097	0.007	0.0	0.007	0.034	11.688	0.001	0.0	0.0	0.007	5.195	0.0	0.0	0.0	0.002	1.299	0.014	0.0	0.006	0.066	10.39	0.0	0.0	0.0	0.0	0.0	0.097	0.0	0.269	0.347	33.766	0.049	0.0	0.184	0.138	33.766	0.019	0.0	0.05	0.059	16.883	0.001	0.0	0.0	0.006	2.597	0.015	0.0	0.018	0.067	12.987
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_149	species	149	reads equally close to S. sp. HMT 136 and S. sp. HMT 149 were assigned half to each taxon; 	0.961	0.013	0.0	0.041	0.026	36.364	0.079	0.0	0.216	0.161	70.13	0.002	0.0	0.01	0.006	18.182	0.263	0.0	0.764	0.522	79.221	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.022	0.125	19.481	0.009	0.0	0.017	0.034	14.286	0.961	0.007	2.618	1.334	89.61	0.122	0.0	0.276	0.3	68.831	0.358	0.0	0.875	0.568	81.818
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;rogosae	species	158		3.05	0.699	0.0	1.594	0.966	88.312	1.916	0.229	4.475	2.008	94.805	0.172	0.0	0.43	0.316	66.234	2.701	0.053	7.129	3.422	90.909	0.005	0.0	0.014	0.016	11.688	0.019	0.0	0.059	0.049	31.169	0.019	0.0	0.06	0.047	35.065	3.011	0.2	6.87	2.887	93.506	3.05	0.054	7.363	3.326	94.805	1.709	0.029	4.74	2.579	92.208
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;dispar	species	160	reads equally close to V. dispar strain DSM 20735 and V. parvula clone BU083 were assigned to V. dispar; reads equally close to V. parvula clone _X002 and V. dispar clone _X031 were assigned to V. parvula; 	6.082	0.887	0.041	2.145	1.422	94.805	2.548	0.278	6.787	2.63	98.701	0.344	0.0	1.282	0.624	76.623	3.45	0.674	8.112	3.031	100.0	0.017	0.0	0.053	0.043	25.974	0.529	0.0	1.532	0.855	79.221	0.419	0.0	1.212	0.516	85.714	4.538	0.979	9.752	3.692	97.403	6.082	1.029	12.605	4.493	100.0	3.627	0.854	7.031	2.92	100.0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;parvula	species	161	reads equally close to V. dispar strain DSM 20735 and V. parvula clone BU083 were assigned to V. dispar; reads equally close to V. parvula clone _X002 and V. dispar clone _X031 were assigned to V. parvula; 	3.345	1.305	0.007	3.32	2.208	89.61	0.201	0.0	0.447	0.287	77.922	1.352	0.0	4.4	2.838	80.519	0.108	0.0	0.268	0.27	66.234	0.018	0.0	0.021	0.07	15.584	3.345	0.148	8.822	4.557	98.701	2.908	0.218	5.693	4.142	98.701	1.099	0.014	2.547	1.075	89.61	0.069	0.0	0.168	0.216	55.844	0.18	0.0	0.395	0.541	64.935
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Catonella;morbi	species	165		0.424	0.045	0.0	0.123	0.072	59.74	0.168	0.0	0.369	0.197	84.416	0.019	0.0	0.026	0.093	32.468	0.381	0.027	1.042	0.405	93.506	0.002	0.0	0.0	0.009	2.597	0.226	0.0	0.6	0.254	74.026	0.101	0.0	0.297	0.221	58.442	0.424	0.0	0.831	0.499	84.416	0.352	0.015	0.84	0.349	90.909	0.348	0.033	0.774	0.454	90.909
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;sp._HMT_168	species	168		0.057	0.007	0.0	0.024	0.022	16.883	0.032	0.0	0.093	0.059	37.662	0.003	0.0	0.0	0.015	6.494	0.04	0.0	0.11	0.081	36.364	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.032	9.091	0.002	0.0	0.0	0.008	7.792	0.035	0.0	0.047	0.133	28.571	0.042	0.0	0.115	0.08	38.961	0.057	0.0	0.174	0.091	44.156
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_169	species	169	reads equally close to A. sp. HMT 169 and A. sp. HMT 175 were assigned half to each taxon; 	1.923	0.502	0.0	1.408	1.062	80.519	0.067	0.0	0.15	0.143	71.429	0.143	0.0	0.363	0.389	58.442	0.022	0.0	0.055	0.049	41.558	0.0	0.0	0.0	0.0	1.299	1.554	0.003	3.231	3.204	89.61	1.923	0.015	4.547	3.593	92.208	0.103	0.0	0.299	0.157	64.935	0.006	0.0	0.02	0.018	25.974	0.022	0.0	0.073	0.047	40.26
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_170	species	170		1.156	0.167	0.0	0.495	0.38	61.039	0.04	0.0	0.102	0.113	33.766	0.064	0.0	0.112	0.267	32.468	0.005	0.0	0.023	0.013	12.987	0.0	0.0	0.0	0.0	0.0	0.714	0.0	2.169	1.103	80.519	1.156	0.0	2.555	2.43	83.117	0.042	0.0	0.081	0.12	36.364	0.001	0.0	0.0	0.01	1.299	0.125	0.0	0.046	1.001	18.182
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_171	species	171	reads equally close to A. viscosus and A. sp. HMT 171 were assigned half to each taxon; 	1.198	0.071	0.0	0.113	0.267	57.143	0.021	0.0	0.061	0.034	46.753	0.013	0.0	0.035	0.053	20.779	0.005	0.0	0.014	0.012	22.078	0.0	0.0	0.0	0.003	1.299	1.087	0.015	2.613	1.672	89.61	1.198	0.029	2.419	1.877	93.506	0.045	0.0	0.114	0.125	49.351	0.002	0.0	0.002	0.006	10.39	0.095	0.0	0.03	0.719	23.377
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;sp._HMT_172	species	172	reads equally close to S. sp. HMT 172 and S. sp. HMT 180 were assigned half to each taxon; reads equally close to S. odontolytica, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. meyeri, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; 	2.933	0.219	0.0	0.415	0.411	83.117	0.997	0.045	2.265	1.172	97.403	0.068	0.0	0.157	0.175	50.649	1.612	0.103	3.793	1.689	97.403	0.001	0.0	0.0	0.004	9.091	0.101	0.0	0.18	0.408	55.844	0.069	0.0	0.216	0.141	59.74	0.712	0.042	1.824	0.913	92.208	2.933	0.145	6.743	2.848	100.0	1.98	0.152	4.58	1.935	97.403
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_175	species	175	reads equally close to A. sp. HMT 169 and A. sp. HMT 175 were assigned half to each taxon; 	2.029	0.524	0.0	1.408	1.07	83.117	0.074	0.0	0.187	0.146	71.429	0.168	0.0	0.482	0.42	59.74	0.022	0.0	0.055	0.049	41.558	0.0	0.0	0.0	0.0	1.299	1.619	0.003	3.237	3.268	89.61	2.029	0.025	5.069	3.68	94.805	0.106	0.0	0.299	0.16	64.935	0.007	0.0	0.02	0.018	25.974	0.024	0.0	0.09	0.048	41.558
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;naeslundii	species	176		1.008	0.07	0.0	0.182	0.141	61.039	0.028	0.0	0.078	0.051	41.558	0.014	0.0	0.044	0.029	28.571	0.012	0.0	0.047	0.026	28.571	0.001	0.0	0.0	0.004	2.597	1.008	0.028	2.542	1.084	90.909	0.958	0.0	2.138	1.107	85.714	0.057	0.0	0.14	0.151	44.156	0.003	0.0	0.014	0.012	11.688	0.02	0.0	0.039	0.077	25.974
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;sp._HMT_180	species	180	reads equally close to S. sp. HMT 172 and S. sp. HMT 180 were assigned half to each taxon; reads equally close to S. odontolytica, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. meyeri, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. meyeri and S. sp. HMT 180 were assigned half to each taxon; 	2.969	0.225	0.0	0.435	0.414	84.416	1.027	0.046	2.272	1.179	97.403	0.073	0.0	0.23	0.179	53.247	1.714	0.103	4.042	1.753	97.403	0.001	0.0	0.0	0.004	9.091	0.174	0.0	0.337	0.447	74.026	0.084	0.0	0.266	0.146	71.429	0.738	0.06	1.824	0.905	93.506	2.969	0.145	6.743	2.888	100.0	2.198	0.165	4.988	2.188	98.701
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;lingnae	species	181	reads equally close to S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; 	1.393	0.192	0.0	0.463	0.343	79.221	0.756	0.067	1.41	0.941	96.104	0.034	0.0	0.078	0.092	33.766	0.543	0.07	1.164	0.562	97.403	0.002	0.0	0.0	0.011	9.091	0.008	0.0	0.022	0.031	16.883	0.005	0.0	0.021	0.014	12.987	0.513	0.014	1.273	0.586	89.61	1.393	0.179	3.069	1.505	100.0	0.58	0.067	1.135	0.547	96.104
