Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;mucilaginosa	species	681		3.289	2.166	4.597	100	3.289	5.622	100	0.483	1.376	88.889	0.793	1.313	96.774	0.12	0.519	94.286	0.077	0.221	88.235	2.741	3.061	100	1.568	2.142	100	0.925	0.896	100	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;mucosa	species	682	Reads equally close to HMT 099 and 682 were assigned half to each taxon.; Reads equally close to HMT 099, 609, 682, and 764 were assigned one fourth to each taxon.; 	0.189	0.107	0.271	76.471	0.123	0.363	78.571	0.026	0.069	61.111	0.01	0.031	54.839	0.189	1.281	77.143	0.064	0.139	61.765	0.023	0.065	63.889	0.007	0.016	52.941	0.004	0.007	63.636	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella;muelleri	species	683		1.564	0.001	0.004	17.647	1.564	4.615	25	0.006	0.025	19.444	0.001	0.003	22.581	0	0.002	2.857	0	0.002	2.941	0.001	0.002	13.889	0.001	0.007	8.824	0.003	0.006	21.212	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;multiformis	species	685		0.108	0.077	0.415	11.765	0.003	0.01	10.714	0	0.001	11.111	0.093	0.431	22.581	0.108	0.414	40	0.016	0.073	17.647	0	0.001	5.556	0	0.002	2.941	0.004	0.014	18.182	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mutans	species	686		1.24	0.279	1.474	70.588	0.427	1.969	39.286	0.016	0.068	27.778	0.001	0.002	22.581	0.828	3.695	42.857	1.24	5.217	47.059	0.037	0.23	47.222	0.001	0.002	20.588	0.04	0.216	24.242	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;viscosus	species	688		0.152	0.017	0.03	82.353	0.019	0.028	71.429	0.008	0.018	69.444	0.05	0.271	32.258	0.135	0.414	100	0.152	0.249	97.059	0.003	0.006	50	0	0.001	2.941	0.002	0.006	24.242	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;naviforme	species	689	Reads equally close to HMT 200 and 689 were assigned half to each taxon.; 	0.515	0.018	0.052	58.824	0.037	0.151	39.286	0.012	0.032	44.444	0.163	0.701	45.161	0.515	1.105	88.571	0.115	0.202	79.412	0.003	0.007	41.667	0	0.001	14.706	0.024	0.123	36.364	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;necrophorum	species	690		0.005	0	0	0	0	0	0	0	0	0	0.005	0.026	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.003	3.03	0	0	5
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;neglectum	species	691		0.094	0.009	0.02	38.235	0.003	0.005	42.857	0.001	0.002	22.222	0.006	0.012	67.742	0.094	0.268	71.429	0.005	0.013	35.294	0.004	0.007	58.333	0.004	0.005	58.824	0.004	0.008	72.727	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	693		0.028	0.007	0.014	52.941	0.001	0.003	28.571	0.001	0.004	22.222	0.021	0.058	48.387	0.028	0.072	71.429	0.008	0.023	35.294	0.004	0.011	22.222	0	0	2.941	0.013	0.035	39.394	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-6];[Eubacterium]_nodatum	species	694		0.117	0.024	0.11	20.588	0.004	0.017	21.429	0.001	0.002	16.667	0.117	0.411	25.806	0.031	0.2	20	0.005	0.03	2.941	0.002	0.006	16.667	0.001	0.002	8.824	0.008	0.026	24.242	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._nucleatum	species	698		0.056	0.006	0.018	35.294	0.002	0.005	25	0.005	0.017	22.222	0.002	0.006	22.581	0.021	0.095	68.571	0.056	0.25	52.941	0.002	0.007	19.444	0	0.001	11.765	0.002	0.007	21.212	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea	species	700		0.005	0	0.001	2.941	0	0	0	0.001	0.006	2.778	0	0	0	0.004	0.017	22.857	0.005	0.013	32.353	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;odontolytica	species	701	Reads equally close to HMT 180 and 701 were assigned half to each taxon.; 	0.862	0.119	0.141	85.294	0.342	0.367	89.286	0.858	2.044	80.556	0.578	0.624	100	0.015	0.023	80	0.046	0.075	79.412	0.564	0.597	97.222	0.862	0.95	100	0.505	0.461	96.97	0.003	0.01	15
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;orale	species	703		0	0	0.003	2.941	0	0	3.571	0	0	0	0	0	0	0	0.001	2.857	0	0	0	0	0.001	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;orale	species	704		0.004	0.001	0.003	11.765	0.003	0.012	14.286	0.002	0.006	2.778	0.004	0.013	29.032	0	0.001	5.714	0	0	0	0.002	0.003	22.222	0.002	0.006	14.706	0.002	0.007	24.242	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oralis	species	705		0.03	0.003	0.009	20.588	0.001	0.002	21.429	0.001	0.003	5.556	0.03	0.159	19.355	0.013	0.059	42.857	0.003	0.005	29.412	0.005	0.013	19.444	0	0.002	8.824	0.001	0.002	15.152	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706		0.551	0.066	0.132	88.235	0.214	0.561	78.571	0.035	0.071	77.778	0.002	0.006	29.032	0.551	1.642	94.286	0.343	0.518	94.118	0.009	0.017	58.333	0.001	0.003	32.353	0.013	0.043	36.364	0	0.001	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._oralis	species	707	Reads equally close to HMT 066 and 707 were assigned half to each taxon.; Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	1.223	1.223	3.975	100	0.404	0.543	100	1.119	3.523	100	0.208	0.193	96.774	0.666	1.994	100	0.918	1.511	100	0.433	0.393	100	0.423	0.789	100	0.331	0.565	100	0.003	0.013	5
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;osloensis	species	711		0.001	0	0	5.882	0.001	0.002	7.143	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pallens	species	714		1.593	0.224	0.326	79.412	0.803	1.045	92.857	0.095	0.186	69.444	1.104	1.226	96.774	0.109	0.833	71.429	0.055	0.193	41.176	1.068	2.152	86.111	0.777	1.288	100	1.593	1.638	96.97	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;paracasei	species	716		0.001	0	0.001	2.941	0	0	3.571	0	0	2.778	0	0.002	3.226	0	0.002	5.714	0	0.001	2.941	0	0	0	0	0.001	2.941	0.001	0.002	9.091	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;paradoxus	species	717		0	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae	species	718		8.065	7.77	9.062	100	5.472	4.944	100	8.065	9.59	100	2.022	2.378	100	1.541	3.882	97.143	2.071	3.399	100	4.261	4.138	97.222	5.255	6.601	100	2.592	4.481	100	0.008	0.025	15
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;paraphrophilus	species	720		0.066	0.066	0.332	55.882	0.008	0.021	35.714	0.015	0.092	27.778	0.004	0.016	12.903	0.058	0.294	57.143	0.013	0.028	41.176	0.006	0.026	27.778	0.017	0.084	8.824	0.004	0.015	21.212	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade_721	species	721	Reads equally close to HMT 411 and 721 were assigned half to each taxon.; Reads equally close to HMT 066 and 721 were assigned half to each taxon.; 	1.786	0.321	0.538	94.118	0.75	0.795	100	0.28	0.552	88.889	1.786	3.119	100	0.013	0.028	85.714	0.039	0.086	82.353	1.28	1.272	100	1.383	1.943	100	1.352	1.44	100	0.002	0.008	5
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;parvula	species	723		1.32	0.067	0.095	94.118	0.208	0.223	92.857	0.479	1.415	58.333	0.737	1.472	96.774	0.343	1.133	85.714	0.162	0.3	88.235	1.32	2.007	100	0.968	1.496	100	0.703	0.689	100	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;parvum	species	724		0.001	0	0.001	5.882	0	0	0	0	0	0	0	0	6.452	0.001	0.003	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;pectinovorum	species	725		0.001	0	0.002	2.941	0	0	0	0	0.001	2.778	0	0.002	3.226	0.001	0.003	8.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda;periodontii	species	726		0.006	0.002	0.007	14.706	0	0.001	3.571	0	0.001	8.333	0.001	0.002	12.903	0.006	0.016	42.857	0.006	0.022	20.588	0	0.001	5.556	0	0	0	0.003	0.009	24.242	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;peroris	species	728		0.429	0.387	0.374	100	0.375	0.479	100	0.349	0.498	100	0.324	0.413	96.774	0.062	0.113	100	0.087	0.138	100	0.344	0.394	100	0.212	0.375	100	0.429	0.526	100	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;pneumoniae	species	731		0	0	0	0	0	0	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;pneumoniae	species	734	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	1.067	1.067	1.175	100	0.322	0.415	96.429	0.94	1.432	100	0.632	1.81	96.774	0.24	0.342	100	0.325	0.498	97.059	0.231	0.379	100	0.529	1.196	85.294	0.455	0.718	100	0.025	0.067	45
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;pneumosintes	species	736		0.036	0.008	0.022	29.412	0.005	0.014	25	0.005	0.012	25	0.036	0.096	48.387	0.021	0.06	62.857	0.008	0.016	32.353	0.004	0.011	19.444	0	0.001	8.824	0.008	0.025	27.273	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;polysaccharea	species	737	Reads equally close to HMT 669, 737, and 956 were assigned one third to each taxon.; 	0.083	0.01	0.038	50	0.042	0.106	78.571	0.019	0.071	55.556	0.02	0.073	54.839	0.002	0.008	34.286	0.001	0.002	26.471	0.046	0.139	55.556	0.083	0.223	44.118	0.029	0.08	51.515	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;prevotii	species	738		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	3.03	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Arachnia;propionica	species	739		0.217	0.01	0.014	58.824	0.033	0.066	57.143	0.044	0.236	55.556	0.001	0.002	19.355	0.217	0.412	88.571	0.203	0.371	82.353	0.004	0.009	47.222	0	0.001	11.765	0.005	0.02	30.303	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;oleovorans	species	740		0	0	0	2.941	0	0.001	10.714	0	0.001	5.556	0	0	3.226	0	0.001	5.714	0	0	0	0	0.001	5.556	0	0	0	0	0	3.03	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;pumilum	species	742		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;putidum	species	743		0.002	0	0.001	2.941	0	0	0	0	0	0	0.001	0.002	12.903	0.002	0.007	17.143	0	0	0	0	0	0	0	0	0	0	0	3.03	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;pyogenes	species	745		0.029	0	0.001	2.941	0	0.001	7.143	0	0	0	0.029	0.158	6.452	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;radicidentis	species	746		0	0	0	0	0	0	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;ramosus	species	747		0	0	0	2.941	0	0	3.571	0	0	0	0	0	0	0	0	2.857	0	0.001	2.941	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;rectus	species	748		0.053	0.004	0.013	23.529	0.001	0.002	25	0.001	0.005	16.667	0.053	0.255	35.484	0.009	0.026	48.571	0.002	0.005	35.294	0.001	0.002	16.667	0.001	0.003	11.765	0.001	0.005	18.182	0	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;rimae	species	750		0.702	0.033	0.087	50	0.007	0.014	50	0.002	0.009	30.556	0.014	0.024	48.387	0.702	3.821	77.143	0.121	0.325	64.706	0.043	0.107	66.667	0.003	0.009	38.235	0.009	0.019	57.576	0	0	0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;salivarium	species	754		0.017	0.001	0.001	14.706	0.001	0.002	17.857	0	0.001	11.111	0.017	0.046	41.935	0.009	0.034	31.429	0.006	0.013	35.294	0.001	0.002	19.444	0	0	2.941	0.006	0.019	18.182	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;salivarius	species	755	Reads equally close to S. salivarius and S. vestibularis were assigned to S. salivarius.; Reads equally close to S. thermophilus and S. salivarius were assigned to S. salivarius.; 	11.229	4.966	6.59	100	10.861	10.119	100	5.168	10.869	100	9.229	8.521	100	0.534	1.38	100	0.753	2.667	100	8.877	11.032	100	7.976	9.013	100	11.229	9.608	100	0.019	0.053	20
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;salivarius	species	756		0.005	0	0	0	0.005	0.026	3.571	0	0	0	0	0.001	3.226	0	0.001	11.429	0	0	0	0	0	2.778	0	0	2.941	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;sanguinis	species	757		1.41	0.515	0.721	100	0.503	0.501	100	0.345	0.714	100	0.84	1.29	96.774	0.023	0.034	88.571	0.027	0.069	73.529	1.41	1.564	100	0.968	1.026	100	0.676	0.71	100	0.003	0.007	15
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sanguinis	species	758		3.515	1.209	1.019	100	0.733	0.649	100	1.524	3.893	100	0.122	0.138	100	2.005	4.749	100	3.515	3.427	100	0.456	0.567	100	0.298	0.762	97.059	0.159	0.178	96.97	0.011	0.029	15
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-5];[Eubacterium]_saphenum	species	759		0.079	0.042	0.14	17.647	0.015	0.05	17.857	0.002	0.015	5.556	0.014	0.043	16.129	0.079	0.34	17.143	0	0.002	8.824	0.006	0.023	11.111	0.001	0.002	8.824	0.005	0.017	15.152	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;segnis	species	762		0.064	0.018	0.058	50	0.023	0.108	28.571	0.014	0.066	44.444	0.005	0.012	22.581	0.021	0.079	40	0.064	0.324	47.059	0.011	0.031	27.778	0.003	0.014	5.882	0.004	0.022	15.152	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;showae	species	763		0.281	0.057	0.13	79.412	0.028	0.075	75	0.026	0.045	69.444	0.092	0.311	70.968	0.276	0.572	91.429	0.281	0.473	88.235	0.021	0.038	66.667	0.027	0.087	55.882	0.11	0.338	78.788	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sicca	species	764	Reads equally close to HMT 099, 609, 682, and 764 were assigned one fourth to each taxon.; 	0.151	0.059	0.111	73.529	0.151	0.396	75	0.012	0.022	58.333	0.013	0.038	58.065	0.098	0.394	77.143	0.061	0.167	64.706	0.051	0.165	66.667	0.004	0.007	52.941	0.005	0.013	63.636	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sinensis	species	767		0.047	0.002	0.005	23.529	0.002	0.006	10.714	0.003	0.013	5.556	0.047	0.255	12.903	0.002	0.014	28.571	0.017	0.086	14.706	0.001	0.003	16.667	0	0.002	8.824	0.001	0.003	24.242	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sobrinus	species	768		0.069	0.021	0.122	8.824	0	0	0	0.013	0.085	11.111	0	0.002	3.226	0.01	0.081	11.429	0.069	0.332	11.765	0.001	0.003	16.667	0	0.001	8.824	0	0.002	6.061	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;socranskii	species	769		0.3	0.016	0.043	52.941	0.004	0.01	28.571	0.006	0.02	27.778	0.026	0.056	48.387	0.3	0.615	85.714	0.161	0.456	67.647	0.004	0.005	44.444	0.001	0.004	17.647	0.006	0.021	39.394	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sputigena	species	775		0.982	0.039	0.064	70.588	0.151	0.457	67.857	0.067	0.156	69.444	0.066	0.175	48.387	0.312	0.854	85.714	0.982	2.083	94.118	0.144	0.491	58.333	0.238	1.094	52.941	0.09	0.264	60.606	0.003	0.013	5
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Jonquetella;anthropi	species	777		0.002	0	0	0	0	0	0	0	0	0	0.002	0.011	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.006	3.03	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp._HMT_780	species	780		0.554	0.038	0.1	52.941	0.022	0.055	53.571	0.554	1.664	58.333	0.049	0.213	45.161	0.003	0.011	25.714	0.003	0.005	29.412	0.05	0.225	33.333	0.005	0.021	14.706	0.014	0.042	48.485	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;saccharolytica	species	781		0.15	0.011	0.029	55.882	0.011	0.026	42.857	0.007	0.02	44.444	0.004	0.007	48.387	0.104	0.234	85.714	0.15	0.225	76.471	0.005	0.009	44.444	0	0.001	2.941	0.002	0.005	36.364	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;fusca	species	782		0.001	0.001	0.005	2.941	0	0.002	7.143	0.001	0.007	2.778	0	0	3.226	0	0.001	8.571	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;uenonis	species	785		0	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;tetradius	species	788		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilaceae_[G-2];bacterium_HMT_790	species	790		0	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;multisaccharivorax	species	794		0	0	0	0	0	0.001	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	2.778	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;shahii	species	795		0.209	0.032	0.077	50	0.055	0.195	42.857	0.042	0.101	30.556	0.209	0.514	51.613	0.001	0.003	28.571	0.001	0.003	11.765	0.153	0.31	50	0.142	0.523	52.941	0.167	0.294	60.606	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;saccharolyticus	species	802		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;lactis	species	804		0.005	0	0.003	2.941	0	0	3.571	0	0.002	5.556	0	0.001	3.226	0	0.001	8.571	0	0	2.941	0.001	0.004	11.111	0	0	2.941	0	0.002	6.061	0.005	0.017	15
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;profusa	species	806		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.004	11.429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;sp._HMT_807	species	807		0.114	0.002	0.009	23.529	0.001	0.005	7.143	0.002	0.006	19.444	0	0.001	9.677	0.114	0.475	71.429	0.071	0.298	58.824	0.002	0.006	25	0	0.001	2.941	0	0.001	18.182	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;sp._HMT_808	species	808		0.054	0.008	0.019	32.353	0.002	0.007	14.286	0	0.001	13.889	0.003	0.009	29.032	0.054	0.199	51.429	0.014	0.031	32.353	0.001	0.004	19.444	0	0.001	5.882	0.001	0.004	18.182	0	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;sp._HMT_809	species	809		0	0	0	0	0	0	0	0	0	0	0	0.001	3.226	0	0.001	5.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olegusella;massiliensis	species	810		0	0	0	0	0	0	0	0	0	0	0	0.001	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;pylori	species	812		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.941	0	0	0	0	0	2.941	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;pigrum	species	813		0.326	0	0	0	0	0	0	0	0	0	0.043	0.239	6.452	0	0	5.714	0	0	0	0	0	0	0	0	0	0	0	0	0.326	0.728	55
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Fannyhessea;vaginae	species	814		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	5.556	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;crispatus	species	817		0.003	0	0.001	5.882	0.003	0.013	10.714	0	0.001	2.778	0	0	0	0	0	2.857	0	0	0	0.001	0.007	5.556	0	0	0	0.001	0.003	6.061	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_820	species	820		0.007	0.002	0.011	8.824	0	0.001	3.571	0	0	0	0.007	0.039	6.452	0.004	0.022	11.429	0.005	0.031	5.882	0.001	0.004	5.556	0	0	0	0.001	0.004	3.03	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis	species	824		0	0	0	0	0	0.001	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;monocytogenes	species	825		0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;pestis	species	827		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Mobiluncus;mulieris	species	830		0.002	0	0.001	2.941	0.001	0.003	10.714	0	0	0	0.001	0.003	16.129	0	0	0	0	0	0	0.001	0.004	13.889	0	0	0	0.002	0.007	9.091	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;otitidis	species	832		0.002	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	3.03	0.002	0.007	10
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;catarrhalis	species	833		0.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0.508	5
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;otitidis	species	834		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.714	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;mucifaciens	species	835		0	0	0	2.941	0	0	0	0	0	2.778	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
