Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	ST-mean	ST-sd	ST-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;aeria	species	188		1.948	0.167	0.251	79.054	0.116	0.511	62.162	0.021	0.072	25.676	0.057	0.242	41.892	0.0	0.002	1.399	1.351	2.47	92.568	1.948	3.27	95.27	0.25	0.469	74.324	0.014	0.035	28.378	0.023	0.039	39.865
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Arachnia;rubra	species	194	Reads equally close to A. propionica and A. rubra were assigned half to each taxon.; 	0.312	0.009	0.025	26.351	0.008	0.053	20.946	0.005	0.045	4.054	0.004	0.016	12.162	0.0	0.002	2.098	0.284	0.434	83.784	0.312	0.587	85.811	0.01	0.021	29.73	0.0	0.003	3.378	0.004	0.025	12.162
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._vincentii	species	200	Reads equally close to F. nucleatum subsp. naviforme and F. nucleatum subsp. vincentii were assigned half to each taxon.; 	3.444	0.171	0.489	78.378	0.068	0.12	67.568	0.068	0.398	43.919	2.04	5.147	82.432	0.0	0.0	0.0	3.444	4.181	97.973	0.951	1.349	91.892	0.421	0.566	91.216	0.048	0.095	59.459	0.527	2.451	77.703
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;periodonticum	species	201	Reads equally close to F. hwasookii, F. periodonticum, and F. sp. HMT 370 were assigned one-third to each taxon.; 	8.126	1.694	2.015	95.27	3.031	2.939	96.622	0.397	0.94	75.0	6.947	6.468	96.622	0.001	0.005	2.797	0.308	1.036	72.973	0.393	0.888	80.405	4.947	4.213	98.649	8.126	7.634	98.649	4.979	4.957	96.622
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._polymorphum	species	202	Reads equally close to F. nucleatum subsp. nucleatum,F. nucleatum subsp. polymorphum, and F. sp. HMT 203 were assigned one-third to each taxon.; 	1.519	0.203	0.353	97.297	0.043	0.054	79.054	0.338	0.608	87.838	0.12	0.291	90.541	0.0	0.0	1.399	1.481	1.347	98.649	1.519	1.331	99.324	0.227	0.23	93.243	0.048	0.112	85.135	0.069	0.154	84.459
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_203	species	203	Reads equally close to F. nucleatum subsp. nucleatum,F. nucleatum subsp. polymorphum, and F. sp. HMT 203 were assigned one-third to each taxon.; 	1.519	0.203	0.353	97.297	0.043	0.054	79.054	0.338	0.608	87.838	0.12	0.291	90.541	0.0	0.0	1.399	1.481	1.347	98.649	1.519	1.331	99.324	0.227	0.23	93.243	0.048	0.112	85.135	0.069	0.154	84.459
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium;sp._HMT_206	species	206		0.442	0.442	2.578	37.162	0.05	0.127	24.324	0.12	0.782	17.568	0.065	0.193	27.703	0.0	0.0	0.0	0.003	0.015	5.405	0.002	0.01	4.054	0.134	0.413	31.081	0.015	0.094	14.189	0.136	0.525	25.676
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_212	species	212	Reads equally close to L. sp. HMT 212 and 217 were assigned half to each taxon.; 	0.507	0.044	0.101	40.541	0.018	0.045	30.405	0.017	0.059	24.324	0.013	0.038	25.0	0.0	0.0	0.0	0.301	0.443	66.216	0.507	0.764	79.054	0.064	0.13	56.081	0.008	0.018	23.649	0.013	0.053	20.27
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hongkongensis	species	213		0.722	0.097	0.211	56.757	0.041	0.188	36.486	0.018	0.081	19.595	0.026	0.074	30.405	0.0	0.0	0.0	0.376	0.655	66.216	0.722	1.531	78.378	0.092	0.167	55.405	0.011	0.025	29.73	0.025	0.089	25.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;shahii	species	214		0.245	0.026	0.081	21.622	0.019	0.164	8.784	0.034	0.266	10.135	0.006	0.02	13.514	0.0	0.0	0.0	0.141	0.476	30.405	0.245	0.7	39.189	0.014	0.039	20.27	0.005	0.015	12.838	0.006	0.021	11.486
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_215	species	215		0.583	0.114	0.158	68.919	0.183	0.245	72.297	0.025	0.079	27.027	0.583	0.722	82.432	0.0	0.0	0.0	0.04	0.089	41.892	0.055	0.097	56.757	0.195	0.209	80.405	0.404	0.604	83.784	0.368	0.451	79.73
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_217	species	217	Reads equally close to L. sp. HMT 212 and 217 were assigned half to each taxon.; 	0.195	0.028	0.082	31.081	0.01	0.032	18.919	0.007	0.037	10.811	0.011	0.041	18.919	0.0	0.0	0.0	0.132	0.415	49.324	0.195	0.466	55.405	0.043	0.113	45.27	0.004	0.012	15.541	0.009	0.052	10.811
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_218	species	218		0.808	0.014	0.058	8.784	0.075	0.306	18.243	0.004	0.027	4.73	0.553	2.491	19.595	0.0	0.0	0.0	0.047	0.555	2.027	0.002	0.011	3.378	0.069	0.271	16.892	0.275	1.136	18.919	0.808	2.954	21.622
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp._HMT_219	species	219		0.139	0.013	0.044	18.243	0.003	0.01	7.432	0.014	0.164	2.703	0.001	0.007	6.081	0.0	0.0	0.0	0.125	0.373	35.135	0.139	0.43	45.27	0.022	0.05	27.703	0.002	0.007	6.757	0.003	0.019	4.73
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp._HMT_221	species	221		1.086	0.198	0.506	49.324	0.435	1.008	60.811	0.021	0.086	16.216	1.086	1.828	65.541	0.0	0.001	0.699	0.016	0.099	18.243	0.015	0.043	23.649	0.23	0.509	54.054	0.933	2.074	61.486	0.944	1.487	64.865
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;wadei	species	222		0.462	0.077	0.179	45.27	0.092	0.274	39.865	0.034	0.231	12.162	0.227	0.554	58.108	0.0	0.001	0.699	0.357	1.451	44.595	0.462	1.211	51.351	0.083	0.208	40.541	0.152	0.516	50.0	0.272	0.763	55.405
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hofstadii	species	224	Reads equally close to L. hofstadii and L. sp. HMT 909 were assigned half to each taxon.; 	0.414	0.031	0.075	48.649	0.01	0.022	28.378	0.014	0.087	11.486	0.014	0.032	34.459	0.0	0.0	0.0	0.203	0.423	68.243	0.414	0.666	72.297	0.031	0.05	48.649	0.008	0.027	25.676	0.009	0.02	28.378
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_225	species	225		0.551	0.047	0.372	25.0	0.014	0.041	19.595	0.012	0.05	12.162	0.014	0.039	20.27	0.0	0.0	0.0	0.325	0.791	45.27	0.551	1.343	49.324	0.022	0.056	25.0	0.004	0.013	10.135	0.008	0.022	13.514
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_226	species	226	Reads equally close to T. medium and T. sp. HMT 226, 230, 235, and 237 were assigned one-fifth to each taxon.; 	0.122	0.005	0.017	22.973	0.002	0.006	14.865	0.001	0.004	3.378	0.027	0.082	39.189	0.0	0.0	0.0	0.122	0.307	50.676	0.037	0.117	35.135	0.016	0.032	45.946	0.001	0.005	6.081	0.007	0.024	27.027
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_230	species	230	Reads equally close to T. medium and T. sp. HMT 226, 230, 235, and 237 were assigned one-fifth to each taxon.; 	0.122	0.005	0.017	22.973	0.002	0.006	14.865	0.001	0.004	3.378	0.027	0.082	39.189	0.0	0.0	0.0	0.122	0.307	50.676	0.037	0.117	35.135	0.016	0.032	45.946	0.001	0.005	6.081	0.007	0.024	27.027
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_231	species	231	Reads equally close to T. vincentii and T. sp. HMT 231 were assigned half to each taxon.; 	0.214	0.014	0.064	25.676	0.007	0.021	22.297	0.002	0.008	6.081	0.07	0.227	46.622	0.0	0.0	0.0	0.214	0.443	52.703	0.062	0.168	39.865	0.027	0.045	48.649	0.011	0.029	27.703	0.033	0.155	37.162
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_234	species	234		0.075	0.004	0.026	4.054	0.001	0.005	2.703	0.0	0.0	0.0	0.006	0.029	8.108	0.0	0.0	0.0	0.075	0.318	12.838	0.008	0.048	4.73	0.011	0.054	9.459	0.001	0.01	1.351	0.001	0.007	4.054
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_235	species	235	Reads equally close to T. medium and T. sp. HMT 226, 230, 235, and 237 were assigned one-fifth to each taxon.; 	0.122	0.005	0.017	22.973	0.002	0.006	14.865	0.001	0.004	3.378	0.027	0.082	39.189	0.0	0.0	0.0	0.122	0.307	50.676	0.037	0.117	35.135	0.016	0.032	45.946	0.001	0.005	6.081	0.007	0.024	27.027
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_237	species	237	Reads equally close to T. medium and T. sp. HMT 226, 230, 235, and 237 were assigned one-fifth to each taxon.; 	0.122	0.005	0.017	22.973	0.002	0.006	14.865	0.001	0.004	3.378	0.027	0.082	39.189	0.0	0.0	0.0	0.122	0.307	50.676	0.037	0.117	35.135	0.016	0.032	45.946	0.001	0.005	6.081	0.007	0.024	27.027
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_238	species	238		0.088	0.011	0.065	5.405	0.003	0.021	4.054	0.0	0.0	0.0	0.006	0.033	6.081	0.0	0.0	0.0	0.088	0.364	11.486	0.022	0.113	7.432	0.029	0.144	10.135	0.003	0.019	3.378	0.002	0.014	4.73
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_239	species	239		0.032	0.0	0.004	1.351	0.0	0.004	1.351	0.0	0.0	0.0	0.001	0.006	0.676	0.0	0.0	0.0	0.032	0.21	5.405	0.004	0.028	2.703	0.001	0.008	4.054	0.0	0.0	0.0	0.001	0.004	2.027
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_246	species	246		0.072	0.003	0.022	4.054	0.001	0.004	2.027	0.0	0.0	0.0	0.006	0.054	3.378	0.0	0.0	0.0	0.072	0.478	10.811	0.004	0.026	4.054	0.008	0.038	8.108	0.0	0.0	0.0	0.002	0.011	4.054
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_248	species	248		0.499	0.009	0.044	6.757	0.007	0.043	6.757	0.499	2.157	11.486	0.03	0.26	10.135	0.0	0.0	0.0	0.006	0.037	4.054	0.004	0.036	4.054	0.023	0.081	12.162	0.001	0.006	4.73	0.016	0.079	9.459
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_253	species	253		0.04	0.002	0.015	3.378	0.001	0.005	2.027	0.001	0.008	0.676	0.026	0.156	12.162	0.0	0.0	0.0	0.04	0.161	14.865	0.015	0.077	6.081	0.01	0.055	7.432	0.0	0.003	0.676	0.005	0.024	6.081
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_254	species	254		0.011	0.001	0.005	2.027	0.0	0.003	0.676	0.0	0.0	0.0	0.001	0.008	1.351	0.0	0.0	0.0	0.011	0.063	4.054	0.0	0.003	0.676	0.003	0.018	4.054	0.0	0.0	0.0	0.0	0.005	0.676
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_257	species	257	Reads equally close to T. amylovorum and T. sp. HMT 257 were assigned half to each taxon.; 	0.049	0.004	0.015	11.486	0.002	0.014	4.73	0.0	0.001	0.676	0.019	0.081	14.865	0.0	0.0	0.0	0.049	0.201	20.946	0.013	0.064	9.459	0.035	0.155	24.324	0.002	0.018	3.378	0.006	0.046	11.486
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_258	species	258	Reads equally close to T. sp. HMT 258 and 490 were assigned half to each taxon.; 	0.012	0.001	0.006	2.027	0.0	0.002	1.351	0.0	0.0	0.0	0.004	0.024	6.081	0.0	0.0	0.0	0.012	0.071	7.432	0.006	0.054	4.054	0.006	0.025	8.784	0.0	0.0	0.0	0.001	0.005	2.027
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp._HMT_259	species	259	Reads equally close to H. aegyptius, H. influenzae, and H. sp. HMT 259 were assigned one-third to each taxon.; 	0.087	0.0	0.002	2.703	0.0	0.0	0.0	0.0	0.0	0.676	0.006	0.022	15.541	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.001	1.351	0.002	0.008	8.784	0.0	0.001	2.027	0.087	0.96	10.811
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_260	species	260	Reads equally close to T. maltophilum and T. sp. HMT 260 were assigned half to each taxon.; 	0.091	0.003	0.017	9.459	0.001	0.004	4.73	0.0	0.002	2.027	0.012	0.042	18.243	0.0	0.0	0.0	0.091	0.207	49.324	0.032	0.093	31.081	0.006	0.015	26.351	0.0	0.002	3.378	0.003	0.012	10.135
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_263	species	263		0.019	0.001	0.01	1.351	0.001	0.005	2.027	0.0	0.0	0.0	0.003	0.021	2.703	0.0	0.0	0.0	0.019	0.228	0.676	0.0	0.006	0.676	0.002	0.015	2.703	0.0	0.0	0.0	0.0	0.003	1.351
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_264	species	264		0.01	0.0	0.006	0.676	0.0	0.001	0.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.122	0.676	0.0	0.003	0.676	0.003	0.042	0.676	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_265	species	265		0.062	0.001	0.012	1.351	0.001	0.01	2.027	0.0	0.0	0.0	0.004	0.021	4.73	0.0	0.0	0.0	0.062	0.597	8.784	0.004	0.026	4.054	0.005	0.028	4.73	0.0	0.0	0.0	0.002	0.016	2.027
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_268	species	268	Reads equally close to T. socranskii, T. sp. HMT 268, and T. sp. HMT 269 were assigned one-third to each taxon.; 	0.297	0.009	0.056	25.676	0.003	0.016	10.811	0.0	0.002	3.378	0.027	0.065	45.946	0.0	0.0	0.0	0.297	0.401	73.649	0.129	0.293	62.838	0.027	0.044	56.081	0.003	0.01	18.919	0.01	0.033	30.405
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_269	species	269	Reads equally close to T. socranskii, T. sp. HMT 268, and T. sp. HMT 269 were assigned one-third to each taxon.; 	0.297	0.009	0.056	25.676	0.003	0.016	10.811	0.0	0.002	3.378	0.027	0.065	45.946	0.0	0.0	0.0	0.297	0.401	73.649	0.129	0.293	62.838	0.027	0.044	56.081	0.003	0.01	18.919	0.01	0.033	30.405
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_270	species	270		0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.004	2.027	0.0	0.0	0.0	0.038	0.248	10.811	0.01	0.061	7.432	0.003	0.016	4.73	0.0	0.0	0.0	0.0	0.004	0.676
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;endodontalis	species	273		1.304	0.06	0.137	44.595	0.037	0.096	34.459	0.007	0.04	6.757	0.729	3.056	59.459	0.0	0.002	1.399	1.304	3.507	58.784	0.25	1.154	39.865	0.278	0.503	66.892	0.019	0.049	23.649	0.282	2.077	53.378
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_[F-2];Bacteroidales_[G-2];bacterium_HMT_274	species	274		1.198	0.051	0.252	33.784	0.013	0.044	18.243	0.003	0.016	5.405	0.159	0.667	30.405	0.0	0.0	0.0	1.198	2.025	62.162	0.449	0.905	54.054	0.149	0.287	64.865	0.004	0.017	9.459	0.015	0.042	20.27
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_275	species	275	Reads equally close to P. catoniae and P. sp. HMT 275, 277, and 284 were assigned one-fourth to each taxon.; 	0.375	0.058	0.165	69.595	0.019	0.038	62.162	0.158	0.351	58.784	0.023	0.064	49.324	0.0	0.0	0.699	0.337	0.471	81.757	0.375	0.46	87.162	0.098	0.118	85.135	0.004	0.011	30.405	0.012	0.032	37.162
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_277	species	277	Reads equally close to P. catoniae and P. sp. HMT 275, 277, and 284 were assigned one-fourth to each taxon.; 	0.375	0.058	0.165	69.595	0.019	0.038	62.162	0.158	0.351	58.784	0.023	0.064	49.324	0.0	0.0	0.699	0.337	0.471	81.757	0.375	0.46	87.162	0.098	0.118	85.135	0.004	0.011	30.405	0.012	0.032	37.162
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_278	species	278	Reads equally close to P. pasteri and P. sp. HMT 278 were assigned half to each taxon.; 	2.4	1.408	1.825	95.27	1.773	1.757	94.595	0.286	0.764	71.622	1.781	2.061	92.568	0.0	0.002	3.497	0.87	1.341	84.459	1.026	1.344	82.432	2.4	2.261	97.297	2.163	2.775	93.919	1.771	2.174	90.541
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;pasteri	species	279	Reads equally close to P. pasteri and P. sp. HMT 278 were assigned half to each taxon.; 	2.4	1.408	1.825	95.27	1.773	1.757	94.595	0.286	0.764	71.622	1.781	2.061	92.568	0.0	0.002	3.497	0.87	1.341	84.459	1.026	1.344	82.432	2.4	2.261	97.297	2.163	2.775	93.919	1.771	2.174	90.541
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;catoniae	species	283	Reads equally close to P. catoniae and P. sp. HMT 275, 277, and 284 were assigned one-fourth to each taxon.; 	0.375	0.058	0.165	69.595	0.019	0.038	62.162	0.158	0.351	58.784	0.023	0.064	49.324	0.0	0.0	0.699	0.337	0.471	81.757	0.375	0.46	87.162	0.098	0.118	85.135	0.004	0.011	30.405	0.012	0.032	37.162
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_284	species	284	Reads equally close to P. catoniae and P. sp. HMT 275, 277, and 284 were assigned one-fourth to each taxon.; 	0.375	0.058	0.165	69.595	0.019	0.038	62.162	0.158	0.351	58.784	0.023	0.064	49.324	0.0	0.0	0.699	0.337	0.471	81.757	0.375	0.46	87.162	0.098	0.118	85.135	0.004	0.011	30.405	0.012	0.032	37.162
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_285	species	285		0.028	0.002	0.015	2.027	0.004	0.023	2.703	0.0	0.002	1.351	0.015	0.094	3.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.209	5.405	0.007	0.053	3.378	0.023	0.171	4.73
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;sp._HMT_286	species	286	Reads equally close to T. sp. HMT 286 and 916 were assigned half to each taxon.; 	0.149	0.022	0.043	46.622	0.024	0.056	41.216	0.005	0.019	10.135	0.097	0.209	60.135	0.0	0.001	0.699	0.143	0.282	69.595	0.149	0.215	66.216	0.042	0.053	64.189	0.047	0.186	37.838	0.075	0.183	53.378
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oulorum	species	288		0.315	0.036	0.078	44.595	0.017	0.048	26.351	0.028	0.123	12.162	0.072	0.181	38.514	0.0	0.0	0.0	0.315	0.655	70.27	0.211	0.412	58.784	0.24	0.355	79.73	0.01	0.031	16.216	0.046	0.169	31.081
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;maculosa	species	289		0.047	0.006	0.018	12.838	0.001	0.008	2.703	0.007	0.079	2.027	0.004	0.017	8.784	0.0	0.0	0.0	0.047	0.13	28.378	0.03	0.124	22.297	0.037	0.101	35.135	0.0	0.003	1.351	0.002	0.012	2.703
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;denticola	species	291		0.652	0.075	0.16	44.595	0.05	0.275	28.378	0.003	0.015	4.73	0.381	2.812	33.108	0.0	0.0	0.0	0.652	2.068	51.351	0.201	0.713	32.432	0.145	0.252	58.108	0.014	0.065	16.216	0.065	0.503	23.649
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;histicola	species	298	Reads equally close to P. histicola and P. sp. HMT 306 were assigned half to each taxon.; 	1.324	0.239	0.739	59.459	0.607	1.188	79.054	0.021	0.073	25.0	1.06	1.589	83.108	0.0	0.001	1.399	0.025	0.137	16.892	0.018	0.133	14.189	1.067	2.021	84.459	1.055	1.65	81.081	1.324	1.848	86.486
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nanceiensis	species	299		1.657	0.294	0.513	86.486	0.766	1.048	91.892	0.346	0.82	61.486	0.61	0.821	89.189	0.0	0.002	1.399	0.032	0.095	29.054	0.028	0.079	31.081	1.657	2.495	94.595	1.236	1.916	89.865	0.557	0.696	83.108
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_300	species	300	Reads equally close to P. sp. HMT 292, 293, and 300 were assigned one-third to each taxon.; 	0.084	0.009	0.025	26.351	0.009	0.045	20.27	0.0	0.0	0.0	0.01	0.027	27.027	0.0	0.0	0.0	0.084	0.182	62.162	0.042	0.108	38.514	0.032	0.077	56.081	0.003	0.02	10.811	0.003	0.009	16.216
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;rava	species	302		0.52	0.038	0.077	39.189	0.12	0.35	42.568	0.002	0.011	6.081	0.368	1.064	64.189	0.0	0.0	0.0	0.069	0.178	35.811	0.026	0.112	21.622	0.417	1.312	70.946	0.184	0.573	42.568	0.52	1.242	60.135
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pleuritidis	species	303		0.544	0.024	0.058	24.324	0.01	0.036	14.865	0.002	0.014	2.703	0.133	0.485	26.351	0.0	0.0	0.0	0.544	1.423	33.108	0.082	0.309	22.297	0.097	0.259	40.541	0.004	0.014	11.486	0.031	0.117	22.973
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_305	species	305	Reads equally close to P. sp. HMT 305 and 396 were assigned half to each taxon.; 	0.132	0.01	0.035	18.243	0.028	0.057	41.216	0.0	0.002	3.378	0.063	0.124	53.378	0.0	0.0	0.0	0.001	0.007	3.378	0.001	0.006	1.351	0.132	0.207	66.216	0.048	0.074	55.405	0.083	0.127	60.135
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_306	species	306	Reads equally close to P. histicola and P. sp. HMT 306 were assigned half to each taxon.; 	1.324	0.239	0.739	59.459	0.607	1.188	79.054	0.021	0.073	25.0	1.06	1.589	83.108	0.0	0.001	1.399	0.025	0.137	16.892	0.018	0.133	14.189	1.067	2.021	84.459	1.055	1.65	81.081	1.324	1.848	86.486
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;salivae	species	307		1.508	0.137	0.249	56.757	0.405	0.585	83.108	0.029	0.112	21.622	0.698	1.017	83.784	0.001	0.004	2.098	0.072	0.282	23.649	0.038	0.151	22.297	1.508	2.194	93.919	0.65	0.912	81.081	1.014	1.201	89.865
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_308	species	308		0.734	0.152	0.276	70.946	0.409	0.529	87.838	0.057	0.274	30.405	0.485	0.705	83.108	0.0	0.0	0.0	0.065	0.297	42.568	0.034	0.074	37.838	0.62	0.871	89.865	0.633	0.817	88.514	0.734	0.972	88.514
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_309	species	309		0.313	0.013	0.041	17.568	0.034	0.098	25.676	0.001	0.011	2.027	0.129	0.299	37.838	0.0	0.0	0.0	0.004	0.04	3.378	0.001	0.006	1.351	0.313	0.881	48.649	0.081	0.254	31.757	0.168	0.433	43.243
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oris	species	311		2.361	0.26	1.042	72.973	0.111	0.651	52.027	0.011	0.042	12.838	0.698	2.001	77.027	0.0	0.002	0.699	2.361	3.825	91.216	0.563	1.341	75.676	0.686	0.754	92.568	0.037	0.14	35.811	0.181	0.849	60.135
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;jejuni	species	313	Reads equally close to P. melaninogenica, P. scopos, and P. sp. HMT 313 and 314 were assigned one-fourth to each taxon.; Reads equally close to P. veroralis and P. sp. HMT 313 were assigned half to each taxon.; 	1.859	0.307	0.463	97.973	1.348	1.177	100.0	0.07	0.188	58.784	1.28	1.23	98.649	0.0	0.002	1.399	0.161	0.596	65.541	0.055	0.116	62.162	1.635	1.254	100.0	1.756	1.447	100.0	1.859	1.521	97.973
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_314	species	314	Reads equally close to P. melaninogenica, P. scopos, and P. sp. HMT 313 and 314 were assigned one-fourth to each taxon.; 	1.324	0.187	0.303	93.243	0.874	0.928	97.297	0.052	0.161	54.73	0.761	0.858	97.297	0.0	0.0	0.699	0.121	0.343	63.514	0.051	0.101	61.486	1.023	0.927	99.324	1.324	1.219	98.649	0.989	1.048	96.622
