Assembly,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_000905875.1,,"Zhao,Y., Temperton,B., Thrash,J.C., Schwalbach,M.S., Vergin,K.L., Landry,Z.C., Ellisman,M., Deerinck,T., Sullivan,M.B., Giovannoni,S.J.",2015-02-22T18:39:21.100Z,Pelagibacter virus HTVC019P,Pelagivirus,Autographiviridae,dsDNA,RefSeq,,1,,,Candidatus Pelagibacter ubique HTCC1062,,,,ViralProj192868
GCF_000905895.1,,"Lorenz,L., Lins,B., Barrett,J., Montgomery,A., Trapani,S., Schindler,A., Christie,G.E., Cresawn,S.G., Temple,L., Aeschlimann,B., Blackman,A., Chambers,L., Chambers,S., Clark,A., Cockburn,C., Corbett,K., Corbett,T., Cowcer,B., Cresawn,S., Dickinson,M.K., Gerson,L., Gilmore,S., Green,R., Ha,Y., Hurley,E., Kaurich,K., Lopez,C., Loso,D., Maeng,S., Mattson,M., McQueen,K., Miers,D., Murray,K., Nirschl,T., Nugent,D., Owens,L., Parra,A., Patel,R., Procid,R., Raab,R., Richardson,B., Schaefer,H., Seegren,P., Sinclair,K., Temoshchuk,A., Tracy,A.",2015-02-22T18:39:16.587Z,Bacillus virus Curly,Andromedavirus,Siphoviridae,dsDNA,RefSeq,,1,"USA: Harrisonburg, VA",VA,Bacillus pumilus BL8,,2010-08-25,,ViralProj192873
GCF_000905755.1,,"Cui,Z., Shen,W., Wang,Z., Zhang,H., Me,R., Wang,Y., Zeng,L., Zhu,Y., Qin,J., He,P., Guo,X.",2015-02-22T18:39:13.703Z,Klebsiella virus JD001,Jedunavirus,Myoviridae,dsDNA,RefSeq,,1,,,Klebsiella pneumoniae,,,,ViralProj188547
GCF_000905795.1,,"Spricigo,D.A., Bardina,C., Cortes,M.P., Llagostera,M.",2015-02-22T18:39:10.787Z,Escherichia virus UAB78,Zindervirus,Autographiviridae,dsDNA,RefSeq,,,Spain,,Salmonella enterica subsp. enterica serovar Typhimurium,,2009-03,,ViralProj191121
GCF_000905715.1,,"Zago,M., Scaltriti,E., Rossetti,L., Guffanti,A., Armiento,A., Fornasari,M.E., Grolli,S., Carminati,D., Brini,E., Pavan,P., Felsani,A., D'Urzo,A., Moles,A., Claude,J.B., Grandori,R., Ramoni,R., Giraffa,G.",2015-02-22T18:39:09.383Z,Lactobacillus phage phiAQ113,,Myoviridae,dsDNA,RefSeq,,1,Italy,,Lactobacillus,,,,ViralProj188466
GCF_000905735.1,,"Bondy-Denomy,J., Pawluk,A., Maxwell,K.L., Davidson,A.R., O'Brien,D., Berry,J., Young,R.",2015-02-22T18:39:09.350Z,Pseudomonas phage JBD5,Casadabanvirus,Siphoviridae,dsDNA,RefSeq,,1,,,Pseudomonas,,,,ViralProj188543
GCF_000905695.1,,"Pietila,M.K., Laurinmaki,P., Russell,D.A., Ko,C.C., Jacobs-Sera,D., Butcher,S.J., Bamford,D.H., Hendrix,R.W., Ko,C.",2015-02-22T18:39:07.907Z,Halovirus HSTV-2,,Myoviridae,dsDNA,RefSeq,,1,,,,,,,ViralProj186951
GCF_000905655.1,,"Yasuike,M., Sugaya,E., Nakamura,Y., Shigenobu,Y., Kawato,Y., Kai,W., Nagai,S., Fujiwara,A., Sano,M., Kobayashi,T., Nakai,T.",2015-02-22T18:39:05.153Z,Edwardsiella virus MSW3,Yokohamavirus,Myoviridae,dsDNA,RefSeq,,1,,,Edwardsiella,,,,ViralProj185428
GCF_000905555.1,,"Henn,M.R., Sullivan,M.S., Osburne,M.S., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Young,S.K., Koehrsen,M., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Borenstein,D., Chen,Z., Engels,R., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heiman,D., Hepburn,T., Howarth,C., Jen,D., Larson,L., Lewis,B., Mehta,T., Park,D., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., Walk,T., White,J., Yu,Q., Coleman,M.L., Huang,K.H., Weigele,P.R., DeFrancesco,A.S., Kern,S.E., Thompson,L.R., Fu,R., Hombeck,B., Chisholm,S.W., Haas,B., Nusbaum,C., Galagan,J., Birren,B.",2015-02-22T18:39:05.097Z,Synechococcus phage S-SSM4,,Myoviridae,dsDNA,RefSeq,,,,,Synechococcus sp. WH 8018,,2001-09-22,,ViralProj195515
GCF_000905595.1,,"Kot,W., Hammer,K., Neve,H., Vogensen,F.K., Hansen,L.H., Pedersen,P.D., Soerensen,S.J., Heller,K.J.",2015-02-22T18:39:03.610Z,Leuconostoc virus P793,Limdunavirus,Siphoviridae,dsDNA,RefSeq,,1,,,Leuconostoc pseudomesenteroides,,,,ViralProj195531
GCF_000905575.1,,"Anany,H., Kropinski,A.M., Griffiths,M.W.",2015-02-22T18:39:02.117Z,Listeria virus AG20,Pecentumvirus,Herelleviridae,dsDNA,RefSeq,,,"Canada: Guelph, Ontario",,Listeria monocytogenes,,2007,,ViralProj195527
GCF_000905535.1,,"Henn,M.R., Sullivan,M.S., Osburne,M.S., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Yu,Q., Coleman,M.L., Huang,K.H., Weigele,P.R., DeFrancesco,A.S., Kern,S.E., Thompson,L.R., Fu,R., Hombeck,B., Chisholm,S.W., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:39:00.673Z,Cyanophage MED4-117,,Siphoviridae,dsDNA,RefSeq,,,,,,,2006-03-09,,ViralProj195503
GCF_000905515.1,,"Henn,M.R., Sullivan,M.S., Osburne,M.S., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Yu,Q., Coleman,M.L., Huang,K.H., Weigele,P.R., DeFrancesco,A.S., Kern,S.E., Thompson,L.R., Fu,R., Hombeck,B., Chisholm,S.W., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:38:59.230Z,Prochlorococcus virus PSSP10,Tangaroavirus,Autographiviridae,dsDNA,RefSeq,,,,,Prochlorococcus marinus,,1996-06-05,,ViralProj195499
GCF_000905495.1,,"Henn,M.R., Wharam,S., Gilg,I., Martinez Martinez,J., Wilson,W., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:38:59.107Z,Vibrio phage 11895-B1,,Myoviridae,dsDNA,RefSeq,,,,,Vibrio,,1952-06-15,,ViralProj195495
GCF_000905415.1,,"Henn,M.R., Engelen,B., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:38:56.180Z,Rhodobacter phage RC1,,Siphoviridae,dsDNA,RefSeq,,,Pacific Ocean,,Rhodobacter,,2002-03-01,,ViralProj195479
GCF_000905455.1,,"Henn,M.R., Marston,M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Fitzgerald,M.F., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Neiman,D., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:38:54.683Z,Synechococcus virus SRIP1,Kajamvirus,Autographiviridae,dsDNA,RefSeq,,,,,Synechococcus sp. WH 8101,,2007-09-26,,ViralProj195487
GCF_000905395.1,,"Henn,M.R., Wolf,A., Jost,G., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:38:53.237Z,Psychrobacter phage pOW20-A,,Myoviridae,dsDNA,RefSeq,,,,,Psychrobacter sp. OW20,,2008-06-08,,ViralProj195475
GCF_000905195.1,,"Marti,R., Zurfluh,K., Hagens,S., Pianezzi,J., Klumpp,J., Loessner,M.J.",2015-02-22T18:38:51.823Z,Salmonella virus S16,Gelderlandvirus,Myoviridae,dsDNA,RefSeq,,1,,,Salmonella enterica,,,,ViralProj191122
GCF_000905295.1,,"Lorenz,L., Lins,B., Barrett,J., Montgomery,A., Trapani,S., Schindler,A., Christie,G.E., Cresawn,S.G., Temple,L., Aeschlimann,B., Blackman,A., Chambers,L., Chambers,S., Clark,A., Cockburn,C., Corbett,K., Corbett,T., Cowcer,B., Cresawn,S., Dickinson,M.K., Gerson,L., Gilmore,S., Green,R., Ha,Y., Hurley,E., Kaurich,K., Lopez,C., Loso,D., Maeng,S., Mattson,M., McQueen,K., Miers,D., Murray,K., Nirschl,T., Nugent,D., Owens,L., Parra,A., Patel,R., Procid,R., Raab,R., Richardson,B., Schaefer,H., Seegren,P., Sinclair,K., Temoshchuk,A., Tracy,A.",2015-02-22T18:38:47.493Z,Bacillus virus Eoghan,Andromedavirus,Siphoviridae,dsDNA,RefSeq,,1,"USA: Harrisonburg, VA",VA,Bacillus pumilus BL8,,2009-08-25,,ViralProj192874
GCF_000905255.1,,"Zhao,Y., Temperton,B., Thrash,J.C., Schwalbach,M.S., Vergin,K.L., Landry,Z.C., Ellisman,M., Deerinck,T., Sullivan,M.B., Giovannoni,S.J.",2015-02-22T18:38:46.037Z,Pelagibacter phage HTVC008M,,Myoviridae,dsDNA,RefSeq,,1,,,Candidatus Pelagibacter ubique HTCC1062,,,,ViralProj192865
GCF_000905095.1,,"Blower,T.R., Evans,T.J., Przybilski,R., Fineran,P.C., Salmond,G.P., Salmond,G.P.C.",2015-02-22T18:38:39.960Z,Pectobacterium virus phiTE,Certrevirus,Myoviridae,dsDNA,RefSeq,,1,United Kingdom: England,,Pectobacterium atrosepticum SCRI1043,,2011-08-05,,ViralProj188533
GCF_000905115.1,,"Bondy-Denomy,J., Pawluk,A., Maxwell,K.L., Davidson,A.R., Maughan,H., Gong,Y., Guttman,D.S.",2015-02-22T18:38:38.573Z,Pseudomonas phage JBD88a,Casadabanvirus,Siphoviridae,dsDNA,RefSeq,,1,,,Pseudomonas,,,,ViralProj188544
GCF_000905035.1,,"Matilla,M.A., Salmond,G.P., Salmond,G.P.C.",2015-02-22T18:38:38.467Z,Serratia virus MAM1,,Ackermannviridae,dsDNA,RefSeq,,1,United Kingdom,,Serratia sp.,,2011-07-12,,ViralProj185777
GCF_000904875.1,,"Woolston,J., Parks,A.R., Hanna,L.F., Charbonneau,D., Sulakvelidze,A.",2015-02-22T18:38:34.120Z,Salmonella virus SKML39,Agtrevirus,Ackermannviridae,dsDNA,RefSeq,,,,,Salmonella,,,,ViralProj184160
GCF_000905015.1,,"Barylski,J., Nowicki,G., Gozdzicka-Jozefiak,A.",2015-02-22T18:38:32.670Z,Bacillus virus Agate,Agatevirus,Herelleviridae,dsDNA,RefSeq,,,Poland: Wielkopolska,,Bacillus pumilus,,,,ViralProj185318
GCF_000904995.1,,"Drulis-Kawa,Z., Maciaszczyk-Dziubinska,E., Villegas,A., Kropinski,A.M.",2015-02-22T18:38:31.370Z,Klebsiella virus KP27,Slopekvirus,Myoviridae,dsDNA,RefSeq,,,,,Klebsiella pneumoniae,,,,ViralProj185314
GCF_000904895.1,,"Fukuda,K., Ishida,W., Uchiyama,J., Rashel,M., Kato,S., Morita,T., Muraoka,A., Sumi,T., Matsuzaki,S., Daibata,M., Fukushima,A.",2015-02-22T18:38:31.270Z,Pseudomonas virus KPP12,Pbunavirus,Myoviridae,dsDNA,RefSeq,,1,Japan:Kochi,,Pseudomonas aeruginosa,,,,ViralProj184164
GCF_000904915.1,,"Lee,Y.D., Park,J.H., Lee,Y.-D., Park,J.-H.",2015-02-22T18:38:31.230Z,Cronobacter phage ENT39118,,Siphoviridae,dsDNA,RefSeq,,1,,,Cronobacter sakazakii,,,,ViralProj184168
GCF_000904815.1,,"Mayer,M.J., Gasson,M.J., Narbad,A.",2015-02-22T18:38:25.327Z,Clostridium phage phi8074-B1,,Siphoviridae,dsDNA,RefSeq,,1,,,Clostridium sporogenes,,,,ViralProj184148
GCF_000904855.1,,"Deghorain,M., Bobay,L.M., Smeesters,P.R., Bousbata,S., Vermeersch,M., Perez-Morga,D., Dreze,P.A., Rocha,E.P., Touchon,M., Van Melderen,L., Smeesters,P.",2015-02-22T18:38:23.937Z,Staphylococcus phage StB20,,Siphoviridae,dsDNA,RefSeq,,1,,,Staphylococcus capitis,,,,ViralProj184156
GCF_000904835.1,,"Dong,Z., Peng,D., Wang,Y., Zhu,L., Ruan,L., Sun,M.",2015-02-22T18:38:23.887Z,Bacillus virus BMBtp2,Lwoffvirus,Siphoviridae,dsDNA,RefSeq,,1,,,Bacillus thuringiensis serovar tenebrionis,,,,ViralProj184152
GCF_000904795.1,,"Skurnik,M., Nawaz,A., Happonen,L., Butcher,S., Mattinen,L.",2015-02-22T18:38:23.843Z,Yersinia virus R1RT,Tegunavirus,Myoviridae,dsDNA,RefSeq,,,,,Yersinia enterocolitica,,,,ViralProj184143
GCF_000904715.1,,"Henn,M.R., Polz,M., Kauffman,A.K.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Koehrsen,M., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Borenstein,D., Chen,Z., Engels,R., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hepburn,T., Howarth,C., Jen,D., Larson,L., Lewis,B., Mehta,T., Park,D., Pearson,M., Richards,J., Rizzolo,K., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., Walk,T., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:38:20.960Z,Vibrio phage martha 12B12,,Myoviridae,dsDNA,RefSeq,,,,,Vibrio splendidus,,2005-09-13,,ViralProj198434
GCF_000904695.1,,"Sin,D.N., Magier,S.J., Frangos,S., Stomel,J.S., Petersen,C.L., Ma,L., Godfried-Sie,C., Govindan,J., Kenna,M.A., Marzillier,J.Y., Ware,V.C., Buck,G.A., Campbell,R., Carvalho,M.R., Johnson,A., Kettlewell,J.M., Lee,V., Loviza,R., Renner,D., Serrano,M.G., Voegtly,L.J., Walstead,R., Wang,Y.P., Bradley,K.W., Khaja,R., Lewis,M.F., Barker,L.P., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2015-02-22T18:38:11.960Z,Mycobacterium virus Butters,Buttersvirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Bethlehem, PA",PA,Mycolicibacterium smegmatis MC2 155,,2012-10-01,,ViralProj197297
GCF_000904575.1,,"Stella,E.J., Franceschelli,J.J., Tasselli,S.E., Morbidoni,H.R.",2015-02-22T18:38:00.937Z,Mycobacterium phage First,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,1,,,Mycolicibacterium smegmatis,,,,ViralProj195529
GCF_000904555.1,,"Henn,M.R., Sullivan,M.S., Osburne,M.S., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Yu,Q., Coleman,M.L., Huang,K.H., Weigele,P.R., DeFrancesco,A.S., Kern,S.E., Thompson,L.R., Fu,R., Hombeck,B., Chisholm,S.W., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:50.917Z,Prochlorococcus virus PSSP3,Tritonvirus,Autographiviridae,dsDNA,RefSeq,,,,,Prochlorococcus marinus,,1995-08-31,,ViralProj195517
GCF_000904515.1,,"Henn,M.R., Lennon,J., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:49.547Z,Cyanophage KBS-P-1A,,Autographiviridae,dsDNA,RefSeq,,,,,Synechococcus sp. WH 7803,,2008-08-20,,ViralProj195501
GCF_000904535.1,,"Henn,M.R., Sullivan,M.S., Osburne,M.S., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Yu,Q., Coleman,M.L., Huang,K.H., Weigele,P.R., DeFrancesco,A.S., Kern,S.E., Thompson,L.R., Fu,R., Hombeck,B., Chisholm,S.W., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:49.497Z,Prochlorococcus virus MED4-213,Eurybiavirus,Myoviridae,dsDNA,RefSeq,,,,,Prochlorococcus,,2006-03-09,,ViralProj195505
GCF_000904495.1,,"Henn,M.R., Reimann,L., Holmfelt,K., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Fitzgerald,M.F., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Neiman,D., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:47.910Z,Cellulophaga phage phiSM,,Myoviridae,dsDNA,RefSeq,,,,,Cellulophaga sp. MM#3,,2000-02-15,,ViralProj195497
GCF_000904475.1,,"Henn,M.R., Wharam,S., Gilg,I., Martinez Martinez,J., Wilson,W., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Fitzgerald,M.F., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Neiman,D., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:43.190Z,Vibrio phage VBP47,,Podoviridae,dsDNA,RefSeq,,,,,Vibrio parahaemolyticus,,2007-09-21,,ViralProj195493
GCF_000904455.1,,"Henn,M.R., Clokie,M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:43.153Z,Synechococcus virus SSKS1,Llyrvirus,Myoviridae,dsDNA,RefSeq,,,,,Synechococcus sp. WH 7803,,2007-01-11,,ViralProj195489
GCF_000904375.1,,"Ankrah,N.Y., Budinoff,C.R., Wilson,W.H., Wilhelm,S.W., Buchan,A., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Fitzgerald,M.F., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Neiman,D., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:38.977Z,Sulfitobacter phage pCB2047-A,,Podoviridae,dsDNA,RefSeq,,1,,,Sulfitobacter sp. CB2047,,2008-06-10,,ViralProj195473
GCF_000904435.1,,"Henn,M.R., Dillon,J., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:38.877Z,Salicola phage CGphi29,,Siphoviridae,dsDNA,RefSeq,,,"USA: Cargill Saltern, Newark, CA",CA,Salicola,,2008-01-25,,ViralProj195485
GCF_000904415.1,,"Henn,M.R., Suttle,C., Winget,D., Chan,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:35.940Z,Vibrio phage PWH3a-P1,,Myoviridae,dsDNA,RefSeq,,,,,Vibrio natriegens,,1989-06-08,,ViralProj195481
GCF_000904395.1,,"Henn,M.R., Wolf,A., Jost,G., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:34.537Z,Vibrio phage pYD21-A,,Siphoviridae,dsDNA,RefSeq,,,,,Vibrio sp. YD21,,2008-11-11,,ViralProj195477
GCF_000904295.1,,"Hynes,A.P., Lang,A.S.",2015-02-22T18:37:24.420Z,Rhodobacter phage RcapNL,,Siphoviridae,dsDNA,RefSeq,,,,,Rhodobacter capsulatus SB 1003,,,,ViralProj192926
GCF_000904275.1,,"Lorenz,L., Lins,B., Barrett,J., Montgomery,A., Trapani,S., Schindler,A., Christie,G.E., Cresawn,S.G., Temple,L., Aeschlimann,B., Blackman,A., Chambers,L., Chambers,S., Clark,A., Cockburn,C., Corbett,K., Corbett,T., Cowcer,B., Cresawn,S., Dickinson,M.K., Gerson,L., Gilmore,S., Green,R., Ha,Y., Hurley,E., Kaurich,K., Lopez,C., Loso,D., Maeng,S., Mattson,M., McQueen,K., Miers,D., Murray,K., Nirschl,T., Nugent,D., Owens,L., Parra,A., Patel,R., Procid,R., Raab,R., Richardson,B., Schaefer,H., Seegren,P., Sinclair,K., Temoshchuk,A., Tracy,A.",2015-02-22T18:37:21.580Z,Bacillus virus Andromeda,Andromedavirus,Siphoviridae,dsDNA,RefSeq,,1,"USA: Harrisonburg, VA",VA,Bacillus pumilus BL8,,2009-08-25,,ViralProj192872
