phage_id	Assembly.NCBI	SRA_Accession.NCBI	Submitters.NCBI	Release_Date.NCBI	Species.NCBI	Genus.NCBI	Family.NCBI	Molecule_type.NCBI	Sequence_Type.NCBI	Geo_Location.NCBI	USA.NCBI	Host.NCBI	Isolation_Source.NCBI	Collection_Date.NCBI	BioSample.NCBI	GenBank_Title.NCBI
PHAGE-0917	GCF_002627125.1		Oliveira,H., Rita,A., Konstantinidis,N., Dotsch,A., Ferreira,A., Akturk,E., Nemec,A., Sillankorva,S., Shneider,M., Azeredo,J.	2019-05-02T17:05:16.380Z	Acintetobacter virus B5	Friunavirus	Autographiviridae	dsDNA	RefSeq	Portugal		Acinetobacter baumannii		2014		ASM262712v1
PHAGE-0918	GCF_002627205.1		Yesil,M., Huang,E., Yang,X., Yousef,A.E.	2020-05-15T15:50:14.020Z	Escherichia virus OSYSP	Tequintavirus	Demerecviridae	dsDNA	RefSeq			Escherichia coli O157:H7				ASM262720v1
PHAGE-0919	GCF_002627945.1		Jeon,J., Yong,D., Lee,K.	2020-06-19T12:46:25.400Z	Klebsiella phage KPN N137		Siphoviridae	dsDNA	RefSeq	South Korea		Klebsiella pneumoniae				ASM262794v1
PHAGE-0920	GCF_002627965.1		Jeon,J., Yong,D., Lee,K.	2020-05-15T15:51:01.067Z	Klebsiella virus KPN N141	Webervirus	Drexlerviridae	dsDNA	RefSeq	South Korea		Klebsiella pneumoniae				ASM262796v1
PHAGE-0921	GCF_002628005.1		Jeon,J., Yong,D., Lee,K.	2021-03-08T13:41:51.993Z	Klebsiella phage KPN U2874		Siphoviridae	dsDNA	RefSeq	South Korea		Klebsiella pneumoniae				ASM262800v1
PHAGE-0922	GCF_002628025.1		Zhao,X.	2020-05-15T15:51:08.617Z	Klebsiella virus 2044-307w	Przondovirus	Autographiviridae	dsDNA	RefSeq			Klebsiella pneumoniae			SAMN03268411	ASM262802v1
PHAGE-0923	GCF_002628105.1		Zhao,X.	2020-05-15T15:51:23.897Z	Serratia virus 2050H2	Teetrevirus	Autographiviridae	dsDNA	RefSeq			Serratia marcescens				ASM262810v1
PHAGE-0924	GCF_002628125.1		Zhao,X.	2020-06-19T12:46:09.860Z	Serratia phage 2050HW		Myoviridae	dsDNA	RefSeq			Serratia marcescens				ASM262812v1
PHAGE-0925	GCF_002628185.1		Spollen,W.G., Givan,S.A., Brown,P.B., Attai,H.	2020-05-15T15:51:30.957Z	Agrobacterium virus Atuph02	Atuphduovirus	Autographiviridae	dsDNA	RefSeq	USA		Agrobacterium tumefaciens		41532		ASM262818v1
PHAGE-0926	GCF_002628205.1		Spollen,W.G., Givan,S.A., Brown,P.B., Attai,H.	2020-05-15T15:51:38.297Z	Agrobacterium virus Atuph03	Atuphduovirus	Autographiviridae	dsDNA	RefSeq	USA		Agrobacterium tumefaciens		41532		ASM262820v1
PHAGE-0927	GCF_002628245.1		Spollen,W.G., Givan,S.A., Brown,P.B., Attai,H.	2019-05-02T17:05:52.120Z	Agrobacterium virus Atuph07	Polybotosvirus	Myoviridae	dsDNA	RefSeq	USA		Agrobacterium tumefaciens		41532		ASM262824v1
PHAGE-0928	GCF_002629125.1		Jeon,J., Yong,D., Lee,K.	2021-03-08T13:38:53.983Z	Klebsiella phage YMC16/01/N133_KPN_BP		Siphoviridae	dsDNA	RefSeq	South Korea		Klebsiella pneumoniae				ASM262912v1
PHAGE-0929	GCF_002629145.1		Gao,S., Linden,S.B., Nelson,D.C.	2020-05-15T15:52:02.073Z	Klebsiella virus AltoGao	Drulisvirus	Autographiviridae	dsDNA	RefSeq	USA: Germantown, MD	MD	Klebsiella pneumoniae		42339		ASM262914v1
PHAGE-0930	GCF_002629185.1		Gao,S., Linden,S.B., Nelson,D.C.	2020-05-15T15:52:09.937Z	Klebsiella virus MezzoGao	Webervirus	Drexlerviridae	dsDNA	RefSeq	USA: Germantown, MD	MD	Klebsiella pneumoniae		42339		ASM262918v1
PHAGE-0931	GCF_002629705.1		Stafford,G.P., Al-Zubidi,M.I.	2019-05-02T17:06:31.813Z	Enterococcus virus phiSHEF2	Efquatrovirus	Siphoviridae	dsDNA	RefSeq			Enterococcus faecalis				ASM262970v1
PHAGE-0932	GCF_002629725.1		Stafford,G.P., Al-Zubidi,M.I.	2019-05-02T17:06:36.107Z	Enterococcus virus phiSHEF4	Efquatrovirus	Siphoviridae	dsDNA	RefSeq			Enterococcus faecalis				ASM262972v1
PHAGE-0933	GCF_002629745.1		Stafford,G.P., Al-Zubidi,M.I.	2019-05-02T17:06:41.483Z	Enterococcus virus phiSHEF5	Efquatrovirus	Siphoviridae	dsDNA	RefSeq			Enterococcus faecalis				ASM262974v1
PHAGE-0934	GCF_002629845.1		Magill,D.J., Krylov,V.N., Pleteneva,E.A., Shaburova,O.V., Bourkaltseva,M.V., Krylov,S.V., McGrath,J.W., Quinn,J.P., Kulakov,L.A.	2020-05-15T15:52:25.157Z	Pseudomonas virus NFS	Phikmvvirus	Autographiviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ASM262984v1
PHAGE-0935	GCF_002629865.1		Scaltriti,E., Tegoni,M., Rivetti,C., Launay,H., Masson,J.Y., Magadan,A.H., Tremblay,D., Moineau,S., Ramoni,R., Lichiere,J., Campanacci,V., Cambillau,C., Ortiz-Lombardia,M., Haaber,J., Rousseau,G.M., Hammer,K., Tremblay,D.M., Spinelli,S., Blangy,S., Huyghe,C., Desmyter,A., Labrie,S., Bouchard,J.D., Deveau,H., Drolet,G., Ledeboer,A.M., de Haard,H.J.W.	2019-05-02T17:06:46.203Z	Lactococcus virus P2	Skunavirus	Siphoviridae	dsDNA	RefSeq			Lactococcus lactis subsp. cremoris MG1363				ASM262986v1
PHAGE-0936	GCF_002629965.1		Carlton,R.M., Noordman,W.H., Biswas,B., de Meester,E.D., Loessner,M.J., Carlton,R., de Meester,D.	2019-05-02T17:06:54.847Z	Listeria virus P100	Pecentumvirus	Herelleviridae	dsDNA	RefSeq			Listeria monocytogenes				ASM262996v1
PHAGE-0937	GCF_002630265.1		Uchiyama,J., Takemura,I., Satoh,M., Kato,S., Ujihara,T., Akechi,K., Matsuzaki,S., Daibata,M.	2020-05-15T15:52:40.203Z	Enterococcus virus EF24C	Kochikohdavirus	Herelleviridae	dsDNA	RefSeq			Enterococcus faecalis				ASM263026v1
PHAGE-0938	GCF_002630325.1		Glonti,T., Lingohr,E.J., Kropinski,A.M., Chanishvili,N.	2020-05-15T15:52:48.357Z	Pseudomonas virus PT5	Phikmvvirus	Autographiviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ASM263032v1
PHAGE-0939	GCF_002630585.1		Rousseau,G.M., Moineau,S.	2019-05-02T17:07:05.310Z	Lactococcus virus CB19	Skunavirus	Siphoviridae	dsDNA	RefSeq	Canada		Lactococcus lactis		2003		ASM263058v1
PHAGE-0940	GCF_002630605.1		Rousseau,G.M., Moineau,S.	2019-05-02T17:07:11.587Z	Lactococcus virus CB20	Skunavirus	Siphoviridae	dsDNA	RefSeq	Canada		Lactococcus lactis		2003		ASM263060v1
PHAGE-0941	GCF_002630805.1		Li,P., Chen,B., Song,Z., Song,Y., Yang,Y., Ma,P., Wang,H., Ying,J., Ren,P., Yang,L., Gao,G., Jin,S., Bao,Q., Yang,H., Li,P.Z., Chen,B.B., Song,Z.J., Song,Y.L., Li,L., Wang,S.Z., Cheng,J.S., Jin,S.G., Bao,Q.Y., Yang,H.J.	2019-05-02T17:07:16.500Z	Acinetobacter virus AB1	Obolenskvirus	Myoviridae	dsDNA	RefSeq			Acinetobacter baumannii				ASM263080v1
PHAGE-0942	GCF_002630925.1		Lee,Y.D., Chang,H.I., Park,J.H., Lee,Y.-D., Park,J.-H.	2020-05-15T15:52:56.387Z	Cronobacter virus ESSI2	Seongnamvirus	Myoviridae	dsDNA	RefSeq			Cronobacter sakazakii				ASM263092v1
PHAGE-0943	GCF_002633045.1		Kyle,J.L., Cummings,C.A., Parker,C.T., Quinones,B., Vatta,P., Newton,E., Huynh,S., Swimley,M., Degoricija,L., Barker,M., Fontanoz,S., Nguyen,K., Patel,R., Fang,R., Tebbs,R., Petrauskene,O., Furtado,M., Mandrell,R.E., Swimley,M.S.	2021-03-08T13:54:53.417Z	Escherichia phage JLK-2012		Siphoviridae	dsDNA	RefSeq	Iran		Escherichia coli		1963		ASM263304v1
PHAGE-0944	GCF_002633585.1		Kraushaar,B., Dinh Thanh,M., Reetz,J., Fetsch,A., Hammerl,J.A., Hertwig,S., Hammerl,J.	2020-05-15T15:53:04.060Z	Staphylococcus virus PSa3	Rosenblumvirus	Podoviridae	dsDNA	RefSeq			Staphylococcus aureus				ASM263358v1
PHAGE-0945	GCF_002709945.1		Shen,J., Zhou,J., Xiu,Z., Mu,Y., Fu,H., Sun,Y., Xu,Y.	2020-05-15T15:53:20.010Z	Klebsiella virus KpS2	Drulisvirus	Autographiviridae	dsDNA	RefSeq			Klebsiella pneumoniae				ASM270994v2
PHAGE-0946	GCF_002743475.1		Morozova,V., Kozlova,Y., Shedko,E., Babkin,I., Kurilshikov,A., Bokovaya,O., Bardashova,A., Yunusova,A., Tikunov,A., Tupikin,A., Ushakova,T., Ryabchikova,E., Tikunova,N., Shedko,E.D., Morozova,V.V., Babkin,I.V., Tikunov,A.U.	2020-05-15T15:53:36.300Z	Proteus virus PM116	Acadevirus	Autographiviridae	dsDNA	RefSeq			Proteus mirabilis				ASM274347v1
PHAGE-0947	GCF_002743835.1		Qi,R., Yu,M., Qiao,X., Li,Y.	2020-06-19T12:47:18.130Z	Lactobacillus phage LpeD		Herelleviridae	dsDNA	RefSeq	China		Lactobacillus pentosus		42542		ASM274383v1
PHAGE-0948	GCF_002743855.1		Zhao,F., Pan,X., Tong,Y.	2020-05-15T15:54:09.867Z	Klebsiella virus IME279	Sortsnevirus	Podoviridae	dsDNA	RefSeq	China		Klebsiella pneumoniae		42737		ASM274385v1
PHAGE-0949	GCF_002743875.1		Komisarova,E.V., Krasilnikova,V.M., Myakinina,V.P., Kislichkina,A.A., Bogun,A.G., Volozhantsev,N.V.	2019-05-02T17:08:16.367Z	Klebsiella virus KpV52	Jedunavirus	Myoviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae		2016-02		ASM274387v1
PHAGE-0950	GCF_002744055.1		Fan,X., Zhao,K., Song,S., Zhao,Z.	2019-05-02T17:08:24.507Z	Escherichia virus SRT8	Sertoctavirus	Drexlerviridae	dsDNA	RefSeq	China		Escherichia coli BL21		42936		ASM274405v1
PHAGE-0951	GCF_002744095.1		Yu,M., Qi,R., Jiang,X., Tang,T., Qiao,X., Jiang,Y., Wang,L., Tang,L., Xu,Y., Li,Y.	2020-06-19T12:47:39.920Z	Lactobacillus phage LJ		Siphoviridae	dsDNA	RefSeq	China		Lactobacillus casei W56				ASM274409v1
PHAGE-0952	GCF_002745315.1		Amarillas,L., Leon-Felix,J.	2019-05-02T17:08:39.550Z	Escherichia virus C119	Rogunavirus	Drexlerviridae	dsDNA	RefSeq	Mexico		Escherichia coli	feces	40616		ASM274531v1
PHAGE-0953	GCF_002755075.1		Paces,V., Vlcek,C., Urbanek,P., Hostomsky,Z.	2020-07-29T13:02:13.730Z	Bacillus virus phi29	Salasvirus	Podoviridae	dsDNA	RefSeq			Bacillus subtilis				ASM275507v1
PHAGE-0954	GCF_002755095.1		Lin,T.Y., Lin,T.-Y.	2020-05-15T15:54:50.817Z	Enterobacteria virus T7M	Teetrevirus	Autographiviridae	dsDNA	RefSeq			Escherichia coli				ASM275509v1
PHAGE-0955	GCF_002756135.1		Woolston,J., Rajanna,C., Abuladze,T., Li,M., Anderson,B., Sulakvelidze,A.	2019-05-02T17:08:48.047Z	Listeria virus LMTA34	Pecentumvirus	Herelleviridae	dsDNA	RefSeq			Listeria monocytogenes				ASM275613v1
PHAGE-0956	GCF_002756155.1		Woolston,J., Rajanna,C., Abuladze,T., Li,M., Anderson,B., Sulakvelidze,A.	2020-05-15T15:55:24.660Z	Listeria virus LMSP25	Pecentumvirus	Herelleviridae	dsDNA	RefSeq			Listeria monocytogenes				ASM275615v1
PHAGE-0957	GCF_002756175.1		Woolston,J., Rajanna,C., Abuladze,T., Li,M., Anderson,B., Sulakvelidze,A.	2020-05-15T15:55:31.800Z	Listeria virus LMSP25	Pecentumvirus	Herelleviridae	dsDNA	RefSeq			Listeria monocytogenes				ASM275617v1
PHAGE-0958	GCF_002756615.1		Bollivar,D.W., Bernardoni,B., Bockman,M.R., Miller,B.M., Russell,D.A., Delesalle,V.A., Krukonis,G.P., Hatfull,G.F., Cross,M.R., Szewczyk,M.M., Eppurath,A.	2019-05-02T17:08:53.077Z	Rhodobacter virus RcCronus	Cronusvirus	Siphoviridae	dsDNA	RefSeq	USA: Bloomington, IL	IL	Rhodobacter capsulatus YW1		41297		ASM275661v1
PHAGE-0959	GCF_002758415.1		Mahony,J., Martel,B., Tremblay,D.M., Neve,H., Heller,K.J., Moineau,S., van Sinderen,D.	2020-07-22T09:42:05.683Z	Lactococcus phage Q33		Siphoviridae	dsDNA	RefSeq	Canada		Lactococcus lactis				ASM275841v1
PHAGE-0960	GCF_002758635.1		Jeong,H., Kim,J.F., Studier,F.W., Kim,S.-Y., Choi,S.-H., Park,H.-S.	2019-05-02T17:09:35.343Z	Escherichia virus DE3	Lambdavirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli BL21(DE3)				ASM275863v1
PHAGE-0961	GCF_002827845.1		Kim,M.S., Cha,K.E., Kim,Y.D., Myung,H.	2019-05-02T17:09:48.883Z	Pseudomonas virus PA7	Phikzvirus	Myoviridae	dsDNA	RefSeq	South Korea		Pseudomonas aeruginosa		40398		ASM282784v1
PHAGE-0962	GCF_002831005.1		Zhang,L., Le,S., Tan,Y., Li,M., Wang,J., Lu,S., Yao,X., Huang,G., Zhao,X., Hu,F.	2019-05-24T14:44:59.470Z	Pseudomonas virus PaP4	Bruynoghevirus	Podoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ASM283100v1
PHAGE-0963	GCF_002921615.1		Zeigler,D.R.	2020-06-19T12:41:37.133Z	Bacillus phage phi105		Siphoviridae	dsDNA	RefSeq			Bacillus subtilis				ASM292161v1
PHAGE-0964	GCF_002922435.1		Zulkarneev,E.R., Aleshkin,A.V., Rubalsky,O.V., Kiseleva,I.A., Rubalskii,E.O., Lebedev,S.N.	2020-05-15T15:55:47.987Z	Pseudomonas virus Pf1 ERZ-2017	Teseptimavirus	Autographiviridae	dsDNA	RefSeq	Russia		Pseudomonas fluorescens				ASM292243v1
PHAGE-0965	GCF_002925595.1			2019-05-02T17:10:29.203Z	Pseudomonas virus phiYY	Cystovirus	Cystoviridae	dsRNA	RefSeq			Pseudomonas aeruginosa				ASM292559v1
PHAGE-0966	GCF_002955315.1		Juan,L., Bo,Z.	2020-05-15T15:57:08.593Z	Acinetobacter virus SWHAb3	Friunavirus	Autographiviridae	dsDNA	RefSeq			Acinetobacter baumannii				ASM295531v1
PHAGE-0967	GCF_002956005.1		Latz,S., Kruttgen,A., Hafner,H., Buhl,E.M., Ritter,K., Horz,H.P., Kruettgen,A., Haefner,H., Horz,H.-P.	2020-06-19T12:47:12.303Z	Pseudomonas phage SL1	Pbunavirus	Myoviridae	dsDNA	RefSeq	Germany		Pseudomonas aeruginosa		2015		ASM295600v1
PHAGE-0968	GCF_002956015.1		Latz,S., Kruttgen,A., Hafner,H., Buhl,E.M., Ritter,K., Horz,H.P., Kruettgen,A., Haefner,H., Horz,H.-P.	2019-05-02T17:11:07.273Z	Pseudomonas virus SL2	Phikzvirus	Myoviridae	dsDNA	RefSeq	Germany		Pseudomonas aeruginosa		2015		ASM295601v1
PHAGE-0969	GCF_002956145.1		Dennis,J., Stothard,P., Peters,D.L.	2019-05-02T17:11:12.823Z	Stenotrophomonas virus DLP5	Delepquintavirus	Siphoviridae	dsDNA	RefSeq	Canada		Stenotrophomonas maltophilia		41494		ASM295614v1
PHAGE-0970	GCF_002956175.1		Lehti,T.A., Pajunen,M.I., Skog,M.S., Finne,J., Leskinen,K.	2020-05-15T15:57:54.890Z	Escherichia virus mutPK1A2	Vectrevirus	Autographiviridae	dsDNA	RefSeq			Escherichia coli				ASM295617v1
PHAGE-0971	GCF_002956205.1		Kulikov,E.E., Golomidova,A.K., Kudryavtseva,A.V., Letarov,A.V.	2020-05-15T15:58:03.433Z	Escherichia virus PGT2	Ermolevavirus	Autographiviridae	dsDNA	RefSeq			Escherichia coli				ASM295620v1
PHAGE-0972	GCF_002956225.1		Yazdi,M., Bouzari,M., Ghaemi,E.A.	2019-05-02T17:11:22.217Z	Escherichia virus Golestan	Kagunavirus	Siphoviridae	dsDNA	RefSeq	Iran		Escherichia coli		42302		ASM295622v1
PHAGE-0973	GCF_002957125.1		Morozova,V., Kozlova,Y., Shedko,E., Babkin,I., Kurilshikov,A., Bokovaya,O., Bardashova,A., Yunusova,A., Tikunov,A., Tupikin,A., Ushakova,T., Ryabchikova,E., Tikunova,N., Kozlova,Y.N., Morozova,V.V., Babkin,I.V., Tikunova,N.V., Bokovaya,O.V., Shedko,E.D.	2021-03-08T13:40:20.250Z	Proteus phage PM87		Siphoviridae	dsDNA	RefSeq	Russia		Proteus mirabilis		40723		ASM295712v1
PHAGE-0974	GCF_002957135.1		Bokovaya,O.V., Kozlova,Y.N., Morozova,V.V., Babkin,I.V., Tikunova,N.V.	2019-05-02T17:11:49.400Z	Proteus virus PM135	Novosibvirus	Demerecviridae	dsDNA	RefSeq	Russia		Proteus mirabilis		42065		ASM295713v1
PHAGE-0975	GCF_002957145.1		Halter,M.C., Zahn,J.A.	2020-05-15T15:58:28.083Z	Escherichia virus DTL	Loudonvirus	Drexlerviridae	dsDNA	RefSeq			Escherichia coli K-12				ASM295714v1
PHAGE-0976	GCF_002957255.1		Gu,Y., Liu,X.	2020-05-15T15:58:44.200Z	Escherichia virus EG1	Teseptimavirus	Autographiviridae	dsDNA	RefSeq	China		Escherichia coli str. K-12 substr. MG1655		42614		ASM295725v1
PHAGE-0977	GCF_002957275.1		Erickson,S.G., Lessor,L., O'Leary,C.J., Gill,J.J., Liu,M.	2019-05-02T17:12:03.973Z	Klebsiella virus Sugarland	Sugarlandvirus	Demerecviridae	dsDNA	RefSeq	USA: Collge Station, TX	TX	Klebsiella pneumoniae		2016-10		ASM295727v2
PHAGE-0978	GCF_002957285.1		Mei,H., Juan,L., Bo,Z.	2020-05-15T15:58:52.430Z	Acinetobacter virus SWHAb1	Friunavirus	Autographiviridae	dsDNA	RefSeq			Acinetobacter baumannii				ASM295728v1
PHAGE-0979	GCF_002957325.1		Kyrkou,I., Hestbjerg Hansen,L.	2020-05-15T15:59:01.240Z	Lactobacillus virus Lenus	Lenusvirus	Siphoviridae	dsDNA	RefSeq	Denmark		Lactobacillus plantarum		2017-05		ASM295732v1
PHAGE-0980	GCF_002957385.1		Volozhantsev,N.V., Verevkin,V.V., Krasilnikova,V.M., Denisenko,E.A., Myakinina,V.P., Kislichkina,A.A., Bogun,A.G.	2020-05-15T15:59:16.960Z	Escherichia virus VEc3	Vectrevirus	Autographiviridae	dsDNA	RefSeq	Russia		Escherichia coli		2016-09		ASM295738v1
PHAGE-0981	GCF_002957475.1	SRR8788203	Nguyen,K.T., Bonasera,R., Benson,G., Hernandez-Morales,A.C., Gill,J.J., Liu,M., Nguyen,K.	2020-05-15T15:59:24.583Z	Klebsiella virus May	Taipeivirus	Ackermannviridae	dsDNA	RefSeq	USA: Bryan, TX	TX	Klebsiella pneumoniae		2016-06	SAMN11259659	ASM295747v1
PHAGE-0982	GCF_002957485.1	SRR8788475	Newkirk,H.N., Lessor,L., Gill,J.J., Liu,M.	2020-05-15T15:59:33.690Z	Klebsiella virus Menlow	Taipeivirus	Ackermannviridae	dsDNA	RefSeq	USA: College Station, TX	TX	Klebsiella pneumoniae		2016-06	SAMN11259833	ASM295748v1
PHAGE-0983	GCF_002957515.1		Koberg,S., Gieschler,S., Brinks,E., Wenning,M., Neve,H., Franz,C.M.	2020-06-19T12:48:31.510Z	Pseudomonas phage PMBT14		Siphoviridae	dsDNA	RefSeq	Germany		Pseudomonas fluorescens				ASM295751v2
PHAGE-0984	GCF_002957775.1		Gundogdu,A., Nalbantoglu,U., Yalcin,K., Hora,M., Saka,S., Aslan-Gurpinar,E.	2020-05-15T16:00:28.577Z	Klebsiella virus KpCol1	Webervirus	Drexlerviridae	dsDNA	RefSeq	Turkey		Klebsiella pneumoniae		2015		ASM295777v1
PHAGE-0985	GCF_002957815.1		O'Brien,F.G., Baines,S.L., Howden,B.P., Coombs,G.W.	2020-06-19T12:47:48.970Z	Staphylococcus phage phiSa2wa_st22	Biseptimavirus	Siphoviridae	dsDNA	RefSeq	Australia: Western Australia		Staphylococcus aureus		2007		ASM295781v1
PHAGE-0986	GCF_002957955.1		Xu,M., Wang,R., Hu,F., He,P.	2020-05-15T16:00:36.883Z	Klebsiella virus SHKp152410	Przondovirus	Autographiviridae	dsDNA	RefSeq	China: Shanghai sewage		Klebsiella pneumoniae				ASM295795v1
PHAGE-0987	GCF_002958005.1		Ciacci,N., D'Andrea,M.M., Marmo,P., Dematte,E., Amisano,F., Pilato,V.D., Fraziano,M., Lupetti,P., Rossolini,G.M., Thaller,M.C.	2020-06-19T12:49:22.070Z	Klebsiella phage vB_Kpn_F48		Myoviridae	dsDNA	RefSeq			Klebsiella pneumoniae				ASM295800v1
PHAGE-0988	GCF_002958215.1		Koberg,S., Brinks,E., Cho,G.-S., Tsakalidou,E., Ladero,V., Heller,K.J., Neve,H., Franz,C.M.A.P.	2019-05-02T17:12:41.510Z	Enterococcus virus PMBT2	Efquatrovirus	Siphoviridae	dsDNA	RefSeq	Germany		Enterococcus faecalis		2015-05		ASM295821v1
PHAGE-0989	GCF_002958235.1		Kyrkou,I., Hestbjerg Hansen,L.	2020-05-15T16:01:53.837Z	Lactobacillus virus Satyr	Maenadvirus	Siphoviridae	dsDNA	RefSeq	Denmark		Lactobacillus plantarum		2017-02		ASM295823v1
PHAGE-0990	GCF_002958295.1		Gozdek,A., Glowacka-Rutkowska,A., Gawor,J., Empel,J., Gromadka,R., Lobocka,M.B.	2020-05-15T16:02:01.807Z	Staphylococcus virus phiAGO13	Rosenblumvirus	Podoviridae	dsDNA	RefSeq			Staphylococcus aureus				ASM295829v1
PHAGE-0991	GCF_002958515.1		Liu,P., Wang,M., Tao,W., Sun,Y.	2020-05-15T16:02:41.140Z	Escherichia virus HZ2R8	Teseptimavirus	Autographiviridae	dsDNA	RefSeq	China		Escherichia coli		42932		ASM295851v1
PHAGE-0992	GCF_002958525.1		Jeon,J., Yong,D., Lee,K.	2021-03-08T13:41:35.673Z	Klebsiella phage KPN N98		Siphoviridae	dsDNA	RefSeq	South Korea		Klebsiella pneumoniae				ASM295852v1
PHAGE-0993	GCF_002958875.1		Kyrkou,I., Hestbjerg Hansen,L.	2020-05-15T16:02:49.163Z	Lactobacillus virus Bacchae	Harbinvirus	Herelleviridae	dsDNA	RefSeq	Denmark		Lactobacillus plantarum		2017-05		ASM295887v2
PHAGE-0994	GCF_002958895.1		Kyrkou,I., Hestbjerg Hansen,L.	2020-05-15T16:02:57.813Z	Lactobacillus virus Nyseid	Lenusvirus	Siphoviridae	dsDNA	RefSeq	Denmark		Lactobacillus plantarum		2017-05		ASM295889v1
PHAGE-0995	GCF_002958905.1		Kyrkou,I., Hestbjerg Hansen,L.	2020-05-15T16:03:08.167Z	Lactobacillus virus Semele	Harbinvirus	Herelleviridae	dsDNA	RefSeq	Denmark		Lactobacillus plantarum		2017-02		ASM295890v2
PHAGE-0996	GCF_002958915.1		Yang,Q.	2020-05-15T16:03:16.547Z	Escherichia virus YZ1	Kayfunavirus	Autographiviridae	dsDNA	RefSeq			Escherichia coli				ASM295891v1
PHAGE-0997	GCF_002987395.1		Essoh,C., Latino,L., Blouin,Y., Loukou,G., Nguetta,S.M., Lathro,N.S., Cablanmian,A., Kra,A., Midoux,C., Vergnaud,G., Pourcel,C.	2019-05-02T17:13:37.977Z	Pseudomonas virus CAb02	Pakpunavirus	Myoviridae	dsDNA	RefSeq	Cote d'Ivoire:Abidjan		Pseudomonas aeruginosa				ASM298739v1
PHAGE-0998	GCF_002988105.1		Diez-Martinez,R., Garcia,E.	2019-05-02T17:13:42.257Z	Streptococcus virus Cp7	Cepunavirus	Podoviridae	dsDNA	RefSeq	Spain		Streptococcus pneumoniae	oronasopharynx			ASM298810v1
PHAGE-0999	GCF_002988115.1		Essoh,C., Latino,L., Blouin,Y., Loukou,G., Nguetta,S.M., Lathro,N.S., Cablanmian,A., Kra,A., Midoux,C., Vergnaud,G., Pourcel,C.	2019-05-02T17:13:46.383Z	Pseudomonas virus Ab19	Abidjanvirus	Siphoviridae	dsDNA	RefSeq	Cote d'Ivoire:Abidjan		Pseudomonas aeruginosa				ASM298811v1
PHAGE-1000	GCF_002990195.1		Kyrkou,I., Hestbjerg Hansen,L.	2020-05-15T16:03:54.943Z	Lactobacillus virus Maenad	Maenadvirus	Siphoviridae	dsDNA	RefSeq	Denmark		Lactobacillus plantarum		2017-02		ASM299019v1
PHAGE-1001	GCF_002990235.1		Verevkin,V.V., Solovieva,E.V., Krasilnikova,V.M., Kislichkina,A.A., Volozhantsev,N.V.	2020-05-15T16:04:02.517Z	Klebsiella virus KpS110	Taipeivirus	Ackermannviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae		2016		ASM299023v1
PHAGE-1002	GCF_002990945.1	ERR2231586	Ofir,G.	2020-05-15T16:04:50.580Z	Escherichia virus SECphi27	Warwickvirus	Drexlerviridae	dsDNA	RefSeq			Escherichia coli str. K-12 substr. MG1655			SAMEA104356077	ASM299094v1
PHAGE-1003	GCF_002991125.1		Rashid,M.H., Revazishvili,T., Dean,T., Butani,A., Verratti,K., Bishop-Lilly,K.A., Sozhamannan,S., Sulakvelidze,A., Rajanna,C.	2020-05-15T16:04:58.700Z	Yersinia virus YpPY	Teseptimavirus	Autographiviridae	dsDNA	RefSeq			Yersinia pestis				ASM299112v1
PHAGE-1004	GCF_002991165.1		Rashid,M.H., Revazishvili,T., Dean,T., Butani,A., Verratti,K., Bishop-Lilly,K.A., Sozhamannan,S., Sulakvelidze,A., Rajanna,C.	2020-05-15T16:05:07.440Z	Yersinia virus YpsPG	Teseptimavirus	Autographiviridae	dsDNA	RefSeq			Yersinia pestis				ASM299116v1
PHAGE-1005	GCF_002997435.1		Qu,K.	2020-06-19T12:49:54.343Z	Pseudomonas phage vB_PaeM_LS1	Pbunavirus	Myoviridae	dsDNA	RefSeq	China		Pseudomonas aeruginosa				ASM299743v1
PHAGE-1006	GCF_002997455.1		Morozova,V., Babkin,I., Kozlova,Y., Baykov,I., Bokovaya,O., Tikunov,A., Ushakova,T., Bardasheva,A., Ryabchikova,E., Zelentsova,E., Tikunova,N.	2020-06-19T12:50:00.050Z	Klebsiella phage KP8	Gamaleyavirus	Podoviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae		41342		ASM299745v1
PHAGE-1007	GCF_002997865.1		Ngazoa-Kakou,S., Philippe,C., Tremblay,D.M., Loignon,S., Koudou,A., Abole,A., Coulibaly,D.N., Kan Kouassi,S., Kouame-Sina,M., Aoussi,S., Dosso,M., Moineau,S.	2020-05-15T16:05:24.073Z	Escherichia virus Ebrios	Teseptimavirus	Autographiviridae	dsDNA	RefSeq	Cote d'Ivoire		Escherichia coli C		42461		ASM299786v1
PHAGE-1008	GCF_002997875.1		Hao,Y., Li,J., Shi,H., Sun,Y.	2020-07-22T09:58:55.837Z	Klebsiella phage JY917	Webervirus	Drexlerviridae	dsDNA	RefSeq			Klebsiella pneumoniae				ASM299787v1
