Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014982-AKE	S700016069-AKE	S700016160-AKE	S700016325-AKE	S700016366-AKE	S700016582-AKE	S700016637-AKE	S700016939-AKE	S700021866-AKE	S700021904-AKE	S700023003-AKE	S700023086-AKE	S700023220-AKE	S700023253-AKE	S700023410-AKE	S700023467-AKE	S700023521-AKE	S700023568-AKE	S700023778-AKE	S700023835-AKE	S700023892-AKE	S700023958-AKE	S700024015-AKE	S700024056-AKE	S700024119-AKE	S700024177-AKE	S700024223-AKE	S700024282-AKE	S700024330-AKE	S700024369-AKE	S700024423-AKE	S700024482-AKE	S700024531-AKE	S700024578-AKE	S700024627-AKE	S700024663-AKE	S700024723-AKE	S700024780-AKE	S700024817-AKE	S700024894-AKE	S700024938-AKE	S700024988-AKE	S700033008-AKE	S700033171-AKE	S700033465-AKE	S700033767-AKE	S700037064-AKE	S700037212-AKE	S700037460-AKE	S700037572-AKE	S700037724-AKE	S700038043-AKE	S700038239-AKE	S700038376-AKE	S700038462-AKE	S700038510-AKE	S700038558-AKE	S700038606-AKE	S700038714-AKE	S700038773-AKE	S700038990-AKE	S700095390-AKE	S700095447-AKE	S700097271-AKE	S700097331-AKE	S700097668-AKE	S700098307-AKE	S700098399-AKE	S700098972-AKE	S700099039-AKE	S700099099-AKE	S700099627-AKE	S700099783-AKE	S700100267-AKE	S700101675-AKE	S700102279-AKE	S700102625-AKE	S700102942-AKE	S700103317-AKE	S700103458-AKE	S700103597-AKE	S700103633-AKE	S700103684-AKE	S700105077-AKE	S700105136-AKE	S700105193-AKE	S700105250-AKE	S700105384-AKE	S700105429-AKE	S700105504-AKE	S700105602-AKE	S700105658-AKE	S700105697-AKE	S700105818-AKE	S700105868-AKE	S700105916-AKE	S700105948-AKE	S700106372-AKE	S700106424-AKE	S700106532-AKE	S700106591-AKE	S700106627-AKE	S700106675-AKE	S700106849-AKE	S700106888-AKE	S700106958-AKE	S700113083-AKE	S700113130-AKE	S700113515-AKE	S700113590-AKE	S700113628-AKE	S700113686-AKE	S700113830-AKE	S700113944-AKE	S700114029-AKE	S700114137-AKE	S700114201-AKE	S700114258-AKE	S700114399-AKE	S700114470-AKE	S700114529-AKE	S700114570-AKE	S700114627-AKE	S700114691-AKE	S700114739-AKE	S700114789-AKE	S700114846-AKE	S700114894-AKE	S700114951-AKE	S700114999-AKE	S700116229-AKE	S700116316-AKE	S700116370-AKE	S700116580-AKE	S700116631-AKE	S700116790-AKE	S700116850-AKE	S700117012-AKE	S700117672-AKE	S700117729-AKE	S700117840-AKE	S700117966-AKE	S700118450-AKE
Bacteria;Bacteroidota;Bacteroidia	class				9.424	1.111	36.974	0.014	11.593	25.858	1.805	6.228	1.071	0.146	0.0	0.359	0.075	0.473	0.036	20.213	21.404	25.731	29.318	0.744	3.337	0.089	11.181	0.0	8.718	7.509	2.718	0.326	1.129	16.062	37.227	4.824	12.464	0.892	3.356	18.84	0.347	17.741	22.514	15.752	29.757	7.297	0.15	31.041	16.259	2.569	0.416	1.879	6.125	16.785	1.393	0.788	0.826	3.449	2.475	22.617	32.464	6.646	3.674	0.023	0.12	1.826	1.384	0.626	19.496	1.019	9.845	0.054	0.41	8.102	0.088	3.367	4.857	2.031	0.205	0.575	32.498	11.533	9.864	39.007	0.335	7.246	28.401	5.489	0.469	2.716	0.888	2.037	0.308	0.797	9.866	20.162	5.839	11.7	0.354	2.421	0.371	33.516	10.077	1.324	13.503	5.518	33.789	12.119	35.97	1.271	0.847	9.759	0.047	4.747	0.42	9.408	25.003	4.261	6.67	18.514	30.418	4.954	18.384	8.282	0.103	5.779	28.294	16.007	10.422	20.975	8.437	27.739	3.288	1.643	25.322	0.972	0.062	22.435	0.0	1.937	0.811	26.205	24.556	9.053	0.507	0.17	0.975
Bacteria;Bacteroidota;Flavobacteriia	class				1.378	0.969	2.434	0.0	0.82	1.034	0.213	0.156	6.005	0.67	0.605	1.926	0.226	4.086	0.018	0.46	2.907	0.395	1.174	1.271	0.618	3.247	2.881	0.326	3.039	1.811	3.81	1.325	0.356	4.543	0.502	2.877	6.545	3.004	16.183	2.666	2.983	0.784	0.808	0.551	1.369	2.022	2.404	0.527	3.612	0.914	0.734	0.241	5.677	1.766	4.18	6.982	0.529	0.591	2.434	5.558	0.419	3.571	1.376	0.0	0.934	0.73	2.247	0.903	1.85	0.141	0.113	3.575	7.018	0.397	2.477	2.084	0.603	0.572	0.456	1.264	1.751	0.785	0.343	0.264	2.425	5.626	8.878	1.564	0.228	1.364	0.851	7.732	2.646	1.218	3.793	0.508	7.424	0.288	0.691	1.101	3.626	3.812	4.541	0.618	0.99	0.676	0.672	1.661	0.478	0.132	0.038	6.623	0.266	8.208	0.9	2.242	1.146	1.26	0.799	3.817	4.903	1.303	0.719	0.356	1.26	2.097	1.353	1.892	1.262	2.71	0.237	0.954	1.833	1.185	0.243	0.669	3.561	1.76	0.039	1.01	5.926	0.178	0.476	3.439	3.043	0.0	0.009
Bacteria;Bacillota;Bacilli	class				48.837	73.206	37.376	97.903	67.164	36.803	85.646	64.788	83.998	96.065	65.165	79.146	93.974	53.048	98.857	60.712	40.344	47.717	30.797	70.567	70.535	60.694	61.584	95.305	56.377	61.91	26.691	84.418	86.455	36.208	24.052	67.655	40.831	47.937	32.219	32.884	71.805	39.031	49.83	49.439	45.072	63.011	71.546	46.456	30.587	64.236	53.712	71.622	41.028	48.546	59.313	45.603	75.635	73.227	48.628	58.064	38.899	67.454	59.583	93.761	75.72	80.054	66.458	54.328	58.157	67.457	68.995	71.904	61.649	52.141	67.141	63.057	79.877	70.16	61.474	83.313	33.559	53.603	41.54	42.273	65.333	54.754	39.829	77.681	97.092	78.801	90.435	75.913	65.045	92.716	28.927	50.028	40.776	80.121	91.657	81.732	71.779	27.32	38.356	85.233	45.704	55.863	38.136	51.668	50.27	84.034	77.985	48.682	94.526	58.16	77.604	56.172	34.665	50.783	65.153	12.374	31.038	61.898	62.035	77.848	66.297	48.141	32.351	49.588	66.392	51.883	65.791	30.501	70.659	61.786	40.594	73.041	59.539	38.772	73.388	42.002	45.411	39.799	37.915	57.368	68.759	98.178	84.391
Bacteria;Bacillota;Clostridia	class				0.073	0.022	0.138	0.0	0.038	0.0	0.038	0.013	0.216	0.0	0.238	0.101	0.0	0.199	0.0	0.0	0.01	0.044	0.023	0.024	0.129	0.0	0.041	0.0	0.747	0.0	2.86	0.0	0.198	0.206	0.0	0.007	0.12	0.014	0.279	0.335	0.121	0.0	0.044	0.0	0.0	0.032	0.011	0.028	0.411	0.117	0.049	0.048	0.141	0.122	0.204	0.121	0.568	0.381	0.403	0.0	0.0	0.047	0.44	0.0	0.0	0.028	0.018	0.072	0.0	0.088	0.0	0.163	0.08	0.635	0.0	0.0	0.151	0.0	0.0	0.099	0.022	0.0	0.796	0.103	0.783	0.043	0.033	0.114	0.028	0.081	0.0	0.476	1.72	0.0	0.861	0.279	1.287	0.192	0.159	0.021	0.385	0.043	0.0	0.088	0.294	1.014	0.117	0.344	0.0	0.0	0.215	0.026	0.0	0.0	0.0	0.0	0.166	0.12	0.776	1.019	0.073	0.011	0.051	0.017	0.007	0.557	0.0	0.139	0.052	0.803	1.451	0.437	0.403	0.269	0.0	0.045	0.0	0.126	0.0	0.791	0.07	0.126	0.444	0.028	0.066	0.038	0.0
Bacteria;Bacillota;Negativicutes	class				14.736	9.006	5.401	1.384	6.392	18.094	0.556	5.422	0.768	0.207	0.086	0.025	0.339	0.947	0.0	0.236	0.319	6.729	4.279	0.264	16.207	5.584	2.483	0.012	1.938	3.728	8.486	0.37	0.515	10.678	10.252	0.073	0.457	12.326	26.383	9.588	2.17	15.816	17.11	19.94	11.28	7.539	1.385	14.453	5.566	5.513	25.342	7.564	9.508	0.61	4.117	3.466	1.743	3.049	1.538	0.444	16.922	1.798	15.641	0.045	0.267	1.18	1.402	0.289	1.87	16.533	2.546	0.244	0.37	16.044	2.008	0.064	4.977	1.085	0.867	2.167	3.404	1.205	16.285	7.386	13.485	3.11	2.207	4.419	0.512	4.092	0.74	6.204	20.467	1.078	19.844	17.726	13.93	2.781	0.443	1.236	1.291	0.987	2.133	2.168	10.596	23.844	6.801	23.453	2.385	0.336	5.551	6.817	0.141	0.238	0.86	3.767	5.385	5.301	4.105	8.34	11.05	1.966	0.668	8.215	2.16	9.095	8.399	3.043	3.018	3.133	10.33	4.892	0.896	0.827	19.856	2.391	0.766	10.668	0.745	6.394	5.663	17.778	10.717	4.757	6.615	0.189	2.419
Bacteria;Fusobacteriota;Fusobacteriia	class				7.702	1.051	2.263	0.054	0.471	0.105	0.449	0.104	0.632	0.0	0.065	2.808	0.056	8.146	0.0	0.092	2.946	13.18	5.046	0.959	0.953	0.642	3.046	0.048	5.528	0.952	20.176	1.066	0.95	14.041	14.246	3.167	9.107	0.642	2.786	9.078	1.612	0.513	2.673	0.067	0.527	1.763	0.089	0.085	13.887	0.797	0.685	0.594	3.524	2.766	3.272	4.772	1.833	0.286	5.154	0.675	0.267	1.798	6.199	0.0	0.04	1.067	2.75	1.865	0.508	0.07	0.135	0.081	0.17	5.064	1.114	0.855	1.599	0.276	0.274	0.739	1.138	0.719	8.547	7.306	8.548	2.921	0.916	2.574	0.043	3.04	0.173	3.833	2.314	0.5	16.242	3.718	19.9	1.774	0.726	1.371	2.541	1.916	0.039	0.845	1.361	0.996	6.544	3.347	0.079	0.084	0.063	3.512	0.266	8.382	0.2	2.207	0.732	9.542	2.283	31.826	3.135	0.393	0.424	0.221	0.066	4.231	6.086	4.08	0.716	6.888	4.873	13.462	3.872	0.607	0.063	0.339	0.683	1.995	0.0	5.048	10.894	2.704	3.71	3.015	1.213	0.265	0.531
Bacteria;Pseudomonadota;Alphaproteobacteria	class				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.013	0.0	0.0	0.0	0.0	0.069	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.533
Bacteria;Pseudomonadota;Betaproteobacteria	class				0.324	0.007	0.039	0.047	0.053	0.0	0.069	1.3	1.103	0.256	0.151	8.278	0.151	1.146	0.107	1.313	13.049	0.424	9.596	10.578	0.386	4.3	1.194	0.363	11.199	8.99	1.116	2.301	0.554	6.003	6.102	5.814	4.139	1.58	0.013	0.423	0.603	10.924	0.015	1.452	0.842	6.051	0.764	0.342	0.061	0.789	6.311	1.574	2.127	18.697	1.268	17.524	1.123	2.477	29.298	4.959	0.467	4.186	5.334	0.0	0.414	3.596	0.288	0.915	2.297	0.018	1.892	0.108	0.02	0.119	1.509	15.006	0.121	0.375	18.325	1.117	14.032	8.326	7.189	0.711	1.737	19.404	1.39	5.355	0.611	0.092	0.062	0.033	0.403	1.125	8.878	0.216	4.647	0.024	3.206	0.81	11.113	22.76	32.692	0.605	0.108	0.576	6.63	2.201	0.382	1.151	0.48	4.692	0.235	1.508	3.901	7.761	1.961	4.121	9.009	1.236	5.806	15.504	0.501	0.051	0.527	12.007	7.766	8.291	1.769	0.026	0.962	8.153	0.082	17.228	0.196	0.062	6.232	1.65	0.059	2.41	4.891	0.178	5.2	0.673	0.287	0.019	0.305
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				1.764	7.515	2.737	0.0	0.0	0.118	0.008	0.078	0.032	0.012	0.0	0.094	0.038	0.361	0.0	0.026	0.261	0.863	3.635	0.096	0.155	12.096	0.604	0.0	0.437	3.741	3.133	0.011	0.238	0.457	0.335	0.178	1.083	5.179	11.354	15.314	1.974	2.924	1.41	0.033	0.023	3.187	0.0	0.057	22.795	0.266	0.171	0.0	9.726	0.423	12.884	0.204	0.116	0.21	0.219	0.965	1.124	0.615	0.915	0.0	0.053	0.225	0.557	0.012	0.041	0.07	0.203	0.027	0.04	3.058	0.147	0.086	4.163	0.0	0.0	0.197	2.704	0.387	1.152	0.057	0.155	3.214	6.802	1.163	0.284	0.023	0.012	1.194	6.656	0.937	2.996	4.669	2.419	1.391	0.407	0.519	1.113	1.704	0.013	0.189	17.865	2.576	1.655	1.146	0.021	0.012	0.101	0.272	0.063	0.619	0.0	1.244	0.11	0.42	0.427	9.875	5.001	0.124	0.694	0.034	0.0	1.509	3.163	1.761	0.026	0.829	0.473	2.068	0.493	0.149	0.227	0.018	2.153	0.141	0.0	2.601	3.067	3.459	1.062	0.23	0.154	0.019	0.078
Bacteria;Pseudomonadota;Gammaproteobacteria	class				6.506	4.621	3.236	0.273	7.365	9.335	3.69	18.7	2.786	1.28	33.193	5.487	4.464	23.671	0.448	3.328	6.144	2.327	2.541	8.828	0.954	11.902	5.723	2.882	5.546	10.247	0.084	6.366	4.396	4.81	1.339	7.982	7.749	20.87	0.942	6.399	12.917	6.548	0.134	4.09	3.547	3.321	21.941	0.618	3.568	15.563	0.202	1.174	17.109	3.346	5.809	5.8	9.917	1.182	7.37	4.788	4.525	9.036	0.922	0.06	1.759	8.739	22.668	27.898	9.886	7.821	7.757	21.406	24.265	7.232	22.88	12.349	2.778	21.991	14.77	4.273	1.818	14.011	2.486	0.541	0.835	1.045	5.315	0.485	0.121	2.995	2.705	0.39	0.0	0.333	0.608	0.029	0.072	0.723	0.213	8.138	0.157	0.493	6.18	5.236	1.411	1.081	0.174	0.067	0.154	4.752	3.037	7.876	3.029	12.708	4.373	10.621	14.348	15.09	1.982	0.231	3.32	3.545	8.79	2.82	28.358	2.29	5.389	11.772	8.29	8.117	2.479	5.351	9.234	13.547	2.631	2.732	26.403	15.29	23.593	0.176	9.831	0.568	6.584	9.793	1.016	0.101	3.443
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1]	class				0.0	0.015	0.125	0.0	0.023	0.0	0.008	0.0	0.224	0.0	0.0	0.025	0.019	0.61	0.0	7.0	9.147	0.029	1.908	0.096	0.129	0.0	0.014	0.0	2.029	0.0	1.923	0.0	0.0	0.192	0.335	0.026	12.584	0.0	0.027	0.117	0.015	0.029	0.0	0.067	0.0	0.0	0.0	0.0	0.108	4.35	0.269	0.016	0.013	0.081	0.063	0.915	0.052	1.391	0.314	0.0	0.076	0.047	0.149	0.656	0.013	0.0	0.036	0.0	1.138	0.079	0.0	0.027	0.01	0.139	0.0	0.021	0.0	0.039	0.0	0.016	0.23	0.022	0.288	0.057	0.043	0.009	0.965	0.02	0.0	0.035	0.037	1.002	0.154	0.0	2.502	0.216	1.227	0.0	0.0	0.0	1.168	0.113	0.0	0.013	0.263	0.128	0.016	0.196	0.253	0.348	0.013	0.026	0.0	1.048	0.14	0.044	0.552	0.18	0.067	9.332	0.0	0.079	0.026	0.017	0.0	1.372	2.64	0.0	0.0	0.0	0.363	0.278	0.682	0.07	0.259	0.268	0.0	0.0	0.0	1.965	0.031	0.084	1.094	0.009	0.029	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes	class				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales	order				1.242	0.216	0.066	0.068	0.304	0.026	0.038	0.013	0.408	0.037	0.086	1.102	0.282	2.554	0.053	0.184	0.184	0.497	0.034	0.48	5.089	0.571	0.974	0.133	1.161	0.212	4.807	0.92	1.366	1.77	0.089	0.158	0.192	2.662	0.066	2.04	3.631	1.768	0.147	0.067	0.14	0.178	0.1	0.014	0.364	1.398	10.494	0.546	0.948	0.089	4.477	9.814	1.472	2.858	0.807	0.656	0.057	0.237	5.554	4.799	0.013	0.0	0.018	0.12	0.0	3.119	0.0	0.027	0.29	2.006	0.0	0.011	0.241	0.237	0.068	1.084	1.018	0.044	7.861	0.092	1.187	0.931	1.046	0.555	0.498	0.798	0.012	0.0	0.0	0.125	1.865	1.117	0.0	0.551	0.992	0.821	3.585	0.307	0.039	2.458	5.012	2.613	0.141	0.548	0.008	1.883	6.992	5.054	0.251	0.714	0.14	0.377	4.584	1.12	4.341	2.526	0.439	2.18	0.077	0.764	0.154	4.109	0.022	0.201	0.781	0.121	2.634	0.935	0.493	0.518	6.383	0.161	0.0	0.079	1.921	10.551	8.785	2.055	0.666	3.577	11.003	0.246	0.844
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales	order				0.063	0.0	0.007	0.02	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.031	0.0	3.301	0.0	0.0	0.126	0.0	0.0	0.024	0.0	0.018	0.0	0.0	0.008	0.0	18.965	0.011	0.0	0.929	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.012	0.307	0.0	0.0	0.0	0.0	0.391	0.0	0.0	0.0	0.125	1.196	0.09	0.61	0.0	0.019	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.0	0.049	0.077	0.0	0.0	0.034	0.344	0.939	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.283	0.901	0.0	0.0	0.0	0.042	1.401	1.175	0.0	0.013	0.046	0.365	0.0	0.016	0.0	0.0	0.013	3.162	0.219	1.08	0.0	0.0	0.207	0.08	0.101	0.462	0.024	0.461	0.0	0.0	0.0	4.208	0.0	0.0	0.0	0.0	0.205	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.137	11.925	0.78	0.115	0.127	0.572	0.022	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales	order				0.647	0.075	0.132	0.007	0.038	0.0	0.061	0.091	1.503	0.195	0.151	0.031	0.132	0.648	0.018	0.328	0.077	0.102	0.034	4.102	0.026	0.054	5.625	0.193	2.398	0.568	4.605	1.28	1.248	0.015	0.067	0.271	0.469	0.035	0.027	0.117	0.331	0.043	0.0	0.534	0.094	0.599	0.066	0.128	0.074	0.18	0.147	0.064	0.295	0.578	1.018	0.198	3.318	5.107	0.991	0.0	0.305	0.355	0.0	0.521	0.561	0.0	0.162	6.185	0.0	0.351	0.09	0.0	0.29	1.906	0.015	0.075	0.0	0.138	1.346	0.542	0.011	2.698	1.262	0.08	3.208	0.078	0.114	0.468	0.043	1.896	0.111	0.0	0.0	0.031	0.0	0.0	0.0	0.12	0.673	0.114	0.0	0.065	0.131	0.202	0.634	3.682	0.102	0.0	0.046	0.995	2.984	1.011	0.658	0.302	9.602	0.228	0.166	3.681	0.562	0.217	0.037	0.124	0.128	0.441	0.227	2.188	0.022	0.48	2.693	0.078	0.867	0.139	0.049	0.797	0.455	3.398	0.352	1.053	0.039	12.798	0.896	0.01	0.016	1.134	5.91	0.473	3.142
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales	order				0.0	0.0	0.0	0.054	0.076	0.0	0.122	0.013	0.0	0.0	0.0	0.107	0.0	0.0	0.0	0.0	0.01	0.044	0.011	0.12	0.039	0.018	0.0	0.0	0.0	0.053	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.008	0.024	0.0	0.013	0.008	0.0	2.32	0.0	0.019	0.0	0.0	0.0	0.0	0.007	0.0	0.027	0.0	0.036	0.0	0.02	0.0	0.045	0.0	0.01	0.0	0.0	0.011	0.0	0.0	0.023	0.082	0.0	0.011	0.0	0.0	0.0	0.0	0.229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.303	0.0	0.0	0.048	0.035	0.0	0.714	0.0	0.013	0.013	0.046	0.0	0.023	0.0	0.0	0.0	0.025	0.0	0.016	0.0	1.56	0.105	0.0	0.02	0.349	0.0	0.0	0.0	0.0	0.153	0.066	0.861	0.0	0.009	0.026	0.026	0.221	0.0	0.025	0.0	0.0	0.0	0.021	0.0	0.0	0.027	0.031	0.0	0.0	0.0	0.235	0.0	0.252
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales	order				0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.023	0.0	0.32	0.0	0.059	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.026	0.008	0.0	0.017	0.013	0.133	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.009	0.0	0.016	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.301	0.0	0.0	0.0	0.0	0.051	0.013	0.0	0.0	0.0	0.0	0.0	0.04	0.101	0.014	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.221	0.378	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.074	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	order				9.424	1.111	36.974	0.014	11.593	25.858	1.805	6.228	1.071	0.146	0.0	0.359	0.075	0.473	0.036	20.213	21.404	25.731	29.318	0.744	3.337	0.089	11.181	0.0	8.718	7.509	2.718	0.326	1.129	16.062	37.227	4.824	12.464	0.892	3.356	18.84	0.347	17.741	22.514	15.752	29.757	7.297	0.15	31.041	16.259	2.569	0.416	1.879	6.125	16.785	1.393	0.788	0.826	3.449	2.475	22.617	32.464	6.646	3.674	0.023	0.12	1.826	1.384	0.626	19.496	1.019	9.845	0.054	0.41	8.102	0.088	3.367	4.857	2.031	0.205	0.575	32.498	11.533	9.864	39.007	0.335	7.246	28.401	5.489	0.469	2.716	0.888	2.037	0.308	0.797	9.866	20.162	5.839	11.7	0.354	2.421	0.371	33.516	10.077	1.324	13.503	5.518	33.789	12.119	35.97	1.271	0.847	9.759	0.047	4.747	0.42	9.408	25.003	4.261	6.67	18.514	30.418	4.954	18.384	8.282	0.103	5.779	28.294	16.007	10.422	20.975	8.437	27.739	3.288	1.643	25.322	0.972	0.062	22.435	0.0	1.937	0.811	26.205	24.556	9.053	0.507	0.17	0.975
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales	order				1.378	0.969	2.434	0.0	0.82	1.034	0.213	0.156	6.005	0.67	0.605	1.926	0.226	4.086	0.018	0.46	2.907	0.395	1.174	1.271	0.618	3.247	2.881	0.326	3.039	1.811	3.81	1.325	0.356	4.543	0.502	2.877	6.545	3.004	16.183	2.666	2.983	0.784	0.808	0.551	1.369	2.022	2.404	0.527	3.612	0.914	0.734	0.241	5.677	1.766	4.18	6.982	0.529	0.591	2.434	5.558	0.419	3.571	1.376	0.0	0.934	0.73	2.247	0.903	1.85	0.141	0.113	3.575	7.018	0.397	2.477	2.084	0.603	0.572	0.456	1.264	1.751	0.785	0.343	0.264	2.425	5.626	8.878	1.564	0.228	1.364	0.851	7.732	2.646	1.218	3.793	0.508	7.424	0.288	0.691	1.101	3.626	3.812	4.541	0.618	0.99	0.676	0.672	1.661	0.478	0.132	0.038	6.623	0.266	8.208	0.9	2.242	1.146	1.26	0.799	3.817	4.903	1.303	0.719	0.356	1.26	2.097	1.353	1.892	1.262	2.71	0.237	0.954	1.833	1.185	0.243	0.669	3.561	1.76	0.039	1.01	5.926	0.178	0.476	3.439	3.043	0.0	0.009
Bacteria;Bacillota;Bacilli;Caryophanales	order				0.72	0.574	1.671	1.716	8.518	3.823	7.967	4.486	9.259	22.226	6.245	5.93	9.765	2.479	2.28	8.681	1.864	13.414	10.341	14.56	6.364	0.036	9.864	20.51	6.456	5.05	2.172	2.178	2.772	5.914	9.516	5.022	1.456	0.457	9.02	0.801	1.672	2.852	0.984	7.225	0.737	4.223	3.229	3.659	4.858	12.439	0.049	9.507	3.396	6.704	8.579	1.24	7.411	8.213	3.042	7.642	7.333	11.022	6.937	0.158	16.753	3.68	0.27	7.822	1.077	2.346	5.925	3.9	1.4	3.018	3.634	2.672	2.534	1.163	0.274	6.108	8.297	2.587	2.469	11.217	7.895	5.058	7.211	14.233	4.423	3.259	10.081	0.184	2.326	13.964	5.754	6.446	8.413	3.524	9.228	5.309	7.198	3.501	0.432	1.589	4.733	1.133	10.401	8.691	4.096	22.32	3.995	3.033	0.47	4.144	1.7	8.777	5.661	4.721	1.586	0.774	2.086	6.145	4.843	6.365	0.081	3.85	14.529	11.003	6.362	2.305	6.056	2.605	8.418	6.194	1.717	7.448	0.455	1.807	0.216	1.082	1.298	1.688	3.123	5.808	13.289	9.376	2.907
Bacteria;Bacillota;Bacilli;Lactobacillales	order				48.117	72.632	35.705	96.186	58.646	32.98	77.679	60.302	74.739	73.838	58.92	73.216	84.209	50.57	96.577	52.03	38.48	34.302	20.456	56.008	64.171	60.659	51.72	74.795	49.921	56.86	24.519	82.241	83.683	30.294	14.536	62.633	39.376	47.48	23.199	32.082	70.133	36.179	48.846	42.214	44.335	58.789	68.317	42.796	25.729	51.796	53.663	62.115	37.632	41.842	50.734	44.363	68.223	65.014	45.586	50.422	31.567	56.432	52.645	93.603	58.967	76.374	66.188	46.506	57.079	65.112	63.07	68.003	60.249	49.123	63.506	60.385	77.343	68.997	61.2	77.205	25.262	51.016	39.07	31.057	57.439	49.696	32.619	63.448	92.669	75.542	80.353	75.729	62.72	78.752	23.173	43.582	32.364	76.597	82.429	76.423	64.582	23.818	37.925	83.644	40.971	54.73	27.735	42.977	46.173	61.715	73.989	45.649	94.056	54.016	75.903	47.394	29.004	46.062	63.567	11.6	28.953	55.752	57.192	71.484	66.216	44.291	17.822	38.586	60.029	49.579	59.735	27.896	62.241	55.592	38.876	65.593	59.083	36.965	73.173	40.919	44.113	38.111	34.792	51.56	55.47	88.802	81.485
