Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015003-LAF	S700015295-LAF	S700015971-LAF	S700016092-LAF	S700016174-LAF	S700016229-LAF	S700016658-LAF	S700021830-LAF	S700023013-LAF	S700023108-LAF	S700023273-LAF	S700023426-LAF	S700023483-LAF	S700023537-LAF	S700023584-LAF	S700023627-LAF	S700023660-LAF	S700023794-LAF	S700023851-LAF	S700023908-LAF	S700023942-LAF	S700023993-LAF	S700024260-LAF	S700024312-LAF	S700024431-LAF	S700024515-LAF	S700024560-LAF	S700024609-LAF	S700024705-LAF	S700024835-LAF	S700024872-LAF	S700024924-LAF	S700024972-LAF	S700032119-LAF	S700033029-LAF	S700033185-LAF	S700033713-LAF	S700033781-LAF	S700034688-LAF	S700034889-LAF	S700037022-LAF	S700037048-LAF	S700037116-LAF	S700037169-LAF	S700037278-LAF	S700037383-LAF	S700037431-LAF	S700037474-LAF	S700037554-LAF	S700037706-LAF	S700037783-LAF	S700037840-LAF	S700037874-LAF	S700037922-LAF	S700038027-LAF	S700038152-LAF	S700038360-LAF	S700038408-LAF	S700038478-LAF	S700038526-LAF	S700038572-LAF	S700038620-LAF	S700038728-LAF	S700038896-LAF	S700038944-LAF	S700038972-LAF	S700095267-LAF	S700095404-LAF	S700095461-LAF	S700097285-LAF	S700097345-LAF	S700097682-LAF	S700098413-LAF	S700098593-LAF	S700098986-LAF	S700099053-LAF	S700099113-LAF	S700099797-LAF	S700099854-LAF	S700100073-LAF	S700100281-LAF	S700101185-LAF	S700101398-LAF	S700101632-LAF	S700101689-LAF	S700102293-LAF	S700102407-LAF	S700102639-LAF	S700102956-LAF	S700103267-LAF	S700103647-LAF	S700105007-LAF	S700105169-LAF	S700105898-LAF	S700106320-LAF	S700106510-LAF	S700106567-LAF	S700106689-LAF	S700106717-LAF	S700106924-LAF	S700106972-LAF	S700112806-LAF	S700113099-LAF	S700113150-LAF	S700113529-LAF	S700113568-LAF	S700113642-LAF	S700113670-LAF	S700113741-LAF	S700113846-LAF	S700114043-LAF	S700114185-LAF	S700114240-LAF	S700114293-LAF	S700114345-LAF	S700114413-LAF	S700114511-LAF	S700114584-LAF	S700114641-LAF	S700114675-LAF	S700114723-LAF	S700114773-LAF	S700114878-LAF	S700114927-LAF	S700114983-LAF	S700116102-LAF	S700116281-LAF	S700116384-LAF	S700116804-LAF	S700117220-LAF	S700117631-LAF	S700117688-LAF	S700117854-LAF	S700118464-LAF	S700122398-LAF	S700161500-LAF	S700161624-LAF	S700161730-LAF	S700161844-LAF	S700163547-LAF	S700163654-LAF	S700163760-LAF	S700164076-LAF	S700164185-LAF	S700164275-LAF	S700164345-LAF	S700164493-LAF	S700164544-LAF	S700164761-LAF	S700164858-LAF	S700165040-LAF	S700165138-LAF	S700165193-LAF	S700165402-LAF	S700165660-LAF	S700165708-LAF	S700165804-LAF	S700165901-LAF	S700171108-LAF	S700171141-LAF	S700171416-LAF	S700171519-LAF	S700171567-LAF	S700171620-LAF	S700171722-LAF	S700171922-LAF	S700172056-LAF	S700172647-LAF	S700173018-LAF	S700173066-LAF	S700173315-LAF	S700173476-LAF	S700173622-LAF	S700173826-LAF
Bacteria;Bacteroidota;Bacteroidia	class				2.979	0.0	0.0	0.0	0.297	0.0	0.047	0.0	6.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.471	0.042	0.0	0.0	0.057	0.53	1.814	0.332	0.0	0.0	0.0	0.339	0.588	0.108	0.0	0.129	2.571	0.076	0.259	0.0	0.323	0.983	0.0	0.0	0.665	0.0	0.0	0.0	0.35	1.151	0.202	0.0	0.0	0.0	1.252	0.0	0.837	0.443	0.0	0.319	0.0	0.0	0.163	0.225	0.0	1.024	0.458	0.13	0.0	0.0	0.151	0.538	0.0	0.459	0.706	1.551	0.0	1.17	0.21	1.124	0.0	0.334	0.141	0.479	0.264	0.4	0.0	0.0	0.411	0.886	0.115	0.0	0.343	3.282	0.0	15.261	4.933	0.0	0.0	0.0	0.0	0.0	0.897	1.213	0.324	0.051	0.0	0.0	0.161	0.071	1.701	0.24	0.037	2.742	0.234	0.889	0.676	0.135	0.0	2.203	2.28	0.414	1.606	0.609	0.028	5.902	2.049	0.0	0.261	0.0	1.336	0.246	0.0	1.711	0.0	0.744	0.0	1.168	0.0	0.146	1.309	0.0	0.076	0.169	0.223	0.0	0.0	0.136	0.298	1.54	0.384	0.184	0.072	0.079	2.18	0.956	0.401	0.298	0.0	0.752	0.047	1.271	0.223	0.163	0.0	1.339	2.8	0.594	0.0	0.0	0.481	0.285	0.131	0.311	0.055	0.0
Bacteria;Bacteroidota;Flavobacteriia	class				0.458	0.0	0.589	0.0	0.0	0.0	0.021	0.0	0.0	0.899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.075	0.0	0.828	0.0	0.115	0.0	0.0	0.0	0.07	0.0	0.216	0.129	0.202	0.107	0.0	0.0	1.779	0.0	0.015	0.157	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.187	0.0	0.0	0.0	1.771	0.153	0.0	0.0	1.098	0.672	0.0	0.0	0.0	0.0	0.488	0.021	0.246	1.115	0.053	0.0	0.148	0.0	0.102	0.0	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.488	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.871	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.022	4.261	0.0	0.0	0.0	0.0	0.0	0.0	0.82	2.439	0.717	2.128	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.053	0.0	0.0	0.166	0.362	0.0	0.0	0.619	0.0	0.0	1.597	0.0	0.046	0.169	0.0	0.0	0.421	0.95	0.099	0.171	0.0	2.45	0.024	0.158	0.436	0.054	0.017	1.19	0.0	0.0	0.0	0.196	0.0	0.224	0.145	0.579	10.499	0.0	0.0	1.159	0.0	0.255	0.0	0.05	0.0	0.0
Bacteria;Bacillota;Bacilli	class				12.942	12.385	11.202	4.897	2.528	5.888	1.238	10.085	32.834	35.006	13.015	1.669	15.89	86.506	3.388	2.216	10.465	6.097	36.856	22.605	14.265	21.24	5.249	7.883	31.157	5.144	44.621	2.411	2.893	13.944	25.964	5.889	8.259	97.618	44.261	47.993	3.814	10.102	9.537	8.514	20.404	1.999	21.019	10.024	31.934	13.574	46.089	29.297	65.059	14.226	18.588	9.296	15.583	1.259	23.606	11.98	2.898	8.295	3.129	0.018	15.968	4.935	35.732	2.681	5.254	22.315	96.998	22.375	6.208	19.992	30.748	73.764	35.601	57.577	28.628	33.559	86.788	42.935	6.943	7.442	20.226	53.872	12.551	40.422	7.756	4.3	7.86	24.344	15.759	24.908	4.79	8.729	0.0	6.509	9.761	9.744	35.254	1.864	61.335	1.411	60.206	18.731	8.803	0.152	59.969	18.438	60.109	75.22	39.701	93.32	7.836	24.441	7.171	22.222	9.788	15.611	7.671	21.26	17.762	33.878	16.941	14.516	3.487	5.153	28.873	2.747	15.136	6.406	14.003	3.2	6.08	48.705	4.855	18.504	2.349	25.467	6.634	13.984	11.594	63.346	2.523	11.739	13.522	11.573	8.426	2.133	7.471	29.91	26.816	13.311	17.868	6.13	34.089	37.969	11.981	14.909	8.421	29.065	3.515	23.361	41.375	17.163	5.095	9.153	29.465	42.707	8.736	11.791	77.587	18.079	2.449	80.799	13.613	18.93
Bacteria;Bacillota;Clostridia	class				0.769	0.929	0.971	0.0	0.0	0.0	0.083	0.0	0.0	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.067	0.022	1.116	1.361	0.952	0.055	0.189	0.197	0.0	0.699	0.327	0.0	0.08	0.247	0.0	0.0	0.0	0.0	0.647	0.233	0.0	0.036	0.0	0.0	0.456	0.0	0.274	0.667	0.707	0.393	0.0	0.291	0.018	0.0	0.869	0.179	0.395	0.289	0.0	2.657	0.289	0.408	0.11	1.247	0.0	1.503	0.0	0.261	0.316	0.743	37.452	0.769	0.637	0.374	0.307	0.517	0.294	2.658	0.443	0.0	0.085	0.811	0.0	0.0	0.212	0.051	0.0	0.769	0.577	0.0	0.049	3.561	0.0	2.026	0.0	1.817	0.0	0.0	0.0	0.763	0.0	0.342	0.354	0.0	0.0	0.454	0.099	0.107	0.553	0.24	0.074	3.632	0.0	0.0	0.099	3.101	0.0	3.689	1.432	0.056	0.0	2.384	0.304	0.24	0.704	0.229	0.365	0.182	0.0	0.387	2.577	1.33	0.017	0.068	0.089	3.024	0.0	0.0	0.16	0.0	0.214	0.169	2.371	0.932	0.03	0.136	0.132	0.043	7.11	0.211	1.406	0.542	1.656	0.108	0.0	1.521	0.36	2.227	0.094	2.053	0.605	0.776	0.209	0.253	0.61	3.201	0.105	2.478	0.183	0.36	0.0	0.497	0.231	0.0
Bacteria;Bacillota;Negativicutes	class				7.987	0.391	0.016	0.0	0.03	0.0	0.234	0.0	1.757	0.013	2.421	0.0	0.0	0.0	0.0	0.0	0.0	2.348	0.028	1.387	0.0	0.044	1.259	0.3	0.801	0.0	0.287	0.116	0.238	0.0	1.634	0.287	0.062	0.343	0.092	0.0	0.361	0.978	0.054	0.0	0.0	0.018	2.058	0.493	0.0	2.886	0.609	1.073	0.114	2.335	1.69	0.048	1.904	0.0	0.757	0.443	0.088	0.0	0.0	0.0	0.316	0.0	0.071	0.0	2.367	0.071	0.03	0.044	0.137	0.191	0.129	0.31	0.592	0.963	0.641	1.183	0.0	0.716	0.0	0.0	1.16	0.885	0.0	0.436	0.0	0.025	0.0	0.66	0.115	0.105	0.38	3.142	0.0	6.077	0.0	0.0	1.768	0.105	0.0	0.0	0.673	0.187	0.59	0.0	0.0	0.0	0.0	0.0	2.338	0.371	0.0	0.674	0.0	1.926	0.511	0.0	0.0	0.0	5.408	0.694	0.622	0.663	0.0	0.24	0.512	0.0	0.783	0.091	1.122	0.0	0.02	2.055	0.052	0.338	0.0	1.168	0.061	2.331	0.862	0.0	0.0	0.843	0.172	0.0	0.06	0.058	0.76	0.556	4.112	0.501	0.238	0.185	0.174	2.141	0.889	0.0	0.203	2.561	0.0	0.831	0.764	0.714	0.305	2.569	0.835	0.32	0.0	0.24	0.023	0.345	0.179	0.385	0.077	0.0
Bacteria;Fusobacteriota;Fusobacteriia	class				17.07	0.0	0.828	0.0	0.059	0.0	0.094	0.0	0.325	0.706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.717	0.798	0.0	1.86	0.0	0.0	0.711	0.0	0.052	0.186	0.0	0.0	0.523	0.413	0.249	0.0	0.0	0.0	0.411	0.459	0.323	1.139	0.0	0.0	0.0	0.0	0.844	0.049	0.38	0.379	0.126	2.029	0.53	0.0	0.0	0.0	1.496	0.204	0.373	0.0	0.0	0.0	0.0	0.155	0.188	0.67	1.512	0.024	0.0	0.0	0.137	0.616	0.0	0.331	0.319	0.321	0.725	0.665	0.168	0.17	0.0	0.0	0.849	0.111	0.0	2.29	0.0	0.025	0.0	0.633	0.038	0.0	0.355	14.385	0.0	21.809	0.0	0.0	0.0	0.053	0.0	0.133	0.628	0.436	0.0	0.101	0.0	0.0	0.272	0.133	0.468	0.175	0.13	2.718	0.0	1.407	1.466	0.0	0.0	1.025	1.22	2.564	3.412	2.222	0.0	2.337	0.32	0.0	0.0	0.13	0.0	0.246	0.0	1.176	0.095	0.169	0.0	1.787	0.061	1.092	0.767	0.0	0.031	1.629	0.0	0.35	0.0	0.0	0.231	0.086	0.077	0.132	0.405	0.066	0.785	0.054	0.0	0.0	0.225	0.056	0.0	0.587	0.0	0.367	0.0	3.799	2.416	0.914	0.0	1.559	0.206	0.315	0.0	0.199	0.286	0.0
Bacteria;Patescibacteria;Patescibacteria [C1]	class				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria	class				0.0	0.254	1.114	0.172	1.933	4.165	0.234	2.033	0.0	1.605	0.0	0.0	1.54	0.007	0.0	3.066	16.726	2.133	1.537	0.63	0.0	0.709	0.043	0.3	0.438	0.0	0.088	0.22	0.013	0.424	5.075	3.214	0.275	0.0	4.959	1.118	0.506	3.086	0.162	0.207	6.016	0.062	1.497	24.465	2.623	0.0	0.015	0.288	0.025	0.786	4.606	0.161	1.904	0.0	0.21	4.359	0.241	0.334	0.769	3.395	0.135	0.155	0.129	2.848	0.0	0.083	0.0	0.174	0.041	0.156	0.043	0.0	4.665	0.053	0.418	0.628	0.028	0.647	0.962	0.421	0.198	0.295	0.561	2.545	3.504	0.008	0.221	0.461	0.115	0.0	0.012	11.383	0.889	0.0	0.0	0.0	2.029	3.439	0.0	5.56	2.198	0.0	0.605	0.0	2.355	0.0	0.21	0.418	1.02	0.0	1.778	1.756	7.49	0.296	2.916	1.321	2.166	2.818	6.84	0.638	1.325	0.0	0.304	1.019	1.088	0.0	0.418	0.026	0.0	0.774	0.02	0.143	0.086	0.44	0.155	0.687	0.73	4.37	1.533	0.154	0.519	1.591	0.206	0.0	0.436	0.853	1.62	0.342	0.538	2.107	0.596	0.277	5.318	0.296	0.296	1.785	0.068	0.028	0.0	0.122	0.0	1.286	0.0	0.181	1.693	0.549	0.236	0.48	0.023	0.195	0.753	0.161	0.055	0.0
Bacteria;Pseudomonadota;Betaproteobacteria	class				8.024	0.22	3.518	11.082	2.111	1.331	0.142	9.597	4.719	4.66	18.594	10.471	24.281	3.862	38.728	42.604	25.224	48.126	25.099	5.63	14.784	0.687	1.473	1.997	13.953	9.347	0.607	0.467	1.015	2.331	4.901	2.388	0.453	0.011	3.489	1.016	0.43	1.148	0.593	2.2	3.906	0.286	2.328	3.211	3.809	1.237	0.411	4.023	1.212	4.691	3.628	0.823	9.166	0.543	2.043	4.146	0.175	1.443	1.702	5.664	1.017	8.814	0.233	5.026	3.039	0.341	0.0	0.239	0.445	2.64	0.193	0.635	2.494	5.257	0.167	2.653	0.224	13.181	0.639	0.469	10.042	2.102	4.269	1.527	0.622	0.059	0.892	1.268	0.904	3.581	0.404	0.349	13.581	0.118	2.309	0.0	2.979	7.509	1.648	3.303	5.698	1.431	0.442	16.591	4.762	0.722	1.211	0.347	2.221	0.196	12.56	3.296	5.644	0.0	1.518	2.319	0.023	2.766	5.62	26.254	3.553	2.581	0.747	6.411	2.049	0.0	1.357	0.104	2.993	1.336	0.04	1.152	0.043	1.522	0.086	3.33	1.339	2.331	1.789	0.154	0.932	3.632	0.395	0.0	2.223	4.693	0.959	2.011	2.738	3.716	0.559	0.423	8.544	0.512	10.412	5.587	0.609	0.696	1.055	4.277	2.451	1.673	0.611	2.171	14.179	1.463	0.498	10.671	0.092	0.33	0.633	0.36	0.484	1.357
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				5.188	0.0	0.0	0.172	0.0	0.0	0.0	0.0	0.618	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.201	0.0	0.514	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.021	0.0	0.534	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.433	0.0	0.03	0.039	0.0	0.676	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.099	0.0	0.0	0.455	0.481	0.613	0.0	0.0	0.0	0.0	0.0	0.028	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.098	0.0	0.0	0.0	1.155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.016	0.027	0.0	0.0	0.0	0.459	0.0	0.358	0.125	0.0	0.064	0.0	0.0	0.0	0.428	0.0	0.02	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.575	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.383	0.0	0.0	0.0	0.0	0.0	0.0	2.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria	class				0.851	0.039	1.358	0.172	0.0	9.48	0.625	0.0	2.05	0.244	20.383	1.919	0.851	0.112	0.03	1.754	0.089	0.0	0.471	1.345	0.0	0.288	1.373	0.513	0.711	0.387	0.202	0.174	0.1	0.148	1.547	0.61	0.062	0.0	0.735	0.203	1.328	5.006	0.054	0.414	0.988	0.125	0.499	0.544	1.505	0.214	0.365	0.528	0.682	4.015	0.928	0.065	1.357	0.022	0.802	0.843	0.216	0.015	1.208	0.554	0.117	0.35	0.278	1.582	0.412	0.9	0.0	0.481	0.439	1.932	0.537	0.416	2.734	0.107	0.561	1.076	0.182	4.463	0.316	0.207	21.075	0.737	1.286	0.0	0.226	0.627	0.301	0.38	0.192	2.633	0.086	0.0	5.497	0.0	0.945	2.147	0.0	0.053	0.369	0.0	0.0	0.342	0.029	0.761	0.0	0.0	0.791	0.053	0.128	0.0	1.056	6.471	0.0	2.37	3.688	0.0	0.0	0.564	0.159	0.056	0.743	0.627	0.152	0.689	0.0	0.229	0.313	0.169	0.374	0.844	0.02	0.166	0.18	0.129	0.0	0.275	0.0	2.913	0.224	0.0	0.486	0.599	0.052	0.388	0.12	0.213	0.595	0.043	1.307	0.807	0.62	0.765	3.139	0.471	0.157	1.355	0.045	1.67	0.258	1.052	0.159	0.551	0.289	0.036	3.161	0.091	0.289	0.839	0.0	0.662	0.323	0.061	0.132	0.311
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1]	class				4.517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.198	0.105	0.063	0.0	0.0	0.0	0.0	0.0	0.276	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.412	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.592	0.0	0.641	0.259	0.0	0.239	0.0	0.0	0.141	0.0	0.0	0.872	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.808	0.087	0.0	0.842	0.0	0.0	0.0	0.0	0.0	0.0	6.84	0.09	0.582	0.627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.261	0.0	0.034	0.0	0.137	0.0	2.768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.154	0.0	0.0	0.026	0.0	0.108	0.0	0.0	0.0	0.0	0.047	0.0	0.064	0.0	0.0	0.0	0.474	0.0	0.0	0.0	0.0	0.015	0.0	0.012	0.033	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales	order				2.357	0.0	0.143	0.0	0.0	0.0	0.026	0.0	3.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.311	0.0	0.0	0.0	1.502	0.0	0.484	0.221	0.121	0.0	0.0	1.886	1.568	0.377	0.027	0.021	0.0	0.0	0.038	0.0	0.0	0.052	0.0	0.036	0.0	0.0	0.068	0.0	0.578	0.301	0.0	0.0	0.414	0.0	2.82	0.0	1.412	0.068	0.033	0.0	0.0	0.0	0.262	0.225	0.0	0.0	0.809	0.0	0.119	0.0	0.041	0.446	0.0	0.0	6.964	1.123	1.255	0.591	0.0	0.579	0.0	0.0	0.481	0.221	0.627	0.0	0.0	0.0	0.301	0.271	0.308	0.0	0.11	0.0	0.0	2.655	0.0	0.0	0.0	0.315	0.0	0.299	0.0	1.369	0.118	0.0	0.0	0.0	0.074	0.027	0.383	0.109	0.037	0.0	0.0	0.0	0.264	0.162	0.0	1.332	0.053	0.291	0.0	0.0	0.0	0.0	0.0	0.0	0.261	0.0	1.069	0.0	0.04	0.855	0.328	0.44	0.022	1.649	0.365	2.913	1.086	0.0	0.031	0.0	0.533	0.0	0.015	0.058	0.397	0.471	0.769	1.475	1.573	0.119	0.697	0.027	0.767	0.0	0.0	3.424	0.023	5.376	0.541	0.0	0.016	2.533	0.903	0.0	0.105	0.0	0.229	0.06	0.0	0.484	1.067	1.03
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales	order				6.17	0.215	12.05	0.0	0.506	0.0	1.724	0.0	0.065	1.451	0.0	0.0	0.0	3.585	0.0	0.055	0.0	0.0	4.601	4.118	11.135	8.815	0.958	16.525	6.682	1.493	6.251	1.067	1.152	12.948	10.956	33.519	1.936	0.268	0.918	5.869	3.327	0.966	7.381	21.092	36.925	5.443	4.366	2.311	15.785	1.336	4.839	8.099	19.01	5.477	5.268	11.039	5.165	13.033	9.11	17.718	4.242	3.13	3.568	6.476	10.501	14.605	4.99	7.13	7.743	5.824	0.624	2.96	5.857	4.338	0.945	4.462	4.756	2.567	9.479	8.943	0.784	9.472	10.378	2.004	1.924	2.102	7.982	4.035	4.168	2.667	1.785	1.339	5.484	10.479	5.232	2.444	7.68	20.256	1.469	0.0	10.082	4.463	12.017	8.697	3.006	7.156	2.507	0.0	0.157	0.023	0.321	8.316	10.927	0.917	6.817	4.258	8.133	5.407	14.978	6.929	1.421	9.734	0.0	0.761	10.177	5.789	14.614	1.049	0.704	77.442	8.664	8.004	9.514	15.893	0.423	0.487	9.458	5.377	2.634	6.942	4.443	4.443	29.192	11.197	9.684	2.153	37.543	10.485	2.133	4.188	12.463	6.547	4.766	7.086	21.764	28.134	4.446	2.329	6.034	4.331	9.12	4.399	13.944	10.606	7.989	37.082	7.216	0.796	3.116	12.757	0.131	5.755	5.792	19.955	0.681	1.913	4.3	10.802
Bacteria;Actinomycetota;Actinomycetes;Micrococcales	order				0.0	0.0	12.878	0.0	0.0	2.42	0.021	0.0	0.879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207	0.0	0.586	0.199	0.529	5.885	0.348	1.604	0.463	0.012	1.215	1.187	7.449	7.738	0.195	0.139	2.847	0.864	0.259	0.53	0.862	0.0	0.0	0.071	0.499	0.883	0.958	3.859	0.107	0.733	0.366	0.0	3.479	0.597	0.635	0.087	0.421	3.406	0.351	0.243	0.0	1.144	1.011	0.239	0.783	7.8	7.239	2.367	0.059	0.218	0.247	0.602	0.043	0.31	0.228	0.107	0.362	0.751	0.084	1.601	0.038	0.413	6.45	0.258	1.253	3.671	7.333	0.0	0.672	0.371	0.52	0.0	0.221	2.514	0.0	0.393	0.0	0.0	8.118	0.079	0.0	0.979	0.0	0.747	0.28	0.0	0.0	0.012	0.989	0.053	0.978	0.196	0.445	1.636	6.027	2.815	1.878	0.377	0.0	0.461	0.0	1.288	4.075	0.986	0.0	2.457	0.64	0.031	3.497	0.13	2.138	0.211	0.04	0.843	0.155	1.353	0.022	1.306	1.643	6.919	0.798	0.051	0.367	1.329	1.168	1.398	0.24	1.377	1.686	0.257	4.42	2.503	1.216	0.608	5.057	0.512	0.558	1.124	0.113	2.951	0.328	0.513	0.796	1.204	1.061	0.832	4.109	1.28	0.0	1.639	0.092	1.258	0.968	0.124	0.341	0.886
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales	order				17.594	5.074	50.271	24.828	3.092	4.403	91.386	20.13	27.758	31.117	12.729	14.435	22.497	1.834	13.195	15.402	0.0	6.01	10.786	37.395	48.375	41.949	77.846	56.133	33.515	73.838	42.187	69.764	90.256	35.05	25.354	35.045	87.159	1.148	20.202	8.841	85.022	68.218	54.364	61.077	12.593	90.355	47.152	36.544	21.533	62.147	40.475	40.795	6.614	26.555	53.098	73.467	45.919	81.877	54.997	42.035	38.467	80.507	84.332	41.402	67.603	69.173	54.022	55.231	66.387	65.376	1.397	70.897	66.845	43.734	27.525	7.217	8.785	20.374	1.673	40.687	6.34	10.46	78.965	87.326	17.341	5.273	67.876	30.098	67.576	91.675	82.083	40.572	71.541	36.756	86.915	43.645	51.011	23.107	73.865	49.628	21.604	70.517	18.977	72.548	18.618	48.631	83.707	6.443	1.936	2.561	33.478	10.833	36.139	3.776	62.82	20.88	2.048	35.704	53.979	34.349	79.084	29.508	15.748	24.765	24.468	54.086	74.924	55.752	11.588	16.667	64.77	83.381	22.822	76.406	2.275	3.896	60.936	13.73	92.739	29.21	74.559	46.176	41.488	22.162	72.995	9.174	37.079	50.369	62.241	53.616	64.628	49.465	27.095	28.056	42.789	52.767	27.463	34.24	67.178	62.81	70.119	44.154	78.252	44.868	43.094	8.49	48.425	67.656	1.468	25.149	7.608	42.206	13.897	56.494	92.975	13.601	77.59	58.036
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales	order				0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.042	0.0	0.0	0.0	0.0	0.816	0.0	0.111	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.0	0.0	0.145	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.046	0.053	0.0	0.012	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.604	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.188	0.0	0.169	0.0	0.137	0.0	2.039	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.165	0.0	1.115	0.0	0.906	0.0	1.221	0.283	0.0	0.0	0.0	0.0	0.0	0.122	0.7	0.0	0.0	0.0	0.0	0.229	0.0	0.0	0.023	0.0	0.0	0.112	0.0	0.0
