Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015295-LAF	S700015908-LAF	S700016092-LAF	S700016174-LAF	S700016339-LAF	S700016658-LAF	S700016758-LAF	S700023273-LAF	S700023537-LAF	S700023584-LAF	S700023627-LAF	S700023794-LAF	S700023851-LAF	S700024260-LAF	S700024312-LAF	S700024515-LAF	S700024609-LAF	S700024705-LAF	S700024758-LAF	S700024872-LAF	S700024924-LAF	S700024972-LAF	S700032276-LAF	S700032370-LAF	S700032462-LAF	S700032976-LAF	S700033185-LAF	S700033250-LAF	S700033609-LAF	S700033781-LAF	S700034075-LAF	S700034132-LAF	S700034220-LAF	S700035208-LAF	S700035629-LAF	S700037022-LAF	S700037048-LAF	S700037278-LAF	S700037383-LAF	S700037431-LAF	S700037474-LAF	S700037840-LAF	S700037922-LAF	S700038027-LAF	S700038098-LAF	S700038152-LAF	S700038360-LAF	S700038572-LAF	S700038620-LAF	S700038728-LAF	S700038972-LAF	S700095404-LAF	S700095461-LAF	S700095518-LAF	S700095575-LAF	S700095701-LAF	S700095768-LAF	S700095882-LAF	S700097228-LAF	S700097742-LAF	S700099053-LAF	S700099339-LAF	S700099940-LAF	S700100591-LAF	S700100651-LAF	S700101127-LAF	S700101185-LAF	S700101566-LAF	S700101948-LAF	S700102293-LAF	S700102464-LAF	S700102639-LAF	S700102899-LAF	S700103581-LAF	S700103647-LAF	S700105802-LAF	S700105898-LAF	S700106689-LAF	S700106924-LAF	S700107429-LAF	S700107540-LAF	S700107597-LAF	S700107810-LAF	S700108149-LAF	S700108272-LAF	S700108947-LAF	S700109224-LAF	S700109557-LAF	S700109675-LAF	S700109975-LAF	S700110800-LAF	S700111210-LAF	S700111799-LAF	S700112806-LAF	S700113099-LAF	S700113150-LAF	S700113529-LAF	S700113568-LAF	S700113642-LAF	S700113670-LAF	S700113795-LAF	S700113846-LAF	S700114043-LAF	S700114185-LAF	S700114240-LAF	S700114293-LAF	S700114413-LAF	S700114641-LAF	S700114675-LAF	S700114723-LAF	S700114773-LAF	S700114878-LAF	S700114927-LAF	S700114983-LAF	S700116102-LAF	S700116384-LAF	S700116953-LAF	S700117631-LAF	S700117854-LAF	S700118464-LAF	S700119216-LAF	S700119616-LAF	S700119790-LAF	S700120091-LAF	S700122398-LAF	S700163705-LAF	S700163760-LAF	S700163914-LAF	S700164185-LAF	S700164275-LAF	S700164345-LAF	S700164493-LAF	S700164761-LAF	S700164818-LAF	S700164858-LAF	S700165040-LAF	S700165138-LAF	S700165402-LAF	S700171060-LAF	S700171519-LAF	S700171567-LAF	S700171828-LAF	S700172056-LAF	S700173066-LAF	S700173476-LAF
Bacteria;Fusobacteriota;Fusobacteriia	class				0.0	2.107	0.0	0.824	20.081	0.32	0.327	3.54	2.535	4.812	4.139	4.483	4.386	2.006	3.665	0.0	0.0	0.441	0.0	5.56	0.851	0.442	0.505	0.0	6.324	1.176	9.125	1.6	0.0	0.513	0.256	0.204	0.238	0.163	0.0	4.619	0.018	5.493	1.966	1.979	1.962	0.0	0.022	3.676	0.5	0.983	1.456	0.171	0.247	0.0	0.194	0.0	0.0	0.835	0.656	1.678	0.0	0.592	0.815	3.591	0.632	0.07	1.079	6.046	0.36	0.085	0.523	0.0	0.0	0.0	1.891	0.115	2.109	6.151	0.739	22.972	17.507	0.0	0.192	0.302	0.046	0.0	0.545	1.764	0.837	2.973	0.0	0.077	2.133	0.998	0.416	0.518	6.307	0.549	11.127	17.72	0.109	1.348	0.053	5.257	1.111	1.985	0.357	30.945	2.349	3.74	0.0	5.382	16.178	19.221	37.831	6.203	4.454	3.35	0.111	0.297	0.11	0.116	0.116	0.345	0.0	0.0	2.148	0.246	0.0	0.0	0.614	0.0	0.0	0.0	0.109	0.231	0.0	0.617	0.308	0.507	0.212	0.658	0.0	0.0	0.0	0.114	0.1	0.55	3.096
Bacteria;Pseudomonadota;Alphaproteobacteria	class				0.0	0.0	15.358	1.876	0.0	0.367	8.521	12.453	3.283	5.388	4.104	3.748	2.319	3.366	1.038	0.701	0.18	0.343	2.484	0.438	0.532	0.371	0.303	0.0	1.447	0.143	6.009	0.376	4.36	2.088	0.0	0.0	0.149	0.0	1.464	3.775	0.16	1.711	1.966	2.396	2.791	0.0	0.088	1.003	1.701	1.531	2.478	0.154	0.198	0.792	0.116	0.0	0.086	0.035	0.364	0.0	0.962	0.0	0.343	0.0	0.103	2.659	0.0	0.226	0.144	0.014	0.85	0.062	0.12	0.017	0.077	0.0	0.218	0.817	0.035	1.281	4.186	0.915	0.307	0.151	0.184	0.243	0.636	0.573	1.116	1.045	0.242	0.0	0.848	0.05	0.0	0.0	0.219	0.073	0.0	0.067	0.181	0.0	0.16	0.0	0.053	33.995	1.127	0.057	0.503	0.616	0.085	0.108	0.0	0.0	0.08	0.124	0.04	5.801	5.407	4.674	0.876	1.194	0.553	7.104	0.0	0.645	3.084	0.0	0.086	1.25	5.866	0.0	1.475	1.132	0.655	0.692	1.478	4.554	3.323	0.676	1.027	0.658	0.0	3.893	0.204	0.057	0.0	0.35	0.774
Bacteria;Pseudomonadota;Betaproteobacteria	class				0.049	0.0	9.046	0.796	19.633	0.024	0.481	55.626	58.813	59.47	53.928	61.261	39.801	9.45	2.4	28.204	0.382	0.416	5.176	3.415	2.163	0.407	0.168	1.996	3.055	0.249	6.899	1.106	0.27	1.218	1.281	0.299	1.697	0.081	0.195	5.24	0.106	10.066	0.749	1.354	1.433	0.992	0.376	3.154	4.035	19.549	0.971	1.593	11.177	0.868	1.396	0.168	0.0	0.765	0.364	0.599	2.766	3.469	0.343	1.457	1.513	0.0	0.498	2.132	0.719	0.1	1.112	1.848	0.519	0.116	12.312	3.187	5.429	1.763	0.106	4.526	0.0	1.201	0.461	0.454	19.256	0.0	0.364	5.247	0.558	6.809	0.302	0.051	2.903	1.497	0.519	0.394	1.276	1.646	12.207	20.766	0.362	1.966	0.107	3.406	1.561	2.481	13.995	3.14	54.362	2.112	0.043	6.929	7.788	17.226	7.317	1.985	4.348	8.088	1.505	0.445	2.191	0.077	0.102	0.839	0.491	6.452	5.507	1.618	0.0	4.375	1.16	0.73	0.737	2.09	4.765	0.384	6.122	3.936	4.492	2.449	0.39	1.042	0.015	0.913	0.317	0.0	0.731	0.55	1.238
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	11.773	6.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria	class				0.639	2.107	4.698	1.762	14.49	1.379	25.428	2.149	0.058	3.784	0.912	2.872	3.048	7.896	0.843	0.974	1.189	0.882	2.174	6.392	6.525	0.124	1.179	0.175	5.466	2.458	0.371	1.858	17.245	2.976	0.341	1.591	1.31	1.059	6.736	2.483	0.106	5.822	3.839	5.417	2.905	0.519	0.133	1.462	3.691	3.127	2.095	1.016	0.198	0.566	24.312	0.695	1.421	1.044	3.207	4.074	0.0	1.015	2.79	2.764	1.689	8.607	31.867	4.616	4.351	1.137	3.401	0.345	0.499	1.356	2.239	0.976	22.976	7.011	0.088	3.501	3.806	2.746	0.729	3.427	1.654	2.184	1.818	6.614	4.372	3.588	1.331	0.333	4.317	0.748	1.974	0.542	2.151	3.584	0.591	4.413	81.551	10.506	4.96	44.817	7.595	2.978	7.204	16.1	0.503	5.279	0.0	17.981	8.992	21.868	3.659	12.531	8.908	4.085	1.115	0.445	18.51	0.077	0.233	3.601	0.0	1.29	8.315	0.809	0.0	0.625	3.411	1.062	1.622	0.754	1.455	3.268	1.689	39.465	21.538	1.436	0.956	3.127	0.031	4.086	0.272	1.653	0.831	10.845	0.929
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales	order				0.0	0.421	0.0	0.0	4.07	0.083	0.0	0.506	0.0	0.0	0.386	0.946	1.204	1.424	2.043	0.467	0.022	0.0	0.0	3.109	0.603	0.371	0.472	0.245	0.161	0.285	6.157	3.599	0.077	0.0	0.057	0.421	0.119	0.733	0.0	1.316	0.089	2.401	1.124	2.188	1.509	0.0	0.066	2.172	0.345	0.0	1.048	0.537	0.0	0.189	0.0	0.0	0.043	0.0	0.583	0.599	1.022	2.623	0.815	0.901	0.617	1.33	0.415	0.702	0.324	0.043	1.046	0.209	0.08	0.0	0.772	0.603	0.654	1.376	0.282	1.025	0.476	2.288	0.307	0.454	0.368	0.121	0.545	1.058	1.628	0.646	0.484	0.103	1.208	0.923	0.156	0.394	1.641	3.328	15.162	4.122	0.109	7.135	0.0	4.633	2.355	0.0	0.302	7.308	1.51	2.156	0.021	15.335	2.602	5.697	14.687	2.481	11.036	1.389	1.338	0.074	0.548	0.116	0.437	0.444	0.0	0.0	2.588	0.598	0.151	1.562	0.0	0.995	0.0	0.071	0.255	0.692	1.478	1.376	2.769	1.774	0.212	0.439	0.07	0.336	0.0	0.057	0.033	1.799	9.133
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales	order				0.0	0.0	4.698	0.142	2.549	0.006	0.0	0.0	0.0	0.0	0.035	0.736	0.0	0.0	3.276	0.351	0.0	0.073	0.0	0.175	0.0	0.0	0.0	0.0	0.536	0.036	2.151	0.024	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.223	0.0	0.559	0.562	0.0	0.0	0.0	0.0	0.042	0.056	0.193	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.018	0.0	0.0	0.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993	0.11	0.0	0.0	0.836	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.245	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales	order				0.016	4.215	0.0	0.028	0.0	0.45	1.423	1.201	0.0	0.162	5.507	0.0	1.754	1.942	14.499	2.961	0.382	1.714	2.899	16.025	43.05	1.45	1.011	1.821	5.573	13.288	0.0	35.239	10.031	1.813	43.625	10.875	1.221	1.384	12.594	43.879	4.544	15.592	2.903	13.542	7.846	6.846	6.257	13.638	25.378	11.104	3.602	11.22	6.083	5.092	7.949	4.065	3.811	9.534	10.131	33.793	8.96	1.184	11.974	5.243	25.808	16.235	22.573	2.459	9.493	2.033	3.139	3.055	4.271	0.893	6.021	2.383	8.628	7.011	3.625	0.0	35.109	2.86	14.818	2.722	43.888	21.723	7.455	6.526	27.907	10.655	37.992	10.023	12.744	5.064	14.286	1.923	2.552	9.656	11.351	0.0	0.109	0.0	0.0	7.426	8.574	4.218	3.959	0.0	13.087	12.802	0.15	0.09	0.0	0.096	0.027	0.62	15.251	6.046	58.751	5.638	9.31	0.27	5.257	3.749	4.617	18.71	6.498	0.95	3.328	4.062	2.183	7.498	12.537	0.387	3.71	12.072	4.504	12.799	8.062	28.463	33.18	3.62	0.039	54.915	3.872	1.71	0.299	24.788	16.718
Bacteria;Actinomycetota;Actinomycetes;Micrococcales	order				0.213	0.527	0.0	0.0	0.0	0.0	0.0	0.0	1.267	0.0	0.0	0.0	0.0	0.0	1.265	0.195	0.022	0.612	0.0	0.482	0.496	0.23	0.0	0.0	0.965	0.214	0.0	1.67	0.154	0.0	0.0	0.394	0.06	0.0	0.0	0.894	0.053	0.822	1.779	0.729	0.717	0.0	0.022	0.084	1.078	4.432	0.537	0.171	0.0	0.0	0.039	0.0	0.0	0.07	0.146	0.0	0.0	0.0	0.0	0.421	0.25	0.63	0.0	0.326	0.575	0.043	0.916	0.234	0.519	0.017	0.077	0.488	0.582	1.333	0.088	0.0	0.856	0.0	1.075	0.454	0.23	0.0	0.0	0.97	1.302	0.0	0.242	0.0	0.591	0.15	0.104	0.246	0.583	0.439	5.645	3.024	0.109	7.978	0.0	10.764	1.032	0.248	0.44	0.285	0.056	3.388	0.0	17.207	0.136	0.48	0.159	1.551	16.314	0.899	0.167	0.0	0.0	0.077	0.073	0.395	0.0	0.0	0.826	0.211	0.022	0.0	0.0	1.526	0.295	0.0	0.0	1.077	3.026	0.399	1.292	0.253	0.035	0.384	0.0	0.264	0.068	0.0	0.1	0.05	1.703
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales	order				4.64	48.051	0.0	0.057	0.0	92.477	3.443	1.011	4.147	7.497	7.927	6.935	11.686	47.055	51.67	52.63	23.048	87.901	16.253	29.291	33.723	95.438	86.759	92.644	13.023	74.777	7.715	38.603	33.758	80.635	42.573	45.691	18.642	76.873	62.057	10.33	94.231	11.809	76.124	51.979	49.491	87.063	92.019	62.385	44.297	42.965	77.976	74.959	80.02	81.969	62.699	91.112	77.606	79.61	67.201	20.971	42.453	33.587	44.12	72.281	49.618	29.321	20.996	37.356	61.776	92.735	3.793	89.369	90.918	96.379	39.637	51.048	40.184	48.731	93.435	4.27	25.309	68.593	75.317	86.24	21.186	66.505	75.273	34.877	41.721	47.253	48.881	84.03	49.743	8.331	54.649	6.138	14.874	47.513	16.12	0.0	0.072	0.169	1.653	1.794	68.404	33.747	69.123	0.029	18.512	36.032	0.128	0.072	0.311	0.096	0.159	5.273	0.199	47.549	26.366	85.237	27.711	2.388	60.055	12.728	90.472	36.129	46.916	7.562	92.048	26.562	14.461	77.372	61.431	60.893	34.522	67.897	34.624	19.694	19.323	49.916	51.7	41.964	99.737	8.988	51.653	16.705	3.291	51.774	54.025
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales	order				0.0	0.527	0.0	0.0	0.0	0.006	0.058	0.0	0.0	0.0	0.0	0.0	0.699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.288	0.0	0.0	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.528	0.0	0.0	0.0	0.0	1.455	0.0	0.0	0.768	0.0	0.0	0.0	0.562	1.227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	order				0.0	2.213	0.0	0.0	0.0	0.006	0.231	2.086	0.0	0.793	0.018	1.786	4.103	2.006	2.076	1.597	0.0	0.735	0.932	3.415	0.142	0.0	0.0	0.0	1.447	0.428	0.0	0.329	0.039	0.0	0.114	0.313	0.447	0.081	0.586	0.819	0.0	0.0	1.03	0.0	0.264	0.0	0.0	0.125	0.0	0.774	0.077	0.049	0.0	0.566	0.0	0.0	0.0	0.418	0.948	0.24	0.06	0.423	0.129	0.601	0.867	0.21	0.83	3.864	0.0	0.071	0.0	0.111	0.0	0.0	4.979	0.258	0.921	3.14	0.0	1.11	0.571	0.114	0.0	0.454	0.0	0.0	0.545	0.353	0.93	0.916	0.302	0.026	0.976	0.574	0.0	0.567	0.766	0.658	3.668	18.548	0.0	3.596	0.0	4.11	0.344	0.496	0.137	25.264	0.895	4.927	0.0	0.45	37.677	19.701	11.294	30.893	1.463	0.0	0.0	0.148	0.0	0.039	0.044	0.395	0.0	0.0	0.165	0.739	0.0	1.25	0.0	0.0	0.0	0.0	0.073	0.038	0.563	0.566	0.0	0.338	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.35	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales	order				0.0	0.316	0.0	0.0	0.0	0.0	0.346	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.306	0.0	0.124	0.0	0.0	5.145	0.0	0.0	3.646	0.0	0.0	0.0	0.911	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.377	0.094	0.0	0.647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.148	0.0	0.0	0.06	0.0	0.858	3.005	0.382	1.12	0.083	1.43	0.0	0.0	0.065	0.185	0.0	0.0	0.463	0.0	0.46	1.032	0.053	0.0	0.0	0.0	0.461	0.0	0.092	0.0	0.818	0.309	0.14	0.56	0.0	0.051	1.156	0.15	0.0	0.246	0.911	0.183	18.749	8.042	0.906	0.787	0.0	3.293	3.096	0.248	0.0	4.71	0.168	0.792	0.0	4.446	9.555	2.628	3.552	4.653	23.162	2.533	0.0	0.0	0.0	0.0	0.015	0.148	0.0	0.0	0.716	0.035	0.0	0.0	0.682	0.066	0.0	0.0	0.036	0.192	0.07	0.013	0.0	0.338	0.035	0.165	0.008	0.0	0.0	0.0	0.0	0.15	0.774
Bacteria;Bacillota;Bacilli;Caryophanales	order				0.394	0.211	7.153	4.859	0.0	0.018	0.0	2.149	0.173	4.956	1.245	2.732	2.186	0.906	1.979	1.247	0.0	1.127	0.0	3.371	0.851	0.195	0.64	0.035	3.591	0.819	6.083	0.47	0.193	0.678	0.171	0.258	0.268	2.769	4.133	2.086	0.124	3.75	1.779	2.188	0.679	1.228	0.265	1.253	0.522	3.239	1.048	0.382	0.346	0.943	0.271	0.084	0.538	0.035	2.478	2.457	0.722	0.0	1.03	0.706	2.438	0.56	0.498	1.154	0.036	0.1	2.551	0.086	0.04	0.083	0.039	1.78	1.406	1.548	0.106	0.427	0.476	0.0	0.345	0.605	0.368	7.282	0.364	1.146	1.674	0.765	1.27	0.051	2.595	0.224	3.688	1.972	0.182	1.5	0.183	2.554	0.181	37.809	0.053	2.26	0.026	0.744	0.302	0.914	0.503	2.024	0.0	0.162	0.602	1.669	0.981	2.109	1.582	2.206	0.0	0.223	0.0	0.039	0.277	0.937	0.0	0.0	0.551	0.106	0.022	14.062	0.819	0.332	0.664	0.092	0.036	0.538	1.056	0.064	0.923	1.267	0.248	2.139	0.0	0.096	0.023	0.0	0.0	0.4	3.87
Bacteria;Bacillota;Bacilli;Lactobacillales	order				0.148	0.843	0.0	0.0	0.0	0.041	0.173	0.0	0.0	0.018	0.298	0.0	11.374	2.783	0.13	1.441	7.81	0.857	6.832	9.37	0.851	0.23	2.257	0.63	6.324	1.603	0.0	3.082	2.739	2.408	0.0	0.68	0.715	1.221	0.0	6.556	0.106	7.434	0.187	0.0	11.015	0.331	0.066	2.381	1.412	0.709	0.869	7.976	0.198	2.226	0.078	0.779	0.452	1.809	0.0	3.535	0.0	1.777	1.116	0.691	5.993	2.239	1.577	2.659	0.755	0.412	1.831	1.22	1.457	0.099	1.814	2.354	8.119	4.688	0.246	1.11	1.808	3.661	0.806	1.562	0.827	0.121	1.545	28.968	6.558	2.047	1.391	0.487	10.432	69.668	0.364	3.574	2.698	3.548	4.3	3.853	14.57	18.933	0.64	8.743	2.382	2.233	0.275	1.113	5.089	10.295	0.107	10.115	0.466	3.031	0.451	9.491	11.169	3.922	0.056	0.445	0.876	0.077	0.102	7.351	0.0	1.935	3.194	0.422	0.065	0.0	0.75	2.787	0.442	0.265	0.073	2.461	16.256	1.788	6.831	2.449	0.248	18.705	0.0	6.032	0.0	0.057	0.266	1.049	1.084
Bacteria;Bacillota;Clostridia;Eubacteriales	order				0.623	0.843	0.0	1.591	0.0	0.071	0.0	1.391	2.247	1.928	1.157	1.926	0.0	0.906	1.816	0.0	0.022	0.245	2.899	1.226	0.0	0.212	0.472	0.0	0.0	0.677	0.0	0.0	0.733	0.0	4.382	0.136	0.476	0.489	0.228	0.695	0.035	1.612	0.843	0.521	0.792	0.378	0.088	2.757	8.526	0.757	1.559	0.447	0.495	0.604	2.133	0.274	0.797	0.348	0.0	0.18	0.0	1.692	1.545	0.0	0.72	0.91	4.066	0.376	0.18	0.014	3.793	0.468	0.619	0.066	0.0	0.172	3.757	0.989	0.229	0.0	0.0	5.606	0.614	0.454	1.654	0.243	0.273	4.409	0.884	0.883	3.146	2.538	3.957	0.524	0.312	0.025	0.146	0.475	0.0	0.0	0.0	0.056	0.96	0.0	0.0	0.993	0.385	0.0	0.056	2.728	4.72	0.0	0.019	0.038	0.027	0.0	0.0	0.49	0.167	0.371	0.329	3.159	0.087	0.395	0.0	0.645	0.0	0.317	0.281	0.0	0.0	0.0	0.0	0.428	0.0	0.192	5.982	0.36	0.308	0.0	0.921	0.439	0.0	1.971	0.159	0.684	0.565	0.15	2.012
Bacteria;Bacillota;Negativicutes;Selenomonadales	order				0.246	0.0	4.839	2.785	0.0	0.024	0.077	0.0	0.0	0.126	1.456	0.736	0.773	0.0	1.103	0.0	0.0	0.0	1.656	0.613	0.0	0.0	0.0	0.0	0.0	0.0	3.709	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.559	0.468	0.0	0.0	0.189	0.044	0.021	0.478	0.0	1.482	0.008	0.0	0.075	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.744	0.0	0.0	0.0	0.0	0.091	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.02	0.157	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.086	0.0	0.0	0.0	0.0	0.505	0.288	8.616	5.025	0.08	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales	order				0.328	0.527	0.0	1.932	0.0	0.089	0.539	0.0	0.0	2.036	0.0	0.0	0.758	3.366	1.006	0.0	0.0	0.563	0.0	1.62	0.957	0.141	0.034	0.0	2.251	0.321	8.605	1.153	0.193	0.439	0.256	0.707	0.0	1.14	1.041	3.899	0.071	3.651	2.247	1.875	1.811	0.142	0.0	0.815	0.278	1.499	1.737	0.626	0.297	0.0	0.0	0.042	0.0	0.278	0.948	1.258	0.06	1.354	2.232	4.928	2.482	0.98	1.328	2.183	2.589	0.0	2.224	0.074	0.14	0.066	0.386	0.546	3.32	2.882	0.616	7.344	3.33	0.0	0.038	0.454	0.414	0.243	1.364	0.882	1.674	1.498	0.181	0.282	1.079	1.621	0.052	1.676	2.88	1.134	0.876	16.599	1.522	5.056	0.053	3.497	0.662	2.481	0.0	9.963	2.013	6.027	0.0	21.652	15.11	7.884	11.002	16.191	1.901	3.105	0.279	0.0	1.424	0.0	0.073	1.529	0.0	0.0	2.423	1.055	0.065	0.0	0.205	0.0	0.0	0.041	0.109	1.73	4.082	1.338	0.062	0.845	0.106	1.042	0.023	0.336	0.0	0.0	0.0	0.25	1.393
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales	order				0.0	2.107	0.0	0.824	20.081	0.32	0.327	3.54	2.535	4.812	4.139	4.483	4.386	2.006	3.665	0.0	0.0	0.441	0.0	5.56	0.851	0.442	0.505	0.0	6.324	1.176	9.125	1.6	0.0	0.513	0.256	0.204	0.238	0.163	0.0	4.619	0.018	5.493	1.966	1.979	1.962	0.0	0.022	3.676	0.5	0.983	1.456	0.171	0.247	0.0	0.194	0.0	0.0	0.835	0.656	1.678	0.0	0.592	0.815	3.591	0.632	0.07	1.079	6.046	0.36	0.085	0.523	0.0	0.0	0.0	1.891	0.115	2.109	6.151	0.739	22.972	17.507	0.0	0.192	0.302	0.046	0.0	0.545	1.764	0.837	2.973	0.0	0.077	2.133	0.998	0.416	0.518	6.307	0.549	11.127	17.72	0.109	1.348	0.053	5.257	1.111	1.985	0.357	30.945	2.349	3.74	0.0	5.382	16.178	19.221	37.831	6.203	4.454	3.35	0.111	0.297	0.11	0.116	0.116	0.345	0.0	0.0	2.148	0.246	0.0	0.0	0.614	0.0	0.0	0.0	0.109	0.231	0.0	0.617	0.308	0.507	0.212	0.658	0.0	0.0	0.0	0.114	0.1	0.55	3.096
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales	order				0.0	0.0	9.818	0.0	0.0	0.0	0.038	6.321	0.0	3.604	0.807	2.487	0.253	2.977	0.0	0.662	0.0	0.0	0.0	0.438	0.532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.228	2.458	0.018	0.197	0.0	1.146	0.0	0.0	0.0	0.585	1.012	0.0	0.255	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.196	0.0	0.114	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.744	0.0	0.029	0.056	0.0	0.021	0.018	0.0	0.0	0.0	0.0	0.027	0.0	0.056	0.223	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.312	0.955	0.0	0.0	0.173	0.036	0.038	0.422	0.0	0.185	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155
