Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014994-SUBP	S700015286-SUBP	S700015662-SUBP	S700016077-SUBP	S700016168-SUBP	S700016333-SUBP	S700016374-SUBP	S700016590-SUBP	S700016948-SUBP	S700021912-SUBP	S700023021-SUBP	S700023078-SUBP	S700023208-SUBP	S700023259-SUBP	S700023331-SUBP	S700023418-SUBP	S700023475-SUBP	S700023529-SUBP	S700023576-SUBP	S700023690-SUBP	S700023786-SUBP	S700023843-SUBP	S700023900-SUBP	S700023966-SUBP	S700024023-SUBP	S700024064-SUBP	S700024127-SUBP	S700024185-SUBP	S700024231-SUBP	S700024290-SUBP	S700024338-SUBP	S700024377-SUBP	S700024443-SUBP	S700024490-SUBP	S700024539-SUBP	S700024586-SUBP	S700024635-SUBP	S700024671-SUBP	S700024731-SUBP	S700024788-SUBP	S700024825-SUBP	S700024902-SUBP	S700024946-SUBP	S700024996-SUBP	S700033020-SUBP	S700033179-SUBP	S700033477-SUBP	S700033775-SUBP	S700037220-SUBP	S700037468-SUBP	S700037580-SUBP	S700037732-SUBP	S700038051-SUBP	S700038247-SUBP	S700038384-SUBP	S700038470-SUBP	S700038518-SUBP	S700038566-SUBP	S700038614-SUBP	S700038722-SUBP	S700038781-SUBP	S700038938-SUBP	S700038998-SUBP	S700095398-SUBP	S700095455-SUBP	S700097279-SUBP	S700097339-SUBP	S700097676-SUBP	S700098315-SUBP	S700098407-SUBP	S700099047-SUBP	S700099107-SUBP	S700099635-SUBP	S700099791-SUBP	S700100275-SUBP	S700101683-SUBP	S700102287-SUBP	S700102633-SUBP	S700102950-SUBP	S700103261-SUBP	S700103325-SUBP	S700103466-SUBP	S700103535-SUBP	S700103605-SUBP	S700103692-SUBP	S700105085-SUBP	S700105201-SUBP	S700105304-SUBP	S700105354-SUBP	S700105392-SUBP	S700105437-SUBP	S700105512-SUBP	S700105610-SUBP	S700105666-SUBP	S700105705-SUBP	S700105759-SUBP	S700105828-SUBP	S700105876-SUBP	S700105924-SUBP	S700106038-SUBP	S700106113-SUBP	S700106380-SUBP	S700106540-SUBP	S700106599-SUBP	S700106635-SUBP	S700106683-SUBP	S700106743-SUBP	S700106857-SUBP	S700106896-SUBP	S700106916-SUBP	S700106966-SUBP	S700107234-SUBP	S700113007-SUBP	S700113055-SUBP	S700113091-SUBP	S700113138-SUBP	S700113523-SUBP	S700113598-SUBP	S700113636-SUBP	S700113694-SUBP	S700113838-SUBP	S700113952-SUBP	S700114037-SUBP	S700114088-SUBP	S700114145-SUBP	S700114209-SUBP	S700114266-SUBP	S700114323-SUBP	S700114407-SUBP	S700114478-SUBP	S700114537-SUBP	S700114578-SUBP	S700114635-SUBP	S700114699-SUBP	S700114747-SUBP	S700114797-SUBP	S700114854-SUBP	S700114902-SUBP	S700114959-SUBP	S700116237-SUBP	S700116324-SUBP	S700116378-SUBP	S700116588-SUBP	S700116639-SUBP	S700116798-SUBP	S700116858-SUBP	S700117020-SUBP	S700117680-SUBP	S700117737-SUBP	S700117848-SUBP	S700117974-SUBP
Bacteria;Mycoplasmatota	phylum				0.486	0.0	0.02	0.502	0.0	0.158	0.414	0.691	0.0	0.0	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.159	0.0	0.0	0.118	0.0	0.0	0.0	0.912	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.023	0.0	0.145	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.012	0.101	0.0	0.05	0.0	0.0	0.116	0.0	0.0	0.0	0.039	0.003	0.177	0.0	0.0	0.0	0.019	0.0	0.0	0.015	0.0	0.442	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.238	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.856	0.0	0.0	0.0	0.0	0.0	0.02	0.031	0.0	0.0	0.0	0.044	0.0	0.064	0.0	0.0	0.0	0.03	0.0	0.0	0.122	0.032	0.0	0.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.028	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1]	class				0.007	0.034	0.224	0.0	0.0	0.084	0.118	1.266	0.026	0.0	0.0	0.035	0.146	0.195	0.846	0.0	0.009	0.282	0.29	0.0	1.294	0.516	0.0	0.0	0.477	0.0	0.018	0.0	0.0	1.179	0.135	0.026	0.848	0.483	0.453	0.487	0.0	0.0	0.027	0.04	0.287	0.0	0.066	0.483	0.0	0.459	0.149	0.59	0.178	0.012	0.028	0.0	1.52	0.436	0.143	0.007	0.0	0.462	0.369	0.106	0.0	0.062	0.0	0.0	0.074	0.441	0.989	0.0	0.621	0.0	0.025	0.0	0.0	0.553	1.812	0.13	0.88	0.101	0.044	0.212	0.0	1.539	0.022	0.033	0.053	0.0	0.041	0.0	0.117	0.027	0.0	0.0	0.077	0.0	0.136	0.0	0.058	0.14	0.107	0.522	1.321	0.02	0.329	0.0	1.162	0.446	0.115	0.196	0.123	0.0	0.0	0.031	0.0	0.014	0.0	0.762	0.014	1.642	0.015	0.049	0.066	0.105	0.187	0.246	0.57	0.022	0.0	0.0	0.415	0.036	0.0	0.0	0.836	0.214	0.129	0.0	0.058	0.0	0.0	0.047	0.251	0.437	0.091	0.0	0.098	0.853	0.428	0.104	0.37	1.466	0.081
Bacteria;Actinomycetota;Actinomycetes	class				3.261	17.634	30.522	20.892	35.365	23.857	16.424	11.817	23.952	23.021	3.126	14.229	30.838	33.278	13.181	54.827	32.854	20.451	23.756	40.665	11.954	29.228	25.952	30.356	6.768	40.359	32.656	28.913	24.543	35.012	30.644	15.645	32.94	31.527	23.963	19.985	49.813	25.586	13.379	8.862	46.854	39.763	22.956	27.672	16.33	16.192	14.123	41.78	15.887	39.55	10.274	54.554	14.629	16.483	42.619	22.422	40.639	17.989	15.529	5.321	57.931	26.937	42.436	18.261	18.175	7.399	1.521	14.934	14.594	18.001	23.665	1.896	21.94	17.387	11.619	2.483	22.579	9.886	25.697	16.73	43.854	8.561	46.233	15.341	2.639	56.998	35.641	13.718	40.967	0.009	17.171	18.631	10.547	0.0	8.223	16.016	50.938	33.206	32.003	6.217	14.4	0.083	29.498	10.485	0.0	25.434	26.138	6.405	21.451	21.146	40.791	1.925	51.142	38.242	47.748	7.568	47.248	10.781	38.59	17.571	9.887	21.775	12.252	0.006	0.257	30.944	21.883	12.469	11.982	34.473	41.433	40.55	11.847	33.028	35.612	16.272	29.571	31.238	27.283	48.53	17.57	24.496	13.539	14.827	25.64	20.76	31.69	12.468	37.519	12.547	23.077
Bacteria;Actinomycetota;Coriobacteriia	class				0.293	0.0	0.061	0.04	0.808	0.211	0.059	0.096	0.204	0.0	0.207	0.015	0.0	0.39	0.02	0.0	0.037	0.012	0.0	0.0	0.132	0.0	0.132	0.074	0.027	0.0	0.018	0.0	0.04	0.038	0.025	0.0	0.0	0.064	0.0	0.012	0.045	0.084	0.082	0.171	0.0	0.0	0.0	0.023	0.306	0.322	0.017	0.0	0.0	0.0	0.019	0.0	0.0	0.011	0.02	0.165	0.0	0.188	0.148	0.363	0.368	0.041	0.014	0.033	0.0	0.061	0.0	0.119	0.149	0.0	0.074	1.491	0.398	0.151	0.066	0.208	0.047	0.0	0.177	0.028	0.0	0.0	0.0	0.174	0.0	0.007	0.152	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.238	0.0	1.382	0.0	0.021	0.07	0.178	0.0	0.0	3.78	0.0	0.0	0.026	0.181	0.0	0.0	0.015	0.031	0.017	0.0	0.119	1.016	0.0	0.02	0.108	0.0	0.381	0.0	0.0	0.0	0.0	0.065	0.007	0.025	0.168	0.09	0.079	0.0	0.113	0.016	0.129	0.0	0.19	0.0	0.032	0.196	0.0	0.122	0.0	0.019	0.335	0.267	0.029	0.117	0.057	0.051	0.162
Bacteria;Bacteroidota;Bacteroidia	class				34.396	7.092	11.468	16.633	15.594	15.387	17.675	13.198	12.807	1.154	1.511	11.243	6.759	7.664	5.487	0.02	7.425	9.393	3.715	0.272	12.498	9.65	8.299	6.614	15.116	0.05	3.208	0.854	7.866	1.627	15.66	15.318	8.901	11.347	8.822	6.098	0.396	5.437	7.567	3.582	0.447	0.373	2.274	7.653	8.507	22.592	19.785	7.122	18.344	3.597	24.642	1.623	9.681	15.692	3.787	0.726	2.257	6.849	15.935	20.496	0.216	9.407	0.172	9.666	14.649	23.325	21.952	9.582	18.789	3.271	4.698	17.094	9.302	8.945	11.172	23.804	3.35	17.364	3.518	2.091	3.27	19.381	0.26	7.476	21.016	0.628	5.68	13.164	1.34	3.424	1.868	3.224	11.601	13.306	26.524	0.808	7.668	15.769	1.137	15.517	2.765	12.565	0.838	26.213	9.708	8.12	7.349	14.941	4.609	0.051	0.46	32.488	0.542	1.895	1.152	13.049	0.478	12.889	0.787	4.975	21.759	6.517	22.22	42.236	16.324	8.969	0.721	34.083	19.862	12.835	3.124	4.597	17.087	4.477	9.874	4.33	8.543	5.718	14.832	6.339	14.547	4.714	4.27	22.723	16.067	16.273	8.462	12.338	9.209	14.159	14.629
Bacteria;Bacteroidota;Flavobacteriia	class				1.99	14.196	6.335	1.386	9.128	8.163	10.035	8.345	8.742	1.695	0.186	8.388	10.171	6.327	10.177	5.676	10.56	7.715	15.15	9.555	16.115	8.081	1.188	8.711	12.474	15.932	0.937	2.762	13.252	15.36	2.604	14.744	12.132	11.4	13.114	11.656	3.994	15.013	4.414	15.618	11.418	11.687	20.529	16.824	0.786	6.025	5.679	9.623	9.647	5.8	1.632	2.931	9.374	8.58	11.24	2.488	15.045	5.202	10.181	7.371	0.757	11.438	1.25	12.742	8.409	4.079	6.489	14.528	9.804	17.373	10.88	0.608	9.853	6.332	15.452	9.399	18.853	4.918	23.341	9.24	5.305	15.806	5.921	10.125	7.133	5.148	7.877	17.407	6.818	38.548	9.451	8.761	11.511	3.73	3.047	6.393	0.989	11.391	5.856	18.077	15.077	22.74	15.81	0.0	32.726	4.928	6.442	11.749	8.087	18.606	2.62	0.397	5.67	2.33	9.086	2.523	8.084	14.49	5.2	4.644	8.073	5.331	10.144	6.589	22.813	9.584	3.61	1.624	9.609	6.607	3.676	13.519	9.468	17.776	12.697	17.82	13.362	4.967	4.947	5.378	13.892	9.866	9.71	2.178	6.248	5.788	5.565	17.54	8.962	13.954	14.318
Bacteria;Bacillota;Bacilli	class				2.243	12.129	10.928	12.736	13.624	4.499	5.984	12.219	7.311	53.11	87.601	25.378	22.008	8.389	22.902	14.453	10.588	6.65	17.757	17.365	7.749	8.231	14.183	12.151	8.008	19.943	34.994	48.78	6.639	11.888	10.685	4.528	10.199	7.382	6.807	11.457	22.616	12.498	28.965	19.621	15.698	16.453	11.128	6.228	46.15	9.493	8.129	10.289	9.33	12.576	17.868	10.514	17.245	5.655	22.053	10.959	18.121	10.215	14.644	11.629	26.618	6.817	18.69	6.589	19.63	5.562	7.959	12.664	7.942	18.498	4.278	0.984	13.097	13.744	3.072	2.21	16.455	13.333	19.215	28.918	23.774	4.899	22.483	18.511	13.258	8.563	17.04	13.588	27.098	39.687	38.613	40.664	11.756	49.839	8.512	47.174	14.884	6.529	35.103	6.287	13.445	10.833	11.303	12.411	7.088	13.735	16.577	10.214	17.38	13.247	40.285	5.257	21.164	29.201	19.152	27.731	21.193	2.624	22.018	22.228	5.285	12.615	5.028	4.323	7.353	6.811	32.049	10.07	4.884	8.443	14.216	6.788	1.945	11.106	2.508	22.168	9.638	29.911	27.494	8.104	14.113	9.951	25.239	14.581	2.912	7.811	16.807	5.631	12.879	7.426	9.069
Bacteria;Bacillota;Clostridia	class				2.995	1.782	2.098	3.094	1.6	3.422	3.036	1.42	0.409	1.983	0.31	1.934	1.52	2.885	0.541	0.0	1.503	1.898	0.596	0.0	1.147	3.396	1.415	1.122	2.737	0.0	0.122	0.246	0.507	0.256	1.891	2.518	0.954	1.141	1.204	0.745	1.143	0.806	1.426	0.158	0.032	0.324	1.968	1.609	1.295	2.19	1.97	1.212	1.149	0.333	2.406	0.242	1.711	1.571	0.224	0.755	1.27	0.838	1.107	4.449	0.108	3.398	0.158	1.773	0.814	2.291	2.535	0.502	0.521	0.288	2.547	1.867	0.214	1.583	0.499	1.196	0.911	4.74	0.365	0.442	0.327	4.908	0.108	1.06	2.853	0.635	1.617	1.351	0.233	0.765	0.623	1.382	2.65	7.75	3.473	0.0	1.848	1.515	0.182	2.978	1.255	1.658	0.403	7.24	3.667	4.181	1.866	1.724	0.707	0.026	0.153	1.284	0.108	0.632	0.609	1.307	0.082	1.439	0.185	1.703	3.261	3.769	3.623	2.893	3.529	2.569	0.083	1.874	3.322	0.594	0.505	0.488	1.061	1.179	0.846	0.49	0.686	0.025	1.522	0.364	1.935	0.79	0.821	4.298	1.279	3.678	1.047	1.635	1.451	1.452	1.309
Bacteria;Bacillota;Erysipelotrichia	class				0.06	0.0	0.173	0.0	0.135	0.032	0.02	0.0	0.0	0.0	0.021	0.075	0.049	0.293	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.109	0.0	0.018	0.0	0.0	0.0	0.012	0.0	0.0	0.052	0.012	0.006	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.023	0.124	0.122	0.281	0.0	0.02	0.0	0.792	0.0	0.0	0.08	0.0	0.014	0.0	0.014	0.0	0.359	0.0	0.0	0.0	0.067	0.321	0.0	0.025	0.0	0.0	0.026	0.0	0.101	0.0	0.0	0.053	0.065	0.07	0.0	0.011	0.009	0.0	0.088	0.0	0.066	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.068	0.0	0.087	0.0	0.0	0.035	0.0	0.0	0.0	1.427	0.0	0.0	0.153	0.188	0.0	0.0	0.0	0.031	0.0	0.112	0.0	0.054	0.0	0.02	0.0	0.0	0.145	0.0	0.055	0.0	0.0	0.0	0.0	0.25	0.049	0.018	0.0	0.007	0.032	0.058	0.014	0.114	0.117	0.0	0.0	0.009	0.076	0.0	0.0	0.019	0.02	0.051	0.015	0.104	0.057	0.058	0.0
Bacteria;Bacillota;Negativicutes	class				6.343	0.799	2.597	7.433	11.89	8.068	4.919	2.82	11.299	1.28	1.532	2.223	2.911	6.759	2.543	0.117	6.875	2.265	0.613	1.707	4.896	0.494	22.501	13.982	2.587	0.062	1.604	2.917	6.106	0.717	0.663	6.172	2.318	1.473	4.649	10.547	0.928	10.502	2.344	4.359	6.276	1.832	1.246	1.563	6.127	5.168	3.46	3.9	2.853	17.054	1.377	17.03	5.522	2.546	0.367	4.681	0.384	11.732	1.549	10.89	11.448	8.392	1.566	2.809	1.677	5.905	1.648	13.955	4.765	29.984	14.07	11.666	6.242	13.894	7.549	13.222	3.489	4.233	3.772	5.094	5.716	2.591	1.429	19.364	6.042	10.887	11.885	9.682	1.923	0.8	16.0	2.188	14.637	5.957	10.266	7.268	8.235	5.167	6.221	2.543	4.574	18.641	0.901	19.08	0.173	1.602	3.183	15.784	2.799	2.437	0.153	4.462	4.795	2.232	7.166	27.623	1.256	2.695	1.08	3.676	7.941	4.956	4.292	3.959	3.116	13.017	3.964	5.472	5.052	5.923	16.725	1.185	11.606	2.218	2.035	3.692	8.922	4.917	2.0	8.524	3.046	11.677	5.865	1.401	20.051	3.931	7.917	5.747	2.086	5.653	5.762
Bacteria;Fusobacteriota;Fusobacteriia	class				28.679	10.347	21.194	30.112	2.998	17.689	16.985	13.505	16.769	12.133	1.718	18.639	5.935	12.598	5.432	0.195	12.32	12.368	7.055	3.724	18.144	13.733	8.374	15.768	20.319	0.486	2.271	1.337	19.304	4.842	11.766	24.922	6.781	5.001	12.995	4.343	11.381	4.126	6.772	4.069	1.693	5.414	13.511	11.17	3.675	17.938	22.517	13.49	9.727	3.739	15.264	2.689	8.277	17.24	3.604	4.185	2.357	6.574	18.185	19.314	0.13	22.296	1.552	28.161	19.014	17.837	24.664	8.268	23.256	6.986	24.135	27.052	13.739	25.804	18.616	31.929	12.615	28.948	3.407	3.344	3.488	15.699	0.996	14.041	21.916	4.289	9.522	9.024	1.573	8.423	5.641	2.638	13.17	11.012	29.401	0.0	5.951	11.366	1.877	15.691	4.707	21.885	4.146	11.198	22.688	14.193	5.726	16.988	7.625	2.169	0.889	38.661	1.368	3.257	6.172	1.996	1.27	18.847	1.312	19.287	22.246	30.275	13.525	27.084	24.347	13.33	2.377	23.638	19.901	20.828	2.73	7.478	16.219	10.289	11.135	4.908	14.968	7.171	10.298	8.235	15.438	10.984	9.041	23.783	12.938	16.258	9.163	17.112	15.08	15.18	14.103
Bacteria;Pseudomonadota;Betaproteobacteria	class				3.215	31.064	4.389	1.627	2.745	1.7	8.281	4.757	4.064	1.028	2.422	7.251	12.451	8.682	27.668	20.012	5.592	25.582	21.609	21.903	7.293	13.583	5.168	3.927	8.797	20.304	18.367	9.828	14.371	18.819	11.054	7.737	18.98	17.123	17.358	22.28	2.817	18.369	28.047	36.042	13.302	9.353	16.572	11.354	3.005	4.647	6.126	5.855	23.019	12.778	16.726	6.516	20.621	14.969	5.864	50.741	17.452	32.568	8.152	4.241	0.39	0.995	1.178	6.054	7.004	9.09	4.233	7.551	5.51	1.099	4.748	0.695	8.843	2.663	22.227	1.456	6.001	5.475	14.204	26.117	10.997	14.063	15.848	7.6	7.194	11.268	5.252	5.473	17.774	1.37	4.009	20.735	12.733	2.795	1.158	10.969	3.201	10.538	11.379	3.361	36.438	4.519	30.219	0.856	0.016	18.952	25.78	6.646	31.744	37.711	11.079	0.336	10.465	17.956	3.868	1.688	12.481	11.784	27.403	20.659	6.561	2.658	12.702	7.532	7.886	6.001	26.298	0.825	13.999	4.5	9.246	16.982	8.294	14.338	13.944	18.572	3.402	6.219	2.267	5.611	10.96	15.759	21.82	1.458	4.496	4.032	13.733	10.444	4.107	11.35	6.707
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				4.659	1.439	3.463	2.792	2.391	2.904	2.277	2.359	4.346	2.29	0.31	4.859	1.957	2.55	0.556	0.02	3.786	1.347	0.648	0.737	8.087	2.214	1.735	4.178	4.453	0.05	0.098	0.739	1.586	1.358	1.707	4.345	1.616	2.364	2.122	2.447	0.634	4.367	0.973	0.527	0.271	0.34	3.279	3.999	0.902	3.177	1.722	1.038	2.516	0.869	0.151	1.042	0.835	5.116	0.529	0.518	1.02	1.257	4.094	3.825	0.757	3.025	0.115	1.94	1.825	1.678	5.83	3.369	3.276	0.733	2.646	2.287	1.102	5.075	3.151	6.097	6.38	4.918	1.571	2.174	0.218	3.662	0.552	2.856	5.698	0.956	1.161	3.845	0.233	4.821	5.553	1.068	3.087	2.093	2.673	0.0	1.571	1.718	0.912	6.966	1.432	5.437	0.361	1.997	14.282	4.265	1.24	4.907	1.037	0.345	0.797	1.436	0.909	0.646	0.437	4.755	0.273	6.039	0.386	1.519	2.722	6.097	1.713	0.996	5.699	2.99	0.416	3.023	1.493	1.62	2.098	0.582	4.565	1.74	2.479	0.507	2.979	0.434	3.627	1.046	0.99	4.156	0.562	7.726	5.5	3.302	1.165	4.113	3.158	7.149	4.049
Bacteria;Pseudomonadota;Gammaproteobacteria	class				0.193	2.398	0.356	0.02	0.101	0.074	0.325	0.94	0.46	0.721	0.973	2.113	1.957	0.599	3.289	0.195	0.119	0.331	1.994	0.414	0.235	1.182	0.717	0.03	0.558	0.909	2.302	1.736	0.28	1.755	0.246	0.326	1.285	0.734	0.787	1.731	0.079	0.217	0.672	2.252	0.782	0.308	0.743	0.506	10.821	0.345	1.573	0.208	0.436	0.441	1.962	0.048	4.78	0.379	0.183	1.079	0.652	1.185	0.443	0.235	0.108	0.311	0.043	1.271	2.836	5.513	8.771	10.8	3.351	2.041	1.36	1.867	0.949	0.176	1.877	0.26	2.996	0.583	0.155	0.636	0.545	0.029	1.548	0.091	0.061	0.232	0.138	0.286	0.175	0.027	0.0	0.084	0.077	0.022	0.068	0.0	0.131	0.127	2.263	0.157	0.144	0.023	0.604	0.0	0.0	0.157	0.588	0.143	0.123	0.51	0.398	7.977	2.126	1.895	0.609	2.613	4.506	1.419	0.031	1.556	1.762	0.766	0.077	0.006	0.0	0.421	1.996	0.125	0.87	0.162	3.455	0.697	0.241	0.552	0.502	8.897	0.336	6.536	0.243	0.364	1.295	0.474	4.741	1.913	0.128	1.38	0.722	0.688	0.579	0.496	0.715
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1]	class				5.324	0.468	2.149	1.065	2.038	4.7	1.686	1.822	6.825	0.198	0.021	1.435	0.825	2.536	0.566	0.02	5.014	6.123	1.517	2.625	4.97	1.44	7.695	0.635	3.255	0.012	0.367	0.0	2.093	0.128	0.933	0.6	0.49	1.025	3.946	0.0	3.349	0.0	2.042	2.12	0.016	0.535	0.962	2.275	0.72	4.433	8.46	1.344	2.595	0.06	1.226	0.509	0.795	1.686	2.912	0.201	0.15	2.687	0.516	6.18	0.714	5.118	28.315	6.722	3.576	1.041	4.284	2.485	3.822	0.209	5.49	29.078	11.873	1.608	0.315	4.316	3.055	1.521	2.356	0.249	0.993	4.188	0.844	0.861	2.7	0.022	2.142	10.687	0.117	0.116	0.311	0.293	3.383	1.381	5.039	0.0	2.168	1.235	0.129	9.544	3.142	1.033	0.032	3.816	6.56	1.06	0.754	8.716	2.846	0.013	0.49	0.153	0.058	1.011	1.086	6.679	0.178	1.611	0.432	0.074	5.022	1.261	4.15	1.095	1.333	3.195	4.587	1.999	4.528	1.296	1.31	0.366	7.33	0.445	1.189	0.079	5.111	0.008	0.575	1.737	2.056	2.345	0.608	0.909	0.797	8.353	1.607	6.668	1.508	5.551	2.78
Bacteria;Spirochaetota;Spirochaetia	class				3.953	0.057	2.118	1.004	0.0	7.762	5.333	11.702	0.946	1.334	0.0	0.842	0.437	5.741	0.01	0.02	1.063	2.829	0.0	0.0	1.926	0.752	0.868	0.399	2.056	0.0	0.0	0.0	0.053	0.013	4.028	0.404	0.106	0.786	0.93	0.0	0.057	0.036	0.398	0.0	0.0	0.0	0.372	2.597	0.961	3.208	1.507	0.131	0.555	0.0	1.009	0.048	0.012	2.925	0.163	0.014	0.0	1.069	2.545	4.555	0.0	0.207	0.0	0.635	0.099	11.65	2.484	0.0	1.539	0.0	0.173	2.822	0.0	1.281	0.158	2.418	0.579	1.622	0.011	0.378	0.0	1.081	0.0	0.215	5.477	0.0	0.29	0.563	0.0	0.667	0.0	0.136	1.531	0.0	0.0	0.0	0.422	0.076	0.0	3.971	0.0	0.02	0.011	0.178	0.626	0.518	0.562	0.339	0.0	0.0	0.0	3.392	0.0	0.084	0.119	0.073	0.0	0.203	0.216	0.037	4.036	0.736	1.295	1.494	1.838	0.011	0.0	1.749	1.532	0.432	0.032	0.086	4.742	0.338	1.72	0.184	0.321	0.0	2.226	0.383	0.076	1.58	0.319	3.692	0.58	3.237	0.029	3.684	0.436	0.365	1.08
Bacteria;Synergistota;Synergistia	class				0.459	0.0	0.275	0.342	0.0	0.137	0.739	1.496	0.026	0.0	0.0	0.02	0.226	0.028	0.0	0.0	0.0	1.041	0.0	0.0	0.323	1.762	0.189	0.0	0.981	0.0	0.0	0.0	0.0	0.0	2.911	0.026	0.0	0.274	0.393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175	0.873	0.102	0.375	0.927	0.0	0.079	0.0	0.066	0.048	0.006	1.239	0.02	0.0	0.0	0.0	2.435	0.04	0.0	0.021	0.0	0.033	0.666	0.098	0.203	0.0	0.05	0.0	0.049	0.014	0.0	0.327	0.0	0.208	0.025	1.926	0.0	0.0	0.0	0.0	0.0	0.041	1.396	0.0	0.0	0.009	0.0	0.0	0.0	0.042	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.244	0.0	0.013	0.0	0.0	0.0	0.145	0.0	0.008	0.0	0.0	0.0	1.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.132	0.035	0.11	0.0	0.0	2.199	0.712	0.306	0.0	0.0	1.27	0.445	0.043	0.0	0.0	0.0	0.008	0.0	0.076	0.0	0.061	0.265	0.0	1.684	0.0	0.052	0.047	0.029	0.0
Bacteria;Mycoplasmatota;Mollicutes	class				0.486	0.0	0.02	0.502	0.0	0.158	0.414	0.691	0.0	0.0	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.159	0.0	0.0	0.118	0.0	0.0	0.0	0.912	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.023	0.0	0.145	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.012	0.101	0.0	0.05	0.0	0.0	0.116	0.0	0.0	0.0	0.039	0.003	0.177	0.0	0.0	0.0	0.019	0.0	0.0	0.015	0.0	0.442	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.238	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.856	0.0	0.0	0.0	0.0	0.0	0.02	0.031	0.0	0.0	0.0	0.044	0.0	0.064	0.0	0.0	0.0	0.03	0.0	0.0	0.122	0.032	0.0	0.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.028	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Absconditabacterales	order				0.007	0.0	0.173	0.0	0.0	0.084	0.02	0.058	0.026	0.0	0.0	0.035	0.146	0.014	0.786	0.0	0.0	0.024	0.29	0.0	1.235	0.258	0.0	0.0	0.082	0.0	0.018	0.0	0.0	1.179	0.111	0.026	0.397	0.477	0.143	0.0	0.0	0.0	0.027	0.04	0.0	0.0	0.0	0.046	0.0	0.452	0.132	0.098	0.119	0.0	0.028	0.0	1.259	0.344	0.143	0.007	0.0	0.462	0.037	0.106	0.0	0.062	0.0	0.0	0.0	0.441	0.634	0.0	0.0	0.0	0.025	0.0	0.0	0.05	0.0	0.104	0.242	0.101	0.0	0.212	0.0	1.51	0.022	0.033	0.053	0.0	0.014	0.0	0.117	0.018	0.0	0.0	0.013	0.0	0.136	0.0	0.0	0.14	0.107	0.418	1.199	0.0	0.297	0.0	0.791	0.446	0.115	0.023	0.047	0.0	0.0	0.031	0.0	0.0	0.0	0.672	0.014	1.449	0.015	0.049	0.0	0.105	0.187	0.234	0.506	0.0	0.0	0.0	0.049	0.036	0.0	0.0	0.595	0.016	0.1	0.0	0.029	0.0	0.0	0.028	0.122	0.0	0.091	0.0	0.039	0.578	0.088	0.0	0.171	0.7	0.0
