Taxonomy	Rank	HMT	Notes	Max	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;elongata	species	HMT-598		1.229	0.058	0.0	0.164	0.106	50.676	0.11	0.0	0.141	0.685	50.676	0.017	0.0	0.059	0.061	22.973	0.027	0.0	0.066	0.082	31.757	0.0	0.0	0.0	0.0	0.0	0.861	0.0	1.915	1.78	79.054	1.229	0.009	2.738	1.529	89.865	0.215	0.0	0.431	0.608	70.946	0.017	0.0	0.046	0.047	32.432	0.018	0.0	0.043	0.07	26.351
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flava	species	HMT-609	Reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one-fourth to each taxon.; 	1.078	0.383	0.0	1.146	0.794	86.486	0.196	0.0	0.399	0.557	81.757	0.115	0.0	0.186	0.325	57.432	0.091	0.0	0.117	0.309	66.892	0.0	0.0	0.0	0.0	0.0	0.633	0.0	1.375	1.147	85.811	1.078	0.009	3.057	1.515	93.243	0.422	0.0	1.057	0.581	87.162	0.025	0.0	0.068	0.05	58.784	0.069	0.0	0.188	0.14	65.541
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flavescens	species	HMT-610	Reads equally close to N. flavescens, N. perflava, and N. subflava were assigned one-third to each taxon.; 	3.409	0.571	0.019	1.396	0.736	94.595	1.492	0.06	3.537	1.818	95.946	0.087	0.0	0.28	0.189	58.108	1.594	0.023	5.078	2.048	94.595	0.0	0.0	0.0	0.0	0.699	0.223	0.0	0.738	0.472	64.865	0.332	0.0	1.1	0.591	77.027	1.409	0.092	3.692	1.647	97.297	3.409	0.06	8.972	3.784	95.946	1.712	0.026	4.48	2.376	95.946
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;forsythia	species	HMT-613		0.271	0.006	0.0	0.019	0.019	14.189	0.001	0.0	0.0	0.008	2.703	0.0	0.0	0.0	0.003	1.351	0.092	0.0	0.15	0.354	25.676	0.0	0.0	0.0	0.0	0.0	0.271	0.0	0.754	0.736	35.135	0.034	0.0	0.081	0.133	19.595	0.034	0.0	0.108	0.087	33.784	0.003	0.0	0.0	0.016	6.757	0.015	0.0	0.046	0.051	16.216
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;gerencseriae	species	HMT-618		0.151	0.005	0.0	0.0	0.02	9.459	0.002	0.0	0.0	0.019	3.378	0.005	0.0	0.0	0.056	0.676	0.001	0.0	0.0	0.004	2.027	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.441	0.308	62.162	0.088	0.0	0.175	0.284	48.649	0.001	0.0	0.0	0.008	3.378	0.001	0.0	0.0	0.005	2.027	0.002	0.0	0.0	0.011	4.73
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;gingivalis	species	HMT-619		0.228	0.015	0.0	0.0	0.084	5.405	0.005	0.0	0.0	0.044	4.054	0.0	0.0	0.0	0.004	0.676	0.066	0.0	0.0	0.396	4.73	0.0	0.0	0.0	0.002	0.699	0.228	0.0	0.0	1.318	5.405	0.041	0.0	0.0	0.316	4.054	0.039	0.0	0.0	0.266	6.757	0.001	0.0	0.0	0.007	2.703	0.02	0.0	0.0	0.166	9.459
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;gordonii	species	HMT-622	Reads equally close to S. gordonii and S. sp. HMT 056 were assigned half to each taxon.; 	0.377	0.204	0.0	0.488	0.369	84.459	0.051	0.0	0.111	0.117	60.811	0.109	0.0	0.178	0.353	40.541	0.029	0.0	0.052	0.131	43.243	0.0	0.0	0.0	0.002	1.399	0.263	0.0	0.731	0.514	80.405	0.377	0.0	0.936	0.553	87.838	0.055	0.0	0.138	0.084	69.595	0.01	0.0	0.025	0.031	27.703	0.021	0.0	0.048	0.056	43.919
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;gracilis	species	HMT-623		0.519	0.022	0.0	0.064	0.056	27.027	0.004	0.0	0.0	0.019	8.108	0.013	0.0	0.0	0.09	8.108	0.018	0.0	0.025	0.086	14.865	0.0	0.0	0.0	0.003	1.399	0.519	0.0	1.336	0.606	79.73	0.327	0.0	0.857	0.565	69.595	0.042	0.0	0.107	0.079	39.189	0.0	0.0	0.0	0.002	3.378	0.005	0.0	0.0	0.037	5.405
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;haemolysans clade-626	species	HMT-626	Reads equally close to G. haemolysans, G. morbillorum, and G. sanguinis were assigned one-third to each taxon.; 	1.76	1.76	0.234	4.049	1.784	99.324	0.827	0.171	1.623	0.914	99.324	0.881	0.095	1.912	0.888	99.324	0.515	0.054	1.069	0.673	97.973	0.0	0.0	0.0	0.001	1.399	0.152	0.01	0.274	0.266	90.541	0.151	0.008	0.258	0.306	90.541	0.205	0.043	0.4	0.16	96.622	0.237	0.021	0.502	0.245	97.297	0.599	0.053	1.545	0.676	97.297
Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;hominis	species	HMT-633		0.304	0.016	0.0	0.036	0.06	20.27	0.004	0.0	0.006	0.016	10.135	0.007	0.0	0.0	0.066	4.73	0.005	0.0	0.0	0.037	6.081	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.61	0.44	64.189	0.304	0.0	0.865	0.476	67.568	0.012	0.0	0.046	0.03	20.946	0.002	0.0	0.0	0.008	7.432	0.005	0.0	0.0	0.026	8.108
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade-638	species	HMT-638	Reads equally close to S. infantis clade 638, S. oralis subsp. dentisani clade 058, and S. sp. HMT 061 and 074 were assigned one-fourth to each taxon.; Reads equally close to S. agalactiae, S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. pyogenes, S. sanguinis, and S. sp. HMT 061 and 074 were assigned one-fifth each to S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. sanguinis, and S. sp. HMT 061 and 074.; Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	5.005	4.921	1.174	10.773	3.796	100.0	5.005	0.962	10.996	4.093	100.0	4.401	0.132	10.327	4.519	99.324	2.001	0.21	4.054	2.395	100.0	0.001	0.0	0.003	0.005	12.587	0.314	0.007	0.642	0.678	92.568	0.357	0.012	0.649	0.984	93.243	1.103	0.299	2.091	0.778	100.0	1.292	0.38	2.606	0.942	100.0	2.417	0.341	5.742	2.651	100.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;infelix	species	HMT-639	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;influenzae	species	HMT-641	Reads equally close to H. aegyptius, H. influenzae, and H. sp. HMT 259 were assigned one-third to each taxon.; 	0.087	0.0	0.0	0.0	0.002	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.676	0.006	0.0	0.016	0.022	15.541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.001	1.351	0.002	0.0	0.0	0.008	8.784	0.0	0.0	0.0	0.001	2.027	0.087	0.0	0.002	0.96	10.811
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;intermedia	species	HMT-643		0.729	0.042	0.0	0.134	0.117	22.973	0.026	0.0	0.08	0.077	22.297	0.003	0.0	0.0	0.037	2.027	0.66	0.0	0.684	2.375	26.351	0.0	0.0	0.0	0.0	0.0	0.729	0.0	2.863	2.113	31.757	0.293	0.0	0.55	1.143	27.027	0.15	0.0	0.441	0.378	33.784	0.01	0.0	0.013	0.042	11.486	0.298	0.0	0.141	1.753	24.324
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;intermedius	species	HMT-644	Reads equally close to S. constellatus and S. intermedius were assigned to S. intermedius.; 	0.657	0.037	0.0	0.11	0.077	47.973	0.033	0.0	0.099	0.067	45.27	0.04	0.0	0.031	0.247	17.568	0.257	0.0	0.498	0.753	60.811	0.0	0.0	0.0	0.001	1.399	0.657	0.027	1.5	0.861	91.216	0.175	0.0	0.411	0.298	81.081	0.05	0.0	0.111	0.123	53.378	0.007	0.0	0.031	0.019	19.595	0.067	0.0	0.123	0.274	39.189
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;lecithinolyticum	species	HMT-653		0.235	0.003	0.0	0.0	0.012	8.108	0.001	0.0	0.0	0.007	4.054	0.0	0.0	0.0	0.001	0.676	0.023	0.0	0.048	0.111	16.216	0.0	0.0	0.0	0.0	0.0	0.235	0.0	0.784	0.623	35.135	0.016	0.0	0.043	0.056	14.189	0.018	0.0	0.072	0.038	27.703	0.001	0.0	0.0	0.004	1.351	0.005	0.0	0.0	0.024	7.432
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;loescheii	species	HMT-658	Reads equally close to P. loescheii and P. sp. HMT 472 were assigned half to each taxon.; 	0.261	0.027	0.0	0.04	0.195	19.595	0.012	0.0	0.01	0.093	12.162	0.023	0.0	0.0	0.227	7.432	0.01	0.0	0.002	0.059	10.135	0.0	0.0	0.0	0.0	0.0	0.261	0.0	0.866	0.501	43.243	0.192	0.0	0.632	0.435	42.568	0.029	0.0	0.086	0.069	31.757	0.001	0.0	0.0	0.006	4.054	0.004	0.0	0.0	0.02	8.108
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;maltophilia	species	HMT-663		0.127	0.016	0.0	0.0	0.182	1.351	0.072	0.0	0.0	0.661	5.405	0.0	0.0	0.0	0.003	0.676	0.002	0.0	0.0	0.013	3.378	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.035	2.703	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.046	2.703	0.0	0.0	0.0	0.003	0.676	0.127	0.0	0.0	1.217	4.054
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;maltophilum	species	HMT-664	Reads equally close to T. maltophilum and T. sp. HMT 260 were assigned half to each taxon.; 	0.091	0.003	0.0	0.0	0.017	9.459	0.001	0.0	0.0	0.004	4.73	0.0	0.0	0.0	0.002	2.027	0.012	0.0	0.036	0.042	18.243	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.208	0.207	49.324	0.032	0.0	0.076	0.093	31.081	0.006	0.0	0.021	0.015	26.351	0.0	0.0	0.0	0.002	3.378	0.003	0.0	0.002	0.012	10.135
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;matruchotii	species	HMT-666		10.324	0.26	0.0	0.609	0.732	62.162	0.156	0.0	0.249	0.876	59.459	0.263	0.0	0.101	2.296	22.973	0.142	0.0	0.134	0.999	41.892	0.0	0.0	0.0	0.002	2.098	6.617	0.077	15.491	6.223	91.216	10.324	0.718	20.679	7.787	95.946	0.103	0.0	0.249	0.23	59.459	0.024	0.0	0.078	0.055	31.757	0.11	0.0	0.194	0.48	42.568
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;medium	species	HMT-667	Reads equally close to T. medium and T. sp. HMT 226, 230, 235, and 237 were assigned one-fifth to each taxon.; 	0.122	0.005	0.0	0.016	0.017	22.973	0.002	0.0	0.006	0.006	14.865	0.001	0.0	0.0	0.004	3.378	0.027	0.0	0.07	0.082	39.189	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.374	0.307	50.676	0.037	0.0	0.064	0.117	35.135	0.016	0.0	0.044	0.032	45.946	0.001	0.0	0.0	0.005	6.081	0.007	0.0	0.013	0.024	27.027
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;meyeri	species	HMT-671	Reads equally close to S. meyeri, S. odontolytica, S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were divided equally among taxa.; 	0.815	0.103	0.0	0.291	0.14	89.189	0.427	0.096	0.998	0.365	99.324	0.026	0.0	0.084	0.071	39.865	0.463	0.053	1.038	0.493	97.973	0.0	0.0	0.0	0.002	5.594	0.047	0.0	0.084	0.175	70.946	0.022	0.0	0.055	0.043	69.595	0.269	0.053	0.643	0.301	100.0	0.815	0.132	2.051	0.737	99.324	0.551	0.102	1.184	0.483	97.973
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mitis	species	HMT-677	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	0.767	4.71	1.496	100.0	1.036	0.249	2.263	0.882	100.0	2.381	0.634	4.596	1.657	100.0	0.617	0.044	1.597	0.841	100.0	0.0	0.0	0.001	0.002	11.888	0.467	0.076	0.96	0.412	100.0	0.67	0.17	1.337	0.5	100.0	0.299	0.084	0.565	0.249	100.0	0.104	0.012	0.214	0.131	97.973	0.638	0.046	1.589	0.938	100.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;mucilaginosa clade-681	species	HMT-681	Reads equally close to R. dentocariosa and R. mucilaginosa were assigned half to each taxon.; 	0.88	0.518	0.0	1.374	1.17	71.622	0.523	0.0	1.417	0.771	80.405	0.087	0.0	0.151	0.325	39.865	0.201	0.0	0.506	0.316	73.649	0.0	0.0	0.0	0.001	1.399	0.474	0.0	1.464	0.968	68.919	0.88	0.0	2.424	1.86	74.324	0.215	0.0	0.502	0.35	74.324	0.658	0.0	1.757	1.04	80.405	0.246	0.0	0.662	0.36	70.946
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;mucosa	species	HMT-682	Reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one-fourth to each taxon.; 	1.078	0.383	0.0	1.146	0.794	86.486	0.196	0.0	0.399	0.557	81.757	0.115	0.0	0.186	0.325	57.432	0.091	0.0	0.117	0.309	66.892	0.0	0.0	0.0	0.0	0.0	0.633	0.0	1.375	1.147	85.811	1.078	0.009	3.057	1.515	93.243	0.422	0.0	1.057	0.581	87.162	0.025	0.0	0.068	0.05	58.784	0.069	0.0	0.188	0.14	65.541
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella;muelleri	species	HMT-683	Reads equally close to S. muelleri and Kingella sp. HMT 459 were assigned half to each taxon.; 	1.24	0.021	0.0	0.056	0.048	37.162	1.24	0.0	3.25	4.379	41.892	0.021	0.0	0.013	0.12	13.514	0.022	0.0	0.023	0.172	20.946	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.439	0.369	55.405	0.272	0.0	0.703	0.694	66.216	0.027	0.0	0.076	0.062	35.135	0.002	0.0	0.0	0.012	9.459	0.03	0.0	0.041	0.198	22.973
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mutans	species	HMT-686		0.189	0.046	0.0	0.032	0.36	18.243	0.013	0.0	0.005	0.059	10.135	0.013	0.0	0.0	0.108	4.054	0.006	0.0	0.0	0.027	9.459	0.0	0.0	0.0	0.0	0.0	0.189	0.0	0.137	1.067	19.595	0.122	0.0	0.125	0.88	17.568	0.021	0.0	0.065	0.047	27.703	0.001	0.0	0.0	0.007	4.054	0.007	0.0	0.0	0.028	9.459
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;naviforme	species	HMT-689	Reads equally close to F. nucleatum subsp. naviforme and F. nucleatum subsp. vincentii were assigned half to each taxon.; 	2.559	0.129	0.0	0.227	0.482	71.622	0.046	0.0	0.135	0.091	56.757	0.062	0.0	0.076	0.394	41.216	0.467	0.0	0.79	1.715	74.324	0.0	0.0	0.0	0.0	0.0	2.559	0.048	6.435	3.163	97.973	0.742	0.01	1.893	0.984	91.216	0.21	0.0	0.51	0.256	86.486	0.022	0.0	0.07	0.04	48.649	0.143	0.0	0.134	1.089	62.838
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;necrophorum	species	HMT-690	Reads equally close to F. gonidiaformans and F. necrophorum were assigned half to each taxon.; 	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.676	0.0	0.0	0.0	0.004	1.351	0.05	0.0	0.0	0.327	9.459	0.0	0.0	0.0	0.001	0.699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.014	5.405	0.0	0.0	0.0	0.0	0.676	0.016	0.0	0.0	0.136	7.432
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	HMT-693		2.24	0.165	0.0	0.337	0.381	63.514	0.082	0.0	0.228	0.17	54.054	0.022	0.0	0.022	0.137	11.486	1.246	0.0	1.215	4.057	60.811	0.0	0.0	0.0	0.0	0.0	2.24	0.0	7.477	4.519	80.405	0.65	0.0	2.085	1.218	68.919	0.379	0.0	1.116	0.553	79.73	0.032	0.0	0.072	0.124	27.703	0.253	0.0	0.321	1.462	54.73
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum_sensu_stricto	species		combined from subspecies	1.519	0.203	0.013	0.452	0.353	97.297	0.043	0.0	0.113	0.054	79.054	0.338	0.0	1.131	0.608	87.838	0.12	0.004	0.225	0.291	90.541	0.0	0.0	0.0	0.0	1.399	1.481	0.106	3.633	1.347	98.649	1.519	0.124	3.547	1.331	99.324	0.227	0.021	0.52	0.23	93.243	0.048	0.0	0.09	0.112	85.135	0.069	0.0	0.13	0.154	84.459
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea	species	HMT-700	Reads equally close to C. ochraceae, C. sp. HMT 412, and C. sp. HMT 903 were assigned one-third to each taxon.; 	0.11	0.003	0.0	0.009	0.011	12.162	0.001	0.0	0.0	0.004	8.784	0.001	0.0	0.0	0.01	3.378	0.003	0.0	0.0	0.033	6.757	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.206	0.231	45.946	0.11	0.0	0.319	0.257	48.649	0.01	0.0	0.03	0.025	32.432	0.0	0.0	0.0	0.002	4.73	0.001	0.0	0.0	0.005	6.757
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;odontolytica	species	HMT-701	Reads equally close to S. meyeri, S. odontolytica, S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were divided equally among taxa.; 	0.815	0.103	0.0	0.291	0.14	89.189	0.427	0.096	0.998	0.365	99.324	0.026	0.0	0.084	0.071	39.865	0.463	0.053	1.038	0.493	97.973	0.0	0.0	0.0	0.002	5.594	0.047	0.0	0.084	0.175	70.946	0.022	0.0	0.055	0.043	69.595	0.269	0.053	0.643	0.301	100.0	0.815	0.132	2.051	0.737	99.324	0.551	0.102	1.184	0.483	97.973
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	HMT-706		0.512	0.04	0.0	0.107	0.129	27.703	0.023	0.0	0.049	0.075	24.324	0.018	0.0	0.019	0.122	12.162	0.004	0.0	0.019	0.013	12.838	0.0	0.0	0.0	0.0	0.0	0.416	0.0	0.889	1.188	58.108	0.512	0.0	1.378	1.069	66.216	0.051	0.0	0.117	0.134	43.919	0.005	0.0	0.011	0.021	12.838	0.007	0.0	0.029	0.02	14.865
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp. oralis	species	HMT-707	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	0.767	4.71	1.496	100.0	1.036	0.249	2.263	0.882	100.0	2.381	0.634	4.596	1.657	100.0	0.617	0.044	1.597	0.841	100.0	0.0	0.0	0.001	0.002	11.888	0.467	0.076	0.96	0.412	100.0	0.67	0.17	1.337	0.5	100.0	0.299	0.084	0.565	0.249	100.0	0.104	0.012	0.214	0.131	97.973	0.638	0.046	1.589	0.938	100.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pallens	species	HMT-714		1.614	0.203	0.0	0.495	0.476	67.568	1.033	0.0	2.194	1.438	88.514	0.044	0.0	0.099	0.137	33.108	0.959	0.0	2.181	1.483	89.189	0.0	0.0	0.0	0.002	1.399	0.045	0.0	0.024	0.248	14.189	0.036	0.0	0.055	0.201	17.568	1.614	0.076	3.719	1.919	94.595	0.893	0.0	2.022	1.197	89.189	1.566	0.039	3.569	2.029	91.216
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae	species	HMT-718		9.385	7.645	1.511	18.411	7.628	100.0	6.607	1.601	12.343	5.33	100.0	8.735	0.327	21.478	8.574	100.0	5.777	0.657	12.537	5.274	100.0	0.054	0.0	0.154	0.2	30.07	2.991	0.149	6.275	4.07	97.297	4.928	0.347	12.425	5.677	99.324	8.113	2.706	15.372	5.425	100.0	9.385	1.236	20.655	7.137	100.0	4.128	0.556	8.407	3.459	100.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;paraphrophilus	species	HMT-720		0.63	0.051	0.0	0.149	0.15	33.108	0.05	0.0	0.115	0.136	31.757	0.121	0.0	0.056	0.814	22.973	0.2	0.0	0.03	2.25	16.216	0.0	0.0	0.0	0.0	0.0	0.514	0.0	1.448	1.289	47.973	0.63	0.0	1.575	1.554	50.676	0.165	0.0	0.405	0.407	50.0	0.008	0.0	0.027	0.025	12.838	0.022	0.0	0.029	0.095	17.568
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade-721	species	HMT-721	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.015	0.416	0.203	99.324	0.495	0.094	1.05	0.445	100.0	0.032	0.0	0.099	0.071	56.081	0.419	0.077	0.936	0.384	97.973	0.001	0.0	0.003	0.004	16.084	0.049	0.0	0.119	0.089	79.054	0.073	0.0	0.159	0.112	86.486	0.311	0.057	0.667	0.326	100.0	0.849	0.184	1.746	0.737	100.0	0.476	0.107	1.016	0.395	99.324
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;parvula	species	HMT-723		0.634	0.073	0.0	0.22	0.132	59.459	0.375	0.0	0.894	0.483	83.108	0.014	0.0	0.029	0.059	13.514	0.302	0.0	0.802	0.362	82.432	0.001	0.0	0.0	0.004	2.098	0.075	0.0	0.121	0.323	35.135	0.02	0.0	0.066	0.055	27.027	0.491	0.054	1.11	0.537	92.568	0.634	0.0	1.504	0.716	89.189	0.584	0.047	1.413	0.586	93.919
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda;periodontii	species	HMT-726	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;peroris	species	HMT-728	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	0.767	4.71	1.496	100.0	1.036	0.249	2.263	0.882	100.0	2.381	0.634	4.596	1.657	100.0	0.617	0.044	1.597	0.841	100.0	0.0	0.0	0.001	0.002	11.888	0.467	0.076	0.96	0.412	100.0	0.67	0.17	1.337	0.5	100.0	0.299	0.084	0.565	0.249	100.0	0.104	0.012	0.214	0.131	97.973	0.638	0.046	1.589	0.938	100.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Arachnia;propionica	species	HMT-739	Reads equally close to A. propionica and A. rubra were assigned half to each taxon.; 	0.312	0.009	0.0	0.032	0.025	26.351	0.008	0.0	0.014	0.053	20.946	0.005	0.0	0.0	0.045	4.054	0.004	0.0	0.008	0.016	12.162	0.0	0.0	0.0	0.002	2.098	0.284	0.0	0.792	0.434	83.784	0.312	0.0	0.737	0.587	85.811	0.01	0.0	0.03	0.021	29.73	0.0	0.0	0.0	0.003	3.378	0.004	0.0	0.01	0.025	12.162
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;rectus	species	HMT-748	Reads equally close to C. rectus and C. showae were assigned half to each taxon.; 	0.174	0.013	0.0	0.051	0.026	34.459	0.014	0.0	0.042	0.031	31.757	0.078	0.0	0.146	0.262	35.135	0.063	0.0	0.17	0.155	60.135	0.0	0.0	0.0	0.0	0.0	0.174	0.0	0.496	0.27	70.946	0.164	0.0	0.433	0.274	75.0	0.108	0.0	0.342	0.176	66.892	0.014	0.0	0.023	0.059	27.703	0.034	0.0	0.083	0.085	39.865
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;rimae	species	HMT-750		0.104	0.01	0.0	0.049	0.026	17.568	0.008	0.0	0.032	0.024	16.892	0.001	0.0	0.0	0.005	1.351	0.104	0.0	0.093	0.566	27.027	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.135	0.181	33.784	0.018	0.0	0.046	0.058	18.243	0.031	0.0	0.107	0.054	40.541	0.003	0.0	0.0	0.012	10.135	0.009	0.0	0.021	0.033	13.514
