Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014991-SUPP	S700015283-SUPP	S700015659-SUPP	S700016075-SUPP	S700016166-SUPP	S700016331-SUPP	S700016372-SUPP	S700016588-SUPP	S700016646-SUPP	S700016946-SUPP	S700021856-SUPP	S700021910-SUPP	S700023019-SUPP	S700023076-SUPP	S700023206-SUPP	S700023257-SUPP	S700023329-SUPP	S700023416-SUPP	S700023473-SUPP	S700023527-SUPP	S700023574-SUPP	S700023688-SUPP	S700023784-SUPP	S700023841-SUPP	S700023898-SUPP	S700023964-SUPP	S700024021-SUPP	S700024062-SUPP	S700024125-SUPP	S700024183-SUPP	S700024229-SUPP	S700024288-SUPP	S700024336-SUPP	S700024375-SUPP	S700024441-SUPP	S700024488-SUPP	S700024537-SUPP	S700024584-SUPP	S700024633-SUPP	S700024669-SUPP	S700024729-SUPP	S700024786-SUPP	S700024823-SUPP	S700024900-SUPP	S700024944-SUPP	S700024994-SUPP	S700033017-SUPP	S700033176-SUPP	S700033473-SUPP	S700033773-SUPP	S700037070-SUPP	S700037218-SUPP	S700037466-SUPP	S700037578-SUPP	S700038049-SUPP	S700038245-SUPP	S700038382-SUPP	S700038468-SUPP	S700038516-SUPP	S700038564-SUPP	S700038612-SUPP	S700038720-SUPP	S700038779-SUPP	S700095396-SUPP	S700097277-SUPP	S700097337-SUPP	S700097674-SUPP	S700098313-SUPP	S700098978-SUPP	S700099045-SUPP	S700099105-SUPP	S700099633-SUPP	S700099789-SUPP	S700100273-SUPP	S700101681-SUPP	S700102285-SUPP	S700102631-SUPP	S700102948-SUPP	S700103259-SUPP	S700103323-SUPP	S700103464-SUPP	S700103533-SUPP	S700103603-SUPP	S700103690-SUPP	S700105083-SUPP	S700105142-SUPP	S700105199-SUPP	S700105256-SUPP	S700105302-SUPP	S700105390-SUPP	S700105435-SUPP	S700105510-SUPP	S700105608-SUPP	S700105664-SUPP	S700105703-SUPP	S700105826-SUPP	S700105874-SUPP	S700105922-SUPP	S700105954-SUPP	S700106036-SUPP	S700106111-SUPP	S700106378-SUPP	S700106538-SUPP	S700106597-SUPP	S700106633-SUPP	S700106681-SUPP	S700106741-SUPP	S700106855-SUPP	S700106894-SUPP	S700106918-SUPP	S700106964-SUPP	S700106997-SUPP	S700108328-SUPP	S700113005-SUPP	S700113053-SUPP	S700113089-SUPP	S700113136-SUPP	S700113521-SUPP	S700113596-SUPP	S700113634-SUPP	S700113692-SUPP	S700113836-SUPP	S700113950-SUPP	S700114035-SUPP	S700114086-SUPP	S700114143-SUPP	S700114207-SUPP	S700114264-SUPP	S700114405-SUPP	S700114476-SUPP	S700114535-SUPP	S700114576-SUPP	S700114633-SUPP	S700114697-SUPP	S700114745-SUPP	S700114795-SUPP	S700114852-SUPP	S700114900-SUPP	S700114957-SUPP	S700116235-SUPP	S700116322-SUPP	S700116376-SUPP	S700116586-SUPP	S700116637-SUPP	S700116796-SUPP	S700116856-SUPP	S700117018-SUPP	S700117678-SUPP	S700117735-SUPP	S700117846-SUPP	S700117972-SUPP
Bacteria;Mycoplasmatota	phylum				0.065	0.0	0.0	0.0	0.0	0.011	0.099	0.179	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.392	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.145	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1]	class				0.0	0.0	0.378	0.0	0.035	0.107	0.359	1.141	0.011	0.264	0.0	0.016	0.0	0.01	0.057	1.107	0.056	0.0	0.172	1.259	0.088	0.0	0.321	0.151	0.188	0.0	1.104	0.0	0.007	0.0	0.0	0.308	0.016	0.013	0.346	1.363	0.452	0.494	0.0	0.036	0.394	0.0	0.643	0.0	0.079	0.126	0.0	0.223	0.058	0.708	0.024	0.173	0.362	0.057	0.421	0.074	0.039	0.0	0.015	0.025	0.163	0.062	0.0	0.0	0.541	0.049	0.0	1.899	0.0	0.087	0.0	0.0	0.914	1.555	1.031	1.259	3.337	0.757	0.136	0.025	2.629	0.0	0.038	0.495	0.0	0.0	0.545	0.085	0.0	0.656	0.0	0.0	0.0	0.227	0.5	0.0	0.547	0.0	0.021	1.008	1.031	0.089	0.066	0.0	0.085	1.007	0.0	0.106	0.009	0.0	0.0	0.0	0.029	0.012	0.0	0.0	0.209	0.0	1.678	0.0	0.0	0.131	0.181	0.0	0.498	0.185	0.107	0.0	0.734	0.276	0.0	0.0	1.048	0.04	0.254	0.0	0.0	0.274	0.0	0.0	0.136	0.0	0.0	0.0	0.478	0.485	0.236	0.467	0.064	0.788	0.068
Bacteria;Actinomycetota;Actinomycetes	class				7.636	12.679	26.519	33.758	66.438	32.081	14.977	13.836	23.195	18.941	43.128	37.778	43.503	14.654	31.298	35.066	14.587	60.451	34.707	19.167	27.522	40.398	26.598	46.821	20.079	47.755	16.979	51.024	26.849	41.089	25.284	35.174	37.961	28.277	35.795	30.771	19.533	26.22	49.283	24.935	29.888	19.381	40.043	39.577	31.293	42.491	37.551	26.145	20.349	32.465	17.327	15.208	36.15	11.858	18.226	30.656	32.767	17.88	29.097	25.27	38.176	10.538	51.125	28.726	18.636	11.738	18.911	24.637	17.755	13.202	6.905	29.406	16.935	11.23	19.297	20.943	28.183	24.121	16.523	42.142	4.594	65.025	15.026	0.348	59.784	43.437	38.64	13.221	18.854	0.0	24.889	18.822	31.136	40.429	18.66	54.843	26.701	40.787	24.147	16.296	0.0	0.421	27.323	24.279	24.66	15.78	21.072	13.262	11.029	26.415	35.726	60.837	26.493	45.828	36.11	35.697	29.099	59.576	14.907	61.374	15.998	22.026	42.264	29.874	0.0	0.0	28.6	6.315	17.34	24.088	75.899	46.071	13.414	34.421	54.963	39.234	40.926	24.541	31.672	46.927	20.995	33.97	16.286	46.582	29.03	37.592	27.436	21.729	45.469	22.355	41.393
Bacteria;Actinomycetota;Coriobacteriia	class				0.124	0.0	0.066	0.0	0.014	0.107	0.05	0.065	0.033	0.029	0.0	0.0	0.0	0.005	0.0	0.014	0.0	0.0	0.0	0.0	0.018	0.0	0.014	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.034	0.077	0.0	0.0	0.0	0.0	0.0	0.003	0.012	0.0	0.047	0.0	0.0	0.0	0.013	0.025	0.081	0.013	0.017	0.019	0.0	0.022	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.084	0.0	0.0	0.0	0.047	0.0	0.0	0.066	0.053	0.033	0.175	0.045	0.0	0.063	0.009	0.0	0.12	0.0	0.018	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.093	0.009	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.021	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.267	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.012	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.007	0.0	0.0	0.0	0.167	0.045	0.035	0.0	0.03	0.039	0.0	0.0	0.015	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia	class				21.379	2.793	11.78	0.84	0.594	9.287	13.925	11.245	10.829	2.622	1.64	1.995	0.683	9.071	0.445	4.456	1.075	0.033	4.464	3.605	0.844	1.489	4.717	0.479	14.453	0.652	7.974	0.054	3.771	0.099	5.559	2.222	2.817	12.094	8.817	3.267	4.52	1.144	0.148	0.796	6.838	0.188	0.583	1.952	0.701	5.902	0.681	8.041	8.642	6.769	1.92	18.579	1.284	15.516	4.267	2.082	4.072	0.109	0.369	8.633	2.093	5.727	0.085	1.877	5.0	1.512	3.328	9.945	6.274	10.273	2.075	6.172	8.092	5.877	7.518	5.116	6.551	6.544	0.652	2.453	29.241	0.203	2.598	5.614	0.714	2.131	2.57	12.075	11.383	4.718	0.285	0.283	1.997	2.435	9.102	3.765	6.447	0.426	0.803	9.772	4.933	1.553	0.441	7.642	3.795	2.461	0.278	7.491	3.952	0.021	0.0	0.057	0.029	0.358	6.175	3.838	11.679	0.0	9.303	0.063	0.244	10.539	1.039	0.376	7.938	10.314	3.609	0.104	7.075	4.769	0.0	7.749	16.232	2.48	3.03	0.36	2.303	7.957	0.943	1.987	8.1	1.122	3.467	2.829	13.212	5.932	3.665	6.46	5.538	4.514	0.495
Bacteria;Bacteroidota;Flavobacteriia	class				6.451	8.487	7.612	7.841	7.832	6.85	14.309	12.712	12.41	15.351	5.147	4.315	9.614	6.669	4.943	7.521	7.349	0.899	13.92	11.54	17.645	5.855	11.596	9.914	3.365	14.644	13.739	2.628	5.793	2.512	13.859	22.679	0.7	17.199	10.896	12.999	14.989	10.503	3.3	16.635	8.051	8.743	8.678	5.166	14.093	8.815	4.947	8.794	14.272	10.426	11.759	12.206	12.719	5.0	14.943	10.662	18.391	10.849	5.157	4.086	14.649	16.866	1.252	14.382	15.442	3.222	6.061	11.448	8.539	8.94	12.508	13.517	13.301	18.929	13.67	18.885	13.813	22.03	9.344	6.12	12.605	1.388	15.753	19.162	6.271	3.064	11.436	16.592	18.468	54.281	1.573	13.896	6.012	3.539	8.155	2.548	22.673	2.872	12.639	15.525	26.735	23.913	13.143	5.326	16.355	11.172	3.294	14.301	5.861	9.053	0.129	5.734	11.746	5.86	4.171	13.283	13.783	5.726	17.335	0.425	15.009	17.472	3.371	6.816	20.175	28.583	13.103	14.636	13.694	11.889	0.337	6.973	11.784	16.685	6.658	6.477	16.567	11.82	5.523	0.451	9.952	4.883	10.971	7.372	10.292	9.025	12.383	20.358	15.21	13.332	7.975
Bacteria;Bacillota;Bacilli	class				2.584	24.422	4.949	29.71	8.709	5.669	6.56	19.622	3.86	11.486	20.814	46.553	13.268	25.559	35.609	15.46	25.756	21.736	11.288	9.118	21.793	21.813	17.82	13.042	14.596	13.117	15.849	32.305	14.584	47.34	5.355	8.524	28.0	4.207	10.311	10.273	10.235	14.562	26.452	22.263	18.213	28.124	22.283	13.072	11.872	9.267	25.823	13.353	5.873	14.38	25.078	10.672	11.282	16.03	20.467	17.897	10.343	11.053	16.728	15.473	15.421	22.184	30.942	21.535	11.609	37.761	15.23	9.101	14.29	2.295	9.918	13.236	11.73	2.183	9.02	13.989	17.326	17.577	27.062	19.952	6.998	17.026	15.568	20.283	8.474	30.14	22.098	24.808	17.441	2.517	47.301	45.598	15.273	24.053	22.488	13.13	6.667	28.584	9.743	17.497	17.551	24.896	21.441	18.08	17.75	17.361	22.579	16.492	26.408	15.249	43.428	20.8	14.833	25.142	23.555	16.113	11.9	15.092	7.527	18.163	16.283	8.787	23.45	20.073	36.068	10.118	11.364	17.37	9.075	19.838	17.558	6.286	3.796	16.566	7.747	31.698	9.074	20.801	41.64	15.205	18.85	20.872	18.76	15.428	4.521	13.502	15.871	8.99	14.824	18.477	29.713
Bacteria;Bacillota;Clostridia	class				2.513	0.557	2.384	0.048	0.014	1.782	2.488	1.565	0.862	1.36	0.792	0.146	0.046	0.93	0.172	1.485	0.02	0.0	0.701	0.296	0.439	0.0	0.474	0.177	3.608	0.222	0.475	0.013	0.046	0.028	0.864	0.693	0.436	0.936	0.37	0.405	0.347	0.059	0.099	0.131	1.654	0.019	0.048	0.164	0.238	0.678	0.081	1.409	1.767	1.158	0.096	0.41	0.165	0.076	0.279	1.314	0.077	0.019	0.236	0.594	0.061	1.022	0.021	0.29	0.872	0.066	0.0	0.132	0.466	3.672	0.182	0.0	1.259	0.206	0.879	1.079	0.35	0.433	0.154	0.215	3.786	0.132	0.789	1.663	0.265	0.28	0.289	0.385	0.444	0.256	0.136	0.133	0.197	0.279	1.329	1.302	2.124	0.051	0.539	1.335	2.645	0.518	0.166	0.998	0.494	0.38	0.046	1.031	0.104	0.0	0.0	0.014	0.143	0.275	0.395	0.204	1.395	0.0	1.059	0.016	0.007	0.423	0.301	0.235	1.802	3.338	0.143	0.03	1.139	0.691	0.0	0.406	1.188	0.129	0.179	0.014	0.51	0.02	0.015	0.042	0.467	0.116	0.381	0.566	1.601	0.784	0.612	0.738	0.15	0.128	0.068
Bacteria;Bacillota;Erysipelotrichia	class				0.013	0.0	0.041	0.0	0.0	0.021	0.05	0.033	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.011	0.022	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.024	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.022	0.03	0.0	0.037	0.009	0.0	0.3	0.0	0.036	0.0	0.0	0.02	0.0	0.015	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.032	0.028	0.0	0.0	0.0	0.044	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.027	0.012	0.0	0.0	0.0	0.0	0.015	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.03	0.0	0.0	0.03	0.02	0.0	0.044	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes	class				6.256	1.056	3.148	3.752	4.87	8.278	7.291	5.313	3.064	10.175	0.566	2.352	0.911	3.311	1.049	2.93	1.263	0.082	2.489	0.733	0.562	3.663	7.438	0.505	15.766	6.551	0.578	0.108	1.579	0.649	9.413	1.441	0.482	5.922	0.585	0.135	2.559	19.271	1.459	1.603	8.083	2.139	7.297	7.725	0.344	1.808	2.903	2.2	5.445	1.762	7.535	3.284	9.614	0.552	2.536	0.753	0.212	0.314	0.074	7.059	1.117	8.464	2.483	8.909	0.823	2.532	29.777	4.827	13.058	9.093	1.242	1.071	9.65	5.027	5.32	4.416	1.349	3.858	11.625	9.369	5.238	0.78	9.403	6.751	4.64	5.008	5.395	5.756	7.348	0.0	19.279	1.448	23.686	9.277	4.732	9.756	0.484	8.096	5.062	2.284	4.107	4.858	6.676	11.596	12.713	0.306	0.383	8.814	4.18	1.329	0.167	4.946	0.086	3.566	4.226	8.982	6.182	0.097	1.45	0.189	1.544	2.146	2.243	6.123	1.562	4.431	6.468	1.828	3.759	8.657	0.652	10.423	12.762	1.647	1.224	1.643	5.278	7.349	3.173	16.399	6.527	14.15	7.368	5.793	8.339	1.097	7.338	3.719	2.453	4.14	4.081
Bacteria;Fusobacteriota;Fusobacteriia	class				29.113	3.363	22.195	10.339	0.686	20.389	19.854	14.7	23.479	17.425	6.731	1.363	0.538	12.879	1.408	7.494	0.776	0.343	16.352	3.181	3.761	1.071	6.726	0.908	14.74	6.759	14.831	1.927	3.408	0.028	23.874	3.63	0.903	18.583	3.226	2.578	5.86	1.117	1.014	2.28	10.682	0.3	1.345	12.416	3.292	4.997	0.438	14.762	25.168	19.119	1.896	8.231	3.94	14.116	3.294	9.48	4.824	2.626	0.901	4.471	4.368	10.934	0.085	5.743	13.514	1.332	2.292	14.534	14.279	31.781	15.157	14.129	19.207	19.007	13.46	14.968	5.089	8.04	4.989	5.614	20.769	1.226	22.997	19.27	2.264	1.882	10.168	8.113	11.515	14.983	1.412	1.132	6.581	7.13	13.216	5.375	8.655	2.114	3.53	10.439	18.278	10.086	7.46	14.535	12.287	2.737	0.719	16.281	1.862	2.041	0.114	0.817	0.114	0.926	4.539	10.697	10.936	0.226	12.48	0.142	4.748	9.269	2.634	1.998	22.329	22.916	5.587	2.125	15.125	21.134	0.0	3.513	9.711	2.688	2.299	0.519	13.941	8.616	1.212	0.985	11.909	4.269	10.413	4.259	12.733	6.844	3.23	12.905	5.345	12.205	4.337
Bacteria;Pseudomonadota;Betaproteobacteria	class				7.786	43.221	5.129	7.056	2.389	0.945	4.79	7.089	15.78	7.211	14.536	4.298	21.642	14.054	19.026	14.097	36.62	10.704	8.34	39.742	16.731	18.735	12.894	15.742	1.776	3.705	12.421	5.701	33.963	5.616	5.65	13.572	16.016	7.61	22.963	23.367	26.951	19.347	6.156	23.106	7.862	33.827	14.355	10.661	26.137	7.76	19.4	12.058	7.298	6.644	25.174	22.402	16.253	22.735	22.924	19.728	7.275	47.839	43.756	21.561	13.409	15.943	1.188	9.647	12.383	11.771	9.522	9.259	8.716	2.885	17.232	10.737	6.288	27.204	10.751	5.336	11.856	10.979	20.063	7.536	4.737	6.517	7.709	7.532	15.938	9.673	4.467	6.432	5.803	0.0	2.179	17.757	12.966	6.635	7.432	4.367	13.503	10.286	25.182	6.317	14.171	22.308	17.932	10.581	7.063	35.745	50.644	5.503	41.522	37.457	12.308	5.533	14.69	10.591	14.872	3.511	4.172	11.356	14.223	6.364	34.896	16.596	9.843	29.381	4.359	9.14	12.674	40.401	21.023	4.7	3.125	10.766	9.199	17.875	14.166	6.343	7.045	7.968	4.49	10.78	8.89	12.773	21.873	7.312	6.699	10.179	13.88	12.302	4.756	15.078	5.106
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				6.165	0.332	5.047	3.793	0.148	3.758	4.072	2.119	2.999	7.181	0.566	0.13	0.064	2.455	0.23	1.431	0.01	0.016	1.373	0.893	0.264	0.502	2.414	0.227	4.17	2.297	1.104	0.027	0.178	0.353	4.593	2.915	0.498	1.649	0.585	1.498	2.26	1.369	0.087	0.439	1.591	0.019	0.155	0.213	0.912	4.018	1.071	1.919	1.274	1.158	0.792	2.484	0.516	0.01	0.2	1.034	0.425	0.083	0.369	0.854	0.366	3.288	0.042	0.915	1.413	0.46	2.623	1.952	5.219	3.301	0.727	0.74	6.445	4.614	6.652	6.815	1.267	0.955	1.286	0.556	5.852	0.72	4.819	9.071	0.235	1.68	0.077	3.23	2.104	11.524	2.39	0.316	1.459	1.022	2.403	2.114	2.513	0.605	9.479	3.944	7.745	0.776	0.629	1.87	3.199	0.865	0.128	6.144	0.665	0.042	0.053	0.444	0.143	0.526	0.382	1.089	2.371	0.016	8.162	0.0	0.176	0.993	0.783	0.364	2.943	5.636	0.608	0.045	0.772	1.331	0.0	1.689	5.193	0.913	0.209	0.072	1.755	0.659	0.539	1.077	0.964	2.094	0.707	2.71	5.742	2.615	0.538	2.5	2.389	1.413	0.581
Bacteria;Pseudomonadota;Gammaproteobacteria	class				0.43	1.127	0.312	0.385	0.007	0.129	0.681	1.271	0.403	0.89	0.198	0.811	3.353	3.583	2.515	1.499	3.926	0.343	0.2	0.45	3.515	0.736	0.67	1.186	0.408	0.252	1.592	1.927	0.707	1.623	0.261	0.825	0.763	0.198	1.087	1.687	1.235	1.435	0.049	0.641	2.048	1.614	0.524	0.443	0.621	0.301	1.265	1.071	1.037	0.383	1.08	0.497	0.384	6.029	5.525	0.502	0.212	2.177	2.867	1.206	0.142	0.384	0.085	1.914	9.337	24.231	7.736	1.952	3.586	0.787	29.013	0.969	0.794	1.478	4.136	2.118	4.059	0.216	0.788	0.645	0.041	0.517	0.092	0.031	0.092	0.031	1.378	0.629	0.099	0.0	0.0	0.316	0.052	0.248	0.064	0.42	0.221	1.227	0.085	0.489	0.015	0.037	0.684	0.41	0.17	0.022	0.058	0.138	0.038	0.419	0.235	0.043	29.951	1.553	1.104	0.245	0.5	0.437	1.108	0.032	4.68	2.511	2.453	0.27	0.009	0.01	1.846	5.914	1.0	1.763	1.237	0.199	0.559	0.843	1.045	6.297	0.174	3.629	2.574	0.292	2.74	1.064	4.024	2.323	0.254	4.516	1.895	1.686	0.396	0.625	0.478
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1]	class				7.454	0.219	4.085	0.179	1.4	6.41	2.934	4.547	1.112	3.767	1.103	0.032	0.0	2.543	1.767	1.404	0.02	0.0	3.262	5.982	0.246	0.937	3.712	1.186	5.241	0.074	3.159	0.027	0.165	0.0	0.534	0.737	0.109	0.712	0.096	0.567	2.962	0.0	2.423	0.036	2.269	0.075	0.071	0.115	0.093	3.315	0.162	4.757	3.209	1.455	0.336	1.771	0.066	0.143	1.315	1.093	11.289	0.006	0.0	5.978	0.406	0.724	1.868	0.42	0.233	0.247	0.176	4.273	4.974	11.213	1.923	5.203	2.654	0.593	3.602	2.418	0.206	3.425	0.009	3.161	2.077	3.902	0.312	2.034	0.082	1.4	0.085	5.399	5.063	0.241	0.0	0.25	0.041	2.342	8.591	0.826	4.922	1.108	5.823	6.628	1.728	1.072	0.143	2.387	0.255	0.298	0.0	8.287	2.964	0.0	2.443	0.0	0.143	0.03	0.763	0.082	2.336	0.0	1.466	5.293	0.02	5.693	2.769	0.0	0.069	1.886	2.692	0.045	5.025	0.38	0.0	0.578	10.503	0.139	0.702	0.101	0.349	0.0	0.045	0.326	1.671	0.035	0.177	3.976	1.66	0.695	8.592	5.602	0.439	3.34	0.034
Bacteria;Spirochaetota;Spirochaetia	class				1.159	0.0	3.305	0.0	0.0	3.071	1.461	1.271	0.36	0.029	0.0	0.0	0.0	0.47	0.0	1.094	0.0	0.0	0.057	0.559	0.0	0.0	0.042	0.0	0.508	0.015	0.013	0.0	0.0	0.0	0.068	0.165	0.016	0.026	0.012	0.013	0.597	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.079	1.155	0.016	0.051	0.006	0.278	0.0	0.108	0.0	0.019	0.0	0.0	0.039	0.006	0.015	0.117	0.0	0.074	0.0	0.019	0.025	0.0	0.0	0.739	0.333	1.443	0.03	0.0	0.522	0.163	0.024	1.359	0.01	0.0	0.009	0.0	0.133	0.0	0.031	0.889	0.0	0.0	0.009	0.066	0.099	0.256	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.979	0.0	0.0	0.0	0.908	0.0	0.03	0.0	0.455	0.0	0.0	0.0	0.0	0.0	0.018	0.027	0.014	0.407	0.0	0.049	0.0	0.0	0.234	0.0	0.0	0.249	0.402	0.0	0.0	0.0	0.0	0.0	0.117	0.885	0.02	0.0	0.0	0.012	0.0	0.03	0.008	0.06	0.035	0.014	0.194	0.439	0.351	0.0	0.256	0.011	0.0	0.051
Bacteria;Synergistota;Synergistia	class				0.007	0.0	0.493	0.0	0.0	0.0	0.05	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.216	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.405	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.427	0.0	0.019	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.244	0.044	0.0	0.0	0.086	0.0	0.0	0.02	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes	class				0.065	0.0	0.0	0.0	0.0	0.011	0.099	0.179	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.392	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.145	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Absconditabacterales	order				0.0	0.0	0.066	0.0	0.035	0.107	0.223	0.717	0.0	0.068	0.0	0.016	0.0	0.01	0.057	0.041	0.056	0.0	0.0	0.013	0.07	0.0	0.209	0.0	0.154	0.0	0.18	0.0	0.007	0.0	0.0	0.297	0.016	0.013	0.084	1.35	0.178	0.0	0.0	0.036	0.063	0.0	0.0	0.0	0.079	0.0	0.0	0.153	0.023	0.115	0.0	0.065	0.0	0.057	0.4	0.074	0.0	0.0	0.0	0.025	0.061	0.062	0.0	0.0	0.455	0.016	0.0	0.106	0.0	0.087	0.0	0.0	0.09	0.0	0.044	0.44	0.381	0.0	0.136	0.0	2.629	0.0	0.038	0.402	0.0	0.0	0.119	0.085	0.0	0.595	0.0	0.0	0.0	0.227	0.5	0.0	0.547	0.0	0.0	0.652	1.015	0.067	0.022	0.0	0.0	0.999	0.0	0.089	0.009	0.0	0.0	0.0	0.029	0.012	0.0	0.0	0.128	0.0	1.401	0.0	0.0	0.0	0.181	0.0	0.472	0.144	0.024	0.0	0.139	0.0	0.0	0.0	0.862	0.04	0.119	0.0	0.0	0.112	0.0	0.0	0.015	0.0	0.0	0.0	0.02	0.121	0.089	0.0	0.054	0.485	0.0
